n,dr2,beta,sd_x,sd_y,p_swap,p_cyc,p_correct,p_row,ceiling,stratum,target,candidate
13977,1.529490412589044e-05,4.18675989400638e-05,10.323779299822714,0.09634076256538894,0.610648918469218,0.6173044925124792,0.6173044925124792,0.610648918469218,2.0128590976685013e-05,POOLED,y_ast_PER_MINUTE,A01_c04_prevgame
5111,0.00013277238133050257,-0.00010480059437183894,9.41168358822967,0.08014822286158202,0.49417637271214643,0.20299500831946754,0.49417637271214643,0.28618968386023297,0.00015145176314811156,DECISION,y_ast_PER_MINUTE,A01_c04_prevgame
13977,1.3912351682527044e-06,3.245132885694604e-05,3.953032804076786,0.09634076256538894,0.9001663893510815,0.8635607321131448,0.9001663893510815,0.8885191347753744,1.7729873973954222e-06,POOLED,y_ast_PER_MINUTE,A04_teammate_prior_fgm_pg
5111,0.00010920207477199456,-0.000264748245619016,3.53862470437781,0.08014822286158202,0.5091514143094842,0.26622296173044924,0.5091514143094842,0.33943427620632277,0.000136630418264759,DECISION,y_ast_PER_MINUTE,A04_teammate_prior_fgm_pg
13977,8.283950479932531e-06,4.492398921521429e-05,10.323779299822714,0.1406349299797717,0.6572379367720466,0.7154742096505824,0.7154742096505824,0.7104825291181365,1.0875460351286923e-05,POOLED,y_reb_PER_MINUTE,A01_c04_prevgame
5111,2.488681390209787e-05,-6.244431004990082e-05,9.41168358822967,0.11157540107381583,0.5923460898502496,0.6056572379367721,0.6056572379367721,0.6572379367720466,2.7744919299056205e-05,DECISION,y_reb_PER_MINUTE,A01_c04_prevgame
13977,1.8877565407332527e-07,-1.7225079978850703e-05,3.953032804076786,0.1406349299797717,0.9633943427620633,0.9534109816971714,0.9633943427620633,0.956738768718802,2.34421223473375e-07,POOLED,y_reb_PER_MINUTE,A04_teammate_prior_fgm_pg
5111,1.3288435087842703e-05,-0.00012121875069313532,3.53862470437781,0.11157540107381583,0.7121464226289518,0.6688851913477537,0.7121464226289518,0.7470881863560732,1.4779907108108458e-05,DECISION,y_reb_PER_MINUTE,A04_teammate_prior_fgm_pg
