  PREREG hash b8777375c40e500d97e2e79a3516d663a7a7665127e5c11bb8030bd20cac69d4 VERIFIED. cells added=0 dropped=0 (list is unchanged)
  refB_ppm cross-frame identity check: max|D085 - D089| = 0.000e+00
  frame: 14852 rows, seasons [np.int64(2021), np.int64(2022), np.int64(2023), np.int64(2024)], 48 opponent-team-season clusters
  _m_hat = prior5_minutes (strictly-prior trailing-5 mean) with refB_mpg fallback; NO realised minutes anywhere in this step
  30 preregistered cells (18 real, 12 control) x 2 bases x 2 fit windows
  A10_opp_defrtg|ppm|POOLED                      B_COMPLETE  n=11705  dR2=+0.001400  cluster p=0.0080 (row p=0.0075)  MAE 0.1767 -> 0.1764 (+0.191%)  beta_int=+2.548e-04
  A10_opp_defrtg|ppm|DECISION                    B_COMPLETE  n= 4514  dR2=+0.000203  cluster p=0.8461 (row p=0.8471)  MAE 0.1530 -> 0.1528 (+0.130%)  beta_int=+1.741e-04
  A10_opp_defrtg|points|POOLED                   B_COMPLETE  n=11705  dR2=+0.001873  cluster p=0.0275 (row p=0.0020)  MAE 4.0321 -> 4.0252 (+0.172%)  beta_int=+2.548e-04
  A10_opp_defrtg|points|DECISION                 B_COMPLETE  n= 4514  dR2=+0.001005  cluster p=0.4123 (row p=0.2879)  MAE 5.0629 -> 5.0560 (+0.136%)  beta_int=+1.741e-04
  A10_opp_defrtg|attempts|POOLED                 B_COMPLETE  n=11705  dR2=+0.000950  cluster p=0.0870 (row p=0.0025)  MAE 2.7379 -> 2.7340 (+0.144%)  beta_int=+1.318e-04
  A10_opp_defrtg|attempts|DECISION               B_COMPLETE  n= 4514  dR2=+0.003033  cluster p=0.1204 (row p=0.0060)  MAE 3.2483 -> 3.2366 (+0.358%)  beta_int=+2.959e-04
  A01_opp_efg_allowed|ppm|POOLED                 B_COMPLETE  n=11705  dR2=+0.000519  cluster p=0.1489 (row p=0.0720)  MAE 0.1768 -> 0.1767 (+0.077%)  beta_int=+3.134e-02
  A01_opp_efg_allowed|ppm|DECISION               B_COMPLETE  n= 4514  dR2=-0.002340  cluster p=0.0540 (row p=0.0150)  MAE 0.1534 -> 0.1535 (-0.021%)  beta_int=+1.485e-02
  A01_opp_efg_allowed|points|POOLED              B_COMPLETE  n=11705  dR2=+0.000787  cluster p=0.1254 (row p=0.0105)  MAE 4.0367 -> 4.0332 (+0.086%)  beta_int=+3.134e-02
  A01_opp_efg_allowed|points|DECISION            B_COMPLETE  n= 4514  dR2=-0.001353  cluster p=0.2269 (row p=0.0750)  MAE 5.0759 -> 5.0764 (-0.010%)  beta_int=+1.485e-02
  A01_opp_efg_allowed|attempts|POOLED            B_COMPLETE  n=11705  dR2=+0.000321  cluster p=0.3708 (row p=0.0470)  MAE 2.7394 -> 2.7386 (+0.031%)  beta_int=+1.283e-02
  A01_opp_efg_allowed|attempts|DECISION          B_COMPLETE  n= 4514  dR2=+0.000545  cluster p=0.7111 (row p=0.4183)  MAE 3.2517 -> 3.2493 (+0.076%)  beta_int=+3.139e-02
  A02_opp_ts_allowed|ppm|POOLED                  B_COMPLETE  n=11705  dR2=+0.000510  cluster p=0.1879 (row p=0.0460)  MAE 0.1768 -> 0.1767 (+0.072%)  beta_int=+2.347e-02
  A02_opp_ts_allowed|ppm|DECISION                B_COMPLETE  n= 4514  dR2=-0.001723  cluster p=0.1809 (row p=0.0615)  MAE 0.1533 -> 0.1533 (-0.017%)  beta_int=+1.974e-02
  A02_opp_ts_allowed|points|POOLED               B_COMPLETE  n=11705  dR2=+0.000835  cluster p=0.1934 (row p=0.0060)  MAE 4.0360 -> 4.0325 (+0.086%)  beta_int=+2.347e-02
  A02_opp_ts_allowed|points|DECISION             B_COMPLETE  n= 4514  dR2=-0.000755  cluster p=0.5547 (row p=0.3148)  MAE 5.0708 -> 5.0694 (+0.027%)  beta_int=+1.974e-02
  A02_opp_ts_allowed|attempts|POOLED             B_COMPLETE  n=11705  dR2=+0.000190  cluster p=0.6202 (row p=0.2319)  MAE 2.7397 -> 2.7394 (+0.011%)  beta_int=+4.711e-03
  A02_opp_ts_allowed|attempts|DECISION           B_COMPLETE  n= 4514  dR2=+0.000368  cluster p=0.8256 (row p=0.5847)  MAE 3.2503 -> 3.2485 (+0.057%)  beta_int=+2.683e-02
  NC1_noise_x_defrtg|ppm|POOLED                  B_COMPLETE  n=11738  dR2=-0.000460  cluster p=0.0055 (row p=0.0035)  MAE 0.1770 -> 0.1771 (-0.037%)  beta_int=-1.217e-05  <-- CONTROL
  NC1_noise_x_defrtg|ppm|DECISION                B_COMPLETE  n= 4517  dR2=-0.000697  cluster p=0.1424 (row p=0.1234)  MAE 0.1507 -> 0.1509 (-0.099%)  beta_int=-4.104e-04  <-- CONTROL
  NC1_noise_x_defrtg|points|POOLED               B_COMPLETE  n=11738  dR2=-0.000212  cluster p=0.0765 (row p=0.1459)  MAE 4.0302 -> 4.0310 (-0.020%)  beta_int=-1.217e-05  <-- CONTROL
  NC1_noise_x_defrtg|points|DECISION             B_COMPLETE  n= 4517  dR2=-0.000648  cluster p=0.1224 (row p=0.0785)  MAE 5.0039 -> 5.0078 (-0.078%)  beta_int=-4.104e-04  <-- CONTROL
  NC1_noise_x_defrtg|attempts|POOLED             B_COMPLETE  n=11738  dR2=-0.000363  cluster p=0.0945 (row p=0.0960)  MAE 2.7375 -> 2.7378 (-0.009%)  beta_int=+8.363e-04  <-- CONTROL
