column,corr_increment_INTO_game_k_with_game_k,corr_increment_OUT_OF_game_k_with_game_k,corr_level_with_game_k
CLEAN_defrtg,0.01768300573909014,0.4771432580184221,0.18320775225882482
LEAKY_defrtg,0.47190873843082,-0.16130746155979173,0.4215812729139164
FROZEN_A10,0.024473073153553314,0.6094760495016023,0.2101374957484071
