cell_id,kind,base,fit,usage,defence,response,stratum,n_scored,n_rows_eligible,r2_without,r2_with,mae_without,mae_with,mae_pct_reduction,mean_interaction_beta,beta_sign_consistent,sd_response,dr2_a_minus_b,p_cluster,p_row_NAIVE,n_clusters_present,null_sd_cluster,null_sd_row,null_width_inflation_cluster_over_row
A10_opp_defrtg|ppm|POOLED,REAL,B_COMPLETE,walk_forward,O01_own_usg_pg,A10_opp_defrtg,ppm,POOLED,11705,14807,0.16365251014686466,0.1650525195020046,0.17673738541934747,0.17639998665958656,0.19090401216491637,0.0002547648284163492,True,0.28315817464666093,0.0014000093551401194,0.0079960019990005,0.0074962518740629685,36,0.0005603619846091748,0.0005285067866459348,1.0602739619776744
A10_opp_defrtg|ppm|DECISION,REAL,B_COMPLETE,walk_forward,O01_own_usg_pg,A10_opp_defrtg,ppm,DECISION,4514,5670,0.19922959312041533,0.199432559342818,0.15303314227512294,0.15283401889721804,0.1301178130074021,0.0001740567591333741,False,0.22392550085847893,0.00020296622240259076,0.8460769615192404,0.8470764617691154,36,0.001103109344711656,0.001045893256664289,1.0547054756140686
A10_opp_defrtg|points|POOLED,REAL,B_COMPLETE,walk_forward,O01_own_usg_pg,A10_opp_defrtg,points,POOLED,11705,14807,0.5060505250895968,0.5079230647885651,4.032103357780966,4.025150529124467,0.17243676660921858,0.0002547648284163492,True,7.5527455102589816,0.0018725396989683007,0.027486256871564217,0.001999000499750125,36,0.0008816342808525211,0.0005355919557502767,1.6460932084342
A10_opp_defrtg|points|DECISION,REAL,B_COMPLETE,walk_forward,O01_own_usg_pg,A10_opp_defrtg,points,DECISION,4514,5670,0.26836077568848915,0.26936592053924613,5.062934699485225,5.056046304195072,0.13605538485126356,0.0001740567591333741,False,7.578724593435383,0.0010051448507569433,0.4122938530734633,0.28785607196401797,36,0.001197282171355911,0.0009570065431619327,1.2510699951957611
A10_opp_defrtg|attempts|POOLED,REAL,B_COMPLETE,walk_forward,O01_own_usg_pg,A10_opp_defrtg,attempts,POOLED,11705,14807,0.64073178134077,0.6416821804171052,2.737922918138886,2.7339761830196565,0.14415070245703543,0.00013180340947041512,True,5.938379375722318,0.0009503990763352585,0.08695652173913043,0.0024987506246876563,36,0.0005557701789446919,0.00030353165514474917,1.8310122503685964
A10_opp_defrtg|attempts|DECISION,REAL,B_COMPLETE,walk_forward,O01_own_usg_pg,A10_opp_defrtg,attempts,DECISION,4514,5670,0.44363231608752374,0.446665275229051,3.2482615124444525,3.2366341937557537,0.3579551290483596,0.0002959141968065341,True,5.534022088851965,0.0030329591415273467,0.12043978010994502,0.005997001499250375,36,0.0018641355324623917,0.0010761186627409663,1.7322769291206965
A01_opp_efg_allowed|ppm|POOLED,REAL,B_COMPLETE,walk_forward,O01_own_usg_pg,A01_opp_efg_allowed,ppm,POOLED,11705,14807,0.1629804327852079,0.16349961947278313,0.1768249323554007,0.17668878565849538,0.07699519241533004,0.031342788753454524,True,0.28315817464666093,0.0005191866875750826,0.1489255372313843,0.07196401799100449,36,0.00035737093965641526,0.0002905220620131662,1.2300991435212227
A01_opp_efg_allowed|ppm|DECISION,REAL,B_COMPLETE,walk_forward,O01_own_usg_pg,A01_opp_efg_allowed,ppm,DECISION,4514,5670,0.19399369373218256,0.1916539814682463,0.15342353425986513,0.1534565146502263,-0.021496304670787225,0.014845594390242176,False,0.22392550085847893,-0.002339712263936173,0.053973013493253376,0.014992503748125937,36,0.0012460628266848307,0.0009748373446414732,1.278226396982267
A01_opp_efg_allowed|points|POOLED,REAL,B_COMPLETE,walk_forward,O01_own_usg_pg,A01_opp_efg_allowed,points,POOLED,11705,14807,0.5047090132438132,0.5054958729270183,4.0367200414457525,4.033239415480676,0.0862241108954942,0.031342788753454524,True,7.5527455102589816,0.0007868596832052007,0.12543728135932034,0.010494752623688156,36,0.0005016518553530136,0.000294150105187942,1.7054281011815107
A01_opp_efg_allowed|points|DECISION,REAL,B_COMPLETE,walk_forward,O01_own_usg_pg,A01_opp_efg_allowed,points,DECISION,4514,5670,0.26464636317196044,0.263293127688499,5.075889266218634,5.076409931117568,-0.010257609487251962,0.014845594390242176,False,7.578724593435383,-0.0013532354834613792,0.22688655672163918,0.07496251874062969,36,0.001068130976924408,0.0007522820473483507,1.4198544025998812
