cell_id,dr2_B_COMPLETE,dr2_B_SINGLE,ratio
A10_opp_defrtg|ppm|POOLED,0.0014000093551401194,0.0013326455993569555,0.9518833531105785
A10_opp_defrtg|ppm|DECISION,0.00020296622240259076,0.0013508029073191863,6.655308904748793
A10_opp_defrtg|points|POOLED,0.0018725396989683007,0.0018485244847326315,0.9871750573571815
A10_opp_defrtg|points|DECISION,0.0010051448507569433,0.0018291287993169964,1.8197663729158404
A10_opp_defrtg|attempts|POOLED,0.0009503990763352585,0.0007641113212372415,0.8039899661767947
A10_opp_defrtg|attempts|DECISION,0.0030329591415273467,0.0027301470655593844,0.9001595267730935
A01_opp_efg_allowed|ppm|POOLED,0.0005191866875750826,0.0005057448993753834,0.9741099135987471
A01_opp_efg_allowed|ppm|DECISION,-0.002339712263936173,-5.038752042219014e-05,0.021535776513570776
A01_opp_efg_allowed|points|POOLED,0.0007868596832052007,0.0007773175201017904,0.9878731071027287
A01_opp_efg_allowed|points|DECISION,-0.0013532354834613792,0.0002585042457426564,-0.1910268012492846
A01_opp_efg_allowed|attempts|POOLED,0.0003207515353733232,0.00021676350296245125,0.6757988008074846
A01_opp_efg_allowed|attempts|DECISION,0.0005451017877450866,0.0008372401963289207,1.53593368275734
A02_opp_ts_allowed|ppm|POOLED,0.0005098258773940074,0.0004868426138422374,0.9549193860671613
A02_opp_ts_allowed|ppm|DECISION,-0.0017225731839637037,0.00011694670646847758,-0.06789070418441029
A02_opp_ts_allowed|points|POOLED,0.0008349776099051212,0.0008028674827492394,0.9615437267119887
A02_opp_ts_allowed|points|DECISION,-0.0007553064876209169,0.0005514777360900342,-0.7301376926167977
A02_opp_ts_allowed|attempts|POOLED,0.0001896062168031,1.1772557380539772e-05,0.06208951150987416
A02_opp_ts_allowed|attempts|DECISION,0.0003678683488599215,0.0007273027926186478,1.9770735777423278
