defence,usage,stratum,tier,contrast,fit,is_negative_control,n,sd_y_points,mean_interaction_beta_on_ppm,sd_interaction_term,mean_minutes_estimate,points_moved_by_1sd,ceiling_1sd_form,ceiling_D084_form_var_share,DIAGNOSTIC_oracle_best_rescaling,implied_optimal_rescaling,realised_paired_dr2_points,vs_D079_shot_mix,vs_D084_conversion,vs_D089_teammate_volume
A01_opp_efg_allowed,O01_own_usg_pg,POOLED,ALL_TIERS,INTERACTION,in_sample,False,14807,7.485142890945623,0.04753881422983003,0.14034072251723262,21.675230778878714,0.14460915322803208,0.00037324274546983465,0.0005470081727551551,0.00042279692374816864,0.8791621892741234,0.00041480963266536506,0.48536661291495575,4.240373432210505,0.2659252176738722
A01_opp_efg_allowed,O01_own_usg_pg,POOLED,ALL_TIERS,MAIN_EFFECT,walk_forward,False,11705,7.5527455102589816,0.297500167343065,0.02368794289237949,21.581016852789816,0.1520850292410191,0.0004054742026357225,0.0005039285020583785,0.0012359161844764338,1.566065954775466,0.0010744420393708715,0.44714152800211054,3.906422496576578,0.24498225671287244
A01_opp_efg_allowed,O01_own_usg_pg,POOLED,ALL_TIERS,MAIN_EFFECT,in_sample,False,14807,7.485142890945623,0.3441748339634946,0.024931645098416427,21.675230778878714,0.18599179158183773,0.000617429484553148,0.0007438507405534105,0.0009844272140164655,1.1504000864395645,0.0009676011719081446,0.6600272764449073,5.7662848104915545,0.3616192224372438
A01_opp_efg_allowed,O01_own_usg_pg,DECISION,ALL_TIERS,INTERACTION,walk_forward,False,4514,7.578724593435383,0.014845594390242176,0.09516560276599038,30.289708314872254,0.04279299514937473,3.188255505753461e-05,0.0004775151230664666,0.00040149835710201286,-0.9169556293539896,-0.0013532354834613859,0.4237046344866607,3.701667620670284,0.23214152798564253
A01_opp_efg_allowed,O01_own_usg_pg,DECISION,ALL_TIERS,INTERACTION,in_sample,False,5670,7.49556041082052,0.05718401274476705,0.09857277223258787,30.207881246325687,0.17027538214596824,0.0005160544291278424,0.0005483511960783843,0.0006553422958919663,1.0932127837927028,0.0006505778790434332,0.4865582928823286,4.2507844657239096,0.2665781215743239
A01_opp_efg_allowed,O01_own_usg_pg,DECISION,ALL_TIERS,MAIN_EFFECT,walk_forward,False,4514,7.578724593435383,0.47775452582724065,0.020799406209710266,30.289708314872254,0.3009891480889363,0.0015772822820858826,0.001699253530934169,0.00025645113555742394,0.3884840768769265,-0.000378987652244532,1.507767108193584,13.172507991737746,0.8260833888838937
A01_opp_efg_allowed,O01_own_usg_pg,DECISION,ALL_TIERS,MAIN_EFFECT,in_sample,False,5670,7.49556041082052,0.7020118208150559,0.022081521704888907,30.207881246325687,0.468267146659431,0.003902825739731722,0.00393752327944801,0.00260561250151327,0.8134733831953033,0.002468617487637666,3.4938094759964597,30.523436274790775,1.9142067474224649
A01_opp_efg_allowed,O01_own_usg_pg,POOLED,T3_high_usage,INTERACTION,walk_forward,False,3983,7.368000134385571,0.04173806861512259,0.0794510536088478,30.699762901059664,0.10180451302929981,0.00019091269637452966,0.0006294960683495716,0.0007285060177229789,1.0757715651118938,0.0007248918730108328,0.5585590668585373,4.879814483330012,0.30602628505083695
A01_opp_efg_allowed,O01_own_usg_pg,POOLED,T3_high_usage,INTERACTION,in_sample,False,5017,7.353199192880561,0.07413473492901032,0.0816583131197475,30.552993734002804,0.18495918972493103,0.0006327019407765209,0.0006994898367535898,0.0009480531597601663,1.16419476109418,0.0009291949700207151,0.6206653387343299,5.422401835299146,0.34005339657442385
A01_opp_efg_allowed,O01_own_usg_pg,POOLED,T3_high_usage,MAIN_EFFECT,walk_forward,False,3983,7.368000134385571,0.45122737515324934,0.024068311721288753,30.699762901059664,0.3334080554955305,0.0020476368046928087,0.0021396275904591536,0.005071304290330726,1.5395391603661535,0.00444845333776433,1.8985160518714763,16.58626039115623,1.0401689793189859
A01_opp_efg_allowed,O01_own_usg_pg,POOLED,T3_high_usage,MAIN_EFFECT,in_sample,False,5017,7.353199192880561,0.6322579177472945,0.025256566102290563,30.552993734002804,0.4878904878718152,0.004402425752668921,0.0045050958543677655,0.002908329110610456,0.8034701693813936,0.0027343244040088,3.997423118338745,34.923223677269505,2.190129243737368
A01_opp_efg_allowed,O01_own_usg_pg,DECISION,T3_high_usage,INTERACTION,walk_forward,False,1687,7.462906019211838,0.05273822349274588,0.05278440927325479,32.400867417506426,0.0901961082098743,0.00014606953704681265,0.0010623302172819218,0.0012217992954662844,1.0724329962661756,0.0012162257386055758,0.9426177615633734,8.23511796342575,0.5164463866222275
A01_opp_efg_allowed,O01_own_usg_pg,DECISION,T3_high_usage,INTERACTION,in_sample,False,2073,7.439720733774235,0.13100326474460097,0.05324310524126418,32.39413571313716,0.22594976429882835,0.0009223813600810384,0.0010155939255126634,0.0018609805795943434,1.3536639812763167,0.0017339519076263667,0.9011481149180688,7.872821128005143,0.49372577808102264
A01_opp_efg_allowed,O01_own_usg_pg,DECISION,T3_high_usage,MAIN_EFFECT,walk_forward,False,1687,7.462906019211838,0.6907710573574429,0.020937583112355634,32.400867417506426,0.46861622169670014,0.003942926587751157,0.005038994194956742,0.01239325471577006,1.568269725889453,0.010766009894809966,4.4711572271133475,39.06197050354064,2.449681183741732
A01_opp_efg_allowed,O01_own_usg_pg,DECISION,T3_high_usage,MAIN_EFFECT,in_sample,False,2073,7.439720733774235,1.065823019128065,0.02221936383942025,32.39413571313716,0.7671549886836444,0.010632930121558684,0.010691492916688127,0.007558253048443136,0.8407977438633706,0.00728727332907704,9.486684043201533,82.87979005184594,5.197614446615521
A02_opp_ts_allowed,O01_own_usg_pg,POOLED,ALL_TIERS,INTERACTION,walk_forward,False,11705,7.5527455102589816,0.023467658102813326,0.1364924860381204,21.581016852789816,0.06912742827366797,8.377049809356945e-05,0.00025590226454372955,0.0011625716780968409,2.1314384935082074,0.0008349776099051217,0.22706500846826047,1.983738484835113,0.12440557342913446
A02_opp_ts_allowed,O01_own_usg_pg,POOLED,ALL_TIERS,INTERACTION,in_sample,False,14807,7.485142890945623,0.04950951870506917,0.14136677996913025,21.675230778878714,0.15170496703703673,0.00041077065455916715,0.0006039305003137262,0.0004391873657238628,0.8527690647069825,0.00042609599548738646,0.535874445708719,4.681631785377723,0.29359771527162193
A02_opp_ts_allowed,O01_own_usg_pg,POOLED,ALL_TIERS,MAIN_EFFECT,walk_forward,False,11705,7.5527455102589816,0.28575345727216,0.02377438950707455,21.581016852789816,0.14661309814294207,0.0003768216435167884,0.0004626224095626693,0.0014374656370610512,1.7627284040123312,0.0011683329137748169,0.4104901593280118,3.5862202291679792,0.22490151169794328
A02_opp_ts_allowed,O01_own_usg_pg,POOLED,ALL_TIERS,MAIN_EFFECT,in_sample,False,14807,7.485142890945623,0.3502219618310603,0.025209531628893257,21.675230778878714,0.1913691304792582,0.0006536474576318169,0.0007827340154235199,0.001009632600424646,1.1357286432391114,0.0009952128672845921,0.6945288513074711,6.067705545918759,0.38052212708970345
A02_opp_ts_allowed,O01_own_usg_pg,DECISION,ALL_TIERS,INTERACTION,walk_forward,False,4514,7.578724593435383,0.01974479363469681,0.09845966009611504,30.289708314872254,0.05888518208744488,6.0369807913094434e-05,0.0005864976345439914,1.2146864368558362e-05,-0.1439126461338326,-0.00075530648762091,0.520406064369114,4.5464932910386935,0.28512281698784225
A02_opp_ts_allowed,O01_own_usg_pg,DECISION,ALL_TIERS,INTERACTION,in_sample,False,5670,7.49556041082052,0.06252860129542526,0.10222554713187941,30.207881246325687,0.1930893955481553,0.0006636034398813762,0.0007059813871336753,0.0007647454253405696,1.0407869023255798,0.0007635709748950724,0.6264253656909275,5.472723931268801,0.34320923049765456
A02_opp_ts_allowed,O01_own_usg_pg,DECISION,ALL_TIERS,MAIN_EFFECT,walk_forward,False,4514,7.578724593435383,0.4550286576992398,0.021542231049734607,30.289708314872254,0.2969097915763657,0.0015348176667499332,0.0016962336555178766,0.0013449302782344672,0.8904448931157726,0.0013245715366561072,1.5050875381702544,13.149098104789742,0.8246152919386859
A02_opp_ts_allowed,O01_own_usg_pg,DECISION,ALL_TIERS,MAIN_EFFECT,in_sample,False,5670,7.49556041082052,0.7159142729175958,0.022935101273655525,30.207881246325687,0.49600031049612564,0.00437880574551652,0.004410743690730133,0.002964578249714316,0.8198332880939712,0.002821405315091912,3.913703363558237,34.19181155604754,2.1442604233009885
A02_opp_ts_allowed,O01_own_usg_pg,POOLED,T3_high_usage,INTERACTION,walk_forward,False,3983,7.368000134385571,0.01784775666925034,0.08032834070594301,30.699762901059664,0.04401365690775458,3.568417473129604e-05,0.000525810953391663,0.00034585094689501436,0.8110164629463684,0.0003270717258046657,0.4665580775436229,4.076053902260954,0.255620298197211
A02_opp_ts_allowed,O01_own_usg_pg,POOLED,T3_high_usage,INTERACTION,in_sample,False,5017,7.353199192880561,0.07707402817924974,0.08266641487686784,30.552993734002804,0.19466637054263544,0.0007008566553832953,0.0007761223826740425,0.000975706885012172,1.1212296676679194,0.0009643004997164585,0.6886622738900111,6.016452578868547,0.3773079157384748
A02_opp_ts_allowed,O01_own_usg_pg,POOLED,T3_high_usage,MAIN_EFFECT,walk_forward,False,3983,7.368000134385571,0.4133708467175133,0.02401596144534032,30.699762901059664,0.30477184454471,0.0017110016831684317,0.0019807882291949784,0.00606856182886374,1.7503458421253126,0.004953340653009403,1.757576068495988,15.354947513139368,0.9629500385002326
A02_opp_ts_allowed,O01_own_usg_pg,POOLED,T3_high_usage,MAIN_EFFECT,in_sample,False,5017,7.353199192880561,0.6554672637475172,0.025396128369893682,30.552993734002804,0.5085952397831196,0.004784008255426704,0.00487803731410922,0.0030573601741945545,0.7916819493820959,0.002845670865875961,4.328338344373754,37.81424274503272,2.3714328216379292
A02_opp_ts_allowed,O01_own_usg_pg,DECISION,T3_high_usage,INTERACTION,walk_forward,False,1687,7.462906019211838,0.04184631277919165,0.054773365485491395,32.400867417506426,0.07426484181993044,9.902630527910604e-05,0.0009629607357340859,0.0008724177200795578,0.9518268451747444,0.0008701830225077656,0.8544460831713273,7.464811904915395,0.46813842281676515
A02_opp_ts_allowed,O01_own_usg_pg,DECISION,T3_high_usage,INTERACTION,in_sample,False,2073,7.439720733774235,0.1412645856144581,0.05500146333679445,32.39413571313716,0.251694625122139,0.0011445495935350819,0.0012616192031422388,0.0019698157925147016,1.2495356810084801,0.0018912572172011882,1.1194491598422704,9.779993822808054,0.6133297049792119
A02_opp_ts_allowed,O01_own_usg_pg,DECISION,T3_high_usage,MAIN_EFFECT,walk_forward,False,1687,7.462906019211838,0.6697274355166614,0.0216364975741178,32.400867417506426,0.4695065848595763,0.003957923813630396,0.005668834545519156,0.014867096145566647,1.6194449300922809,0.012691896183026798,5.030021779520103,43.94445384123377,2.755874839824578
A02_opp_ts_allowed,O01_own_usg_pg,DECISION,T3_high_usage,MAIN_EFFECT,in_sample,False,2073,7.439720733774235,1.099267687572713,0.022988648678759823,32.39413571313716,0.8186217945131467,0.012107468238149083,0.012180209406632897,0.008756332318888185,0.8478787293235789,0.00847447154254911,10.807639225051373,94.42022795839455,5.921346332830772
G01_noise_tvframe,O01_own_usg_pg,POOLED,ALL_TIERS,INTERACTION,walk_forward,True,11705,7.5527455102589816,0.00016681563821526065,5.646254165445147,21.581016852789816,0.020326803517114984,7.24316661870884e-06,9.092090488913288e-05,6.317399083364102e-08,0.0263595069038844,-8.612764444886784e-05,0.08067515961768668,0.7048132161948286,0.04420073159413364
G01_noise_tvframe,O01_own_usg_pg,POOLED,ALL_TIERS,INTERACTION,in_sample,True,14807,7.485142890945623,-2.334440283820172e-05,5.540439437892267,21.675230778878714,0.0028034364202951995,1.4027530813172446e-07,2.0493557129564688e-07,0.00011001091183418918,-23.169102389359896,-9.701282040437262e-06,0.00018184167816827585,0.0015886478395011386,9.962837690600238e-05
G01_noise_tvframe,O01_own_usg_pg,POOLED,ALL_TIERS,MAIN_EFFECT,walk_forward,True,11705,7.5527455102589816,0.002036178305381916,0.9997641945374757,21.581016852789816,0.0439324363718488,3.383458660825775e-05,6.224682323328512e-05,3.641021592165118e-05,0.7648090726079017,3.2967047066388436e-05,0.05523231875180579,0.4825335134363188,0.030260973861587322
G01_noise_tvframe,O01_own_usg_pg,POOLED,ALL_TIERS,MAIN_EFFECT,in_sample,True,14807,7.485142890945623,0.0020931356160657165,0.997173238606212,21.675230778878714,0.04524094963367073,3.653114075081045e-05,4.3095233633220056e-05,3.6316363795898844e-05,0.9179870596211724,3.602649998007421e-05,0.03823889408448985,0.33407157855209346,0.020950526802732163
G01_noise_tvframe,O01_own_usg_pg,DECISION,ALL_TIERS,INTERACTION,walk_forward,True,4514,7.578724593435383,0.001110613771712061,4.494421030413055,30.289708314872254,0.15119307491068884,0.00039798943972213724,0.00039607362017601323,9.918572937293498e-05,0.5004222793254377,3.345074023031674e-07,0.3514406567666488,3.0703381408993278,0.19254915905494083
G01_noise_tvframe,O01_own_usg_pg,DECISION,ALL_TIERS,INTERACTION,in_sample,True,5670,7.49556041082052,0.00045089220655659783,4.432853468150817,30.207881246325687,0.06037767281925985,6.488503181272731e-05,6.874013810510371e-05,0.00041307644111910924,2.4513764702601426,0.000268275776121464,0.06099391136211509,0.5328692876364629,0.033417665583424266
G01_noise_tvframe,O01_own_usg_pg,DECISION,ALL_TIERS,MAIN_EFFECT,walk_forward,True,4514,7.578724593435383,0.0033504398657959815,1.0027382959244626,30.289708314872254,0.10176173906409662,0.0001802921384223973,0.00019512778493221457,0.00040258964750181385,1.436387920460681,0.0003654306015135508,0.17313911706496413,1.5126184878466247,0.09486037186787291
G01_noise_tvframe,O01_own_usg_pg,DECISION,ALL_TIERS,MAIN_EFFECT,in_sample,True,5670,7.49556041082052,0.0034888416171771144,0.9972526597910126,30.207881246325687,0.10510096966420308,0.0001966098302633004,0.00019774810663034835,0.00026451465107641124,1.1565614140583016,0.0002596675530331466,0.17546415850075275,1.5329310591499874,0.09613422782224033
G01_noise_tvframe,O01_own_usg_pg,POOLED,T3_high_usage,INTERACTION,walk_forward,True,3983,7.368000134385571,0.0017494116288421563,3.2846425064989746,30.699762901059664,0.17640672576599148,0.0005732327944000712,0.0006335151062440042,0.0009101364515544156,1.1986013614804907,0.0008851490314810382,0.5621252051854518,4.910969815844994,0.30798011971025974
G01_noise_tvframe,O01_own_usg_pg,POOLED,T3_high_usage,INTERACTION,in_sample,True,5017,7.353199192880561,0.0015784730742834875,3.2211063558436543,30.552993734002804,0.15534454730166924,0.00044631282425873085,0.0004976286697261035,0.000670713954125246,1.1609565718652777,0.0006578218792080879,0.44155161466380083,3.8575865870240587,0.24191962553529586
G01_noise_tvframe,O01_own_usg_pg,POOLED,T3_high_usage,MAIN_EFFECT,walk_forward,True,3983,7.368000134385571,0.0030906398014868114,1.0039693509272543,30.699762901059664,0.09525852871216128,0.00016715081123384922,0.00020592677152714048,8.347462522239142e-05,0.6366794516255525,5.629191641469998e-05,0.18272118147927283,1.5963315622258953,0.10011024381484711
G01_noise_tvframe,O01_own_usg_pg,POOLED,T3_high_usage,MAIN_EFFECT,in_sample,True,5017,7.353199192880561,0.002463870108003873,1.0000332417844535,30.552993734002804,0.07528111036649929,0.00010481401818549036,0.00010617683022527889,0.00023581197537368137,1.4902806077077664,0.00021028971191994702,0.09421191679261659,0.8230762032967356,0.05161732145127802
G01_noise_tvframe,O01_own_usg_pg,DECISION,T3_high_usage,INTERACTION,walk_forward,True,1687,7.462906019211838,-0.0005472373450171321,2.3989100086930635,32.400867417506426,0.04253498859099499,3.2484538122589846e-05,0.0006513850861119802,0.00012036415899029894,-0.4298626259604464,-0.0012113972933671148,0.577981442867773,5.049496791565738,0.3166675187710162
G01_noise_tvframe,O01_own_usg_pg,DECISION,T3_high_usage,INTERACTION,in_sample,True,2073,7.439720733774235,0.0016173571374831326,2.3121492028074844,32.39413571313716,0.1211401710040242,0.0002651325797006981,0.00029255760119274374,0.00048530574426386685,1.2879589540642133,0.00046104676287873913,0.2595897082455579,2.267888381339099,0.14222537734212143
G01_noise_tvframe,O01_own_usg_pg,DECISION,T3_high_usage,MAIN_EFFECT,walk_forward,True,1687,7.462906019211838,0.015295528042806537,0.9961141313710495,32.400867417506426,0.4936625848717947,0.00437566918707581,0.004162569994892644,0.00211237191485627,0.7123680249173578,0.0017679935367912146,3.693496002566676,32.267984456532126,2.0236120539098903
G01_noise_tvframe,O01_own_usg_pg,DECISION,T3_high_usage,MAIN_EFFECT,in_sample,True,2073,7.439720733774235,0.009829543938473422,0.9895700650882925,32.39413571313716,0.31509848484358133,0.0017938220676727242,0.0018014245691237215,0.002666187488766589,1.216570558736082,0.002581695620035781,1.5984246398613324,13.964531543594742,0.8757533150820231
