relationship,x,is_negative_control,published_spearman,reproduced_spearman,abs_delta_spearman,published_p,reproduced_p,abs_delta_p,published_n_players,reproduced_n_players,published_null_sd,reproduced_null_sd,abs_delta_null_sd
R01_prior_efficiency_persistence,refA_ppm_floor,False,0.1695820187802191,0.16958201878021914,2.7755575615628914e-17,0.0474762618690654,0.047476261869065464,6.245004513516506e-17,137,137,0.0836177701555608,0.08361777015556084,4.163336342344337e-17
R02_opp_efg_allowed,A01_opp_efg_allowed,False,0.1673091642242425,0.1673091642242425,0.0,0.0664667666166916,0.06646676661669165,5.551115123125783e-17,137,137,0.0891793958314782,0.08917939583147823,2.7755575615628914e-17
R03_opp_ts_allowed,A02_opp_ts_allowed,False,0.1983450631918905,0.1983450631918905,0.0,0.0274862568715642,0.027486256871564217,1.734723475976807e-17,137,137,0.087967849085288,0.087967849085288,0.0
R04_opp_defrtg,A10_opp_defrtg,False,0.3200431235648813,0.3200431235648813,0.0,0.0004997501249375,0.0004997501249375312,3.122502256758253e-17,137,137,0.0880677043094859,0.08806770430948592,1.3877787807814457e-17
R05_teammate_volume_pregame,P01_c04_prevgame,False,-0.11138854145276,-0.11138854145276007,6.938893903907228e-17,0.2073963018490754,0.20739630184907545,5.551115123125783e-17,137,137,0.0873010127043947,0.08730101270439473,2.7755575615628914e-17
R06_own_usage,O01_own_usg_pg,False,0.2805225231952508,0.2805225231952508,0.0,0.0044977511244377,0.004497751124437781,8.066464163292153e-17,137,137,0.093742617146375,0.09374261714637504,4.163336342344337e-17
NC1_noise_eff_frame,G01_noise,True,-0.1136287266414023,-0.11362872664140233,2.7755575615628914e-17,0.2043978010994502,0.20439780109945027,8.326672684688674e-17,137,137,0.089344206780559,0.08934420678055903,2.7755575615628914e-17
NC2_noise_tv_frame,G01_noise_tvframe,True,0.0070985868165101,0.007098586816510163,6.331740687315346e-17,0.9385307346326835,0.9385307346326837,1.1102230246251565e-16,137,137,0.0857699844485812,0.08576998444858129,9.71445146547012e-17
