window,arm,response,stratum,n,mae_base,mae_arm,dMAE,pct_of_MAE,p,null_mean,null_sd,MDE80_analytic
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,A,minutes,POOLED,13087,5.309788909115222,5.00796258724022,0.3018263218750019,5.684337495165992,0.00012498437695288088,0.00017343059794128925,0.029109840859351303,0.08150755440618364
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,B,minutes,POOLED,13087,5.309788909115222,4.873956261030201,0.435832648085022,8.208097450669568,0.00012498437695288088,0.00010195108827482319,0.03555788540703279,0.0995620791396918
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,C,minutes,POOLED,13087,5.309788909115222,5.575054823945432,-0.2652659148302094,-4.995790216346116,0.00012498437695288088,-0.00017338080254928289,0.0319959782135024,0.08958873899780671
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,AB,minutes,POOLED,13087,5.309788909115222,4.907720467438888,0.4020684416763347,7.572211411005639,0.00012498437695288088,2.975804368453111e-05,0.03192357823996874,0.08938601907191247
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,AC,minutes,POOLED,13087,5.309788909115222,5.27695233958877,0.03283656952645252,0.6184157240240296,0.45219347581552305,6.734970553201103e-06,0.0430552460882009,0.12055468904696252
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,BC,minutes,POOLED,13087,5.309788909115222,4.85303994918898,0.45674895992624326,8.602017288147751,0.00012498437695288088,0.00013513100282130992,0.03592683146405609,0.10059512809935706
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,ABC,minutes,POOLED,13087,5.309788909115222,4.887975882209831,0.4218130269053912,7.94406395669086,0.00012498437695288088,5.914755375547501e-05,0.032216313954052556,0.09020567907134715
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,A,minutes,DECISION,4503,4.399879314666825,4.402443137443267,-0.002563822776441139,-0.05827029773054766,0.05911761029871266,1.2481143940501111e-05,0.0013618513533292858,0.003813183789322
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,B,minutes,DECISION,4503,4.399879314666825,4.342700903403599,0.057178411263225974,1.2995449914415602,0.005749281339832521,3.0393379358721843e-05,0.0207720188450424,0.05816165276611872
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,C,minutes,DECISION,4503,4.399879314666825,4.952368128139479,-0.5524888134726534,-12.556908359530537,0.00012498437695288088,0.00019634267380036523,0.062227268032340126,0.17423635049055233
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,AB,minutes,DECISION,4503,4.399879314666825,4.343151825733634,0.05672748893319181,1.2892964755667944,0.006874140732408449,3.5566234782280116e-05,0.02097754158055454,0.05873711642555271
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,AC,minutes,DECISION,4503,4.399879314666825,4.9536959594103465,-0.5538166447435207,-12.5870871707184,0.00012498437695288088,0.00021000745922816717,0.062103356799581656,0.17388939903882863
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,BC,minutes,DECISION,4503,4.399879314666825,4.334900232232384,0.06497908243444246,1.4768378354796512,0.006874140732408449,2.5230626655703593e-05,0.023931875031410327,0.06700925008794892
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,ABC,minutes,DECISION,4503,4.399879314666825,4.335403141960172,0.06447617270665391,1.4654077554292255,0.007624046994125735,2.5895338786716293e-05,0.024134710320936517,0.06757718889862224
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,A,pts,POOLED,13087,4.29135631412958,4.154671508328529,0.13668480580105064,3.1851190112321066,0.00012498437695288088,0.00013668467200855032,0.015263200691516722,0.04273696193624682
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,B,pts,POOLED,13087,4.29135631412958,4.057572526505603,0.23378378762397703,5.447783183471112,0.00012498437695288088,0.00014660119658219906,0.01930889621048263,0.054064909389351365
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,C,pts,POOLED,13087,4.29135631412958,4.427125466928035,-0.1357691527984557,-3.1637818642890734,0.00012498437695288088,-7.34765117470712e-05,0.017878105659174685,0.050058695845689116
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,AB,pts,POOLED,13087,4.29135631412958,4.0743974001739405,0.2169589139556398,5.055718939983799,0.00012498437695288088,8.206300994324621e-05,0.018214881836460636,0.05100166914208978
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,AC,pts,POOLED,13087,4.29135631412958,4.293326926469811,-0.0019706123402311415,-0.04592050149139953,0.9355080614923135,5.7987054387451423e-05,0.023359872652843474,0.06540764342796172
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,BC,pts,POOLED,13087,4.29135631412958,4.054169902183182,0.23718641194639822,5.527073367584183,0.00012498437695288088,0.00016322687132826682,0.01961389615745635,0.05491890924087777
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,ABC,pts,POOLED,13087,4.29135631412958,4.0719785964109665,0.21937771771861353,5.112083492025531,0.00012498437695288088,9.955999848808894e-05,0.01843902773634758,0.05162927766177322
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,A,pts,DECISION,4503,5.03818914112236,5.04148149003305,-0.003292348910689529,-0.06534786246544311,0.00012498437695288088,-2.556955395735062e-06,0.0005618514675094577,0.0015731841090264815
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,B,pts,DECISION,4503,5.03818914112236,5.016537072223402,0.021652068898958342,0.4297589529188438,0.00012498437695288088,-9.642524867179854e-05,0.004327463888226779,0.01211689888703498
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,C,pts,DECISION,4503,5.03818914112236,5.247702901898936,-0.209513760776576,-4.158513205994932,0.00012498437695288088,0.0001838934724366476,0.03162393135006959,0.08854700778019485
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,AB,pts,DECISION,4503,5.03818914112236,5.016927846418133,0.021261294704227187,0.4220027098762473,0.00012498437695288088,-9.881937430050563e-05,0.004345546262715673,0.012167529535603882
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,AC,pts,DECISION,4503,5.03818914112236,5.250617563452899,-0.21242842233053794,-4.216364578230486,0.00012498437695288088,0.0001773610401283933,0.03156934360221194,0.08839416208619343
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,BC,pts,DECISION,4503,5.03818914112236,5.019321581744946,0.018867559377414283,0.37449089045535805,0.0037495313085864268,-1.0389427803898118e-05,0.006313702587709217,0.017678367245585806
W1_2022_2024_TRAINED_ON_DEGENERATE_2021_FOLD,ABC,pts,DECISION,4503,5.03818914112236,5.019856781053633,0.018332360068726853,0.36386803979024385,0.004124484439445069,-1.4393944429300646e-05,0.006279586855875718,0.017582843196452008
