role,name,detail,kind,occurrence_rate,n_eligible_rows,n_occurrences,gate,reason,tests_removed_from_battery
feature,#7 b2b_flag,channel=- alpha=None,binary,0.02645,11948,316,0.08,occurs on 2.64% of eligible rows (< 8% gate),72
