GAME_ID,GAME_DATE_h,season_h,season_type_h,margin_true,total_true,str_margin_cal,str_total_cal,e_h,e_a,c,u,c_unc,u_unc,env_total_30d,env_total_14d,env_total_season,days_into_season,month,rest_h,rest_a,rest_min,rest_sum,pace_prior_sum,fg3a_prior_sum,season,crew_factor,crew_prior_mean,ORACLE_pace_shock,ORACLE_hot_cold_vs_env,ORACLE_c_ft,ORACLE_c_3pt,ORACLE_c_paint,ORACLE_c_np2,sub_margin_cal,e_h_sub,e_a_sub,c_sub,u_sub,c_inc,u_inc
1022400035,2024-05-29,2024,Regular Season,3.0,159.0,6.467161722532994,162.87671183537023,3.245248584311824,0.6314632510584062,1.938355917685115,1.3068926666267089,1.2094485071984877,1.6786560248700937,164.5,164.76666666666668,164.5,15,5,4.0,1.0,1.0,5.0,154.28,58.0,2024,1.002466666462121,1.002466666462121,-4.640000000000015,-5.5,0.034227265071450574,1.602487503776036,-2.2895992874648137,1.8623330258158148,7.95277702873487,4.787391811276223,0.8630812047070151,2.825236507991619,1.9621553032846037,1.938355917685115,1.3068926666267089
1022400042,2024-05-31,2024,Regular Season,11.0,169.0,9.262351695700898,157.6809380905711,-7.293896340546425,-4.0251655688825,-5.659530954714462,-1.6343653858319627,-7.860541958680884,-0.5264033978761944,163.71794871794873,163.375,163.71794871794873,17,5,2.0,2.0,2.0,4.0,150.05142857142857,54.42857142857143,2024,1.0031976051106997,1.0031976051106997,-3.73142857142858,5.28205128205127,-7.620475437448481,-0.28414990275866003,-1.981523348207478,2.0256067297337363,11.501737317554525,-5.646145838460711,-4.299790234909182,-4.9729680366849465,-0.6731778017757648,-5.659530954714462,-1.6343653858319627
1022400046,2024-06-02,2024,Regular Season,36.0,172.0,9.84972669807374,164.2872362309027,-17.611168472701635,9.898404703604314,-3.856381884548661,-13.754786588152975,-4.2941915463241,-12.649218578259578,162.70454545454547,160.4516129032258,162.70454545454547,19,6,2.0,1.0,1.0,3.0,151.264,52.025,2024,0.9998986608493482,0.9998986608493482,1.3759999999999764,9.295454545454533,2.5958393314663253,-1.9453598200790747,-1.6913200741783534,-3.253350983532996,9.68132454950093,-16.502149507121615,11.055290621545367,-2.723429442788124,-13.778720064333491,-3.856381884548661,-13.754786588152975
1022400062,2024-06-09,2024,Regular Season,5.0,181.0,13.315733790634944,159.5724988434498,-7.620444944522347,-13.807056212027831,-10.71375057827509,3.093305633752742,-12.511737212457732,5.076489452753577,160.19672131147541,154.65625,160.19672131147541,26,6,1.0,2.0,1.0,3.0,149.57575757575756,54.16666666666667,2024,0.9983200031304712,0.9983200031304712,-3.4957575757575796,20.803278688524586,-1.2018401932750749,-10.207187327711713,-3.3406355429663233,2.2379258514953704,13.632312610514193,-6.787995531304574,-13.29338846745955,-10.040691999382062,3.252696468077488,-10.71375057827509,3.093305633752742
1022400088,2024-06-20,2024,Regular Season,13.0,173.0,11.40643893542492,162.68389911010885,-6.7968649446799105,-3.5192359452112782,-5.158050444945594,-1.6388144997343161,-6.068322263058448,-0.14957061559812246,161.88571428571427,165.24242424242425,162.61627906976744,37,6,2.0,2.0,2.0,4.0,149.624,51.2,2024,1.0015418935960911,1.0015418935960911,-3.6640000000000157,10.383720930232556,2.577922394584756,-4.591420149122342,-4.977901130856843,0.9230766223359854,9.43057758220919,-8.02123772660299,-3.0654502148524614,-5.543343970727726,-2.4778937558752645,-5.158050444945594,-1.6388144997343161
1022400092,2024-06-22,2024,Regular Season,10.0,186.0,12.455522114969671,164.1061008790286,-10.619581420767787,-11.274317700203639,-10.946949560485713,0.327368139717926,-11.501821330237888,2.024101652102928,161.94285714285715,167.61290322580646,162.6888888888889,39,6,2.0,2.0,2.0,4.0,149.395,51.25,2024,1.0048111374583082,1.0048111374583082,2.004999999999967,23.311111111111103,-1.3516379336438469,-9.628795096739031,0.7781702795579193,-1.2995585794129298,11.675562347002094,-11.006258942145408,-11.00613090337879,-11.006194922762099,-6.401938330924395e-05,-10.946949560485713,0.327368139717926
1022400106,2024-06-30,2024,Regular Season,6.0,156.0,11.86127122911884,163.61624126291025,5.877864065627747,1.7383771972824889,3.808120631455118,2.0697434341726293,3.136940047148144,3.64250146094534,163.15151515151516,165.92857142857142,163.36190476190475,47,6,7.0,2.0,2.0,9.0,151.98694444444445,48.326388888888886,2024,1.0009893306183106,1.0009893306183106,-8.226944444444456,-7.3619047619047535,2.563028068154927,-2.8062665653050534,0.6082048726403144,2.771973671657957,11.345196189392965,4.785101829677117,1.1445552174293567,2.964828523553237,1.8202733061238803,3.808120631455118,2.0697434341726293
1022400111,2024-07-02,2024,Regular Season,9.0,143.0,3.694570604438937,166.54039155579275,8.996497848755027,14.543893707037725,11.770195777896376,-2.773697929141349,12.100318106040469,-3.101772622117373,163.22727272727272,164.0344827586207,163.01818181818183,49,7,2.0,2.0,2.0,4.0,151.12584795321635,55.005847953216374,2024,0.9994726702848816,0.9994726702848816,2.314152046783647,-20.01818181818183,1.644029642920203,7.89321845993887,-2.3165349014896144,4.879604904671011,3.2778394142070106,6.942176563783164,12.984377902109827,9.963277232946496,-3.0211006691633315,11.770195777896376,-2.773697929141349
1022400133,2024-07-11,2024,Regular Season,15.0,167.0,8.807083373620735,162.2957545359218,-6.0820258348109775,1.3777803707327507,-2.3521227320391134,-3.729903102771864,-3.2987669304917233,-2.8187554715042182,164.93939393939394,164.0,163.04545454545453,58,7,1.0,1.0,1.0,2.0,156.07090909090908,44.48701298701299,2024,0.995844714173298,0.995844714173298,-7.190909090909088,3.9545454545454675,1.3523564189446278,-4.803243476990407,-1.4377148460100564,1.5898349735641202,8.467472818411194,-6.434296654903079,1.3250741082422337,-2.5546112733304227,-3.8796853815726564,-2.3521227320391134,-3.729903102771864
1022400145,2024-07-16,2024,Regular Season,8.0,156.0,3.29452480166122,157.1550117371953,-2.054422857644397,3.2094345948397063,0.5775058685976546,-2.6319287262420517,-1.6086875695679126,-2.85866337053114,163.44615384615383,162.46875,162.8943661971831,63,7,3.0,2.0,2.0,5.0,151.37934782608693,47.40217391304348,2024,1.0048423612484163,1.0048423612484163,-7.89934782608691,-6.894366197183103,-5.673964657632695,2.327284285963575,2.5943975683732,-0.8564047662719929,2.6664639455122905,-2.6957592363611838,3.121304675493832,0.21277271956632404,-2.908531955927508,0.5775058685976546,-2.6319287262420517
