component,channel,var,var_share_of_total,cov_with_total,beta_share,cov_ft,cov_3pt,cov_paint,cov_np2
c,ft,16.762381337935114,0.20697379447187725,17.141315663990255,0.21165269263903572,16.76238133793511,-0.9848580417382242,1.5756145102714805,-0.21182214247811648
c,3pt,43.724388871562304,0.5398876504038524,32.09070318147307,0.3962405144493876,-0.9848580417382242,43.724388871562304,-8.251062400582914,-2.397765247768102
c,paint,36.76516699408797,0.4539585374983469,27.831563049709594,0.34365070775745077,1.5756145102714805,-8.251062400582914,36.76516699408796,-2.258156054066941
c,np2,8.792101982404702,0.10856063180973907,3.924358538091543,0.04845608515412596,-0.21182214247811648,-2.397765247768102,-2.258156054066941,8.7921019824047
u,ft,11.8355584632787,0.28793616800565786,3.246937500686164,0.07899168802233707,11.835558463278696,-3.8874181993769823,-4.146766296002114,-0.5544364672134354
u,3pt,38.442200823868546,0.935224140818644,19.26405196886859,0.468656998432948,-3.8874181993769823,38.442200823868546,-12.429686033510887,-2.8610446221120864
u,paint,35.148043984010414,0.8550836979133735,15.806597319154188,0.3845438367278326,-4.146766296002114,-12.429686033510887,35.14804398401041,-2.7649943353432183
u,np2,8.967688165854673,0.21816644937856008,2.7872127411859324,0.06780747681688207,-0.5544364672134354,-2.8610446221120864,-2.7649943353432183,8.967688165854675
