target,season,n,mae,rmse,bias_pred_minus_true,sd_error,sd_pred,sd_true,corr_pred_true,ols_slope_true_on_pred,ols_intercept
total,ALL,673,14.223623518386727,18.080107855459975,-1.1350997975348285,18.057861863326774,5.425062748850843,19.358841833351132,0.3718696794357847,1.326983048876486,-52.78604611405299
total,2024,229,13.06801432104684,16.644165276166405,-0.02632753719437562,16.680604835901022,4.216274628873552,17.543751876632125,0.31984647251708154,1.3308685145955195,-53.93698492765327
total,2025,276,13.363680652960138,16.563585289615904,0.2790131483300201,16.591319150732822,4.118241889278133,16.94027484210204,0.2054132175377051,0.8449616255783277,25.10178414975963
total,2026,168,17.2115921912949,21.935573248836146,-4.969647539657816,21.429077026761657,6.291618797527134,22.88056790807074,0.3608729367762727,1.312377307305991,-47.92828702905263
margin,ALL,673,10.085991899037579,12.730077920180966,-0.8266633890647341,12.712656987147847,5.9754951207401215,14.056838929473695,0.42674131143157573,1.0038722747050028,0.8210094333618838
margin,2024,229,8.936136436031989,10.894183587074071,-0.0711033469892229,10.91781565505474,5.7387570721396175,12.83246148343703,0.5323476967130983,1.1903851701672183,-0.21881197565780733
margin,2025,276,10.943893902132928,13.852564145212682,-1.4264509825596163,13.803954742118837,5.760307136886356,15.047314048661688,0.39833815178019355,1.040555499031942,1.3740962535890406
margin,2026,168,10.243943971501645,13.120744336240163,-0.8711983523427378,13.130927705458761,6.632418833966981,14.0149417190601,0.36570274940401976,0.7727652380981851,1.246729058407274
