game_id,GAME_DATE_h,season_h,TEAM_ABBREVIATION_h,TEAM_ABBREVIATION_a,total_true,str_total_cal,raw_total_cal,consensus_total,n_books,e_model,e_bookie,delta_bookie_minus_model,margin_true,str_margin_cal
1022500115,2025-07-05,2025,MIN,GSV,153.0,161.67788836051827,166.30641363434938,155.85,10,8.677888360518267,2.8499999999999943,-5.827888360518273,11.0,4.8682109002396965
1022500114,2025-07-05,2025,IND,LAS,176.0,169.1862989412295,165.36766805888024,163.1,10,6.813701058770505,12.900000000000006,6.086298941229501,-2.0,6.617146423896308
1022500117,2025-07-06,2025,NYL,SEA,149.0,168.42493856210055,168.27875813655723,167.5909090909091,11,19.42493856210055,18.590909090909093,-0.8340294711914567,-9.0,2.2804004450816526
1022500116,2025-07-06,2025,CON,LVA,154.0,158.42915171500266,153.2992488762031,157.36363636363637,11,4.429151715002661,3.363636363636374,-1.0655153513662867,-18.0,-6.438638636801692
1022500118,2025-07-06,2025,MIN,CHI,155.0,164.92163663448548,166.0103572400405,161.22727272727272,11,9.92163663448548,6.2272727272727195,-3.694363907212761,5.0,9.58031988978038
1022500120,2025-07-07,2025,PHX,DAL,174.0,167.071966735181,167.86784071592825,164.0,11,6.928033264818993,10.0,3.0719667351810074,30.0,2.516292022935904
1022500119,2025-07-07,2025,ATL,GSV,171.0,158.8510179229717,164.0869443762614,157.9090909090909,11,12.148982077028307,13.090909090909093,0.941927013880786,9.0,4.489699747445707
1022500122,2025-07-08,2025,NYL,LVA,165.0,163.74802208238617,165.03255522705587,165.8181818181818,11,1.2519779176138286,0.818181818181813,-0.4337960994320156,9.0,3.742875067424258
1022500121,2025-07-08,2025,WAS,CHI,160.0,161.41515557687526,160.3631017443912,159.3181818181818,11,1.4151555768752644,0.681818181818187,-0.7333373950570774,2.0,1.513763429099568
1022500125,2025-07-09,2025,PHX,MIN,150.0,167.1187376601559,169.88882972143563,160.95454545454547,11,17.118737660155887,10.954545454545467,-6.164192205610419,8.0,1.32680141635389
1022500123,2025-07-09,2025,CON,SEA,176.0,157.3930347156055,155.12926778741598,155.3181818181818,11,18.606965284394505,20.681818181818187,2.074852897423682,10.0,-12.928269296082084
1022500124,2025-07-09,2025,IND,GSV,141.0,161.1139123338926,164.1892492612001,164.54545454545453,11,20.113912333892614,23.545454545454533,3.4315422115619185,-19.0,1.1650756055251923
1022500126,2025-07-09,2025,CHI,DAL,163.0,163.7239384061274,162.2386895466852,166.22727272727272,11,0.7239384061273881,3.2272727272727195,2.5033343211453314,11.0,-2.425117416329474
1022500127,2025-07-10,2025,LAS,MIN,173.0,166.94246257394718,165.02089706121745,163.36363636363637,11,6.057537426052818,9.636363636363626,3.578826210310808,-9.0,-5.319159024768799
1022500128,2025-07-10,2025,WAS,LVA,138.0,161.5692207625283,160.20394805162664,157.8181818181818,11,23.56922076252829,19.818181818181813,-3.751038944346476,2.0,2.3135569859865077
