season,n,model_bias,bookie_bias,model_sd_pred,bookie_sd_line,sd_true,corr_model_bookie
ALL,365,-2.182210279445715,-1.8522166874221664,5.911213857334923,7.906311444305231,20.80420180119092,0.8773328077126001
2025,197,0.1948935769788178,-0.5086063682510377,4.131113544073563,6.540516418237835,17.46194156714289,0.8002559030018628
2026,168,-4.969647539657816,-3.42775974025974,6.291618797527134,7.300386536746506,22.880567908070745,0.8864537349508278
