game_id,season,league_mean_pred,adj_pred,total_true,str_total_cal
1022400028,2024,164.83333333333334,159.38200822332675,170.0,159.38200822332675
1022400032,2024,166.48387096774192,167.52705369896682,117.0,167.52705369896682
1022400033,2024,166.48387096774192,161.30350231102912,170.0,161.30350231102912
1022400035,2024,164.5,162.87671183537023,159.0,162.87671183537023
1022400038,2024,163.1891891891892,163.03231740144977,191.0,163.03231740144977
1022400039,2024,163.1891891891892,161.89452424023216,156.0,161.89452424023216
1022400042,2024,163.71794871794873,157.6809380905711,169.0,157.6809380905711
1022400041,2024,163.71794871794873,166.85377917906033,146.0,166.85377917906033
1022400043,2024,163.71794871794873,165.24123396424966,166.0,165.24123396424966
1022400040,2024,163.71794871794873,166.57720032158375,152.0,166.57720032158375
1022400044,2024,163.2093023255814,165.09328927176352,141.0,165.09328927176352
1022400048,2024,162.70454545454547,161.95616886609938,155.0,161.95616886609938
1022400047,2024,162.70454545454547,168.84597704247415,163.0,168.84597704247415
1022400046,2024,162.70454545454547,164.2872362309027,172.0,164.2872362309027
1022400045,2024,162.70454545454547,159.26895086678525,119.0,159.26895086678525
1022400051,2024,161.83333333333334,164.5704562118497,142.0,164.5704562118497
1022400050,2024,161.83333333333334,163.22092514279962,163.0,163.22092514279962
1022400049,2024,161.83333333333334,154.71113500873372,135.0,154.71113500873372
1022400052,2024,160.94117647058823,162.61480478264295,176.0,162.61480478264295
1022400053,2024,160.94117647058823,163.2292043746238,148.0,163.2292043746238
1022400054,2024,160.9811320754717,149.86412537079397,150.0,157.3724962240197
1022400055,2024,160.9811320754717,152.25168526742718,139.0,159.7600561206529
1022400057,2024,160.38181818181818,157.3416536621259,143.0,165.44619772617986
1022400056,2024,160.38181818181818,150.5573503433246,168.0,158.66189440737855
1022400059,2024,160.38181818181818,155.05873871026958,161.0,163.16328277432353
1022400058,2024,160.38181818181818,153.65311714544535,153.0,161.7576612094993
1022400060,2024,160.10169491525423,149.4326680144745,157.0,157.21455284241944
1022400061,2024,160.10169491525423,148.54642143509258,169.0,156.32830626303752
1022400062,2024,160.19672131147541,152.7913608208775,181.0,159.5724988434498
1022400064,2024,160.19672131147541,157.8891452113093,147.0,164.67028323388163
1022400063,2024,160.19672131147541,153.06747843054998,187.0,159.8486164531223
1022400065,2024,160.19672131147541,152.78692433747128,188.0,159.5680623600436
1022400066,2024,161.15384615384616,155.02244253584382,161.0,159.10154645842266
1022400069,2024,161.15151515151516,156.49120425744428,174.0,160.3891700750487
1022400067,2024,161.15151515151516,152.11296848908432,155.0,156.01093430668874
1022400068,2024,161.15151515151516,162.30267044919103,186.0,166.20063626679544
1022400070,2024,161.6086956521739,155.5850560351537,158.0,158.25821194152812
1022400073,2024,161.55714285714285,163.03888216050132,202.0,165.64676931106905
1022400071,2024,161.55714285714285,155.61559391991509,175.0,158.22348107048282
1022400072,2024,161.55714285714285,163.34560158917012,176.0,165.95348873973785
1022400075,2024,162.4931506849315,166.36951859481,157.0,167.2024076871174
1022400074,2024,162.4931506849315,155.96841478650524,164.0,156.80130387881263
1022400076,2024,162.44,161.85268906598426,152.0,162.71743371498965
1022400077,2024,162.44,167.01861308809873,172.0,167.88335773710412
1022400079,2024,162.42857142857142,162.12664767686195,174.0,163.10210373846013
1022400080,2024,162.42857142857142,158.40299152413863,161.0,159.3784475857368
1022400078,2024,162.42857142857142,161.7723846594717,165.0,162.74784072106988
1022400081,2024,162.5875,168.38641494366553,168.0,168.98531832144397
1022400083,2024,162.65432098765433,167.49346463644378,192.0,168.1004183255486
1022400082,2024,162.65432098765433,158.3280334266514,149.0,158.9349871157562
1022400084,2024,162.84337349397592,160.54317383779363,169.0,160.84655748816033
1022400086,2024,162.84337349397592,165.28324839231033,177.0,165.58663204267702
1022400085,2024,162.84337349397592,161.78337554493856,123.0,162.08675919530526
1022400088,2024,162.61627906976744,162.0293871998357,173.0,162.68389911010885
1022400087,2024,162.61627906976744,166.62166257420228,155.0,167.27617448447543
1022400089,2024,162.64772727272728,158.90433979684482,170.0,159.57068897573686
1022400090,2024,162.64772727272728,161.37199458484835,159.0,162.0383437637404
1022400092,2024,162.6888888888889,163.59279846537,186.0,164.1061008790286
1022400091,2024,162.6888888888889,160.41169477407263,166.0,160.9249971877312
1022400093,2024,162.6888888888889,168.16635758476318,133.0,168.67965999842176
1022400096,2024,162.65591397849462,163.4426270247018,175.0,164.0754436187638
1022400097,2024,162.65591397849462,157.7235276742102,133.0,158.3563442682722
1022400095,2024,162.65591397849462,161.59706376176686,176.0,162.22988035582887
1022400094,2024,162.65591397849462,161.33494169794844,171.0,161.96775829201044
1022400100,2024,162.70103092783506,166.50320423070653,178.0,166.9656795772471
1022400101,2024,162.70103092783506,163.8837456659086,166.0,164.34622101244918
1022400099,2024,162.70103092783506,155.25209931981047,185.0,155.71457466635104
1022400098,2024,162.70103092783506,162.83292806534084,182.0,163.2954034118814
1022400103,2024,163.2970297029703,164.51646166101293,170.0,164.05940726169712
1022400102,2024,163.2970297029703,154.22963740272638,152.0,153.77258300341057
1022400104,2024,163.25242718446603,168.5197852137381,165.0,168.01624651533285
1022400105,2024,163.25242718446603,164.1384838586627,173.0,163.63494516025747
1022400107,2024,163.36190476190475,164.25777867165064,132.0,163.68004926591763
1022400108,2024,163.36190476190475,167.2558067068444,170.0,166.6780773011114
1022400106,2024,163.36190476190475,164.19397066864326,156.0,163.61624126291025
1022400109,2024,163.0648148148148,158.941351271809,155.0,158.86638928003782
1022400110,2024,163.0648148148148,165.1918446193877,166.0,165.11688262761652
1022400112,2024,163.01818181818183,156.84185029425475,162.0,156.8075791582134
1022400111,2024,163.01818181818183,166.5746626918341,143.0,166.54039155579275
1022400113,2024,163.01818181818183,169.60603240250873,157.0,169.57176126646738
