season,n,var_home_err,var_away_err,cov_home_away_err,corr_home_away_err,var_total_err,var_margin_err
ALL,673,124.14065963905053,120.3142827773926,40.81571632927422,0.3339733441697788,326.0863750749916,162.82350975789467
2024,229,103.152301973527,97.00934317277071,39.04046627259347,0.3902732201319721,278.2425776914846,122.0807126011108
2025,276,114.1060832117612,119.65748865197052,20.754149648870985,0.17761539377471683,275.27187116147365,192.25527256598977
2026,168,165.96036341225155,148.97613999173038,72.13441940745116,0.45875624925203295,459.2053422188843,170.6676645890796
