season,split,n_dressed_eligible,played_rate,brier_expanding_prior,brier_const_train_rate
2021,train,4045,0.8482076637824475,0.09805419436513209,0.12879909826940966
2022,train,4579,0.8637257043022494,0.09362177833751276,0.11777780103583894
2023,train,5166,0.8528842431281456,0.0964201055835106,0.12547767563621404
2024,test,5201,0.8429148240722938,0.10591630596491748,0.13255820429705614
2025,test,6319,0.8317771799335338,0.1109805989438446,0.14046843538443946
2026,test,4803,0.8253175098896522,0.10786027567554543,0.14505625325316862
