player_id,season,player_name,orb_opp,orb_sec,drb_opp,drb_sec,reb_opp,reb_sec,orb_rate,drb_rate,reb_rate,minutes,oreb,dreb,reb,games,reb_per36,reb_per_min
203416.0,2022,Emma Meesseman,809,28,920,103,1729,131,0.034610630407911,0.11195652173913044,0.07576633892423366,1266.65,75,157,232,44,6.593770970670667,0.18316030474085185
1627674.0,2022,Kahleah Copper,706,18,838,121,1544,139,0.025495750708215296,0.14439140811455847,0.0900259067357513,1135.7833333333333,41,165,206,40,6.529414354263578,0.18137262095176604
1628280.0,2022,Brionna Jones,700,34,740,62,1440,96,0.04857142857142857,0.08378378378378379,0.06666666666666667,1159.75,116,117,233,48,7.232593231299849,0.2009053675361069
1631002.0,2022,Nia Clouden,200,2,208,21,408,23,0.01,0.10096153846153846,0.056372549019607844,282.56666666666666,2,23,25,48,3.1850890645275456,0.08847469623687626
203822.0,2022,Rebekah Gardner,585,24,668,51,1253,75,0.041025641025641026,0.07634730538922156,0.05985634477254589,902.5,55,86,141,43,5.624376731301939,0.1562326869806094
1627700.0,2022,Julie Allemand,309,8,329,27,638,35,0.025889967637540454,0.08206686930091185,0.054858934169279,493.7,9,34,43,33,3.1355073931537367,0.0870974275876038
1628922.0,2022,Azura Stevens,602,12,694,98,1296,110,0.019933554817275746,0.14121037463976946,0.08487654320987655,918.5166666666667,27,140,167,44,6.545335776886647,0.18181488269129575
203824.0,2022,Odyssey Sims,131,2,115,8,246,10,0.015267175572519083,0.06956521739130435,0.04065040650406504,310.6166666666667,2,29,31,20,3.592852926973225,0.0998014701937007
1630096.0,2022,DiJonai Carrington,500,20,514,59,1014,79,0.04,0.11478599221789883,0.07790927021696252,806.2333333333333,40,104,144,48,6.429900359697358,0.17860834332492662
202664.0,2021,Courtney Vandersloot,832,14,896,82,1728,96,0.016826923076923076,0.09151785714285714,0.05555555555555555,1321.2,24,139,163,42,4.44141689373297,0.1233726914925825
203838.0,2021,Astou Ndour-Fall,320,14,317,52,637,66,0.04375,0.1640378548895899,0.10361067503924647,411.8,33,76,109,33,9.528897523069451,0.2646915978630403
1627674.0,2021,Kahleah Copper,839,21,875,69,1714,90,0.025029797377830752,0.07885714285714286,0.052508751458576426,1314.1666666666667,55,131,186,42,5.095244134432466,0.14153455928979072
1628890.0,2021,Diamond DeShields,729,13,788,82,1517,95,0.01783264746227709,0.10406091370558376,0.06262359920896507,1017.6333333333333,22,117,139,42,4.9172917553801305,0.13659143764944806
1630113.0,2021,Ruthy Hebard,416,20,411,64,827,84,0.04807692307692308,0.15571776155717762,0.10157194679564692,519.85,42,91,133,42,9.210349139174761,0.2558430316437434
203827.0,2021,Natasha Howard,295,11,295,52,590,63,0.03728813559322034,0.17627118644067796,0.10677966101694915,388.4,31,73,104,25,9.639546858908343,0.26776519052523173
204335.0,2021,Betnijah Laney-Hamilton,909,15,962,92,1871,107,0.0165016501650165,0.09563409563409564,0.05718866916087654,1116.0333333333333,29,107,136,33,4.386965741763985,0.12186015949344405
1628244.0,2021,Sami Whitcomb,693,8,744,131,1437,139,0.011544011544011544,0.1760752688172043,0.09672929714683368,877.5833333333334,10,146,156,33,6.399392270439654,0.17776089640110151
1629477.0,2021,Sabrina Ionescu,760,14,815,121,1575,135,0.018421052631578946,0.14846625766871166,0.08571428571428572,933.6833333333334,21,155,176,33,6.786026668570714,0.18850074079363094
1630446.0,2021,Michaela Onyenwere,618,17,672,68,1290,85,0.02750809061488673,0.10119047619047619,0.06589147286821706,730.0,21,73,94,33,4.635616438356164,0.12876712328767123
1628922.0,2021,Azura Stevens,500,24,496,68,996,92,0.048,0.13709677419354838,0.09236947791164658,840.2666666666667,75,131,206,42,8.825769596953348,0.24516026658203746
1630137.0,2021,Stephanie Watts,72,4,91,6,163,10,0.05555555555555555,0.06593406593406594,0.06134969325153374,84.0,8,14,22,7,9.428571428571429,0.2619047619047619
1630131.0,2021,Kylee Shook,499,14,550,72,1049,86,0.028056112224448898,0.13090909090909092,0.08198284080076262,566.5833333333334,20,101,121,33,7.688189439623474,0.21356081776731872
1630385.0,2021,Shyla Heal,24,0,31,1,55,1,0.0,0.03225806451612903,0.01818181818181818,31.46666666666667,1,2,3,5,3.432203389830508,0.09533898305084745
204296.0,2021,Rebecca Allen,532,13,538,59,1070,72,0.02443609022556391,0.10966542750929369,0.06728971962616823,633.7666666666667,19,77,96,31,5.453111029295744,0.15147530636932624
1630119.0,2021,Jazmine Jones,370,9,407,46,777,55,0.024324324324324326,0.11302211302211303,0.07078507078507079,450.9166666666667,12,54,66,33,5.269266309369803,0.14636850859360562
1630459.0,2021,DiDi Richards,295,8,297,21,592,29,0.02711864406779661,0.0707070707070707,0.048986486486486486,358.1333333333333,9,26,35,33,3.518242740134028,0.09772896500372301
203398.0,2023,Brittney Griner,639,20,720,125,1359,145,0.03129890453834116,0.1736111111111111,0.10669610007358352,855.95,38,157,195,38,8.201413633973948,0.2278170453881652
1627669.0,2023,Moriah Jefferson,752,7,791,59,1543,66,0.009308510638297872,0.07458912768647281,0.04277381723914452,972.2833333333333,9,68,77,40,2.8510207929787272,0.07919502202718687
1629488.0,2023,Brianna Turner,811,28,881,164,1692,192,0.0345252774352651,0.18615209988649262,0.11347517730496454,1051.5333333333333,50,203,253,40,8.661636974576808,0.24060102707157802
1630134.0,2023,Sug Sutton,826,13,852,66,1678,79,0.015738498789346248,0.07746478873239436,0.04707985697258641,1050.7,14,88,102,40,3.4948129818216427,0.09707813838393452
1630446.0,2023,Michaela Onyenwere,761,25,784,77,1545,102,0.0328515111695138,0.09821428571428571,0.06601941747572816,953.0833333333334,48,99,147,40,5.552505027542187,0.15423625076506076
203833.0,2023,Chelsea Gray,1051,11,1185,125,2236,136,0.010466222645099905,0.10548523206751055,0.06082289803220036,1575.1833333333334,15,181,196,49,4.479478579213001,0.12442996053369448
204329.0,2023,Kiah Stokes,651,27,726,145,1377,172,0.041474654377880185,0.19972451790633608,0.12490922294843863,1000.8,59,238,297,49,10.683453237410072,0.29676258992805754
1628276.0,2023,Kelsey Plum,1014,9,1157,72,2171,81,0.008875739644970414,0.06222990492653414,0.037309995393827726,1596.0166666666667,13,111,124,48,2.796963273148777,0.07769342425413268
1628932.0,2023,A'ja Wilson,994,34,1140,193,2134,227,0.03420523138832998,0.1692982456140351,0.10637300843486411,1527.1333333333334,110,376,486,49,11.456759942375692,0.3182433317326581
1629498.0,2023,Jackie Young,1019,16,1161,108,2180,124,0.015701668302257114,0.09302325581395349,0.05688073394495413,1572.05,29,181,210,49,4.809007347094559,0.1335835374192933
1641653.0,2023,Ashley Joens,116,0,94,11,210,11,0.0,0.11702127659574468,0.05238095238095238,127.56666666666666,0,11,11,31,3.1042592108701337,0.08622942252417037
202252.0,2023,Alysha Clark,702,18,830,87,1532,105,0.02564102564102564,0.10481927710843374,0.0685378590078329,1093.0166666666667,33,140,173,48,5.697991796404446,0.15827754990012352
1641690.0,2023,Kadi Sissoko,274,14,275,33,549,47,0.051094890510948905,0.12,0.08561020036429873,336.3333333333333,17,45,62,40,6.636273538156591,0.18434093161546086
202641.0,2023,Sydney Colson,114,2,112,8,226,10,0.017543859649122806,0.07142857142857142,0.04424778761061947,169.1,5,10,15,49,3.19337670017741,0.08870490833826139
1629484.0,2023,Megan Gustafson,406,22,420,64,826,86,0.054187192118226604,0.1523809523809524,0.10411622276029056,513.5333333333333,46,85,131,39,9.183435025314813,0.2550954173698559
204297.0,2023,Cayla George,240,12,227,38,467,50,0.05,0.16740088105726872,0.10706638115631692,321.35,15,48,63,49,7.057725221720864,0.19604792282557956
1631006.0,2023,Kierstan Bell,359,8,371,34,730,42,0.022284122562674095,0.09164420485175202,0.057534246575342465,473.15,16,46,62,49,4.717320088766776,0.13103666913241044
1628268.0,2023,Alaina Coates,23,2,26,8,49,10,0.08695652173913043,0.3076923076923077,0.20408163265306123,46.016666666666666,4,11,15,25,11.734878667149584,0.3259688518652662
201496.0,2021,Candace Parker,532,17,573,117,1105,134,0.03195488721804511,0.20418848167539266,0.12126696832579185,939.5333333333333,43,234,277,41,10.613779890725892,0.29482721918683036
201516.0,2021,Allie Quigley,539,15,536,28,1075,43,0.027829313543599257,0.05223880597014925,0.04,962.0,23,75,98,42,3.6673596673596673,0.10187110187110188
1628242.0,2021,Emma Cannon,252,14,241,40,493,54,0.05555555555555555,0.16597510373443983,0.10953346855983773,294.85,25,49,74,23,9.035102594539595,0.2509750720705443
1628263.0,2021,Lindsay Allen,484,8,439,34,923,42,0.01652892561983471,0.0774487471526196,0.04550379198266522,570.9666666666667,9,39,48,32,3.0264463774884693,0.08406795493023526
1628909.0,2021,Kelsey Mitchell,931,14,879,52,1810,66,0.015037593984962405,0.05915813424345848,0.036464088397790057,1058.6,21,63,84,32,2.856603060646137,0.07935008501794824
1628927.0,2021,Victoria Vivians,577,11,513,70,1090,81,0.019064124783362217,0.1364522417153996,0.07431192660550459,661.2166666666667,14,81,95,32,5.172283416933431,0.14367453935926197
1629479.0,2021,Teaira McCowan,730,28,701,160,1431,188,0.038356164383561646,0.2282453637660485,0.13137665967854648,847.9833333333333,109,199,308,32,13.075728689636195,0.36321468582322763
1630389.0,2021,Dana Evans,194,1,174,8,368,9,0.005154639175257732,0.04597701149425287,0.024456521739130436,284.76666666666665,1,15,16,41,2.0227086503570177,0.056186351398806046
202650.0,2021,Jantel Lavender,485,19,425,35,910,54,0.03917525773195876,0.08235294117647059,0.05934065934065934,538.7666666666667,46,59,105,29,7.016024252923343,0.194889562581204
1628882.0,2021,Lexie Brown,136,0,128,12,264,12,0.0,0.09375,0.045454545454545456,186.21666666666667,0,14,14,32,2.7065246576568516,0.0751812404904681
201919.0,2021,Shavonte Zellous,391,14,360,33,751,47,0.03580562659846547,0.09166666666666666,0.06258322237017311,442.5333333333333,16,50,66,30,5.3690870744200065,0.14914130762277797
202250.0,2021,Tina Charles,861,23,734,142,1595,165,0.026713124274099883,0.19346049046321526,0.10344827586206896,900.3166666666667,73,185,258,28,10.316370166052684,0.2865658379459079
204333.0,2021,Natasha Cloud,799,10,694,73,1493,83,0.012515644555694618,0.10518731988472622,0.055592766242464835,852.05,11,87,98,30,4.140602077342879,0.11501672437063554
1628878.0,2021,Ariel Atkins,874,20,752,33,1626,53,0.02288329519450801,0.043882978723404256,0.032595325953259535,918.0833333333334,34,49,83,31,3.2546065172006897,0.09040573658890805
1628899.0,2021,Myisha Hines-Allen,438,15,365,62,803,77,0.03424657534246575,0.16986301369863013,0.0958904109589041,462.2833333333333,32,94,126,24,9.812164257129465,0.2725601182535963
201480.0,2021,Sylvia Fowles,744,29,816,183,1560,212,0.038978494623655914,0.22426470588235295,0.1358974358974359,966.5166666666667,67,253,320,33,11.919090893414495,0.33108585815040265
203406.0,2021,Layshia Clarendon,408,10,465,40,873,50,0.024509803921568627,0.08602150537634409,0.0572737686139748,554.05,12,54,66,32,4.288421622597239,0.1191228228499233
203825.0,2021,Kayla McBride,826,7,867,95,1693,102,0.00847457627118644,0.10957324106113034,0.06024808033077377,1044.0666666666666,8,114,122,33,4.206627929251006,0.11685077581252794
1629483.0,2021,Napheesa Collier,791,22,877,97,1668,119,0.02781289506953224,0.11060433295324971,0.07134292565947242,1037.8833333333334,53,143,196,30,6.798451977582579,0.18884588826618276
1629524.0,2021,Bridget Carleton,519,15,501,43,1020,58,0.028901734104046242,0.08582834331337326,0.056862745098039215,632.8833333333333,23,51,74,33,4.209306612593158,0.1169251836831433
203024.0,2021,Damiris Dantas,452,12,493,63,945,75,0.02654867256637168,0.12778904665314403,0.07936507936507936,571.8833333333333,15,82,97,33,6.106140529828345,0.16961501471745402
201507.0,2021,Leilani Mitchell,666,10,588,40,1254,50,0.015015015015015015,0.06802721088435375,0.03987240829346093,725.0833333333334,11,50,61,32,3.028617400298816,0.08412826111941156
1630101.0,2021,Crystal Dangerfield,520,3,542,53,1062,56,0.0057692307692307696,0.09778597785977859,0.05273069679849341,646.2166666666667,8,54,62,32,3.45394991359967,0.09594305315554638
203831.0,2021,Natalie Achonwa,211,9,195,29,406,38,0.04265402843601896,0.14871794871794872,0.09359605911330049,264.3333333333333,12,35,47,26,6.401008827238336,0.17780580075662045
203849.0,2021,Theresa Plaisance,517,13,460,95,977,108,0.025145067698259187,0.20652173913043478,0.1105424769703173,558.6166666666667,21,114,135,32,8.700062654772205,0.2416684070770057
1629506.0,2021,Kiara Leslie,66,2,82,13,148,15,0.030303030303030304,0.15853658536585366,0.10135135135135136,86.03333333333333,2,18,20,12,8.368849283223557,0.2324680356450988
1627671.0,2021,Rachel Banham,284,3,300,29,584,32,0.01056338028169014,0.09666666666666666,0.0547945205479452,345.9666666666667,3,31,34,31,3.5379130937469885,0.09827536371519413
1628286.0,2021,Erica McCall,315,15,296,53,611,68,0.047619047619047616,0.17905405405405406,0.11129296235679215,355.8833333333333,33,66,99,28,10.014517866341965,0.27818105184283237
1628282.0,2021,Sydney Wiese,540,5,450,28,990,33,0.009259259259259259,0.06222222222222222,0.03333333333333333,578.4833333333333,5,31,36,29,2.240341121899219,0.062231697830533866
100720.0,2021,Sue Bird,705,7,750,64,1455,71,0.009929078014184398,0.08533333333333333,0.04879725085910653,868.7166666666667,8,72,80,33,3.3152351169349425,0.09208986435930396
204319.0,2021,Jewell Loyd,814,16,868,89,1682,105,0.019656019656019656,0.10253456221198157,0.0624256837098692,997.75,24,104,128,32,4.618391380606364,0.1282886494612879
1627668.0,2021,Breanna Stewart,787,21,853,159,1640,180,0.026683608640406607,0.18640093786635403,0.10975609756097561,933.6166666666667,34,233,267,32,10.295446025313744,0.28598461181427065
1628920.0,2021,Mercedes Russell,617,25,677,92,1294,117,0.04051863857374392,0.1358936484490399,0.09041731066460587,784.7666666666667,52,144,196,31,8.991207577623923,0.24975576604510896
1629478.0,2021,Katie Lou Samuelson,486,8,499,71,985,79,0.01646090534979424,0.14228456913827656,0.08020304568527918,601.3333333333334,11,88,99,28,5.926829268292682,0.1646341463414634
200676.0,2021,Candice Dupree,432,10,406,52,838,62,0.023148148148148147,0.12807881773399016,0.07398568019093078,462.9166666666667,15,63,78,27,6.065886588658866,0.1684968496849685
202259.0,2021,Epiphanny Prince,358,8,366,34,724,42,0.0223463687150838,0.09289617486338798,0.058011049723756904,425.05,10,37,47,30,3.9807081519821197,0.11057522644394777
203855.0,2021,Stephanie Talbot,427,10,494,59,921,69,0.0234192037470726,0.1194331983805668,0.0749185667752443,555.25,13,77,90,33,5.835209365150833,0.16208914903196758
1628886.0,2021,Jordin Canada,452,10,465,47,917,57,0.022123893805309734,0.1010752688172043,0.062159214830970554,552.1333333333333,16,51,67,32,4.368510021733881,0.1213475006037189
1629484.0,2021,Megan Gustafson,89,5,93,26,182,31,0.056179775280898875,0.27956989247311825,0.17032967032967034,108.78333333333333,11,29,40,18,13.237321893672439,0.3677033859353455
1629496.0,2021,Ezi Magbegor,379,18,385,54,764,72,0.047493403693931395,0.14025974025974025,0.09424083769633508,487.0833333333333,48,76,124,33,9.16475620188195,0.2545765611633875
1630118.0,2021,Stella Johnson,29,3,26,0,55,3,0.10344827586206896,0.0,0.05454545454545454,31.166666666666668,3,0,3,15,3.4652406417112296,0.0962566844919786
204322.0,2023,Elizabeth Williams,1050,34,1010,100,2060,134,0.03238095238095238,0.09900990099009901,0.06504854368932039,1253.75,96,156,252,42,7.235892323030908,0.20099700897308076
1627674.0,2023,Kahleah Copper,1039,16,980,117,2019,133,0.015399422521655439,0.11938775510204082,0.06587419514611194,1253.2833333333333,29,153,182,42,5.227868133037222,0.14521855925103394
1627675.0,2023,Courtney Williams,1062,26,985,152,2047,178,0.02448210922787194,0.15431472081218275,0.08695652173913043,1269.5666666666666,40,217,257,42,7.287525927481819,0.20243127576338385
1629497.0,2023,Marina Mabrey,1002,25,981,79,1983,104,0.0249500998003992,0.08053007135575943,0.052445789208270296,1233.5,34,119,153,42,4.465342521280908,0.124037292257803
1629501.0,2023,Alanna Smith,902,32,832,128,1734,160,0.03547671840354767,0.15384615384615385,0.0922722029988466,1042.9666666666667,72,186,258,41,8.905366103103328,0.2473712806417591
203399.0,2023,Elena Delle Donne,542,11,539,91,1081,102,0.02029520295202952,0.16883116883116883,0.09435707678075855,706.0,22,112,134,28,6.832861189801699,0.18980169971671387
204333.0,2023,Natasha Cloud,1069,7,997,126,2066,133,0.006548175865294668,0.12637913741223672,0.0643756050338819,1272.6666666666667,8,144,152,40,4.2996333158721844,0.11943425877422734
1628279.0,2023,Brittney Sykes,1082,26,1008,101,2090,127,0.024029574861367836,0.1001984126984127,0.06076555023923445,1329.75,41,173,214,42,5.79357021996616,0.1609325061101711
1628878.0,2023,Ariel Atkins,591,14,575,58,1166,72,0.023688663282571912,0.10086956521739131,0.06174957118353345,746.5833333333334,24,70,94,33,4.532648733117535,0.12590690925326486
1631022.0,2023,Shakira Austin,386,17,380,59,766,76,0.04404145077720207,0.15526315789473685,0.09921671018276762,440.03333333333336,29,104,133,27,10.880993864101203,0.30224982955836677
1629571.0,2023,Morgan Bertsch,331,9,322,31,653,40,0.027190332326283987,0.09627329192546584,0.06125574272588055,402.3666666666667,12,35,47,39,4.205119708392014,0.11680888078866705
1630389.0,2023,Dana Evans,717,7,675,35,1392,42,0.009762900976290097,0.05185185185185185,0.03017241379310345,882.2666666666667,8,40,48,42,1.958591506725102,0.054405319631252835
1641667.0,2023,Taylor Soule,36,2,42,5,78,7,0.05555555555555555,0.11904761904761904,0.08974358974358974,54.300000000000004,3,5,8,34,5.303867403314917,0.14732965009208102
1628278.0,2023,Shatori Walker-Kimbrough,869,8,799,64,1668,72,0.009205983889528193,0.08010012515644556,0.04316546762589928,1015.2666666666667,9,76,85,42,3.013986473176177,0.08372184647711603
1641642.0,2023,Li Meng,474,6,448,26,922,32,0.012658227848101266,0.05803571428571429,0.03470715835140998,553.4333333333333,6,30,36,37,2.3417454676865628,0.06504848521351564
1631021.0,2023,Sika Kone,152,14,151,27,303,41,0.09210526315789473,0.17880794701986755,0.1353135313531353,194.73333333333332,22,38,60,38,11.092091749400891,0.3081136597055803
1628899.0,2023,Myisha Hines-Allen,568,25,483,86,1051,111,0.04401408450704225,0.17805383022774326,0.10561370123691723,675.35,42,124,166,39,8.848745095135856,0.24579847486488487
203403.0,2023,Tianna Hawkins,786,29,755,98,1541,127,0.03689567430025445,0.12980132450331125,0.08241401687216093,951.8,65,143,208,42,7.867198991384745,0.21853330531624293
203026.0,2022,Tiffany Hayes,278,3,246,28,524,31,0.01079136690647482,0.11382113821138211,0.05916030534351145,302.8,3,37,40,17,4.7556142668428,0.1321003963011889
204323.0,2022,Cheyenne Parker-Tyus,832,31,790,104,1622,135,0.037259615384615384,0.13164556962025317,0.08323057953144267,941.95,59,163,222,36,8.484526779553054,0.23568129943202928
204365.0,2022,Erica Wheeler,692,11,665,65,1357,76,0.015895953757225433,0.09774436090225563,0.05600589535740604,789.15,19,74,93,32,4.24253944117088,0.11784831781030222
1631009.0,2022,Rhyne Howard,941,15,890,114,1831,129,0.015940488841657812,0.12808988764044943,0.07045330420535227,1065.7666666666667,27,127,154,35,5.201889093922998,0.14449691927563882
1631044.0,2022,Naz Hillmon,577,26,576,88,1153,114,0.045060658578856154,0.1527777777777778,0.09887250650477017,673.7666666666667,52,120,172,36,9.19012516697175,0.2552812546381042
203833.0,2022,Chelsea Gray,884,10,954,96,1838,106,0.011312217194570135,0.10062893081761007,0.05767138193688792,1379.0,10,140,150,45,3.9158810732414793,0.10877447425670776
204324.0,2022,Dearica Hamby,757,24,845,148,1602,172,0.031704095112285335,0.17514792899408285,0.10736579275905118,952.3166666666667,50,199,249,41,9.412835366387231,0.261467649066312
1628276.0,2022,Kelsey Plum,1018,8,1073,79,2091,87,0.007858546168958742,0.07362534948741846,0.04160688665710186,1514.2666666666667,17,118,135,46,3.209474333010478,0.08915206480584661
1628932.0,2022,A'ja Wilson,909,27,1005,204,1914,231,0.0297029702970297,0.20298507462686566,0.1206896551724138,1451.2666666666667,81,362,443,46,10.989021085029169,0.3052505856952547
1629498.0,2022,Jackie Young,976,24,1002,71,1978,95,0.02459016393442623,0.07085828343313373,0.04802831142568251,1473.5833333333333,45,144,189,44,4.617316066278347,0.12825877961884297
203029.0,2022,Riquna Williams,337,5,325,33,662,38,0.01483679525222552,0.10153846153846154,0.05740181268882175,579.8333333333334,9,60,69,33,4.283989652198907,0.11899971256108076
1630387.0,2022,Iliana Rupert,204,8,190,25,394,33,0.0392156862745098,0.13157894736842105,0.08375634517766498,272.3,12,30,42,32,5.552699228791774,0.15424164524421594
1628929.0,2022,Kristy Wallace,514,14,537,37,1051,51,0.027237354085603113,0.06890130353817504,0.048525214081826834,601.9,18,50,68,31,4.06712078418342,0.11297557733842832
1630462.0,2022,Aari McDonald,772,11,749,52,1521,63,0.014248704663212436,0.06942590120160214,0.04142011834319527,876.0666666666667,15,66,81,36,3.3285138117342665,0.09245871699261851
201913.0,2022,Kia Vaughn,347,15,350,43,697,58,0.043227665706051875,0.12285714285714286,0.08321377331420372,401.40000000000003,30,63,93,31,8.340807174887892,0.23168908819133033
1629476.0,2022,Asia (AD) Durr,340,5,308,18,648,23,0.014705882352941176,0.05844155844155844,0.035493827160493825,367.96666666666664,7,23,30,30,2.9350484645348316,0.08152912401485643
204329.0,2022,Kiah Stokes,426,17,431,82,857,99,0.03990610328638498,0.1902552204176334,0.11551925320886815,734.1333333333333,44,163,207,42,10.150744642208501,0.2819651289502361
203849.0,2022,Theresa Plaisance,373,12,374,49,747,61,0.032171581769437,0.13101604278074866,0.08165997322623829,420.75,16,69,85,46,7.2727272727272725,0.20202020202020202
202641.0,2022,Sydney Colson,117,1,124,5,241,6,0.008547008547008548,0.04032258064516129,0.024896265560165973,142.6,4,8,12,46,3.02945301542777,0.08415147265077139
1631006.0,2022,Kierstan Bell,127,4,110,13,237,17,0.031496062992125984,0.11818181818181818,0.07172995780590717,140.51666666666668,4,20,24,46,6.1487368046495074,0.17079824457359744
1631013.0,2022,Aisha Sheppard,162,5,157,8,319,13,0.030864197530864196,0.050955414012738856,0.04075235109717868,189.5,6,8,14,46,2.6596306068601585,0.07387862796833773
1629492.0,2022,Beatrice Mompremier,155,13,143,26,298,39,0.08387096774193549,0.18181818181818182,0.13087248322147652,175.23333333333335,20,39,59,36,12.120981548411642,0.3366939319003234
202658.0,2023,Danielle Robinson,606,7,606,56,1212,63,0.01155115511551155,0.0924092409240924,0.05198019801980198,733.55,10,62,72,37,3.5335014654761094,0.09815281848544749
204323.0,2023,Cheyenne Parker-Tyus,950,35,938,146,1888,181,0.03684210526315789,0.15565031982942432,0.0958686440677966,1133.2833333333333,91,189,280,42,8.894510051914056,0.24706972366427932
1628269.0,2023,Nia Coffey,594,11,623,106,1217,117,0.018518518518518517,0.17014446227929375,0.0961380443714051,680.2666666666667,15,135,150,33,7.938063504508036,0.22050176401411212
