game_id,team_id,season,def_poss,def_tov,def_pts_allowed,game_date,s_poss,s_tov,s_pts,s_games,pressure_loo,defrtg_loo,pressure_pregame,pregame_games,defrtg_pregame
1022100001,1611661313,2021,84,11,87,2021-05-14,2678,407,2819,33,15.265998457979954,105.31996915959907,17.190122272836252,0,101.26468472788301
1022100001,1611661325,2021,83,14,90,2021-05-14,2503,391,2724,32,15.578512396694215,108.84297520661157,17.190122272836252,0,101.26468472788301
1022100002,1611661323,2021,78,14,67,2021-05-14,2749,514,2571,36,18.71958068139274,93.74766005241483,17.190122272836252,0,101.26468472788301
1022100002,1611661330,2021,78,21,78,2021-05-14,2569,496,2698,32,19.0686471296668,105.17864311521477,17.190122272836252,0,101.26468472788301
1022100003,1611661317,2021,82,14,75,2021-05-14,3384,475,3473,43,13.961235614778921,102.90732889158086,17.190122272836252,0,101.26468472788301
1022100003,1611661324,2021,83,11,77,2021-05-14,2647,458,2608,33,17.433697347893915,98.71294851794072,17.190122272836252,0,101.26468472788301
1022100004,1611661320,2021,90,27,94,2021-05-14,2516,578,2467,32,22.712283594394066,97.81533388293487,17.190122272836252,0,101.26468472788301
1022100004,1611661321,2021,90,15,71,2021-05-14,2600,424,2694,33,16.294820717131476,104.5019920318725,17.190122272836252,0,101.26468472788301
1022100005,1611661322,2021,80,15,70,2021-05-15,2553,457,2676,32,17.87302871006874,105.37808329963607,17.190122272836252,0,101.26468472788301
1022100005,1611661329,2021,81,16,56,2021-05-15,3427,638,3380,42,18.589360430364614,99.34249850567842,17.190122272836252,0,101.26468472788301
1022100006,1611661319,2021,85,11,97,2021-05-15,3061,448,3023,37,14.684139784946236,98.31989247311827,17.190122272836252,0,101.26468472788301
1022100006,1611661328,2021,84,5,83,2021-05-15,2681,450,2657,33,17.135155949172123,99.11436272622257,17.190122272836252,0,101.26468472788301
1022100007,1611661313,2021,88,21,65,2021-05-16,2678,407,2819,33,14.903474903474903,106.33204633204633,15.978959347067782,1,101.94696107597396
1022100007,1611661325,2021,88,23,73,2021-05-16,2503,391,2724,32,15.238095238095237,109.77225672877847,17.09549277232244,1,103.36726835892793
1022100008,1611661317,2021,77,13,86,2021-05-16,3384,475,3473,43,13.970365890535229,102.41911097671606,17.156115087117907,1,98.41467001977519
1022100008,1611661323,2021,77,17,78,2021-05-16,2749,514,2571,36,18.600299401197606,93.30089820359281,17.402965663910972,1,96.9530105955993
1022100009,1611661313,2021,84,10,75,2021-05-18,2678,407,2819,33,15.304548959136469,105.78257517347726,17.84415175958938,2,95.30359393972203
1022100009,1611661324,2021,83,17,86,2021-05-18,2647,458,2608,33,17.1996879875195,98.3619344773791,16.03542210094435,1,98.7736287829562
1022100010,1611661317,2021,80,11,70,2021-05-18,3384,475,3473,43,14.043583535108958,102.99636803874093,17.097561154783428,2,101.26166280104903
1022100010,1611661322,2021,79,19,91,2021-05-18,2553,457,2676,32,17.704122877930477,104.48666127728374,17.635801623454466,1,97.33191766277358
1022100011,1611661319,2021,83,9,80,2021-05-18,3061,448,3023,37,14.741437206178643,98.82471457353928,15.922892823042984,1,105.09802437044422
1022100011,1611661328,2021,81,11,96,2021-05-18,2681,450,2657,33,16.884615384615383,98.5,13.866283290729754,1,100.5385103717486
1022100012,1611661329,2021,93,18,77,2021-05-19,3427,638,3380,42,18.59628074385123,99.07018596280744,17.928912649705516,1,92.00333432589538
1022100012,1611661330,2021,94,24,85,2021-05-19,2569,496,2698,32,19.07070707070707,105.57575757575758,19.920951275421764,1,100.9098451279734
1022100013,1611661323,2021,74,13,67,2021-05-19,2749,514,2571,36,18.72897196261682,93.60747663551402,18.416970294555632,2,97.89559702979324
1022100013,1611661325,2021,73,15,88,2021-05-19,2503,391,2724,32,15.473251028806585,108.47736625514403,19.239958098564014,2,98.52543651098814
1022100014,1611661324,2021,85,17,90,2021-05-20,2647,458,2608,33,17.21311475409836,98.28259172521467,17.04378266275205,2,99.87141241960819
1022100014,1611661328,2021,85,17,78,2021-05-20,2681,450,2657,33,16.67950693374422,99.34514637904468,13.802806724841782,2,104.52859437144274
1022100015,1611661325,2021,75,5,83,2021-05-21,2503,391,2724,32,15.897858319604612,108.77265238879737,19.455010032809124,3,102.14625438192928
