table,ceiling_col,n_controls,ctrl_min,ctrl_median,ctrl_max,max_over_median
E1_I0023_usage_defence_interaction/arithmetic_ceiling.csv,ceiling_1sd_form,16,1.4027530813172446e-07,0.00017372147482804998,0.0043756691870758,25.18784273163033
E1_I0023_usage_defence_interaction/arithmetic_ceiling.csv,ceiling_D084_form_var_share,16,2.049355712956469e-07,0.0002018374390787,0.0041625699948926,20.623378962262496
E1_I0043_opponent_defence/CEILING.csv,ceiling_1sd_form,6,0.0001444089886075,0.00052206764549695,0.0009145089267299,1.7517058078927488
E1_I0043_opponent_defence/CEILING.csv,ceiling_D084_form,6,0.0001542898459596,0.00052979771388685,0.0009208667483434,1.7381478330426914
E1_I0047_ceiling_validity/COUNTEREXAMPLE/live_counterexamples.csv,ceiling,1,6.874013810510371e-05,6.874013810510371e-05,6.874013810510371e-05,1.0
