stratum,target,base,candidate,level,n_recorded,n_arm1,ceiling_recorded,dr2_recorded,arm1_dr2,arm1_varshare,arm1_oracle,arm1_c_star,arm1_rawsd_ceiling,arm1_abs_diff_vs_recorded_dr2,arm1_abs_diff_vs_recorded_ceiling,arm1F_dr2_frozen_intercept,arm1F_varshare,arm1F_oracle,arm1F_c_star,n_arm2,arm2_dr2,arm2_varshare,arm2_oracle,arm2_c_star,arm2_rawsd_ceiling,arm3_nonlinear_dr2,arm3_k_cols,arm3_over_linear,arm3_over_rawsd_ceiling,n_arm4,arm4_varshare,arm4_oracle,arm4_realised,arm4_c_star,arm4_bound_fails,max_over_arms,crosses_FLOOR_1CELL,crosses_FLOOR_132
DECISION,y_pts,B_COMPLETE,G01_noise,row,5111,5111,0.0004958530620708,0.0004945822899873,0.0004945822899873171,0.000494582289987318,0.0004945822899873171,0.999999999999999,0.000495853062070806,1.702197410802242e-17,6.071532165918825e-18,0.0004945545568870521,0.0004945545568870522,0.000494554556887052,0.9999999999999998,3552,0.0004668448318600207,0.00046684483186002043,0.0004668448318600207,1.0000000000000002,0.0004683404125082668,0.0009201808732243546,6,1.860521275939645,1.855753132553926,3552,0.000498419087211024,0.00041350026084629847,0.00040953778967803273,0.9108367839298255,False,0.0009201808732243546,False,False
DECISION,y_pts,B_SINGLE,G01_noise,row,5111,5111,0.0004742873105596,0.0004737187728888,0.00047371877288881006,0.0004737187728888102,0.00047371877288881,0.9999999999999998,0.00047428731055960125,1.0083080204115191e-17,1.2468324983583301e-18,0.00047332320327835795,0.00047332320327835817,0.00047332320327835795,0.9999999999999998,3552,0.000464500884605991,0.0004645008846059905,0.000464500884605991,1.0000000000000007,0.0004651845745229302,0.0010067970799739698,6,2.125305429283214,2.1227577832223083,3552,0.0004608913240686215,0.00046382226612571686,0.00046381762120484163,1.0031746064456015,True,0.0010067970799739698,False,False
DECISION,y_oreb,B_SINGLE,R10_opp_allowed_oreb_pg,opp_team_season,5111,5111,0.0004227876800438,0.0004227868991593,0.0004227868991593176,0.0004227868991593176,0.0004227868991593176,1.0,0.00042278768004381986,1.7618285302889447e-17,1.984089975648473e-17,1.3372921481823468e-05,1.337292148182336e-05,1.3372921481823468e-05,1.000000000000004,3552,0.0002160592023743745,0.0002160592023743743,0.0002160592023743745,1.0000000000000004,0.00021608961960527964,0.0010638176161612235,6,2.5162028867889497,2.5161982393880638,3552,0.00075032199220972,0.0002303076286086997,-0.00158171811613327,-0.5540262264438396,False,0.0010638176161612235,True,False
POOLED,y_oreb,B_COMPLETE,R10_opp_allowed_oreb_pg,opp_team_season,13977,13977,0.0004076760947689,0.0004008389465196,0.00040083894651964,0.00040083894651964016,0.00040083894651964,0.9999999999999998,0.00040767609476894995,4.0007060164715114e-17,4.992751004295748e-17,0.00023943662166156938,0.00023943662166156938,0.00023943662166156938,1.0,9571,0.0006168714683630948,0.0006168714683630938,0.0006168714683630948,1.0000000000000009,0.0006294164753624065,0.0009852351698138625,6,2.4579327392419157,2.4167106741253583,9571,9.680726270418592e-05,0.0005931211317838099,0.0003824356119220285,2.475242359091577,True,0.0009852351698138625,False,False
DECISION,y_dreb,B_COMPLETE_PLUS_R10,R01_opp_allowed_miss_pg,opp_team_season,5111,5111,0.0004832411916397,0.0003753749610979,0.0003753749610979646,0.00037537496109796433,0.0003753749610979646,1.0000000000000004,0.00048324119163975927,6.461844948013606e-17,5.925164872633282e-17,0.000332566333206646,0.0003325663332066454,0.00033256633320664605,1.0000000000000009,3552,0.00013407957712383015,0.0001340795771238303,0.00013407957712383015,0.9999999999999994,0.00017198155484152852,0.0008222664204074106,6,2.190520161500109,1.7015652527824732,3552,0.0009647300067267415,2.9970617903831457e-05,-0.0006246502842382172,0.1762564241379772,False,0.0008222664204074106,False,False
POOLED,y_dreb,B_SINGLE,R04_opp_allowed_mid_share,opp_team_season,13977,13977,0.0003726379237433,0.0003726142016477,0.0003726142016477873,0.00037261420164778745,0.00037261420164778734,0.9999999999999998,0.00037263792374337334,8.727827488508311e-17,7.334627696864437e-17,2.2929130825716993e-05,2.2929130825716976e-05,2.2929130825716993e-05,1.0000000000000004,9571,0.0002162037306725404,0.00021620373067253996,0.0002162037306725404,1.0000000000000009,0.000216204382502486,0.0005420774253094033,6,1.454795396719207,1.454702784579486,9571,0.000628534712466739,0.0003538172280936741,0.0003146225590964634,0.7502825642371445,False,0.0005420774253094033,False,False
DECISION,y_reb,B_COMPLETE_PLUS_R10,R01_opp_allowed_miss_pg,opp_team_season,5111,5111,0.0004396530228424,0.00034146970119,0.0003414697011900284,0.0003414697011900282,0.00034146970119002846,1.0000000000000004,0.0004396530228424586,2.8406096919120216e-17,5.860112742284151e-17,0.00030181650902470693,0.00030181650902470623,0.00030181650902470693,1.000000000000001,3552,0.00014220841131058347,0.00014220841131058355,0.00014220841131058347,0.9999999999999997,0.00018226850919835833,0.0009319610407686941,6,2.7292642290686175,2.119764888100508,3552,0.0008230683189050127,0.00012834302606342705,-0.00017303730824411463,0.3948827793090623,False,0.0009319610407686941,False,False
DECISION,y_dreb,B_COMPLETE,R10_opp_allowed_oreb_pg,opp_team_season,5111,5111,0.000340489969833,0.0003377447120259,0.0003377447120259812,0.00033774471202598153,0.0003377447120259812,0.9999999999999994,0.00034048996983305027,8.120674271916428e-17,5.025277069470313e-17,0.00032265385458012016,0.00032265385458012016,0.0003226538545801201,1.0,3552,0.0006483177708911411,0.0006483177708911419,0.0006483177708911411,0.9999999999999994,0.0006517649918720854,0.0007287041105838109,6,2.1575589036246847,2.140163221081404,3552,0.0003395273987781646,7.90231137796043e-05,-1.1926957600561872e-05,0.48243594236653264,False,0.0007287041105838109,False,False
POOLED,y_reb,B_SINGLE,R04_opp_allowed_mid_share,opp_team_season,13977,13977,0.000335308985129,0.0003353035253302,0.00033530352533028883,0.0003353035253302888,0.0003353035253302889,1.0000000000000002,0.0003353089851290565,8.885036803518709e-17,5.648693318649478e-17,2.070292964662071e-05,2.070292964662074e-05,2.0702929646620714e-05,0.9999999999999993,9571,7.62286358922406e-05,7.622863589224079e-05,7.622863589224059e-05,0.9999999999999987,7.623411220026171e-05,0.00043678868576287034,6,1.3026665476678605,1.3026453364939072,9571,0.0008616674180167086,0.0002656269920823406,9.516511575946922e-05,0.5552214890395356,False,0.00043678868576287034,False,False
DECISION,y_ast,B_SINGLE,A02_n_present_prevgame,team_season,5111,5111,0.0003334328056184,0.0003332439481573,0.00033324394815738154,0.0003332439481573809,0.0003332439481573816,1.0000000000000009,0.00033343280561848847,8.153200337090993e-17,8.847089727481716e-17,1.809253112340785e-05,1.809253112340777e-05,1.809253112340785e-05,1.0000000000000022,3552,0.00020934066810073153,0.00020934066810073072,0.00020934066810073156,1.000000000000002,0.00020957277661035376,0.0010191234160661024,6,3.0581903188375374,3.0564581495684515,3552,0.0003704855627658603,0.00014126430406870941,8.705737594753922e-05,0.6174909155671442,False,0.0010191234160661024,False,False
POOLED,y_dreb,B_COMPLETE_PLUS_R10,R04_opp_allowed_mid_share,opp_team_season,13977,13977,0.0003220421726831,0.0003218042047313,0.00032180420473130106,0.0003218042047313011,0.000321804204731301,0.9999999999999999,0.0003220421726831726,1.0299920638612292e-18,7.258733544790452e-17,0.00023459851460712,0.00023459851460711984,0.00023459851460712,1.0000000000000002,9571,0.00025831745819509605,0.0002583174581950954,0.00025831745819509605,1.0000000000000013,0.00026492915641385296,0.0004964943595426402,6,1.5428460916388627,1.5417060300083585,9571,0.0005075933141685645,0.0005011500768952299,0.0005011294989512355,0.9936328798696682,False,0.0005011500768952299,False,False
DECISION,y_dreb,B_SINGLE,R10_opp_allowed_oreb_pg,opp_team_season,5111,5111,0.0003186109343541,0.0003185999395676,0.00031859993956762556,0.00031859993956762577,0.00031859993956762556,0.9999999999999996,0.0003186109343541481,2.553296116203363e-17,4.808436634973212e-17,1.9410463121472645e-05,1.941046312147274e-05,1.9410463121472645e-05,0.9999999999999976,3552,0.0005918312230649875,0.000591831223064988,0.0005918312230649875,0.9999999999999996,0.0005918390623569651,0.0007578743766035811,6,2.378764972875068,2.378682885255831,3552,0.00031272233568036895,7.981915305819684e-05,3.260144697187311e-06,0.5052125229400299,False,0.0007578743766035811,False,False
POOLED,y_dreb,B_COMPLETE,R04_opp_allowed_mid_share,opp_team_season,13977,13977,0.0003185498611687,0.0003184090214214,0.0003184090214214414,0.00031840902142144114,0.0003184090214214414,1.0000000000000004,0.0003185498611687796,4.141652298894627e-17,7.96346495690603e-17,0.00020357367947165537,0.00020357367947165537,0.00020357367947165537,1.0,9571,0.00028514633440573207,0.00028514633440573174,0.00028514633440573207,1.0000000000000007,0.0002914359741285754,0.0005145391273348468,6,1.6159690609199497,1.615254596084174,9571,0.0005513738721978761,0.0003754652465690295,0.0003586189340956596,0.8252048674941194,False,0.0005145391273348468,False,False
POOLED,y_reb,B_COMPLETE,R04_opp_allowed_mid_share,opp_team_season,13977,13977,0.0003132815233107,0.0003129988307341,0.0003129988307341121,0.00031299883073411235,0.0003129988307341121,0.9999999999999996,0.0003132815233107457,1.2088854223213374e-17,4.569912157026401e-17,0.00020402609613963025,0.00020402609613963025,0.00020402609613963025,1.0,9571,0.0001790108598981737,0.00017901085989817364,0.0001790108598981737,1.0000000000000002,0.00018300714804705132,0.0003624732519755094,6,1.1580658340651282,1.1570208422919668,9571,0.0007852936625721566,0.00022543520351434815,5.621174237895121e-05,0.5357902686969578,False,0.0003624732519755094,False,False
POOLED,y_reb,B_COMPLETE_PLUS_R10,R04_opp_allowed_mid_share,opp_team_season,13977,13977,0.0003118264652951,0.0003114552903487,0.00031145529034873185,0.0003114552903487317,0.00031145529034873185,1.0000000000000002,0.0003118264652951388,3.187554387107383e-17,3.881443777498106e-17,0.00023007401379401355,0.00023007401379401392,0.00023007401379401355,0.9999999999999992,9571,0.0001754110408340354,0.0001754110408340355,0.0001754110408340354,0.9999999999999997,0.00017995023157155453,0.0003638231189118688,6,1.1681391525072553,1.1667486868618286,9571,0.0007512797085788153,0.00034230642486107266,0.0002629547241127253,0.6750045429884916,False,0.0003638231189118688,False,False
POOLED,y_reb,B_SINGLE,R07_own_miss_pg,team_season,13977,13977,0.000308376724475,0.0003081959405703,0.0003081959405703044,0.0003081959405703042,0.0003081959405703044,1.0000000000000002,0.00030837672447507343,4.391018798566293e-18,7.345469718589293e-17,3.975135485868545e-06,3.9751354858685376e-06,3.975135485868544e-06,1.0000000000000009,9571,0.000280180384404086,0.00028018038440408554,0.00028018038440408597,1.0000000000000009,0.0002807164138113055,0.0004970021403891861,6,1.6126174130311492,1.6116720262698023,9571,0.0004757283442031681,0.00017375452130719726,9.928452771984208e-05,0.604350023421603,False,0.0004970021403891861,False,False
DECISION,y_oreb,B_COMPLETE,R01_opp_allowed_miss_pg,opp_team_season,5111,5111,0.0003084350287934,0.0003067115590402,0.00030671155904023266,0.00030671155904023293,0.00030671155904023266,0.9999999999999996,0.00030843502879349734,3.2634485391813683e-17,9.73613550891983e-17,0.0002565977154308408,0.0002565977154308409,0.0002565977154308408,0.9999999999999998,3552,0.00022569502339369485,0.00022569502339369512,0.00022569502339369487,0.9999999999999994,0.00022681121748224767,0.0007277073318153793,6,2.37261136845489,2.3593537175785313,3552,0.0004098024819036417,0.00010032073989801201,-4.282133725575462e-06,0.49477536872680244,False,0.0007277073318153793,False,False
DECISION,y_reb,B_COMPLETE,R08_player_ra_share,player_season,5111,5111,0.0005066453176029,0.000302019966241,0.000302019966241065,0.00030201996624106453,0.00030201996624106497,1.0000000000000007,0.0005066453176029522,6.499792024050599e-17,5.2150124496552763e-17,0.0002973119192071011,0.00029731191920710087,0.00029731191920710103,1.0000000000000004,3552,0.0009382393237905025,0.0009382393237905022,0.0009382393237905027,1.0000000000000002,0.0016938724198217912,0.0012329424464837873,6,4.082320986353871,2.4335415795750426,3552,7.123981939474052e-05,6.288415292566894e-05,-0.0002051032676876319,-0.9395268645415333,False,0.0012329424464837873,True,False
DECISION,y_reb,B_COMPLETE_PLUS_R10,R08_player_ra_share,player_season,5111,5111,0.0004983918461226,0.0002969123576765,0.0002969123576765204,0.0002969123576765208,0.0002969123576765204,0.9999999999999992,0.0004983918461226995,2.0383000842727483e-17,9.952975943416931e-17,0.0002921004594828111,0.0002921004594828104,0.0002921004594828111,1.000000000000001,3552,0.0009147095524237517,0.0009147095524237523,0.0009147095524237518,0.9999999999999997,0.00165277135319126,0.0012249326980960755,6,4.125569941519959,2.457770342002161,3552,6.831944497298489e-05,6.584685119830449e-05,-0.00020246295509683527,-0.9817374114858067,False,0.0012249326980960755,True,False
POOLED,y_oreb,B_SINGLE,R10_opp_allowed_oreb_pg,opp_team_season,13977,13977,0.0002951545881378,0.000295149467286,0.0002951494672860247,0.00029514946728602463,0.0002951494672860247,1.0000000000000002,0.0002951545881378953,2.4665599424045226e-17,9.530137096147584e-17,1.398246029984657e-05,1.3982460299846612e-05,1.398246029984657e-05,0.9999999999999984,9571,0.0004411519351720567,0.0004411519351720563,0.0004411519351720567,1.0000000000000004,0.00044115460450424925,0.0007453948116445232,6,2.5254824902738955,2.525438673839205,9571,5.5590538536867676e-05,0.000344581956120231,0.00022121622807703536,2.4896931555207424,True,0.0007453948116445232,False,False
