screen,decision,stratum,target,base,candidate,level,n,ceiling_form_used,C_ceiling_rawsd,R_realised_dr2,VIF_slack,orthogonal_to_base,c_star,U_understatement_factor,true_ceiling_upper,margin_floor_over_ceiling,mde80_fw_used,margin_vs_own_mde80,realised_vs_own_mde80,p_correct_level,fw_p,rank_score,SAFE_BY_MARGIN,SAFE_BY_CONSTRUCTION,AT_RISK,DEGENERATE_zero_ceiling,T2_roster_constant_recheck,T3_summable_recheck,classification,sel_a_margin_lt_10,sel_b_top25_ceiling,sel_c_identity_fails,SELECTED,TO_RUN
E0_I0024_reb_ast_characterisation,D097,DECISION,y_dreb,B_SINGLE,R02_opp_allowed_ra_share,opp_team_season,5111,"C-RAWSD  (|beta_hat|*sd_x/sd_y)^2 == dR2 * VIF, in-sample OLS, same rows",0.0007964328902873,0.000796341504071,1.0001147575705056,True,1.0,0.9998852555972833,0.000796341504071,1.2807105437748207,0.0023732170321527,2.97980791739603,0.33555359382730104,0.8552412645590682,1.0,0.7807269647754901,False,True,False,False,True,True,SAFE_BY_CONSTRUCTION,True,True,False,True,True
E0_I0024_reb_ast_characterisation,D097,DECISION,y_oreb,B_SINGLE,R07_own_miss_pg,team_season,5111,"C-RAWSD  (|beta_hat|*sd_x/sd_y)^2 == dR2 * VIF, in-sample OLS, same rows",0.0007713385869915,0.0007447365990072,1.0357199955256164,False,1.0,0.9655119185881036,0.0007447365990072,1.3223764727995388,0.0015803043828574,2.0487817017182555,0.47126149056210137,0.0732113144758735,0.995008319467554,0.7301339205952941,False,True,False,False,True,True,SAFE_BY_CONSTRUCTION,True,True,False,True,True
E0_I0024_reb_ast_characterisation,D097,DECISION,y_dreb,B_COMPLETE,R02_opp_allowed_ra_share,opp_team_season,5111,"C-RAWSD  (|beta_hat|*sd_x/sd_y)^2 == dR2 * VIF, in-sample OLS, same rows",0.0007325249146779,0.0007302174265928,1.0031600013928272,True,1.0,0.996849952760836,0.0007302174265928,1.3924441060800046,0.0023732170321527,3.2397765381075567,0.3076909598657454,0.7853577371048253,1.0,0.7158994378360783,False,True,False,False,True,True,SAFE_BY_CONSTRUCTION,True,True,False,True,True
E0_I0024_reb_ast_characterisation,D097,DECISION,y_reb,B_SINGLE,R02_opp_allowed_ra_share,opp_team_season,5111,"C-RAWSD  (|beta_hat|*sd_x/sd_y)^2 == dR2 * VIF, in-sample OLS, same rows",0.0006198775959863,0.0006197097693004,1.0002708149753545,True,1.0,0.9997292583455399,0.0006197097693003999,1.6454861517894626,0.0023732170321527,3.82852525646878,0.261126462900139,0.589018302828619,1.0,0.6075585973533333,False,True,False,False,True,True,SAFE_BY_CONSTRUCTION,True,True,False,True,True
E0_I0024_reb_ast_characterisation,D097,DECISION,y_reb,B_SINGLE,R07_own_miss_pg,team_season,5111,"C-RAWSD  (|beta_hat|*sd_x/sd_y)^2 == dR2 * VIF, in-sample OLS, same rows",0.0005790590754212,0.0005769754195669,1.0036113425002822,True,1.0,0.9964016523654612,0.0005769754195669,1.7614783073006244,0.0015803043828574,2.729090087583736,0.36510397985712845,0.0632279534109817,0.9966722129783694,0.5656621760459803,False,True,False,False,True,True,SAFE_BY_CONSTRUCTION,True,True,False,True,True
E0_I0024_reb_ast_characterisation,D097,DECISION,y_reb,B_COMPLETE,R02_opp_allowed_ra_share,opp_team_season,5111,"C-RAWSD  (|beta_hat|*sd_x/sd_y)^2 == dR2 * VIF, in-sample OLS, same rows",0.0005653392541058,0.0005629771484433,1.0041957398609012,True,1.0,0.9958217908179113,0.0005629771484433,1.8042263872395334,0.0023732170321527,4.197863521623719,0.23722109727681925,0.4658901830282861,1.0,0.5519383808267646,False,True,False,False,True,True,SAFE_BY_CONSTRUCTION,True,True,False,True,True
E0_I0024_reb_ast_characterisation,D097,DECISION,y_dreb,B_COMPLETE_PLUS_R10,R02_opp_allowed_ra_share,opp_team_season,5111,"C-RAWSD  (|beta_hat|*sd_x/sd_y)^2 == dR2 * VIF, in-sample OLS, same rows",0.0005689467470769,0.0005268083402275,1.0799881164204856,False,1.0,0.9259361142920736,0.0005268083402275,1.7927864167261596,0.0023732170321527,4.171246332535813,0.22198068406311836,0.8402662229617305,1.0,0.5164787649289215,False,True,False,False,True,True,SAFE_BY_CONSTRUCTION,True,True,False,True,True
E0_I0024_reb_ast_characterisation,D097,DECISION,y_reb,B_COMPLETE_PLUS_R10,R02_opp_allowed_ra_share,opp_team_season,5111,"C-RAWSD  (|beta_hat|*sd_x/sd_y)^2 == dR2 * VIF, in-sample OLS, same rows",0.0005687101532337,0.0005259559594557,1.0812885432883872,False,1.0,0.9248225242069295,0.0005259559594557,1.7935322487215235,0.0023732170321527,4.172981647432404,0.22162151726115642,0.4525790349417637,1.0,0.5156430975055882,False,True,False,False,True,True,SAFE_BY_CONSTRUCTION,True,True,False,True,True
E0_I0024_reb_ast_characterisation,D097,POOLED,y_oreb,B_SINGLE,R07_own_miss_pg,team_season,13977,"C-RAWSD  (|beta_hat|*sd_x/sd_y)^2 == dR2 * VIF, in-sample OLS, same rows",0.000535373277099,0.0005257836312473,1.0182387683483998,False,1.0,0.9820879258231511,0.0005257836312473,1.905212762069527,0.0015803043828574,2.9517804687983586,0.33271035437908075,0.0066555740432612,0.2179700499168053,0.5154741482816667,False,True,False,False,True,True,SAFE_BY_CONSTRUCTION,True,True,False,True,True
E0_I0024_reb_ast_characterisation,D097,DECISION,y_oreb,B_COMPLETE,R10_opp_allowed_oreb_pg,opp_team_season,5111,"C-RAWSD  (|beta_hat|*sd_x/sd_y)^2 == dR2 * VIF, in-sample OLS, same rows",0.0005050810575546,0.0005009781027001,1.0081898886046845,True,1.0,0.991876640802241,0.0005009781027001,2.0194778337925228,0.0025233328950523,4.995896910625131,0.1985382521990688,1.0,1.0,0.4911550026471568,False,True,False,False,True,True,SAFE_BY_CONSTRUCTION,True,True,False,True,True
