tier_A,pa_fallback_level,n,mean_p_active,appear_rate,mean_pts_hat,sum_p_active,sum_appeared,excess_players,excess_per_team_game
False,0,2147,0.31667105047485694,0.017233348858872847,8.450362651575537,679.8927453695179,37,642.8927453695179,0.46184823661603297
False,2,716,0.8,0.055865921787709494,8.70608258365055,572.8000000000001,40,532.8000000000001,0.3827586206896552
False,3,909,0.8,0.33663366336633666,8.70628383011192,727.2,306,421.20000000000005,0.30258620689655175
True,0,15698,0.7593013873918601,0.777169066123073,8.063497295701083,11919.513179277421,12200,-280.48682072257907,-0.20149915281794473
True,2,596,0.8,0.8305369127516778,8.703369746142357,476.8,495,-18.19999999999999,-0.013074712643678153
True,3,18,0.8,0.5,8.701279510729284,14.4,9,5.4,0.0038793103448275866
