arm,n,MAE,RMSE,bias,R2_common_SST,corr_with_response,mean_sum_w,MAE_vs_X0
X0,1392,18.263036606875854,34.22161415537168,8.138903497093473,-8.662696572062861,0.001300684334125199,10.33807896885556,0.0
Xa,1392,10.957277321886721,14.47670213061147,1.1272894465744,-0.7291658042574249,0.055862161890672335,9.560941876323165,7.305759284989133
XaO,1392,10.413865091868455,13.50653448431479,-0.4077084091566392,-0.5051688601705406,0.09605183220262942,9.401580468147936,7.849171515007399
Xb,1392,9.452877396307406,12.032875276635279,0.07181087069148176,-0.1946376331221431,0.1633857841898184,9.410426732664092,8.810159210568449
Xc,1392,16.01412014912825,29.31377863707936,2.605999849846394,-6.089914031863717,0.005892763805902836,9.51414325019528,2.2489164577476046
Xd,1392,8.793883966775494,11.03671008545724,0.05362183656142033,-0.005024457260015991,-0.02074644457637563,,9.46915264010036
