staleness_band_anywhere,n,mean_p_active,appear_rate,pct_declared_const,never_returns,sum_p,sum_app,share_of_tier,excess_per_team_game,tier
Z0_never_appeared_anywhere_before,195,0.6939409701485005,0.36923076923076925,0.8102564102564103,0.45128205128205123,135.3184891789576,72,0.0516967126193001,0.04548742038718219,B
Z1_appeared_somewhere_within_7d,882,0.47225529381472653,0.006802721088435374,0.13038548752834467,0.9807256235827665,416.5291691445888,6,0.23382820784729585,0.2949203801326069,B
Z2_appeared_8_30d_ago,48,0.2659831448505474,0.125,0.020833333333333332,0.7083333333333333,12.767190952826276,6,0.012725344644750796,0.004861487753467153,B
Z3_appeared_31_200d_ago,10,0.3233712790949524,0.7,0.0,0.0,3.233712790949524,7,0.002651113467656416,-0.002705666098455802,B
Z4_appeared_over_200d_ago_prior_season,2637,0.5354737138043973,0.11073189230185818,0.5123246113007205,0.8244216913158893,1412.0441833021957,292,0.6990986214209968,0.8046294420274395,B
