staleness_band_anywhere,n,mean_p_active,appear_rate,pct_declared_const,never_returns,sum_p,sum_app,share_of_tier,excess_per_team_game,tier
Z0_never_appeared_anywhere_before,84,0.3358636822851664,0.2619047619047619,0.34523809523809523,0.40476190476190477,28.21254931195398,22,0.005149583128984796,0.004463038298817513,A
Z1_appeared_somewhere_within_7d,13711,0.850620489445753,0.881554955874845,0.039676172416308074,0.028079644081394517,11662.85753079072,12087,0.8405468366846494,-0.30470004971931075,A
Z2_appeared_8_30d_ago,1576,0.33019877685179666,0.29124365482233505,0.005710659898477157,0.31027918781725883,520.3932723184315,459,0.09661598822952427,0.04410436229772379,A
Z3_appeared_31_200d_ago,551,0.2603396210385206,0.15789473684210525,0.0,0.558983666061706,143.44713119222484,87,0.03377881314369789,0.0405510999944144,A
Z4_appeared_over_200d_ago_prior_season,390,0.14308383503613056,0.12564102564102564,0.08205128205128205,0.5256410256410257,55.80269566409092,49,0.023908778813143697,0.004886994011559568,A
