staleness_band,n,mean_p_active,appear_rate,pct_declared_const,never_returns,share_of_tier,excess_per_team_game,tier
A_never_played_for_this_team_this_season,3772,0.5248920321764364,0.10153764581124072,0.43080593849416754,0.838016967126193,1.0,1.1471930642022399,B
