tier_A,n,appear_rate,mean_p_active,n_players,mean_app_this_team_season,mean_app_anywhere_season,mean_app_partition,pct_never_played_this_team_this_season,pct_never_played_anywhere_this_season,pct_never_played_at_all_2021_2024
False,3772,0.10153764581124072,0.5248920321764364,266,4.355249204665959,15.274390243902438,66.54878048780488,0.838016967126193,0.47295864262990456,0.009544008483563097
True,16312,0.7788131436978911,0.7608333238890033,238,31.2555787150564,32.10998038254046,99.31945806768023,0.014958312898479646,0.014038744482589505,6.130456105934282e-05
