arm,n_rows,alloc_min_MAE_vs_realised,alloc_min_bias,minutes_allocated_to_tierB_per_team_game,minutes_ACTUALLY_played_by_tierB_per_team_game,tierB_minutes_misallocated_per_team_game,tierB_share_of_allocated_minutes,corr_alloc_vs_realised,misallocation_vs_X0
X0,20084,5.888660865462764,-0.03917214366328087,14.444147765403258,5.5316930076628354,8.912454757740424,0.0722207388270163,0.7970687118616119,0.0
Xa,20084,5.405862473164336,-0.039172143663280874,9.536973395152023,5.5316930076628354,4.005280387489187,0.04768486697576011,0.820499803084234,4.907174370251236
XaO,20084,5.235349466205033,-0.03917214366328087,7.294386362274339,5.5316930076628354,1.7626933546115033,0.03647193181137169,0.8268391508137793,7.14976140312892
Xb,20084,5.888660865462764,-0.03917214366328084,14.444147765403258,5.5316930076628354,8.912454757740424,0.0722207388270163,0.7970687118616119,0.0
Xc,20084,5.31602173854837,-0.03917214366328085,11.051916338439908,5.5316930076628354,5.520223330777072,0.055259581692199536,0.8070043219076244,3.3922314269633516
