staleness_band,n,mean_p_active,appear_rate,pct_declared_const,never_returns,share_of_tier,excess_per_team_game,tier
A_never_played_for_this_team_this_season,505,0.17950632348890472,0.16633663366336635,0.12079207920792079,0.48316831683168315,0.030958803334968123,0.004777796955385693,A
B_played_within_7d,13641,0.8529440589991525,0.8859321164137527,0.0398797742101019,0.023312073894875773,0.8362555174104953,-0.32326874367281716,A
C_played_8_21d_ago,1341,0.31548733603145096,0.27740492170022374,0.006711409395973154,0.3400447427293065,0.08220941638057871,0.03668715346133315,A
D_played_22_45d_ago,555,0.3872970900619832,0.25585585585585585,0.0,0.37117117117117115,0.034024031387935263,0.05240652656925336,A
E_played_over_45d_ago,270,0.17420064631669935,0.07777777777777778,0.0,0.7296296296296296,0.01655223148602256,0.018702711570049442,A
