GAME_ID,GAME_DATE_h,season_h,TEAM_ID_h,TEAM_ID_a,TEAM_ABBREVIATION_h,TEAM_ABBREVIATION_a,f_paint_raw_h,f_3pt_raw_h,f_paint_h,f_3pt_h,f_paint_raw_a,f_3pt_raw_a,f_paint_a,f_3pt_a,map_n_shots,map_n_games,subset
1022100033,2021-05-29,2021,1611661313,1611661330,NYL,ATL,0.9615188629424903,1.2430244094857184,0.9615188629424903,1.15,1.1209669744633974,0.7927811061088315,1.1209669744633974,0.85,4447,32,train
1022100042,2021-06-03,2021,1611661313,1611661319,NYL,LVA,0.818507841685303,1.2945607374105,0.85,1.15,1.0857041586448457,0.6393870439150349,1.0857041586448457,0.85,5710,41,train
1022100080,2021-06-22,2021,1611661313,1611661329,NYL,CHI,0.9697640413052764,1.2185647899323744,0.9697640413052764,1.15,1.140485947438734,0.802026422429453,1.140485947438734,0.85,10780,78,train
1022100084,2021-06-24,2021,1611661313,1611661329,NYL,CHI,0.9873986054688225,1.230117956908403,0.9873986054688225,1.15,1.1472222993011851,0.803085565717629,1.1472222993011851,0.85,11342,82,train
1022100103,2021-07-03,2021,1611661313,1611661322,NYL,WAS,0.8694069619806264,1.383208800559886,0.8694069619806264,1.15,0.864258812839656,1.1739456155718744,0.864258812839656,1.15,13839,100,train
1022100106,2021-07-05,2021,1611661313,1611661321,NYL,DAL,0.9698525607189794,1.4062101986517446,0.9698525607189794,1.15,1.020909022832735,0.9405658644884078,1.020909022832735,0.9405658644884078,14523,105,train
1022100116,2021-07-11,2021,1611661313,1611661323,NYL,CON,0.8822846634046333,1.3841115362364245,0.8822846634046333,1.15,1.1586778608471076,0.840546308061859,1.15,0.85,15800,114,train
1022100131,2021-08-18,2021,1611661313,1611661328,NYL,SEA,0.9623437744474331,1.2585167136478066,0.9623437744474331,1.15,1.0250699951813302,0.9881376467552255,1.0250699951813302,0.9881376467552255,18019,130,train
1022100135,2021-08-20,2021,1611661313,1611661328,NYL,SEA,0.9593584789804905,1.280933718748048,0.9593584789804905,1.15,1.0119692670864735,1.0037085542949704,1.0119692670864735,1.0037085542949704,18530,134,train
1022100139,2021-08-22,2021,1611661313,1611661320,NYL,LAS,0.9042182420999925,1.398269833894382,0.9042182420999925,1.15,0.9893953164536995,0.9128200577375902,0.9893953164536995,0.9128200577375902,19057,138,train
1022100145,2021-08-25,2021,1611661313,1611661317,NYL,PHO,0.8761336067337683,1.3351590206712973,0.8761336067337683,1.15,1.101176249737101,0.954010560504323,1.101176249737101,0.954010560504323,19886,144,train
1022100149,2021-08-27,2021,1611661313,1611661317,NYL,PHO,0.8469817081533814,1.3708554718216015,0.85,1.15,1.1188695204675319,0.9641719885598785,1.1188695204675319,0.9641719885598785,20425,148,train
1022100185,2021-09-17,2021,1611661313,1611661322,NYL,WAS,0.9257836401348061,1.3806520791882948,0.9257836401348061,1.15,0.9010424867592396,1.1958491925968726,0.9010424867592396,1.15,25043,183,train
1022200057,2022-06-01,2022,1611661313,1611661325,NYL,IND,1.0317353069905681,1.007385011310184,1.0317353069905681,1.007385011310184,1.0085112734447836,0.8682189697494502,1.0085112734447836,0.8682189697494502,7446,55,train
1022200063,2022-06-05,2022,1611661313,1611661324,NYL,MIN,0.8394759880045006,1.2752763830815543,0.85,1.15,1.1391589001370457,0.755723640018744,1.1391589001370457,0.85,8378,62,train
1022200069,2022-06-07,2022,1611661313,1611661324,NYL,MIN,0.8618211812087132,1.2770724147498247,0.8618211812087132,1.15,1.132687625934758,0.7269450937664962,1.132687625934758,0.85,9180,68,train
1022200079,2022-06-12,2022,1611661313,1611661329,NYL,CHI,0.9861786872307244,1.1160670373017887,0.9861786872307244,1.1160670373017887,1.2024249351465408,0.8138944727714302,1.15,0.85,10548,78,train
1022200088,2022-06-16,2022,1611661313,1611661322,NYL,WAS,0.8182998084487432,1.2765466741680616,0.85,1.15,1.0942363040926417,0.8861504295439072,1.0942363040926417,0.8861504295439072,11823,87,train
1022200092,2022-06-19,2022,1611661313,1611661328,NYL,SEA,1.0224415557648134,1.1784639091411548,1.0224415557648134,1.15,0.9187089173950369,1.0456089089289162,0.9187089173950369,1.0456089089289162,12387,91,train
1022200119,2022-06-30,2022,1611661313,1611661330,NYL,ATL,0.8179957298188674,1.333524663815721,0.85,1.15,0.9215880875221066,0.8602133324389646,0.9215880875221066,0.8602133324389646,16069,118,train
1022200138,2022-07-12,2022,1611661313,1611661319,NYL,LVA,0.7870600693159859,1.3695109299879704,0.85,1.15,1.0117616418228363,1.0257680940941123,1.0117616418228363,1.0257680940941123,18509,136,train
1022200143,2022-07-14,2022,1611661313,1611661319,NYL,LVA,0.7883042131665496,1.384501469757536,0.85,1.15,1.0149780274700102,1.020367963563874,1.0149780274700102,1.020367963563874,19361,142,train
