row_id,player,date,feature,stored,recomputed,abs_diff,identical
1022600057:1642792,Kiki Iriafen,2026-05-29,vacated_min,27.80100259781016,27.80100259781016,0.0,True
1022600057:1642792,Kiki Iriafen,2026-05-29,returned_teammate_min,0.0,0.0,0.0,True
1022600057:1642792,Kiki Iriafen,2026-05-29,few_prior_apps_flag,0.0,0.0,0.0,True
1022600057:1642792,Kiki Iriafen,2026-05-29,miss_inj_l21,0.0,0.0,0.0,True
1022600057:1642792,Kiki Iriafen,2026-05-29,miss_other_l21,0.0,0.0,0.0,True
1022600057:1642792,Kiki Iriafen,2026-05-29,roster_move_l14,0.0,0.0,0.0,True
1022600057:1642792,Kiki Iriafen,2026-05-29,suspension_l30,0.0,0.0,0.0,True
1022600057:1642792,Kiki Iriafen,2026-05-29,waived_since_last_game,0.0,0.0,0.0,True
1022500092:1642804,Te-Hina Paopao,2025-06-24,min_ewma,15.53285681441127,15.53285681441127,0.0,True
1022500092:1642804,Te-Hina Paopao,2025-06-24,min_last1,21.183333333333334,21.183333333333334,0.0,True
1022500092:1642804,Te-Hina Paopao,2025-06-24,min_mean_l5,14.773333333333335,14.773333333333332,3.552713678800501e-15,True
1022500092:1642804,Te-Hina Paopao,2025-06-24,min_expmean,13.96923076923077,13.96923076923077,0.0,True
1022500092:1642804,Te-Hina Paopao,2025-06-24,min_std_l10,5.734986034404516,5.734986034404514,1.7763568394002505e-15,True
1022500092:1642804,Te-Hina Paopao,2025-06-24,min_share_ewma,0.07766041870479051,0.07766041870479051,0.0,True
1022500092:1642804,Te-Hina Paopao,2025-06-24,min_trend_delta,0.8041025641025659,0.8041025641025623,3.552713678800501e-15,True
1022500092:1642804,Te-Hina Paopao,2025-06-24,player_gp_season,13.0,13.0,0.0,True
1022500092:1642804,Te-Hina Paopao,2025-06-24,started_last,0.0,0.0,0.0,True
1022500092:1642804,Te-Hina Paopao,2025-06-24,start_share_l5,0.0,0.0,0.0,True
1022500092:1642804,Te-Hina Paopao,2025-06-24,starts_streak,0.0,0.0,0.0,True
1022500092:1642804,Te-Hina Paopao,2025-06-24,days_since_last_appearance,2.0,2.0,0.0,True
1022500092:1642804,Te-Hina Paopao,2025-06-24,pf_per_min_ewma,0.13280977429786434,0.13280977429786434,0.0,True
1022500092:1642804,Te-Hina Paopao,2025-06-24,prev_dnp_cd,0.0,0.0,0.0,True
1022500092:1642804,Te-Hina Paopao,2025-06-24,prev_dnp_inj,0.0,0.0,0.0,True
1022500092:1642804,Te-Hina Paopao,2025-06-24,prev_dnp_nwt,0.0,0.0,0.0,True
1022500092:1642804,Te-Hina Paopao,2025-06-24,team_gp_season,14.0,14.0,0.0,True
1022500092:1642804,Te-Hina Paopao,2025-06-24,days_rest_team,2.0,2.0,0.0,True
