catalog_number,name,family,channel,alpha_chosen,n_train,n_val,nan_share,mae_frozen_baseline_2024,mae_feat_2024,delta_mae,observed_effect_improvement,improvement_pct_of_baseline,beta_feature_std,fold_deltas,fold_signs,sign_2024,sign_consistent,p_value,n_perm,null_sd,null_q95,se_cluster_player_season,se_iid_row_level,mde80_cluster,mde80_permutation,mde80,practical_floor,underpowered_for_floor,practical,degenerate,note,q_bh,q_by,bh_pass,by_pass,practical_tier,survives,survives_under_by,collapse_group
58,stint_pm_stability,E,fg3,,6170,3261,0.0,3.35611,3.35512,-0.000987,0.000987,0.0294,0.04556,+0.00136;+0.00259;-0.00112,++-,-,False,0.126437,2000,0.001898,0.002013,0.001474,0.000977,0.003666,0.004719,0.004719,0.006712,False,False,False,,0.452431,1.0,False,False,neither,False,False,
29,experience_x_minutes_vol,C,ft,,6170,3261,0.0841,1.99187,1.99109,-0.000778,0.000778,0.039,-0.03199,-0.00077;+0.00005;+0.00259,-++,-,False,0.130435,2000,0.001136,0.001407,0.000888,0.000534,0.002208,0.002824,0.002824,0.003984,False,False,False,,0.461181,1.0,False,False,neither,False,False,
46,early_foul_tendency,D,ft,0.05,6170,3261,0.0,1.99187,1.9909,-0.000975,0.000975,0.049,0.03333,+0.00117;-0.00257;-0.00170,+--,-,False,0.135932,2000,0.001324,0.001741,0.000769,0.00053,0.001911,0.003293,0.003293,0.003984,False,False,False,,0.474962,1.0,False,False,neither,False,False,
25,opp_transdef_x_transshare,B,fg3,0.05,6170,3261,0.0,3.35611,3.35571,-0.000395,0.000395,0.0118,-0.03858,+0.00162;+0.00139;-0.00131,++-,-,False,0.14043,2000,0.000714,0.000859,0.000506,0.000472,0.001259,0.001776,0.001776,0.006712,False,False,False,,0.484973,1.0,False,False,neither,False,False,
100,h2h_micro_update,J,paint,,6170,3261,0.0,3.46812,3.46759,-0.000534,0.000534,0.0154,0.07901,+0.00954;+0.00256;-0.00109,++-,-,False,0.143928,2000,0.001203,0.001189,0.001462,0.001484,0.003634,0.002992,0.003634,0.006936,False,False,False,,0.49134,1.0,False,False,neither,False,False,
33,age_x_travel_pooled,C,paint,,6170,3261,0.0,3.46812,3.4675,-0.000627,0.000627,0.0181,-0.09059,+0.00221;-0.00023;-0.00014,+--,-,False,0.147426,2000,0.001335,0.001288,0.001913,0.001522,0.004757,0.00332,0.004757,0.006936,False,False,False,,0.497563,1.0,False,False,neither,False,False,
93,possession_denominated_rates,J,ft,0.05,6170,3261,0.0,1.99187,1.99139,-0.00048,0.00048,0.0241,1.10108,+0.00036;-0.00293;-0.00070,+--,-,False,0.149925,2000,0.000956,0.00106,0.000726,0.000553,0.001805,0.002378,0.002378,0.003984,False,False,False,,0.500312,1.0,False,False,neither,False,False,
30,draft_pedigree_lowexp,C,ft,,6170,3261,0.0841,1.99187,1.99143,-0.000445,0.000445,0.0224,0.0816,-0.00232;-0.00154;+0.00039,--+,-,False,0.151924,2000,0.000977,0.001009,0.001998,0.001513,0.004969,0.00243,0.004969,0.003984,True,False,False,,0.501349,1.0,False,False,neither,False,False,
83,post_break_flag,H,paint,,6170,3261,0.0,3.46812,3.46727,-0.000853,0.000853,0.0246,-0.02363,+0.00000;+0.00000;+0.00096,+++,-,False,0.161919,2000,0.002171,0.00206,0.000585,0.000564,0.001456,0.005398,0.005398,0.006936,False,False,False,,0.528461,1.0,False,False,neither,False,False,
75,foulprone_x_crewpf,G,fg3,0.2,6170,3261,0.0,3.35611,3.35516,-0.000945,0.000945,0.0282,-0.07576,-0.00387;-0.00342;+0.00033,--+,-,False,0.168416,2000,0.001355,0.00195,0.000873,0.000845,0.002172,0.003368,0.003368,0.006712,False,False,False,,0.532771,1.0,False,False,neither,False,False,
45,garbage_cleaned_rates,D,fg3,0.05,6170,3261,0.0,3.35611,3.3553,-0.00081,0.00081,0.0241,0.23043,-0.00379;-0.00109;-0.00276,---,-,True,0.167416,2000,0.001726,0.002069,0.000882,0.000916,0.002194,0.004291,0.004291,0.006712,False,False,False,,0.532771,1.0,False,False,neither,False,False,
82,season_phase_linear,H,paint,,6170,3261,0.0,3.46812,3.4676,-0.000529,0.000529,0.0153,-0.02718,+0.00161;-0.00573;+0.00774,+-+,-,False,0.169915,2000,0.001566,0.001447,0.00056,0.000511,0.001393,0.003893,0.003893,0.006936,False,False,False,,0.532771,1.0,False,False,neither,False,False,
58,stint_pm_stability,E,ft,,6170,3261,0.0,1.99187,1.99151,-0.000366,0.000366,0.0184,-0.0546,-0.00889;-0.00601;-0.00455,---,-,True,0.170415,2000,0.000959,0.001036,0.001668,0.001146,0.004148,0.002385,0.004148,0.003984,True,False,False,,0.532771,1.0,False,False,neither,False,False,
98,season_series_meeting_no,J,paint,,6170,3261,0.0,3.46812,3.4676,-0.000522,0.000522,0.0151,-0.01948,+0.03659;+0.00212;+0.00044,+++,-,False,0.176412,2000,0.001462,0.001472,0.000377,0.000358,0.000938,0.003635,0.003635,0.006936,False,False,False,,0.545775,1.0,False,False,neither,False,False,
79,rolling_7day_minutes,H,np2,,6170,3261,0.0,1.60194,1.60045,-0.001487,0.001487,0.0928,0.0348,-0.00104;+0.00059;-0.00152,-+-,-,False,0.184908,2000,0.001981,0.003109,0.001173,0.000655,0.002916,0.004925,0.004925,0.003204,True,False,False,,0.566162,1.0,False,False,neither,False,False,
12,opp_def_tercile_profile,B,paint,,6170,3261,0.0,3.46812,3.46775,-0.000378,0.000378,0.0109,-0.03273,+0.00450;+0.00033;-0.00007,++-,-,False,0.190905,2000,0.00118,0.001395,0.000566,0.000565,0.001406,0.002935,0.002935,0.006936,False,False,False,,0.578559,1.0,False,False,neither,False,False,
47,post_absence_ramp,D,np2,,6170,3261,0.0,1.60194,1.60121,-0.000723,0.000723,0.0451,0.04969,-0.00094;-0.00078;-0.00026,---,-,True,0.1994,2000,0.00108,0.001668,0.001009,0.000749,0.002509,0.002687,0.002687,0.003204,False,False,False,,0.593703,1.0,False,False,neither,False,False,
80,minutes_load_x_age_pooled,H,paint,,6170,3261,0.0,3.46812,3.46761,-0.000512,0.000512,0.0148,-0.04608,-0.00056;+0.00023;+0.00088,-++,-,False,0.1999,2000,0.001712,0.00176,0.001097,0.000868,0.002728,0.004258,0.004258,0.006936,False,False,False,,0.593703,1.0,False,False,neither,False,False,
82,season_phase_linear,H,np2,,6170,3261,0.0,1.60194,1.60091,-0.001031,0.001031,0.0644,-0.02881,-0.15058;+0.00948;-0.01944,-+-,-,False,0.202899,2000,0.001334,0.002294,0.000627,0.000541,0.001559,0.003318,0.003318,0.003204,True,False,False,,0.596644,1.0,False,False,neither,False,False,
23,opp_rotation_x_minshare,B,fg3,0.5,6170,3261,0.0,3.35611,3.35573,-0.000378,0.000378,0.0113,-0.02396,+0.00150;-0.00029;+0.00038,+-+,-,False,0.208396,2000,0.00134,0.001405,0.000499,0.000521,0.00124,0.003333,0.003333,0.006712,False,False,False,,0.6068,1.0,False,False,neither,False,False,
49,star_onoff_split,E,np2,,6170,3261,0.0,1.60194,1.60149,-0.000446,0.000446,0.0278,0.00882,+0.00441;+0.00415;-0.00028,++-,-,False,0.216892,2000,0.001109,0.001638,0.000384,0.000189,0.000954,0.002757,0.002757,0.003204,False,False,False,,0.610506,1.0,False,False,neither,False,False,
47,post_absence_ramp,D,paint,,6170,3261,0.0,3.46812,3.46779,-0.000337,0.000337,0.0097,0.03243,+0.00195;+0.00380;-0.00008,++-,-,False,0.214893,2000,0.001093,0.001348,0.000463,0.000489,0.001151,0.002719,0.002719,0.006936,False,False,False,,0.610506,1.0,False,False,neither,False,False,
31,weight_x_b2b_pooled,C,ft,,6170,3261,0.0113,1.99187,1.99162,-0.000256,0.000256,0.0129,0.05652,-0.00103;+0.00299;-0.00094,-+-,-,False,0.217891,2000,0.000894,0.001017,0.001065,0.001296,0.002649,0.002222,0.002649,0.003984,False,False,False,,0.610506,1.0,False,False,neither,False,False,
40,usage_eff_divergence,D,np2,,6170,3261,0.0,1.60194,1.60171,-0.000224,0.000224,0.014,0.03128,+0.00063;+0.00105;-0.00008,++-,-,False,0.214893,2000,0.000547,0.000751,0.000543,0.00049,0.00135,0.001361,0.001361,0.003204,False,False,False,,0.610506,1.0,False,False,neither,False,False,
59,system_dependence,E,fg3,0.05,6170,3261,0.0,3.35611,3.35542,-0.000691,0.000691,0.0206,-0.01437,-0.00008;+0.00013;-0.00054,-+-,-,False,0.223388,2000,0.002097,0.002741,0.000593,0.000268,0.001476,0.005213,0.005213,0.006712,False,False,False,,0.620058,1.0,False,False,neither,False,False,
6,rest_bucket_profile,A,paint,,6170,3261,0.0,3.46812,3.46771,-0.000417,0.000417,0.012,0.04939,+0.00063;+0.00003;-0.00017,++-,-,False,0.227386,2000,0.001386,0.001562,0.000866,0.0009,0.002153,0.003447,0.003447,0.006936,False,False,False,,0.622299,1.0,False,False,neither,False,False,
78,personal_ref_history,G,ft,,6170,3261,0.0,1.99187,1.9917,-0.000176,0.000176,0.0089,-0.0081,-0.00028;+0.00080;-0.00004,-+-,-,False,0.228386,2000,0.000661,0.000811,0.000156,0.000156,0.000387,0.001644,0.001644,0.003984,False,False,False,,0.622299,1.0,False,False,neither,False,False,
71,clutch_ft_split,F,ft,,6170,3261,0.0,1.99187,1.99162,-0.000253,0.000253,0.0127,0.03551,-0.00233;+0.00338;-0.00036,-+-,-,False,0.233383,2000,0.001068,0.001181,0.00096,0.000701,0.002388,0.002655,0.002655,0.003984,False,False,False,,0.630134,1.0,False,False,neither,False,False,
47,post_absence_ramp,D,fg3,,6170,3261,0.0,3.35611,3.3555,-0.000606,0.000606,0.0181,0.02934,-0.00012;-0.00221;+0.00211,--+,-,False,0.245377,2000,0.001561,0.002328,0.000587,0.000442,0.001459,0.003881,0.003881,0.006712,False,False,False,,0.650687,1.0,False,False,neither,False,False,
47,post_absence_ramp,D,ft,,6170,3261,0.0,1.99187,1.99159,-0.000285,0.000285,0.0143,0.02828,+0.00286;-0.00007;+0.00065,+-+,-,False,0.243878,2000,0.000818,0.001156,0.000511,0.000426,0.001271,0.002034,0.002034,0.003984,False,False,False,,0.650687,1.0,False,False,neither,False,False,
61,shot_diet_xpts,F,paint,0.05,6170,3261,0.0,3.46812,3.46785,-0.000271,0.000271,0.0078,-0.13749,-0.00150;+0.00006;-0.00548,-+-,-,False,0.251874,2000,0.001252,0.001481,0.002717,0.002203,0.006755,0.003113,0.006755,0.006936,False,False,False,,0.662005,1.0,False,False,neither,False,False,
37,rate_volatility,D,np2,,6170,3261,0.0,1.60194,1.60124,-0.000698,0.000698,0.0436,-0.09615,+0.00424;-0.00001;-0.00113,+--,-,False,0.256372,2000,0.001508,0.002333,0.001998,0.001141,0.004968,0.00375,0.004968,0.003204,True,False,False,,0.667917,1.0,False,False,neither,False,False,
5,home_minutes_shift,A,paint,0.35,6170,3261,0.0,3.46812,3.46792,-0.000202,0.000202,0.0058,-0.01708,+0.00081;+0.00012;-0.00015,++-,-,False,0.261369,2000,0.001062,0.001109,0.000335,0.000303,0.000832,0.002641,0.002641,0.006936,False,False,False,,0.675014,1.0,False,False,neither,False,False,
81,3in5_x_benchdepth,H,ft,,6170,3261,0.0,1.99187,1.99174,-0.000129,0.000129,0.0065,-0.00715,-0.00152;-0.00002;+0.00051,--+,-,False,0.265367,2000,0.000904,0.000958,0.000211,0.000164,0.000526,0.002248,0.002248,0.003984,False,False,False,,0.679431,1.0,False,False,neither,False,False,
46,early_foul_tendency,D,np2,0.5,6170,3261,0.0,1.60194,1.60152,-0.000419,0.000419,0.0261,0.00555,-0.00098;+0.00053;-0.00009,-+-,-,False,0.269365,2000,0.001198,0.001719,0.00014,9.4e-05,0.000347,0.00298,0.00298,0.003204,False,False,False,,0.683773,1.0,False,False,neither,False,False,
100,h2h_micro_update,J,fg3,,6170,3261,0.0,3.35611,3.35589,-0.000218,0.000218,0.0065,-0.0327,+0.00182;+0.00121;-0.00015,++-,-,False,0.271864,2000,0.001125,0.001318,0.000537,0.00058,0.001334,0.002797,0.002797,0.006712,False,False,False,,0.684268,1.0,False,False,neither,False,False,
23,opp_rotation_x_minshare,B,ft,0.5,6170,3261,0.0,1.99187,1.9918,-7.5e-05,7.5e-05,0.0038,0.0091,+0.00288;+0.00017;+0.00001,+++,-,False,0.287856,2000,0.000824,0.000753,0.000209,0.000198,0.00052,0.002048,0.002048,0.003984,False,False,False,,0.718431,1.0,False,False,neither,False,False,
76,crewpace_x_transition,G,ft,0.05,6170,3261,0.0,1.99187,1.99181,-6.6e-05,6.6e-05,0.0033,0.04236,+0.00208;-0.00010;-0.00048,+--,-,False,0.290355,2000,0.000357,0.000454,0.000358,0.000437,0.000889,0.000887,0.000889,0.003984,False,False,False,,0.718629,1.0,False,False,neither,False,False,
27,age_curve_peak,C,fg3,32.0,6170,3261,0.0,3.35611,3.35552,-0.00059,0.00059,0.0176,0.03492,+0.00041;-0.00021;-0.00016,+--,-,False,0.296352,2000,0.002307,0.003187,0.001419,0.000567,0.003528,0.005737,0.005737,0.006712,False,False,False,,0.719201,1.0,False,False,neither,False,False,
88,career_trajectory_slope,I,fg3,,6170,3261,0.5875,3.35611,3.35568,-0.000426,0.000426,0.0127,-0.0206,+0.00000;+0.08801;+0.00079,+++,-,False,0.297851,2000,0.00287,0.003135,0.000564,0.000535,0.001402,0.007137,0.007137,0.006712,True,False,False,,0.719201,1.0,False,False,neither,False,False,
41,ftpct_leading_indicator,D,fg3,0.5,6170,3261,0.0,3.35611,3.35592,-0.000186,0.000186,0.0055,0.02491,+0.00023;-0.00025;-0.00036,+--,-,False,0.295352,2000,0.001171,0.001401,0.000606,0.000451,0.001508,0.002913,0.002913,0.006712,False,False,False,,0.719201,1.0,False,False,neither,False,False,
50,usage_absorption_elasticity,E,fg3,,6170,3261,0.0,3.35611,3.35591,-0.000197,0.000197,0.0059,-0.01376,+0.00659;-0.00002;+0.00051,+-+,-,False,0.318341,2000,0.001556,0.001988,0.00034,0.000247,0.000845,0.003869,0.003869,0.006712,False,False,False,,0.762478,1.0,False,False,neither,False,False,
52,onfloor_pace_diff,E,fg3,0.5,6170,3261,0.0,3.35611,3.35598,-0.000129,0.000129,0.0038,0.00878,-0.00082;+0.00106;+0.00219,-++,-,False,0.321339,2000,0.001299,0.001418,0.000196,0.000156,0.000488,0.003231,0.003231,0.006712,False,False,False,,0.763501,1.0,False,False,neither,False,False,
79,rolling_7day_minutes,H,ft,,6170,3261,0.0,1.99187,1.99159,-0.000285,0.000285,0.0143,0.04325,-0.00341;-0.00352;-0.00026,---,-,True,0.326837,2000,0.001336,0.001827,0.000873,0.000791,0.00217,0.003321,0.003321,0.003984,False,False,False,,0.765502,1.0,False,False,neither,False,False,
43,shot_distance_drift,D,ft,,6170,3261,0.0,1.99187,1.9918,-7.4e-05,7.4e-05,0.0037,-0.00241,+0.00115;-0.00049;+0.00173,+-+,-,False,0.327336,2000,0.000683,0.000794,4.5e-05,4.2e-05,0.000113,0.001699,0.001699,0.003984,False,False,False,,0.765502,1.0,False,False,neither,False,False,
45,garbage_cleaned_rates,D,np2,0.2,6170,3261,0.0,1.60194,1.60161,-0.000325,0.000325,0.0203,0.11711,-0.00064;-0.00181;+0.00047,--+,-,False,0.34033,2000,0.001649,0.002459,0.00102,0.000731,0.002535,0.004101,0.004101,0.003204,True,False,False,,0.78355,1.0,False,False,neither,False,False,
48,structural_break_score,D,ft,,6170,3261,0.0,1.99187,1.99181,-6.5e-05,6.5e-05,0.0033,0.00501,+0.00203;+0.00364;-0.00002,++-,-,False,0.33983,2000,0.000817,0.000938,9.8e-05,8.7e-05,0.000244,0.002031,0.002031,0.003984,False,False,False,,0.78355,1.0,False,False,neither,False,False,
8,timezone_shift,A,np2,,6170,3261,0.0,1.60194,1.60188,-6e-05,6e-05,0.0038,0.00439,+0.01126;+0.00107;-0.00005,++-,-,False,0.345827,2000,0.000485,0.00068,7.9e-05,7.5e-05,0.000197,0.001206,0.001206,0.003204,False,False,False,,0.790082,1.0,False,False,neither,False,False,
79,rolling_7day_minutes,H,fg3,,6170,3261,0.0,3.35611,3.35546,-0.000648,0.000648,0.0193,-0.01669,-0.00214;+0.00036;-0.00004,-+-,-,False,0.356322,2000,0.002485,0.003874,0.000516,0.000316,0.001282,0.00618,0.00618,0.006712,False,False,False,,0.795696,1.0,False,False,neither,False,False,
56,best_pair_lift,E,ft,,6170,3261,0.0,1.99187,1.99161,-0.000263,0.000263,0.0132,0.01162,-0.00034;-0.00009;+0.00039,--+,-,False,0.352324,2000,0.001415,0.001746,0.000271,0.000202,0.000674,0.003517,0.003517,0.003984,False,False,False,,0.795696,1.0,False,False,neither,False,False,
3,home_ftpct_diff,A,ft,,6170,3261,0.0,1.99187,1.99184,-3.5e-05,3.5e-05,0.0018,0.00304,-0.00050;+0.00092;-0.00019,-+-,-,False,0.356322,2000,0.000766,0.000893,5.5e-05,6.3e-05,0.000136,0.001906,0.001906,0.003984,False,False,False,,0.795696,1.0,False,False,neither,False,False,
8,timezone_shift,A,paint,,6170,3261,0.0,3.46812,3.46808,-4e-05,4e-05,0.0012,-0.00154,+0.00223;+0.00097;+0.00274,+++,-,False,0.362319,2000,0.00108,0.001176,2.3e-05,2.7e-05,5.7e-05,0.002685,0.002685,0.006936,False,False,False,,0.80305,1.0,False,False,neither,False,False,
92,two_season_blend,I,np2,0.1,6170,3261,0.2457,1.60194,1.60149,-0.000451,0.000451,0.0282,-0.09824,-0.00128;-0.00170;-0.00024,---,-,True,0.366817,2000,0.00219,0.003197,0.001441,0.000672,0.003582,0.005447,0.005447,0.003204,True,False,False,,0.806997,1.0,False,False,neither,False,False,#92 two_season_blend
45,garbage_cleaned_rates,D,paint,0.5,6170,3261,0.0,3.46812,3.4681,-2.6e-05,2.6e-05,0.0007,0.00375,+0.00056;+0.00044;-0.00019,++-,-,False,0.390805,2000,0.001297,0.001459,3.7e-05,3.7e-05,9.3e-05,0.003226,0.003226,0.006936,False,False,False,,0.853449,1.0,False,False,neither,False,False,
36,fast_slow_ewma_gap,D,ft,,6170,3261,0.0,1.99187,1.99184,-2.8e-05,2.8e-05,0.0014,-0.00248,+0.00065;+0.00418;+0.00042,+++,-,False,0.395302,2000,0.000642,0.000739,4.3e-05,3.9e-05,0.000106,0.001596,0.001596,0.003984,False,False,False,,0.856969,1.0,False,False,neither,False,False,
54,starter_unit_share,E,np2,0.2,6170,3261,0.0,1.60194,1.60179,-0.000144,0.000144,0.009,0.02324,-0.00218;-0.00024;+0.00099,--+,-,False,0.473763,2000,0.001881,0.002922,0.000917,0.000384,0.002279,0.004677,0.004677,0.003204,True,False,False,,0.884989,1.0,False,False,neither,False,False,
93,possession_denominated_rates,J,np2,0.5,6170,3261,0.0,1.60194,1.60185,-8.5e-05,8.5e-05,0.0053,0.04177,+0.00121;-0.00035;+0.00064,+-+,-,False,0.434283,2000,0.001396,0.002039,0.00042,0.000419,0.001045,0.003472,0.003472,0.003204,True,False,False,,0.884989,1.0,False,False,neither,False,False,
29,experience_x_minutes_vol,C,fg3,,6170,3261,0.0841,3.35611,3.35603,-7.6e-05,7.6e-05,0.0023,-0.0078,-0.00229;+0.00417;+0.00464,-++,-,False,0.431784,2000,0.002386,0.002975,0.000313,0.00013,0.000779,0.005933,0.005933,0.006712,False,False,False,,0.884989,1.0,False,False,neither,False,False,
39,role_expansion,D,np2,,6170,3261,0.0,1.60194,1.60191,-2.2e-05,2.2e-05,0.0014,-0.00532,+0.00002;-0.00012;-0.00000,+--,-,False,0.418791,2000,0.000536,0.000729,0.000114,8.6e-05,0.000282,0.001332,0.001332,0.003204,False,False,False,,0.884989,1.0,False,False,neither,False,False,
33,age_x_travel_pooled,C,np2,,6170,3261,0.0,1.60194,1.60192,-1.6e-05,1.6e-05,0.001,-0.00145,-0.00028;+0.00007;+0.00004,-++,-,False,0.445777,2000,0.001134,0.00155,4.9e-05,2.4e-05,0.000123,0.00282,0.00282,0.003204,False,False,False,,0.884989,1.0,False,False,neither,False,False,
78,personal_ref_history,G,np2,,6170,3261,0.0,1.60194,1.60193,-9e-06,9e-06,0.0006,0.00241,-0.00093;+0.00022;+0.00001,-++,-,False,0.448276,2000,0.000583,0.000838,4.9e-05,4.6e-05,0.000122,0.001448,0.001448,0.003204,False,False,False,,0.884989,1.0,False,False,neither,False,False,
87,prev_season_anchor,I,fg3,,6170,3261,0.2457,3.35611,3.3561,-6e-06,6e-06,0.0002,0.45843,-0.00001;-0.00000;+0.00000,--+,-,False,0.426787,2000,0.00195,0.002455,1.1e-05,4e-06,2.7e-05,0.004849,0.004849,0.006712,False,False,False,,0.884989,1.0,False,False,neither,False,False,#87 prev_season_anchor
77,tech_x_techcrew,G,fg3,,6170,3261,0.0,3.35611,3.3561,-5e-06,5e-06,0.0002,-0.02942,+0.00333;-0.00021;-0.00022,+--,-,False,0.435782,2000,0.00092,0.001041,0.000517,0.000457,0.001286,0.002288,0.002288,0.006712,False,False,False,,0.884989,1.0,False,False,neither,False,False,
63,rim_vs_floater_trend,F,paint,,6170,3261,0.0,3.46812,3.46812,-2e-06,2e-06,0.0,-0.00428,+0.00954;+0.00155;+0.00203,+++,-,False,0.414793,2000,0.00123,0.001323,9.5e-05,7.9e-05,0.000237,0.003058,0.003058,0.006936,False,False,False,,0.884989,1.0,False,False,neither,False,False,
80,minutes_load_x_age_pooled,H,np2,,6170,3261,0.0,1.60194,1.60193,-2e-06,2e-06,0.0001,0.0003,+0.00003;+0.00028;+0.00006,+++,-,False,0.455272,2000,0.001709,0.002249,1.3e-05,6e-06,3.2e-05,0.004249,0.004249,0.003204,True,False,False,,0.884989,1.0,False,False,neither,False,False,
4,home_usage_shift,A,paint,0.5,6170,3261,0.0,3.46812,3.46813,0.0,-0.0,-0.0,0.00043,-0.00024;-0.00101;+0.00189,--+,+,False,0.451774,2000,0.000854,0.00105,7e-06,6e-06,1.6e-05,0.002124,0.002124,0.006936,False,False,False,,0.884989,1.0,False,False,neither,False,False,
92,two_season_blend,I,ft,0.9,6170,3261,0.2457,1.99187,1.99187,1e-06,-1e-06,-0.0001,0.30639,-0.00005;-0.00001;+0.00002,--+,+,False,0.429285,2000,0.000983,0.001145,7e-06,4e-06,1.8e-05,0.002443,0.002443,0.003984,False,False,False,,0.884989,1.0,False,False,neither,False,False,#92 two_season_blend
21,opp_toforce_x_toprone,B,np2,0.35,6170,3261,0.0,1.60194,1.60194,2e-06,-2e-06,-0.0001,-0.0077,+0.00156;+0.00010;-0.00000,++-,+,False,0.476762,2000,0.000732,0.000965,0.000181,0.000167,0.00045,0.001821,0.001821,0.003204,False,False,False,,0.884989,1.0,False,False,neither,False,False,
5,home_minutes_shift,A,fg3,0.5,6170,3261,0.0,3.35611,3.35612,7e-06,-7e-06,-0.0002,-0.00106,-0.00024;-0.00007;-0.00003,---,+,False,0.451774,2000,0.00109,0.001275,1.8e-05,1.9e-05,4.5e-05,0.00271,0.00271,0.006712,False,False,False,,0.884989,1.0,False,False,neither,False,False,
87,prev_season_anchor,I,paint,,6170,3261,0.2457,3.46812,3.46813,9e-06,-9e-06,-0.0003,0.60257,+0.00013;-0.00003;+0.00001,+-+,+,False,0.432284,2000,0.001747,0.001743,9e-06,7e-06,2.4e-05,0.004345,0.004345,0.006936,False,False,False,,0.884989,1.0,False,False,neither,False,False,#87 prev_season_anchor
84,rest_differential,H,ft,,6170,3261,0.0,1.99187,1.99189,1.5e-05,-1.5e-05,-0.0007,0.00451,-0.00031;+0.00027;+0.00053,-++,+,False,0.476762,2000,0.0006,0.000657,7.1e-05,7.9e-05,0.000177,0.001491,0.001491,0.003984,False,False,False,,0.884989,1.0,False,False,neither,False,False,
97,desperation_context,J,paint,,6170,3261,0.0,3.46812,3.46814,1.8e-05,-1.8e-05,-0.0005,-0.04259,+0.00000;+0.00106;-0.00361,++-,+,False,0.438281,2000,0.001828,0.001883,0.000931,0.000886,0.002314,0.004544,0.004544,0.006936,False,False,False,,0.884989,1.0,False,False,neither,False,False,
29,experience_x_minutes_vol,C,paint,,6170,3261,0.0841,3.46812,3.46814,1.8e-05,-1.8e-05,-0.0005,-0.01864,+0.00360;+0.00048;+0.00000,+++,+,False,0.462269,2000,0.00165,0.00182,0.000447,0.000314,0.001111,0.004104,0.004104,0.006936,False,False,False,,0.884989,1.0,False,False,neither,False,False,
39,role_expansion,D,paint,,6170,3261,0.0,3.46812,3.46816,3.1e-05,-3.1e-05,-0.0009,0.00609,-0.00008;-0.00095;+0.00925,--+,+,False,0.456272,2000,0.001058,0.001162,0.00011,9.8e-05,0.000274,0.002632,0.002632,0.006936,False,False,False,,0.884989,1.0,False,False,neither,False,False,
85,games_in_14_days,H,paint,,6170,3261,0.0,3.46812,3.46817,4.4e-05,-4.4e-05,-0.0013,-0.00219,+0.00240;+0.00063;+0.00118,+++,+,False,0.443278,2000,0.002146,0.001831,6e-05,6.3e-05,0.000149,0.005337,0.005337,0.006936,False,False,False,,0.884989,1.0,False,False,neither,False,False,
37,rate_volatility,D,paint,,6170,3261,0.0,3.46812,3.46817,4.5e-05,-4.5e-05,-0.0013,-0.07599,-0.00003;-0.00084;-0.00079,---,+,False,0.473763,2000,0.001349,0.001469,0.001147,0.001172,0.002852,0.003354,0.003354,0.006936,False,False,False,,0.884989,1.0,False,False,neither,False,False,
89,team_change_reset,I,fg3,,6170,3261,0.0,3.35611,3.35615,4.5e-05,-4.5e-05,-0.0014,0.019,+0.00144;+0.00488;+0.00144,+++,+,False,0.466267,2000,0.00194,0.002079,0.000579,0.000424,0.00144,0.004824,0.004824,0.006712,False,False,False,,0.884989,1.0,False,False,neither,False,False,
84,rest_differential,H,paint,,6170,3261,0.0,3.46812,3.46817,4.6e-05,-4.6e-05,-0.0013,0.00542,+0.00007;+0.00043;+0.00027,+++,+,False,0.465767,2000,0.001132,0.001158,9e-05,9.5e-05,0.000223,0.002814,0.002814,0.006936,False,False,False,,0.884989,1.0,False,False,neither,False,False,
76,crewpace_x_transition,G,paint,0.1,6170,3261,0.0,3.46812,3.46814,1.3e-05,-1.3e-05,-0.0004,0.02974,+0.00011;-0.00012;-0.00015,+--,+,False,0.481259,2000,0.000626,0.000837,0.00029,0.000313,0.000722,0.001556,0.001556,0.006936,False,False,False,,0.887788,1.0,False,False,neither,False,False,
87,prev_season_anchor,I,np2,,6170,3261,0.2457,1.60194,1.60193,-5e-06,5e-06,0.0003,0.22174,+0.00000;-0.00001;-0.00001,+--,-,False,0.501749,2000,0.002684,0.003908,4e-06,1e-06,9e-06,0.006675,0.006675,0.003204,True,False,False,,0.895856,1.0,False,False,neither,False,False,#87 prev_season_anchor
84,rest_differential,H,np2,,6170,3261,0.0,1.60194,1.60195,1.8e-05,-1.8e-05,-0.0011,0.00126,+0.00018;+0.00006;+0.00016,+++,+,False,0.504748,2000,0.000504,0.000678,2.3e-05,2.2e-05,5.7e-05,0.001252,0.001252,0.003204,False,False,False,,0.895856,1.0,False,False,neither,False,False,
11,trip_position,A,fg3,,6170,3261,0.0,3.35611,3.35615,4.2e-05,-4.2e-05,-0.0013,-0.00963,-0.00022;+0.00075;+0.00009,-++,+,False,0.506747,2000,0.001042,0.001265,0.000168,0.000176,0.000417,0.00259,0.00259,0.006712,False,False,False,,0.895856,1.0,False,False,neither,False,False,
29,experience_x_minutes_vol,C,np2,,6170,3261,0.0841,1.60194,1.60198,4.4e-05,-4.4e-05,-0.0028,0.00347,+0.00053;+0.00000;-0.00014,++-,+,False,0.506747,2000,0.001815,0.002408,0.000156,5.8e-05,0.000388,0.004513,0.004513,0.003204,True,False,False,,0.895856,1.0,False,False,neither,False,False,
