stratum,base,null,carrier,n,n_clusters,family_size_K,planted_dr2,power,power_per_cell_alpha05,median_realised_dr2,t_crit_familywise,t_crit_per_cell,null_mean,null_sd,R
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,0.0,0.0284857571214392,0.0399800099950025,0.0020531263622698,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,1e-05,0.0109945027486256,0.015992003998001,0.0017770431547435,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,1.333521432163324e-05,0.009495252373813,0.0139930034982508,0.0017360816569297,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,1.778279410038923e-05,0.0079960019990005,0.0114942528735632,0.001689371219126,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,2.3713737056616557e-05,0.0064967516241879,0.009495252373813,0.0016362193975956,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,3.1622776601683795e-05,0.0044977511244377,0.0079960019990005,0.0015758925197149,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,4.216965034285822e-05,0.0034982508745627,0.0059970014992503,0.0015076313563548,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,5.623413251903491e-05,0.0019990004997501,0.0039980009995002,0.0014306766040179,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,7.498942093324559e-05,0.0014992503748125,0.0019990004997501,0.0013443081708172,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,0.0001,0.0014992503748125,0.0014992503748125,0.0012479037094504,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,0.0001333521432163,0.000999500249875,0.000999500249875,0.0011410237921079,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,0.0001778279410038,0.0004997501249375,0.000999500249875,0.0010235337470013,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,0.0002371373705661,0.0,0.0004997501249375,0.000895775700195,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,0.0003162277660168,0.0,0.0,0.000758809089283,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,0.0004216965034285,0.0,0.0,0.0006147442316505,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,0.0005623413251903,0.0,0.0,0.0004672019548771,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,0.0007498942093324,0.0,0.0,0.0003219434956762,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,0.001,0.0,0.0,0.0001877296914573,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,0.0013335214321633,0.0,0.0,7.910310692315018e-05,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,0.0017782794100389,0.0,0.0,3.125782426454764e-05,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,0.0023713737056616,0.0,0.0,3.145733277848703e-05,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,0.0031622776601683,0.0,0.0,0.0001202033187171,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,0.0042169650342858,0.0,0.0,0.0003858519320412,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,0.0056234132519034,0.0,0.0,0.0008818164966013,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,0.0074989420933245,0.0044977511244377,0.0079960019990005,0.001705045311744,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,1,0.01,0.2743628185907046,0.3363318340829585,0.0029880369559703,1.9992539964460991,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,0.0,0.0,0.0399800099950025,0.0020531263622698,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,1e-05,0.0,0.015992003998001,0.0017770431547435,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,1.333521432163324e-05,0.0,0.0139930034982508,0.0017360816569297,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,1.778279410038923e-05,0.0,0.0114942528735632,0.001689371219126,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,2.3713737056616557e-05,0.0,0.009495252373813,0.0016362193975956,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,3.1622776601683795e-05,0.0,0.0079960019990005,0.0015758925197149,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,4.216965034285822e-05,0.0,0.0059970014992503,0.0015076313563548,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,5.623413251903491e-05,0.0,0.0039980009995002,0.0014306766040179,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,7.498942093324559e-05,0.0,0.0019990004997501,0.0013443081708172,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,0.0001,0.0,0.0014992503748125,0.0012479037094504,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,0.0001333521432163,0.0,0.000999500249875,0.0011410237921079,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,0.0001778279410038,0.0,0.000999500249875,0.0010235337470013,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,0.0002371373705661,0.0,0.0004997501249375,0.000895775700195,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,0.0003162277660168,0.0,0.0,0.000758809089283,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,0.0004216965034285,0.0,0.0,0.0006147442316505,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,0.0005623413251903,0.0,0.0,0.0004672019548771,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,0.0007498942093324,0.0,0.0,0.0003219434956762,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
