stratum,base,null,carrier,n,n_clusters,family_size_K,planted_dr2,power,power_per_cell_alpha05,median_realised_dr2,t_crit_familywise,t_crit_per_cell,null_mean,null_sd,R
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,0.001,0.0,0.0,0.0001877296914573,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,0.0013335214321633,0.0,0.0,7.910310692315018e-05,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,0.0017782794100389,0.0,0.0,3.125782426454764e-05,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,0.0023713737056616,0.0,0.0,3.145733277848703e-05,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,0.0031622776601683,0.0,0.0,0.0001202033187171,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,0.0042169650342858,0.0,0.0,0.0003858519320412,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,0.0056234132519034,0.0,0.0,0.0008818164966013,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,0.0074989420933245,0.0,0.0079960019990005,0.001705045311744,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,18,0.01,0.0004997501249375,0.3363318340829585,0.0029880369559703,4.974338012066289,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,0.0,0.0,0.0399800099950025,0.0020531263622698,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,1e-05,0.0,0.015992003998001,0.0017770431547435,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,1.333521432163324e-05,0.0,0.0139930034982508,0.0017360816569297,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,1.778279410038923e-05,0.0,0.0114942528735632,0.001689371219126,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,2.3713737056616557e-05,0.0,0.009495252373813,0.0016362193975956,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,3.1622776601683795e-05,0.0,0.0079960019990005,0.0015758925197149,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,4.216965034285822e-05,0.0,0.0059970014992503,0.0015076313563548,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,5.623413251903491e-05,0.0,0.0039980009995002,0.0014306766040179,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,7.498942093324559e-05,0.0,0.0019990004997501,0.0013443081708172,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,0.0001,0.0,0.0014992503748125,0.0012479037094504,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,0.0001333521432163,0.0,0.000999500249875,0.0011410237921079,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,0.0001778279410038,0.0,0.000999500249875,0.0010235337470013,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,0.0002371373705661,0.0,0.0004997501249375,0.000895775700195,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,0.0003162277660168,0.0,0.0,0.000758809089283,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,0.0004216965034285,0.0,0.0,0.0006147442316505,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,0.0005623413251903,0.0,0.0,0.0004672019548771,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,0.0007498942093324,0.0,0.0,0.0003219434956762,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,0.001,0.0,0.0,0.0001877296914573,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,0.0013335214321633,0.0,0.0,7.910310692315018e-05,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,0.0017782794100389,0.0,0.0,3.125782426454764e-05,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,0.0023713737056616,0.0,0.0,3.145733277848703e-05,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,0.0031622776601683,0.0,0.0,0.0001202033187171,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,0.0042169650342858,0.0,0.0,0.0003858519320412,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,0.0056234132519034,0.0,0.0,0.0008818164966013,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,0.0074989420933245,0.0,0.0079960019990005,0.001705045311744,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,39,0.01,0.0,0.3363318340829585,0.0029880369559703,5.695986850028299,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,0.0,0.0,0.0399800099950025,0.0020531263622698,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,1e-05,0.0,0.015992003998001,0.0017770431547435,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,1.333521432163324e-05,0.0,0.0139930034982508,0.0017360816569297,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,1.778279410038923e-05,0.0,0.0114942528735632,0.001689371219126,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,2.3713737056616557e-05,0.0,0.009495252373813,0.0016362193975956,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,3.1622776601683795e-05,0.0,0.0079960019990005,0.0015758925197149,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,4.216965034285822e-05,0.0,0.0059970014992503,0.0015076313563548,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,5.623413251903491e-05,0.0,0.0039980009995002,0.0014306766040179,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,7.498942093324559e-05,0.0,0.0019990004997501,0.0013443081708172,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,0.0001,0.0,0.0014992503748125,0.0012479037094504,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,0.0001333521432163,0.0,0.000999500249875,0.0011410237921079,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,0.0001778279410038,0.0,0.000999500249875,0.0010235337470013,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,0.0002371373705661,0.0,0.0004997501249375,0.000895775700195,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,0.0003162277660168,0.0,0.0,0.000758809089283,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,0.0004216965034285,0.0,0.0,0.0006147442316505,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,0.0005623413251903,0.0,0.0,0.0004672019548771,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,0.0007498942093324,0.0,0.0,0.0003219434956762,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,0.001,0.0,0.0,0.0001877296914573,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,0.0013335214321633,0.0,0.0,7.910310692315018e-05,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,0.0017782794100389,0.0,0.0,3.125782426454764e-05,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,0.0023713737056616,0.0,0.0,3.145733277848703e-05,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,0.0031622776601683,0.0,0.0,0.0001202033187171,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,0.0042169650342858,0.0,0.0,0.0003858519320412,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,0.0056234132519034,0.0,0.0,0.0008818164966013,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,0.0074989420933245,0.0,0.0079960019990005,0.001705045311744,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,44,0.01,0.0,0.3363318340829585,0.0029880369559703,5.833238170032072,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,132,0.0,0.0,0.0399800099950025,0.0020531263622698,6.606553602093543,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,132,1e-05,0.0,0.015992003998001,0.0017770431547435,6.606553602093543,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,132,1.333521432163324e-05,0.0,0.0139930034982508,0.0017360816569297,6.606553602093543,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,132,1.778279410038923e-05,0.0,0.0114942528735632,0.001689371219126,6.606553602093543,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,132,2.3713737056616557e-05,0.0,0.009495252373813,0.0016362193975956,6.606553602093543,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,132,3.1622776601683795e-05,0.0,0.0079960019990005,0.0015758925197149,6.606553602093543,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,132,4.216965034285822e-05,0.0,0.0059970014992503,0.0015076313563548,6.606553602093543,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,132,5.623413251903491e-05,0.0,0.0039980009995002,0.0014306766040179,6.606553602093543,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,132,7.498942093324559e-05,0.0,0.0019990004997501,0.0013443081708172,6.606553602093543,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,132,0.0001,0.0,0.0014992503748125,0.0012479037094504,6.606553602093543,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,132,0.0001333521432163,0.0,0.000999500249875,0.0011410237921079,6.606553602093543,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,132,0.0001778279410038,0.0,0.000999500249875,0.0010235337470013,6.606553602093543,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,132,0.0002371373705661,0.0,0.0004997501249375,0.000895775700195,6.606553602093543,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,132,0.0003162277660168,0.0,0.0,0.000758809089283,6.606553602093543,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,132,0.0004216965034285,0.0,0.0,0.0006147442316505,6.606553602093543,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,132,0.0005623413251903,0.0,0.0,0.0004672019548771,6.606553602093543,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,132,0.0007498942093324,0.0,0.0,0.0003219434956762,6.606553602093543,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,132,0.001,0.0,0.0,0.0001877296914573,6.606553602093543,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,132,0.0013335214321633,0.0,0.0,7.910310692315018e-05,6.606553602093543,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
POOLED,B_SINGLE,N_A_within_player_cyclic,P01_c04_prevgame,14852,600,132,0.0017782794100389,0.0,0.0,3.125782426454764e-05,6.606553602093543,1.7702607163191573,0.0021318417824382,0.0006830703436879,2001
