spec,stratum,n,sd_y_points_this_frame,points_moved_by_1sd_of_signal,CEILING_A_perfect_orthogonal_dR2,CEILING_A_vs_D079_5p82_sd,DIAGNOSTIC_corr_resid_vs_move,DIAGNOSTIC_ORACLE_best_scaling_dR2,D079_mix_ceiling_for_comparison
SPEC_RA,all,11267,7.5551900007650445,0.07953232403978759,0.00011081449339845318,0.00018651267222757117,-0.013165454753861642,9.719177157490661e-05,0.001127
SPEC_RA,on_stratum,5086,7.550491622813534,0.08589118234234701,0.00012940370236262536,0.00021752949920313927,-0.00742038124154336,3.872589814675139e-05,0.001127
SPEC_RA,off_stratum,6181,6.1128263628491455,0.07389420012596472,0.00014612905829053,0.00016100586730645247,-0.019284930115528596,0.00025034487898020275,0.001127
SPEC_ALL5_GLOBAL,all,9962,7.532536847826992,0.09982331118354827,0.00017562300882266772,0.0002938224263949272,-0.002980885677635117,4.807982417540716e-06,0.001127
SPEC_ALL5_GLOBAL,on_stratum,4938,7.531577790806377,0.12459198827522222,0.00027365809583609706,0.0004577214138745385,0.01351271226664983,0.0001283494751615628,0.001127
SPEC_ALL5_GLOBAL,off_stratum,5024,5.317991656938423,0.067080138264613,0.00015910821183565973,0.00013268104885859333,-0.041161108542236195,0.0012852644210884924,0.001127
SPEC_ALL5_PERZONE,all,9962,7.532536847826992,0.08073435183796131,0.00011487729381052808,0.00019219306986805094,-0.008984333837655942,4.367611411135879e-05,0.001127
SPEC_ALL5_PERZONE,on_stratum,4938,7.531577790806377,0.09809036213742578,0.00016962143911569003,0.0002837093662376735,0.000272888071836883,5.234535435687073e-08,0.001127
SPEC_ALL5_PERZONE,off_stratum,5024,5.317991656938423,0.05882965351848863,0.000122376288593675,0.00010205013392270198,-0.024838911548407894,0.00046804055132792014,0.001127
