spec,stratum,n,sd_y_ppm,ppm_moved_by_1sd_of_signal,CEILING_A_perfect_orthogonal_dR2,DIAGNOSTIC_corr_resid_vs_move,DIAGNOSTIC_ORACLE_best_scaling_dR2
SPEC_RA,all,11267,0.2442757912311505,0.0031147483244226893,0.0001625867179916229,-0.019700381286925413,0.0003263333759328928
SPEC_RA,on_stratum,5086,0.22134332853732674,0.002845238384129445,0.00016523591316902855,-0.016452655608291174,0.0002068518144932994
SPEC_RA,off_stratum,6181,0.2534790394823442,0.003320375803559224,0.0001715893682322046,-0.021552813279921226,0.0004376004076747
SPEC_ALL5_GLOBAL,all,9962,0.24575164026103294,0.0039062039516244867,0.0002526486486526999,-0.01336335476234991,0.0001487959007466059
SPEC_ALL5_GLOBAL,on_stratum,4938,0.22068722670093754,0.004075354921423628,0.0003410173540904544,0.004288504310147733,1.4042318047672092e-05
SPEC_ALL5_GLOBAL,off_stratum,5024,0.2564972789227164,0.003732449674287234,0.00021174950170158857,-0.027440607412278755,0.0007214987972161053
SPEC_ALL5_PERZONE,all,9962,0.24575164026103294,0.003201268026334967,0.0001696880361956971,-0.014291005412042375,0.00017017099501899968
SPEC_ALL5_PERZONE,on_stratum,4938,0.22068722670093754,0.0032491029367986203,0.00021675670836767617,-0.007843360326847217,4.697117644199647e-05
SPEC_ALL5_PERZONE,off_stratum,5024,0.2564972789227164,0.0031531774203267834,0.00015112325232529382,-0.018419953051407457,0.00032510616742200115
