game_date,home,away,game_id,tip_utc,decision_time_label,cutoff_utc,tip_moved,completed,n_base_records,n_arm_records,arm_models,n_duplicate_records,duplicate_record_idxs,classification,reason
2026-08-05,ATL,PHX,1022600226,2026-08-05T23:03:00+00:00,T-30m,2026-08-05T22:33:00+00:00,False,True,1,0,,0,,late_record,created 2026-08-05T22:45:07.274521+00:00 after cutoff
2026-08-05,CHI,LAS,1022600229,2026-08-06T01:15:00+00:00,T-24h,2026-08-05T01:15:00+00:00,False,True,0,0,,0,,missing_job_did_not_run,no base record for ANY game on 2026-08-05 at T-24h
2026-08-05,CHI,LAS,1022600229,2026-08-06T01:15:00+00:00,T-8h,2026-08-05T17:15:00+00:00,False,True,1,1,ridge_score_level_w2c1_v1,0,,forecast_logged,
2026-08-05,CHI,LAS,1022600229,2026-08-06T01:15:00+00:00,T-90m,2026-08-05T23:45:00+00:00,False,True,2,1,ridge_score_level_w2c1_v1,1,36,forecast_logged,"[+1 duplicate record(s), excluded]"
2026-08-05,CHI,LAS,1022600229,2026-08-06T01:15:00+00:00,T-30m,2026-08-06T00:45:00+00:00,False,True,0,0,,0,,missing_data_unavailable,job served 3 other game(s) on 2026-08-05 at T-30m
2026-08-06,IND,LVA,1022600230,2026-08-06T23:06:00+00:00,T-24h,2026-08-05T23:06:00+00:00,False,True,0,0,,0,,missing_job_did_not_run,no base record for ANY game on 2026-08-06 at T-24h
2026-08-06,IND,LVA,1022600230,2026-08-06T23:06:00+00:00,T-8h,2026-08-06T15:06:00+00:00,False,True,1,1,ridge_score_level_w2c1_v1,0,,forecast_logged,
2026-08-06,IND,LVA,1022600230,2026-08-06T23:06:00+00:00,T-90m,2026-08-06T21:36:00+00:00,False,True,1,1,ridge_score_level_w2c1_v1,0,,forecast_logged,
2026-08-06,IND,LVA,1022600230,2026-08-06T23:06:00+00:00,T-30m,2026-08-06T22:36:00+00:00,False,True,1,0,,0,,late_record,created 2026-08-06T22:45:09.382682+00:00 after cutoff
2026-08-06,PDX,TOR,1022600232,2026-08-07T02:03:00+00:00,T-24h,2026-08-06T02:03:00+00:00,False,True,0,0,,0,,missing_job_did_not_run,no base record for ANY game on 2026-08-06 at T-24h
2026-08-06,PDX,TOR,1022600232,2026-08-07T02:03:00+00:00,T-8h,2026-08-06T18:03:00+00:00,False,True,1,1,ridge_score_level_w2c1_v1,0,,forecast_logged,
2026-08-06,PDX,TOR,1022600232,2026-08-07T02:03:00+00:00,T-90m,2026-08-07T00:33:00+00:00,False,True,1,1,ridge_score_level_w2c1_v1,0,,forecast_logged,
2026-08-06,PDX,TOR,1022600232,2026-08-07T02:03:00+00:00,T-30m,2026-08-07T01:33:00+00:00,False,True,1,1,ridge_score_level_w2c1_v1,0,,forecast_logged,
2026-08-06,MIN,LAS,1022600231,2026-08-07T01:05:00+00:00,T-24h,2026-08-06T01:05:00+00:00,False,True,0,0,,0,,missing_job_did_not_run,no base record for ANY game on 2026-08-06 at T-24h
2026-08-06,MIN,LAS,1022600231,2026-08-07T01:05:00+00:00,T-8h,2026-08-06T17:05:00+00:00,False,True,1,1,ridge_score_level_w2c1_v1,0,,forecast_logged,
2026-08-06,MIN,LAS,1022600231,2026-08-07T01:05:00+00:00,T-90m,2026-08-06T23:35:00+00:00,False,True,1,1,ridge_score_level_w2c1_v1,0,,forecast_logged,
2026-08-06,MIN,LAS,1022600231,2026-08-07T01:05:00+00:00,T-30m,2026-08-07T00:35:00+00:00,False,True,0,0,,0,,missing_data_unavailable,job served 2 other game(s) on 2026-08-06 at T-30m
2026-08-07,WAS,ATL,,2026-08-07T23:30:00+00:00,T-24h,2026-08-06T23:30:00+00:00,False,False,0,0,,0,,missing_job_did_not_run,no base record for ANY game on 2026-08-07 at T-24h
2026-08-07,WAS,ATL,,2026-08-07T23:30:00+00:00,T-8h,2026-08-07T15:30:00+00:00,False,False,0,0,,0,,not_yet_due,
2026-08-07,WAS,ATL,,2026-08-07T23:30:00+00:00,T-90m,2026-08-07T22:00:00+00:00,False,False,0,0,,0,,not_yet_due,
2026-08-07,WAS,ATL,,2026-08-07T23:30:00+00:00,T-30m,2026-08-07T23:00:00+00:00,False,False,0,0,,0,,not_yet_due,
2026-08-07,CON,PHX,,2026-08-07T23:30:00+00:00,T-24h,2026-08-06T23:30:00+00:00,False,False,0,0,,0,,missing_job_did_not_run,no base record for ANY game on 2026-08-07 at T-24h
2026-08-07,CON,PHX,,2026-08-07T23:30:00+00:00,T-8h,2026-08-07T15:30:00+00:00,False,False,0,0,,0,,not_yet_due,
2026-08-07,CON,PHX,,2026-08-07T23:30:00+00:00,T-90m,2026-08-07T22:00:00+00:00,False,False,0,0,,0,,not_yet_due,
2026-08-07,CON,PHX,,2026-08-07T23:30:00+00:00,T-30m,2026-08-07T23:00:00+00:00,False,False,0,0,,0,,not_yet_due,
2026-08-07,DAL,GSV,,2026-08-08T01:30:00+00:00,T-24h,2026-08-07T01:30:00+00:00,False,False,0,0,,0,,missing_job_did_not_run,no base record for ANY game on 2026-08-07 at T-24h
2026-08-07,DAL,GSV,,2026-08-08T01:30:00+00:00,T-8h,2026-08-07T17:30:00+00:00,False,False,0,0,,0,,not_yet_due,
2026-08-07,DAL,GSV,,2026-08-08T01:30:00+00:00,T-90m,2026-08-08T00:00:00+00:00,False,False,0,0,,0,,not_yet_due,
2026-08-07,DAL,GSV,,2026-08-08T01:30:00+00:00,T-30m,2026-08-08T01:00:00+00:00,False,False,0,0,,0,,not_yet_due,
2026-08-08,CHI,IND,,2026-08-08T19:30:00+00:00,T-24h,2026-08-07T19:30:00+00:00,False,False,0,0,,0,,not_yet_due,
2026-08-08,CHI,IND,,2026-08-08T19:30:00+00:00,T-8h,2026-08-08T11:30:00+00:00,False,False,0,0,,0,,not_yet_due,
2026-08-08,CHI,IND,,2026-08-08T19:30:00+00:00,T-90m,2026-08-08T18:00:00+00:00,False,False,0,0,,0,,not_yet_due,
2026-08-08,CHI,IND,,2026-08-08T19:30:00+00:00,T-30m,2026-08-08T19:00:00+00:00,False,False,0,0,,0,,not_yet_due,
