candidate,measured_between_player_share,n_players,sd_slopes_real,sd_slopes_between_x10,sd_slopes_between_removed,delta_x10,delta_removed
O01_own_usg_pg,0.8413306033929079,228,0.1097696763987644,0.10976967639876446,0.1097696763987644,6.938893903907228e-17,0.0
refA_ppm,0.7574598582813412,227,1.1496361584613721,1.1496361584613726,1.1496361584613721,4.440892098500626e-16,0.0
P01_c04_prevgame,0.2730922348985246,228,0.007103515479225365,0.007103515479225373,0.007103515479225365,8.673617379884035e-18,0.0
