snapshot,kind,file,spread_rows_in_json,spread_rows_in_csv
2026-07-30T17:00:02Z,live,live_20260730T170002Z.json,114,0
2026-07-30T18:00:07Z,live,live_20260730T180007Z.json,120,0
2026-07-30T19:00:02Z,live,live_20260730T190002Z.json,120,0
2026-07-30T20:00:02Z,live,live_20260730T200002Z.json,126,0
2026-07-30T21:00:02Z,live,live_20260730T210002Z.json,126,0
