api_event_id,game_id,home_team,away_team,last_matchup_date,last_commence,n_rows,last_et_date
c72d086a53d7b9b49f1daaf8754bd4e9,,New York Liberty,Las Vegas Aces,06/30/2026,2026-07-01T00:00:00Z,294,2026-06-30
