game_id,era,season,game_date,status,n_events,n_dup_rows_dropped,n_conflicting_dup_keys,n_unattributed_pts,ot_periods,rec_home,rec_away,posted_home,posted_away,master_home,master_away,n_checkpoints,n_checkpoint_mismatch,first_mismatch_event,exact_vs_master,posted_matches_master
1022200062,v2,2022,2022-06-03,ok,375,0,0,0,0,51,68,51,68,51,68,59,0,,True,True
1022200063,v2,2022,2022-06-05,ok,369,0,0,0,0,77,84,77,84,77,84,87,0,,True,True
1022200064,v2,2022,2022-06-05,ok,431,0,0,0,0,75,66,75,66,75,66,79,0,,True,True
1022200065,v2,2022,2022-06-05,ok,364,0,0,0,0,91,82,91,82,91,82,86,0,,True,True
1022200066,v2,2022,2022-06-05,ok,409,0,0,0,0,84,78,84,78,84,78,87,0,,True,True
1022200067,v2,2022,2022-06-05,ok,359,0,0,0,0,81,74,81,74,81,74,85,0,,True,True
1022200068,v2,2022,2022-06-05,ok,371,0,0,0,0,86,93,86,93,86,93,98,0,,True,True
1022200069,v2,2022,2022-06-07,ok,388,0,0,0,0,88,69,88,69,88,69,88,0,,True,True
1022200070,v2,2022,2022-06-07,ok,384,0,0,0,0,72,60,72,60,72,60,72,0,,True,True
1022200071,v2,2022,2022-06-08,ok,405,0,0,0,0,88,69,88,69,88,69,91,0,,True,True
1022200072,v2,2022,2022-06-08,ok,382,0,0,0,0,84,82,84,82,84,82,92,0,,True,True
1022200073,v2,2022,2022-06-10,ok,354,0,0,0,0,79,83,79,83,79,83,86,0,,True,True
1022200074,v2,2022,2022-06-10,ok,353,0,0,0,0,83,97,83,97,83,97,94,0,,True,True
1022200075,v2,2022,2022-06-10,ok,392,0,0,0,0,88,89,88,89,88,89,96,0,,True,True
1022200076,v2,2022,2022-06-10,ok,377,0,0,0,0,59,76,59,76,59,76,70,0,,True,True
1022200077,v2,2022,2022-06-10,ok,377,0,0,0,0,90,88,90,88,90,88,95,0,,True,True
1022200078,v2,2022,2022-06-11,ok,391,0,0,0,0,72,89,72,89,72,89,88,0,,True,True
1022200079,v2,2022,2022-06-12,ok,378,0,0,0,0,86,88,86,88,86,88,90,0,,True,True
1022200080,v2,2022,2022-06-12,ok,359,0,0,0,0,79,84,79,84,79,84,87,0,,True,True
1022200081,v2,2022,2022-06-12,ok,445,0,0,0,1,90,99,90,99,90,99,105,0,,True,True
1022200082,v2,2022,2022-06-12,ok,383,0,0,0,0,80,84,80,84,80,84,84,0,,True,True
1022200083,v2,2022,2022-06-14,ok,376,0,0,0,0,83,65,83,65,83,65,73,0,,True,True
1022200084,v2,2022,2022-06-14,ok,366,0,0,0,0,79,81,79,81,79,81,79,0,,True,True
1022200085,v2,2022,2022-06-15,ok,388,0,0,0,0,84,92,84,92,84,92,96,0,,True,True
1022200086,v2,2022,2022-06-15,ok,393,0,0,0,0,105,92,105,92,105,92,96,0,,True,True
1022200087,v2,2022,2022-06-15,ok,388,0,0,0,0,80,93,80,93,80,93,96,0,,True,True
1022200088,v2,2022,2022-06-16,ok,361,0,0,0,0,77,65,77,65,77,65,73,0,,True,True
1022200089,v2,2022,2022-06-17,ok,338,0,0,0,0,82,71,82,71,82,71,73,0,,True,True
1022200090,v2,2022,2022-06-17,ok,398,0,0,0,0,93,88,93,88,93,88,97,0,,True,True
1022200091,v2,2022,2022-06-17,ok,462,0,0,0,1,106,100,106,100,106,100,110,0,,True,True
1022200092,v2,2022,2022-06-19,ok,383,0,0,0,0,72,81,72,81,72,81,71,0,,True,True
1022200093,v2,2022,2022-06-19,ok,406,0,0,0,0,89,87,89,87,89,87,97,0,,True,True
1022200094,v2,2022,2022-06-19,ok,367,0,0,0,0,71,63,71,63,71,63,73,0,,True,True
1022200095,v2,2022,2022-06-19,ok,445,0,0,0,0,92,82,92,82,92,82,96,0,,True,True
1022200096,v2,2022,2022-06-19,ok,373,0,0,0,0,96,95,96,95,96,95,97,0,,True,True
1022200097,v2,2022,2022-06-21,ok,400,0,0,0,0,80,75,80,75,80,75,85,0,,True,True
1022200098,v2,2022,2022-06-21,ok,347,0,0,0,0,95,104,95,104,95,104,98,0,,True,True
1022200099,v2,2022,2022-06-21,ok,376,0,0,0,0,71,84,71,84,71,84,84,0,,True,True
1022200100,v2,2022,2022-06-21,ok,416,0,0,0,0,84,82,84,82,84,82,87,0,,True,True
1022200101,v2,2022,2022-06-22,ok,355,0,0,0,0,77,81,77,81,77,81,78,0,,True,True
1022200102,v2,2022,2022-06-23,ok,384,0,0,0,0,94,68,94,68,94,68,86,0,,True,True
1022200103,v2,2022,2022-06-23,ok,398,0,0,0,0,100,88,100,88,100,88,110,0,,True,True
1022200104,v2,2022,2022-06-23,ok,351,0,0,0,0,85,71,85,71,85,71,78,0,,True,True
1022200105,v2,2022,2022-06-23,ok,371,0,0,0,0,59,82,59,82,59,82,73,0,,True,True
1022200106,v2,2022,2022-06-24,ok,388,0,0,0,0,77,89,77,89,77,89,85,0,,True,True
1022200107,v2,2022,2022-06-25,ok,419,0,0,0,0,72,83,72,83,72,83,87,0,,True,True
1022200108,v2,2022,2022-06-25,ok,371,0,0,0,0,77,85,77,85,77,85,86,0,,True,True
1022200109,v2,2022,2022-06-25,ok,423,0,0,0,1,86,87,86,87,86,87,89,0,,True,True
1022200110,v2,2022,2022-06-26,ok,393,0,0,0,0,61,72,61,72,61,72,78,0,,True,True
1022200111,v2,2022,2022-06-26,ok,351,0,0,0,0,88,85,88,85,88,85,93,0,,True,True
1022200112,v2,2022,2022-06-27,ok,395,0,0,0,0,83,71,83,71,83,71,84,0,,True,True
1022200113,v2,2022,2022-06-27,ok,400,0,0,0,0,73,79,73,79,73,79,83,0,,True,True
1022200114,v2,2022,2022-06-28,ok,363,0,0,0,0,92,74,92,74,92,74,86,0,,True,True
1022200115,v2,2022,2022-06-28,ok,415,0,0,0,0,92,64,92,64,92,64,88,0,,True,True
1022200116,v2,2022,2022-06-29,ok,356,0,0,0,0,91,83,91,83,91,83,94,0,,True,True
1022200117,v2,2022,2022-06-29,ok,371,0,0,0,0,99,78,99,78,99,78,94,0,,True,True
1022200118,v2,2022,2022-06-29,ok,376,0,0,0,0,88,78,88,78,88,78,83,0,,True,True
1022200119,v2,2022,2022-06-30,ok,476,0,0,0,1,81,92,81,92,81,92,97,0,,True,True
1022200120,v2,2022,2022-07-01,ok,406,0,0,0,0,89,97,89,97,89,97,103,0,,True,True
1022200121,v2,2022,2022-07-01,ok,369,0,0,0,0,85,91,85,91,85,91,89,0,,True,True
1022200122,v2,2022,2022-07-01,ok,391,0,0,0,0,73,57,73,57,73,57,74,0,,True,True
1022200123,v2,2022,2022-07-02,ok,387,0,0,0,0,91,75,91,75,91,75,94,0,,True,True
1022200124,v2,2022,2022-07-03,ok,415,0,0,0,1,74,72,74,72,74,72,79,0,,True,True
1022200125,v2,2022,2022-07-03,ok,401,0,0,0,0,90,76,90,76,90,76,95,0,,True,True
1022200126,v2,2022,2022-07-03,ok,364,0,0,0,0,102,71,102,71,102,71,87,0,,True,True
1022200127,v2,2022,2022-07-03,ok,372,0,0,0,0,84,74,84,74,84,74,83,0,,True,True
1022200128,v2,2022,2022-07-04,ok,375,0,0,0,0,78,75,78,75,78,75,87,0,,True,True
1022200129,v2,2022,2022-07-05,ok,385,0,0,0,0,73,95,73,95,73,95,90,0,,True,True
1022200130,v2,2022,2022-07-05,ok,356,0,0,0,0,82,71,82,71,82,71,83,0,,True,True
1022200131,v2,2022,2022-07-06,ok,383,0,0,0,0,81,78,81,78,81,78,84,0,,True,True
1022200132,v2,2022,2022-07-06,ok,378,0,0,0,0,66,85,66,85,66,85,87,0,,True,True
1022200133,v2,2022,2022-07-06,ok,367,0,0,0,0,107,116,107,116,107,116,116,0,,True,True
1022200134,v2,2022,2022-07-07,ok,388,0,0,0,0,84,93,84,93,84,93,96,0,,True,True
1022200135,v2,2022,2022-07-07,ok,395,0,0,0,0,84,81,84,81,84,81,92,0,,True,True
1022200136,v2,2022,2022-07-07,ok,330,0,0,0,0,69,106,69,106,69,106,94,0,,True,True
1022200137,v2,2022,2022-07-12,ok,378,0,0,0,0,83,74,83,74,83,74,86,0,,True,True
1022200138,v2,2022,2022-07-12,ok,418,0,0,0,0,101,107,101,107,101,107,119,0,,True,True
1022200139,v2,2022,2022-07-12,ok,386,0,0,0,0,90,75,90,75,90,75,86,0,,True,True
1022200140,v2,2022,2022-07-12,ok,538,0,0,0,2,118,107,118,107,118,107,121,0,,True,True
1022200141,v2,2022,2022-07-12,ok,358,0,0,0,0,81,94,81,94,81,94,94,0,,True,True
1022200142,v2,2022,2022-07-13,ok,393,0,0,0,0,81,89,81,89,81,89,97,0,,True,True
1022200143,v2,2022,2022-07-14,ok,378,0,0,0,0,74,108,74,108,74,108,98,0,,True,True
1022200144,v2,2022,2022-07-14,ok,423,0,0,0,0,87,92,87,92,87,92,103,0,,True,True
1022200145,v2,2022,2022-07-14,ok,409,0,0,0,0,80,75,80,75,80,75,89,0,,True,True
1022200146,v2,2022,2022-07-14,ok,357,0,0,0,0,68,80,68,80,68,80,72,0,,True,True
1022200147,v2,2022,2022-07-15,ok,426,0,0,0,0,77,87,77,87,77,87,96,0,,True,True
1022200148,v2,2022,2022-07-15,ok,389,0,0,0,0,68,93,68,93,68,93,95,0,,True,True
1022200149,v2,2022,2022-07-16,ok,380,0,0,0,0,81,89,81,89,81,89,97,0,,True,True
1022200150,v2,2022,2022-07-17,ok,386,0,0,0,0,83,91,83,91,83,91,96,0,,True,True
1022200151,v2,2022,2022-07-17,ok,370,0,0,0,0,70,57,70,57,70,57,68,0,,True,True
1022200152,v2,2022,2022-07-17,ok,375,0,0,0,0,75,85,75,85,75,85,82,0,,True,True
1022200153,v2,2022,2022-07-17,ok,406,0,0,0,0,81,65,81,65,81,65,82,0,,True,True
1022200154,v2,2022,2022-07-19,ok,366,0,0,0,0,82,63,82,63,82,63,77,0,,True,True
1022200155,v2,2022,2022-07-19,ok,393,0,0,0,0,76,92,76,92,76,92,84,0,,True,True
1022200156,v2,2022,2022-07-19,ok,356,0,0,0,0,86,79,86,79,86,79,88,0,,True,True
1022200157,v2,2022,2022-07-20,ok,358,0,0,0,0,78,74,78,74,78,74,79,0,,True,True
1022200158,v2,2022,2022-07-21,ok,356,0,0,0,0,78,69,78,69,78,69,79,0,,True,True
1022200159,v2,2022,2022-07-21,ok,374,0,0,0,0,85,78,85,78,85,78,84,0,,True,True
1022200160,v2,2022,2022-07-21,ok,401,0,0,0,0,90,77,90,77,90,77,85,0,,True,True
1022200161,v2,2022,2022-07-22,ok,326,0,0,0,0,84,94,84,94,84,94,92,0,,True,True
1022200162,v2,2022,2022-07-22,ok,347,0,0,0,0,89,83,89,83,89,83,91,0,,True,True
1022200163,v2,2022,2022-07-22,ok,395,0,0,0,0,94,78,94,78,94,78,90,0,,True,True
1022200164,v2,2022,2022-07-23,ok,421,0,0,0,0,83,80,83,80,83,80,95,0,,True,True
1022200165,v2,2022,2022-07-23,ok,386,0,0,0,0,84,66,84,66,84,66,85,0,,True,True
1022200166,v2,2022,2022-07-24,ok,418,0,0,0,0,86,96,86,96,86,96,103,0,,True,True
1022200167,v2,2022,2022-07-24,ok,385,0,0,0,0,82,72,82,72,82,72,83,0,,True,True
1022200168,v2,2022,2022-07-24,ok,386,0,0,0,0,79,86,79,86,79,86,90,0,,True,True
1022200169,v2,2022,2022-07-28,ok,396,0,0,0,0,85,92,85,92,85,92,102,0,,True,True
1022200170,v2,2022,2022-07-28,ok,363,0,0,0,0,88,83,88,83,88,83,91,0,,True,True
1022200171,v2,2022,2022-07-28,ok,395,0,0,0,0,77,87,77,87,77,87,91,0,,True,True
1022200172,v2,2022,2022-07-28,ok,420,0,0,0,0,90,80,90,80,90,80,99,0,,True,True
1022200173,v2,2022,2022-07-29,ok,373,0,0,0,0,72,93,72,93,72,93,86,0,,True,True
1022200174,v2,2022,2022-07-29,ok,399,0,0,0,0,89,81,89,81,89,81,98,0,,True,True
1022200175,v2,2022,2022-07-30,ok,394,0,0,0,0,77,82,77,82,77,82,90,0,,True,True
1022200176,v2,2022,2022-07-30,ok,364,0,0,0,0,68,81,68,81,68,81,78,0,,True,True
1022200177,v2,2022,2022-07-31,ok,410,0,0,0,1,92,95,92,95,92,95,102,0,,True,True
1022200178,v2,2022,2022-07-31,ok,374,0,0,0,0,89,69,89,69,89,69,81,0,,True,True
1022200179,v2,2022,2022-07-31,ok,388,0,0,0,0,69,94,69,94,69,94,92,0,,True,True
1022200180,v2,2022,2022-07-31,ok,343,0,0,0,0,78,75,78,75,78,75,83,0,,True,True
1022200181,v2,2022,2022-07-31,ok,380,0,0,0,0,77,84,77,84,77,84,88,0,,True,True
1022200182,v2,2022,2022-08-02,ok,379,0,0,0,0,87,63,87,63,87,63,80,0,,True,True
1022200183,v2,2022,2022-08-02,ok,376,0,0,0,0,102,73,102,73,102,73,94,0,,True,True
1022200184,v2,2022,2022-08-02,ok,348,0,0,0,0,83,73,83,73,83,73,81,0,,True,True
1022200185,v2,2022,2022-08-02,ok,386,0,0,0,0,78,84,78,84,78,84,94,0,,True,True
1022200186,v2,2022,2022-08-03,ok,411,0,0,0,0,91,81,91,81,91,81,96,0,,True,True
1022200187,v2,2022,2022-08-03,ok,368,0,0,0,0,64,61,64,61,64,61,67,0,,True,True
1022200188,v2,2022,2022-08-03,ok,344,0,0,0,0,89,77,89,77,89,77,82,0,,True,True
1022200189,v2,2022,2022-08-04,ok,406,0,0,0,0,77,64,77,64,77,64,77,0,,True,True
1022200190,v2,2022,2022-08-04,ok,334,0,0,0,0,82,80,82,80,82,80,82,0,,True,True
1022200191,v2,2022,2022-08-05,ok,381,0,0,0,0,88,86,88,86,88,86,101,0,,True,True
1022200192,v2,2022,2022-08-05,ok,369,0,0,0,0,93,83,93,83,93,83,92,0,,True,True
1022200193,v2,2022,2022-08-06,ok,494,0,0,0,1,95,91,95,91,95,91,115,0,,True,True
1022200194,v2,2022,2022-08-06,ok,414,0,0,0,0,76,62,76,62,76,62,75,0,,True,True
1022200195,v2,2022,2022-08-07,ok,371,0,0,0,0,94,91,94,91,94,91,97,0,,True,True
1022200196,v2,2022,2022-08-07,ok,399,0,0,0,0,76,79,76,79,76,79,96,0,,True,True
1022200197,v2,2022,2022-08-07,ok,371,0,0,0,0,81,89,81,89,81,89,91,0,,True,True
1022200198,v2,2022,2022-08-07,ok,361,0,0,0,0,81,71,81,71,81,71,77,0,,True,True
1022200199,v2,2022,2022-08-08,ok,354,0,0,0,0,86,77,86,77,86,77,85,0,,True,True
1022200200,v2,2022,2022-08-09,ok,359,0,0,0,0,100,111,100,111,100,111,110,0,,True,True
1022200201,v2,2022,2022-08-09,ok,344,0,0,0,0,97,90,97,90,97,90,99,0,,True,True
1022200202,v2,2022,2022-08-09,ok,359,0,0,0,0,71,97,71,97,71,97,89,0,,True,True
1022200203,v2,2022,2022-08-10,ok,360,0,0,0,0,73,91,73,91,73,91,87,0,,True,True
1022200204,v2,2022,2022-08-10,ok,373,0,0,0,0,77,86,77,86,77,86,86,0,,True,True
1022200205,v2,2022,2022-08-11,ok,383,0,0,0,0,89,78,89,78,89,78,94,0,,True,True
1022200206,v2,2022,2022-08-11,ok,390,0,0,0,0,69,93,69,93,69,93,88,0,,True,True
1022200207,v2,2022,2022-08-12,ok,375,0,0,0,0,70,82,70,82,70,82,83,0,,True,True
1022200208,v2,2022,2022-08-12,ok,375,0,0,0,0,70,80,70,80,70,80,86,0,,True,True
1022200209,v2,2022,2022-08-12,ok,365,0,0,0,0,69,96,69,96,69,96,88,0,,True,True
1022200210,v2,2022,2022-08-12,ok,331,0,0,0,0,86,74,86,74,86,74,77,0,,True,True
1022200211,v2,2022,2022-08-14,ok,356,0,0,0,0,90,83,90,83,90,83,89,0,,True,True
1022200212,v2,2022,2022-08-14,ok,403,0,0,0,0,87,83,87,83,87,83,91,0,,True,True
1022200213,v2,2022,2022-08-14,ok,366,0,0,0,0,95,83,95,83,95,83,105,0,,True,True
1022200214,v2,2022,2022-08-14,ok,331,0,0,0,0,67,82,67,82,67,82,76,0,,True,True
1022200215,v2,2022,2022-08-14,ok,393,0,0,0,0,109,100,109,100,109,100,103,0,,True,True
1022200216,v2,2022,2022-08-14,ok,368,0,0,0,0,88,116,88,116,88,116,112,0,,True,True
1022300001,v2,2023,2023-05-19,ok,435,0,0,0,0,61,70,61,70,61,70,78,0,,True,True
1022300002,v2,2023,2023-05-19,ok,382,0,0,0,0,80,64,80,64,80,64,76,0,,True,True
1022300003,v2,2023,2023-05-19,ok,373,0,0,0,0,66,77,66,77,66,77,76,0,,True,True
1022300004,v2,2023,2023-05-19,ok,401,0,0,0,0,94,71,94,71,94,71,97,0,,True,True
1022300005,v2,2023,2023-05-20,ok,402,0,0,0,0,64,105,64,105,64,105,88,0,,True,True
1022300006,v2,2023,2023-05-20,ok,456,0,0,0,0,85,78,85,78,85,78,89,0,,True,True
1022300007,v2,2023,2023-05-21,ok,426,0,0,0,0,80,74,80,74,80,74,94,0,,True,True
1022300008,v2,2023,2023-05-21,ok,398,0,0,0,0,90,73,90,73,90,73,85,0,,True,True
1022300009,v2,2023,2023-05-21,ok,405,0,0,0,0,69,75,69,75,69,75,82,0,,True,True
1022300010,v2,2023,2023-05-23,ok,397,0,0,0,0,81,88,81,88,81,88,97,0,,True,True
1022300011,v2,2023,2023-05-23,ok,406,0,0,0,0,77,83,77,83,77,83,88,0,,True,True
1022300012,v2,2023,2023-05-25,ok,393,0,0,0,0,85,94,85,94,85,94,99,0,,True,True
1022300013,v2,2023,2023-05-25,ok,397,0,0,0,0,90,81,90,81,90,81,99,0,,True,True
1022300014,v2,2023,2023-05-26,ok,388,0,0,0,0,69,71,69,71,69,71,76,0,,True,True
1022300015,v2,2023,2023-05-26,ok,378,0,0,0,0,91,95,91,95,91,95,100,0,,True,True
1022300016,v2,2023,2023-05-27,ok,369,0,0,0,0,81,65,81,65,81,65,75,0,,True,True
1022300017,v2,2023,2023-05-27,ok,370,0,0,0,0,93,65,93,65,93,65,79,0,,True,True
1022300018,v2,2023,2023-05-28,ok,416,0,0,0,0,87,90,87,90,87,90,98,0,,True,True
1022300019,v2,2023,2023-05-28,ok,424,0,0,0,0,94,88,94,88,94,88,101,0,,True,True
1022300020,v2,2023,2023-05-28,ok,399,0,0,0,0,94,73,94,73,94,73,88,0,,True,True
1022300021,v2,2023,2023-05-30,ok,402,0,0,0,0,83,65,83,65,83,65,82,0,,True,True
1022300022,v2,2023,2023-05-30,ok,393,0,0,0,0,81,78,81,78,81,78,88,0,,True,True
1022300023,v2,2023,2023-05-30,ok,388,0,0,0,0,94,89,94,89,94,89,100,0,,True,True
1022300024,v2,2023,2023-05-30,ok,378,0,0,0,0,78,86,78,86,78,86,93,0,,True,True
1022300025,v2,2023,2023-06-01,ok,361,0,0,0,0,84,89,84,89,84,89,95,0,,True,True
1022300026,v2,2023,2023-06-02,ok,420,0,0,0,0,75,74,75,74,75,74,87,0,,True,True
1022300027,v2,2023,2023-06-02,ok,391,0,0,0,0,87,92,87,92,87,92,96,0,,True,True
1022300028,v2,2023,2023-06-02,ok,350,0,0,0,0,76,77,76,77,76,77,72,0,,True,True
1022300029,v2,2023,2023-06-02,ok,421,0,0,0,1,93,99,93,99,93,99,107,0,,True,True
1022300030,v2,2023,2023-06-03,ok,380,0,0,0,0,78,80,78,80,78,80,84,0,,True,True
1022300031,v2,2023,2023-06-03,ok,380,0,0,0,0,92,85,92,85,92,85,96,0,,True,True
1022300032,v2,2023,2023-06-04,ok,387,0,0,0,0,80,74,80,74,80,74,88,0,,True,True
1022300033,v2,2023,2023-06-04,ok,409,0,0,0,0,82,86,82,86,82,86,90,0,,True,True
1022300034,v2,2023,2023-06-04,ok,385,0,0,0,0,80,84,80,84,80,84,86,0,,True,True
1022300035,v2,2023,2023-06-06,ok,391,0,0,0,0,84,90,84,90,84,90,99,0,,True,True
1022300036,v2,2023,2023-06-06,ok,395,0,0,0,1,108,103,108,103,108,103,115,0,,True,True
1022300037,v2,2023,2023-06-06,ok,388,0,0,0,0,66,63,66,63,66,63,76,0,,True,True
1022300038,v2,2023,2023-07-28,ok,431,0,0,0,0,83,88,83,88,83,88,93,0,,True,True
1022300039,v2,2023,2023-06-07,ok,447,0,0,0,0,84,79,84,79,84,79,91,0,,True,True
1022300040,v2,2023,2023-06-08,ok,377,0,0,0,0,94,77,94,77,94,77,89,0,,True,True
1022300041,v2,2023,2023-06-09,ok,414,0,0,0,0,83,106,83,106,83,106,102,0,,True,True
1022300042,v2,2023,2023-06-09,ok,426,0,0,0,0,90,77,90,77,90,77,93,0,,True,True
1022300043,v2,2023,2023-06-09,ok,372,0,0,0,0,69,71,69,71,69,71,77,0,,True,True
1022300044,v2,2023,2023-06-09,ok,379,0,0,0,0,77,62,77,62,77,62,77,0,,True,True
1022300045,v2,2023,2023-06-09,ok,381,0,0,0,0,66,73,66,73,66,73,76,0,,True,True
1022300046,v2,2023,2023-06-11,ok,404,0,0,0,0,102,93,102,93,102,93,105,0,,True,True
1022300047,v2,2023,2023-06-11,ok,353,0,0,0,0,93,80,93,80,93,80,92,0,,True,True
1022300048,v2,2023,2023-06-11,ok,435,0,0,0,0,77,89,77,89,77,89,99,0,,True,True
1022300049,v2,2023,2023-06-11,ok,369,0,0,0,0,82,85,82,85,82,85,92,0,,True,True
1022300050,v2,2023,2023-06-11,ok,396,0,0,0,0,65,71,65,71,65,71,75,0,,True,True
1022300051,v2,2023,2023-06-11,ok,360,0,0,0,0,91,86,91,86,91,86,99,0,,True,True
1022300052,v2,2023,2023-06-13,ok,392,0,0,0,0,87,66,87,66,87,66,88,0,,True,True
1022300053,v2,2023,2023-06-13,ok,395,0,0,0,0,79,86,79,86,79,86,92,0,,True,True
1022300054,v2,2023,2023-06-13,ok,384,0,0,0,0,69,83,69,83,69,83,80,0,,True,True
1022300055,v2,2023,2023-06-14,ok,358,0,0,0,0,61,79,61,79,61,79,73,0,,True,True
1022300056,v2,2023,2023-06-15,ok,432,0,0,0,1,88,92,88,92,88,92,103,0,,True,True
1022300057,v2,2023,2023-06-15,ok,351,0,0,0,0,90,92,90,92,90,92,97,0,,True,True
1022300058,v2,2023,2023-06-15,ok,354,0,0,0,0,96,63,96,63,96,63,79,0,,True,True
1022300059,v2,2023,2023-06-16,ok,374,0,0,0,0,88,69,88,69,88,69,84,0,,True,True
1022300060,v2,2023,2023-06-16,ok,353,0,0,0,0,72,77,72,77,72,77,81,0,,True,True
1022300061,v2,2023,2023-06-17,ok,406,0,0,0,0,103,109,103,109,103,109,114,0,,True,True
1022300062,v2,2023,2023-06-18,ok,378,0,0,0,0,89,71,89,71,89,71,87,0,,True,True
1022300063,v2,2023,2023-06-18,ok,368,0,0,0,0,77,69,77,69,77,69,83,0,,True,True
1022300064,v2,2023,2023-06-18,ok,425,0,0,0,0,94,100,94,100,94,100,113,0,,True,True
1022300065,v2,2023,2023-06-18,ok,345,0,0,0,0,74,83,74,83,74,83,85,0,,True,True
1022300066,v2,2023,2023-06-18,ok,361,0,0,0,0,93,62,93,62,93,62,81,0,,True,True
1022300067,v2,2023,2023-06-20,ok,455,1,0,0,0,85,73,85,73,85,73,99,0,,True,True
1022300068,v2,2023,2023-06-20,ok,366,0,0,0,0,61,67,61,67,61,67,65,0,,True,True
1022300069,v2,2023,2023-06-20,ok,411,0,0,0,0,79,85,79,85,79,85,95,0,,True,True
1022300070,v2,2023,2023-06-21,ok,369,0,0,0,0,79,99,79,99,79,99,96,0,,True,True
1022300071,v2,2023,2023-06-22,ok,386,0,0,0,0,59,80,59,80,59,80,78,0,,True,True
1022300072,v2,2023,2023-06-22,ok,394,0,0,0,0,68,89,68,89,68,89,90,0,,True,True
1022300073,v2,2023,2023-06-22,ok,392,0,0,0,0,68,80,68,80,68,80,75,0,,True,True
1022300074,v2,2023,2023-06-23,ok,428,0,0,0,0,80,110,80,110,80,110,106,0,,True,True
1022300075,v2,2023,2023-06-23,ok,416,0,0,0,0,76,74,76,74,76,74,89,0,,True,True
1022300076,v2,2023,2023-06-24,ok,373,0,0,0,0,101,88,101,88,101,88,104,0,,True,True
1022300077,v2,2023,2023-06-24,ok,385,0,0,0,0,97,74,97,74,97,74,96,0,,True,True
1022300078,v2,2023,2023-06-25,ok,383,0,0,0,0,96,72,96,72,96,72,87,0,,True,True
1022300079,v2,2023,2023-06-25,ok,451,0,0,0,1,89,88,89,88,89,88,96,0,,True,True
1022300080,v2,2023,2023-06-25,ok,371,0,0,0,0,93,83,93,83,93,83,100,0,,True,True
1022300081,v2,2023,2023-06-26,ok,420,0,0,0,0,88,80,88,80,88,80,100,0,,True,True
1022300082,v2,2023,2023-06-27,ok,351,0,0,0,0,81,89,81,89,81,89,90,0,,True,True
1022300083,v2,2023,2023-06-27,ok,364,0,0,0,0,104,93,104,93,104,93,101,0,,True,True
1022300084,v2,2023,2023-06-27,ok,372,0,0,0,0,62,77,62,77,62,77,78,0,,True,True
1022300085,v2,2023,2023-06-28,ok,397,0,0,0,0,80,63,80,63,80,63,78,0,,True,True
1022300086,v2,2023,2023-06-28,ok,435,0,0,0,0,109,86,109,86,109,86,112,0,,True,True
1022300087,v2,2023,2023-06-29,ok,346,0,0,0,0,98,81,98,81,98,81,91,0,,True,True
1022300088,v2,2023,2023-06-29,ok,395,0,0,0,0,85,63,85,63,85,63,78,0,,True,True
1022300089,v2,2023,2023-06-29,ok,450,0,0,0,1,97,99,97,99,97,99,105,0,,True,True
1022300090,v2,2023,2023-06-30,ok,406,0,0,0,0,94,89,94,89,94,89,108,0,,True,True
1022300091,v2,2023,2023-06-30,ok,369,0,0,0,0,86,78,86,78,86,78,88,0,,True,True
1022300092,v2,2023,2023-07-01,ok,394,0,0,0,0,102,84,102,84,102,84,104,0,,True,True
1022300093,v2,2023,2023-07-01,ok,409,0,0,0,0,76,86,76,86,76,86,89,0,,True,True
1022300094,v2,2023,2023-07-02,ok,416,0,0,0,0,112,84,112,84,112,84,117,5,EVENTNUM=201 posted 33-34 (a-h) recomputed 31-34,True,True
1022300095,v2,2023,2023-07-02,ok,367,0,0,0,0,87,89,87,89,87,89,90,0,,True,True
1022300096,v2,2023,2023-07-02,ok,436,0,0,0,0,89,72,89,72,89,72,94,0,,True,True
1022300097,v2,2023,2023-07-02,ok,371,0,0,0,0,66,81,66,81,66,81,74,0,,True,True
1022300098,v2,2023,2023-07-05,ok,426,0,0,0,0,99,95,99,95,99,95,108,0,,True,True
1022300099,v2,2023,2023-07-05,ok,396,0,0,0,0,90,83,90,83,90,83,102,0,,True,True
1022300100,v2,2023,2023-07-05,ok,386,0,0,0,0,89,82,89,82,89,82,93,0,,True,True
1022300101,v2,2023,2023-07-05,ok,397,0,0,0,0,79,90,79,90,79,90,91,0,,True,True
1022300102,v2,2023,2023-07-06,ok,370,0,0,0,0,93,73,93,73,93,73,89,0,,True,True
1022300103,v2,2023,2023-07-07,ok,389,0,0,0,0,96,88,96,88,96,88,106,0,,True,True
1022300104,v2,2023,2023-07-07,ok,374,0,0,0,0,68,82,68,82,68,82,79,0,,True,True
1022300105,v2,2023,2023-07-07,ok,358,0,0,0,0,80,78,80,78,80,78,86,0,,True,True
1022300106,v2,2023,2023-07-07,ok,370,0,0,0,0,75,64,75,64,75,64,75,0,,True,True
1022300107,v2,2023,2023-07-08,ok,378,0,0,0,0,80,76,80,76,80,76,81,0,,True,True
1022300108,v2,2023,2023-07-09,ok,367,0,0,0,0,92,84,92,84,92,84,90,0,,True,True
1022300109,v2,2023,2023-07-09,ok,387,0,0,0,0,76,77,76,77,76,77,91,0,,True,True
1022300110,v2,2023,2023-07-09,ok,378,0,0,0,0,78,72,78,72,78,72,81,0,,True,True
1022300111,v2,2023,2023-07-09,ok,358,0,0,0,0,89,113,89,113,89,113,97,0,,True,True
