api_event_id,home_team,away_team,odds_commence_time,bookmaker_key,bookmaker_title,odds_last_update,team,odds_spread,odds_price,odds_snapshot_timestamp,odds_previous_timestamp,odds_next_timestamp,game_id,matchup_date,odds_odds_time_check,season,spread_f,point_f,price_f,snap_utc,commence_utc
0f8c28106a569b3b61d33ef0c0e272ec,Las Vegas Aces,Phoenix Mercury,2026-05-09T19:53:01Z,betmgm,BetMGM,2026-05-09T21:54:33Z,Las Vegas Aces,33.5,-5000,2026-05-09T21:55:37Z,2026-05-09T21:50:37Z,2026-05-09T22:00:37Z,1022600005,05/09/2026,2026-05-09T22:00:00+00:00,2026,33.5,,-5000,2026-05-09 21:55:37+00:00,2026-05-09 19:53:01+00:00
0f8c28106a569b3b61d33ef0c0e272ec,Las Vegas Aces,Phoenix Mercury,2026-05-09T19:53:01Z,betmgm,BetMGM,2026-05-09T21:54:33Z,Phoenix Mercury,-33.5,1150,2026-05-09T21:55:37Z,2026-05-09T21:50:37Z,2026-05-09T22:00:37Z,1022600005,05/09/2026,2026-05-09T22:00:00+00:00,2026,-33.5,,1150,2026-05-09 21:55:37+00:00,2026-05-09 19:53:01+00:00
0f8c28106a569b3b61d33ef0c0e272ec,Las Vegas Aces,Phoenix Mercury,2026-05-09T19:53:01Z,betrivers,BetRivers,2026-05-09T21:49:15Z,Las Vegas Aces,34.5,-109,2026-05-09T21:55:37Z,2026-05-09T21:50:37Z,2026-05-09T22:00:37Z,1022600005,05/09/2026,2026-05-09T22:00:00+00:00,2026,34.5,,-109,2026-05-09 21:55:37+00:00,2026-05-09 19:53:01+00:00
0f8c28106a569b3b61d33ef0c0e272ec,Las Vegas Aces,Phoenix Mercury,2026-05-09T19:53:01Z,betrivers,BetRivers,2026-05-09T21:49:15Z,Phoenix Mercury,-34.5,-137,2026-05-09T21:55:37Z,2026-05-09T21:50:37Z,2026-05-09T22:00:37Z,1022600005,05/09/2026,2026-05-09T22:00:00+00:00,2026,-34.5,,-137,2026-05-09 21:55:37+00:00,2026-05-09 19:53:01+00:00
0f8c28106a569b3b61d33ef0c0e272ec,Las Vegas Aces,Phoenix Mercury,2026-05-09T19:53:01Z,bovada,Bovada,2026-05-09T21:47:52Z,Las Vegas Aces,31.5,-120,2026-05-09T21:55:37Z,2026-05-09T21:50:37Z,2026-05-09T22:00:37Z,1022600005,05/09/2026,2026-05-09T22:00:00+00:00,2026,31.5,,-120,2026-05-09 21:55:37+00:00,2026-05-09 19:53:01+00:00
0f8c28106a569b3b61d33ef0c0e272ec,Las Vegas Aces,Phoenix Mercury,2026-05-09T19:53:01Z,bovada,Bovada,2026-05-09T21:47:52Z,Phoenix Mercury,-31.5,-110,2026-05-09T21:55:37Z,2026-05-09T21:50:37Z,2026-05-09T22:00:37Z,1022600005,05/09/2026,2026-05-09T22:00:00+00:00,2026,-31.5,,-110,2026-05-09 21:55:37+00:00,2026-05-09 19:53:01+00:00
0f8c28106a569b3b61d33ef0c0e272ec,Las Vegas Aces,Phoenix Mercury,2026-05-09T19:53:01Z,draftkings,DraftKings,2026-05-09T21:55:16Z,Las Vegas Aces,32.5,124,2026-05-09T21:55:37Z,2026-05-09T21:50:37Z,2026-05-09T22:00:37Z,1022600005,05/09/2026,2026-05-09T22:00:00+00:00,2026,32.5,,124,2026-05-09 21:55:37+00:00,2026-05-09 19:53:01+00:00
0f8c28106a569b3b61d33ef0c0e272ec,Las Vegas Aces,Phoenix Mercury,2026-05-09T19:53:01Z,draftkings,DraftKings,2026-05-09T21:55:16Z,Phoenix Mercury,-32.5,-160,2026-05-09T21:55:37Z,2026-05-09T21:50:37Z,2026-05-09T22:00:37Z,1022600005,05/09/2026,2026-05-09T22:00:00+00:00,2026,-32.5,,-160,2026-05-09 21:55:37+00:00,2026-05-09 19:53:01+00:00
0f8c28106a569b3b61d33ef0c0e272ec,Las Vegas Aces,Phoenix Mercury,2026-05-09T19:53:01Z,fanatics,Fanatics,2026-05-09T21:49:59Z,Las Vegas Aces,34.5,-160,2026-05-09T21:55:37Z,2026-05-09T21:50:37Z,2026-05-09T22:00:37Z,1022600005,05/09/2026,2026-05-09T22:00:00+00:00,2026,34.5,,-160,2026-05-09 21:55:37+00:00,2026-05-09 19:53:01+00:00
0f8c28106a569b3b61d33ef0c0e272ec,Las Vegas Aces,Phoenix Mercury,2026-05-09T19:53:01Z,fanatics,Fanatics,2026-05-09T21:49:59Z,Phoenix Mercury,-34.5,120,2026-05-09T21:55:37Z,2026-05-09T21:50:37Z,2026-05-09T22:00:37Z,1022600005,05/09/2026,2026-05-09T22:00:00+00:00,2026,-34.5,,120,2026-05-09 21:55:37+00:00,2026-05-09 19:53:01+00:00
0f8c28106a569b3b61d33ef0c0e272ec,Las Vegas Aces,Phoenix Mercury,2026-05-09T19:53:01Z,fanduel,FanDuel,2026-05-09T21:52:09Z,Las Vegas Aces,35.5,102,2026-05-09T21:55:37Z,2026-05-09T21:50:37Z,2026-05-09T22:00:37Z,1022600005,05/09/2026,2026-05-09T22:00:00+00:00,2026,35.5,,102,2026-05-09 21:55:37+00:00,2026-05-09 19:53:01+00:00
0f8c28106a569b3b61d33ef0c0e272ec,Las Vegas Aces,Phoenix Mercury,2026-05-09T19:53:01Z,fanduel,FanDuel,2026-05-09T21:52:09Z,Phoenix Mercury,-35.5,-136,2026-05-09T21:55:37Z,2026-05-09T21:50:37Z,2026-05-09T22:00:37Z,1022600005,05/09/2026,2026-05-09T22:00:00+00:00,2026,-35.5,,-136,2026-05-09 21:55:37+00:00,2026-05-09 19:53:01+00:00
0f8c28106a569b3b61d33ef0c0e272ec,Las Vegas Aces,Phoenix Mercury,2026-05-09T19:53:01Z,mybookieag,MyBookie.ag,2026-05-09T21:55:03Z,Las Vegas Aces,33.5,100,2026-05-09T21:55:37Z,2026-05-09T21:50:37Z,2026-05-09T22:00:37Z,1022600005,05/09/2026,2026-05-09T22:00:00+00:00,2026,33.5,,100,2026-05-09 21:55:37+00:00,2026-05-09 19:53:01+00:00
0f8c28106a569b3b61d33ef0c0e272ec,Las Vegas Aces,Phoenix Mercury,2026-05-09T19:53:01Z,mybookieag,MyBookie.ag,2026-05-09T21:55:03Z,Phoenix Mercury,-33.5,-133,2026-05-09T21:55:37Z,2026-05-09T21:50:37Z,2026-05-09T22:00:37Z,1022600005,05/09/2026,2026-05-09T22:00:00+00:00,2026,-33.5,,-133,2026-05-09 21:55:37+00:00,2026-05-09 19:53:01+00:00
0f8c28106a569b3b61d33ef0c0e272ec,Las Vegas Aces,Phoenix Mercury,2026-05-09T19:53:01Z,williamhill_us,Caesars,2026-05-09T21:54:18Z,Las Vegas Aces,32.5,4000,2026-05-09T21:55:37Z,2026-05-09T21:50:37Z,2026-05-09T22:00:37Z,1022600005,05/09/2026,2026-05-09T22:00:00+00:00,2026,32.5,,4000,2026-05-09 21:55:37+00:00,2026-05-09 19:53:01+00:00
0f8c28106a569b3b61d33ef0c0e272ec,Las Vegas Aces,Phoenix Mercury,2026-05-09T19:53:01Z,williamhill_us,Caesars,2026-05-09T21:54:18Z,Phoenix Mercury,-32.5,-50000,2026-05-09T21:55:37Z,2026-05-09T21:50:37Z,2026-05-09T22:00:37Z,1022600005,05/09/2026,2026-05-09T22:00:00+00:00,2026,-32.5,,-50000,2026-05-09 21:55:37+00:00,2026-05-09 19:53:01+00:00
