protocol,catalog_number,feature,channel,moderator,battery,registered_pairing,n_train,n_val,degenerate,note,nan_share_feature,nan_share_moderator,corr_fm,mae_noint_2024,mae_int_2024,delta_mae,improvement,beta_interaction,fold_deltas,fold_signs,p_value,null_q50,null_q95,q_value,bh_pass,survives
player_feature_interactions_v1,69,midrange_reliance,np2,career_minutes,survivor,False,8687,3261,False,,0.0,0.0,0.0145,1.6408,1.61363,-0.02717,0.02717,0.10844,-0.01920;-0.01705;-0.01520,---,0.00498,-0.001965,0.014223,0.23555399999999999,False,False
player_feature_interactions_v1,62,zone_mix_drift,np2,career_minutes,survivor,False,8687,3261,False,,0.0,0.0,-0.1329,1.63351,1.62581,-0.0077,0.0077,-0.05887,+0.00046;+0.00101;-0.00438,++-,0.00498,0.000817,0.004538,0.23555399999999999,False,False
player_feature_interactions_v1,45,garbage_cleaned_rates,ft,bench_depth,survivor,False,8687,3261,False,,0.0,0.0,-0.0406,2.00765,2.00195,-0.0057,0.0057,-0.08528,-0.00091;-0.00322;-0.00507,---,0.00498,-2.2e-05,0.002216,0.23555399999999999,False,False
player_feature_interactions_v1,45,garbage_cleaned_rates,ft,rim_share,survivor,False,8687,3261,False,,0.0,0.0,0.1351,1.99769,1.99361,-0.00407,0.00407,-0.07106,-0.00167;-0.00297;-0.00102,---,0.00498,-6e-05,0.001462,0.23555399999999999,False,False
player_feature_interactions_v1,9,travel_distance,fg3,starter_share,resurrection,False,8687,3261,False,,0.0,0.0,-0.003,3.38409,3.38065,-0.00344,0.00344,0.07807,-0.00099;-0.00242;-0.00106,---,0.00498,-3.7e-05,0.00132,0.23555399999999999,False,False
player_feature_interactions_v1,9,travel_distance,paint,rim_share,resurrection,False,8687,3261,False,,0.0,0.0,-0.0136,3.47569,3.47292,-0.00277,0.00277,0.13259,-0.00009;-0.00293;+0.00260,--+,0.00498,-2.6e-05,0.000762,0.23555399999999999,False,False
player_feature_interactions_v1,9,travel_distance,paint,fg3a_rate,resurrection,False,8687,3261,False,,0.0,0.0,0.0086,3.47365,3.47104,-0.00261,0.00261,-0.09863,+0.00038;-0.00170;+0.00129,+-+,0.00498,-5.4e-05,0.000625,0.23555399999999999,False,False
player_feature_interactions_v1,9,travel_distance,ft,height_inches,resurrection,False,8687,3261,False,,0.0,0.0,-0.0027,1.99931,1.99761,-0.0017,0.0017,-0.04266,-0.00014;-0.00109;-0.00092,---,0.00498,-3.7e-05,0.000711,0.23555399999999999,False,False
player_feature_interactions_v1,9,travel_distance,ft,starter_share,resurrection,False,8687,3261,False,,0.0,0.0,-0.003,1.99474,1.99345,-0.00129,0.00129,0.06567,+0.00486;-0.00059;-0.00254,+--,0.00498,-5.9e-05,0.000467,0.23555399999999999,False,False
player_feature_interactions_v1,1,home_lift_shrunk,ft,min7d_load,resurrection,False,8687,3261,False,,0.0,0.0,0.0125,2.00548,2.00434,-0.00114,0.00114,0.03337,+0.00047;-0.00020;-0.00016,+--,0.00498,-5e-05,0.000726,0.23555399999999999,False,False
player_feature_interactions_v1,65,early_clock_share,fg3,rim_share,survivor,False,8687,3261,False,,0.0,0.0,0.3852,3.35001,3.34325,-0.00676,0.00676,0.08263,-0.00757;-0.00961;-0.01219,---,0.00995,-9e-06,0.001414,0.27684411764705885,False,False
player_feature_interactions_v1,61,shot_diet_xpts,fg3,height_inches,survivor,False,8687,3261,False,,0.0,0.0,0.2272,3.34871,3.34355,-0.00516,0.00516,-0.10242,-0.00812;-0.00098;-0.00397,---,0.00995,-0.00013,0.002098,0.27684411764705885,False,False
player_feature_interactions_v1,45,garbage_cleaned_rates,ft,fg3a_rate,survivor,False,8687,3261,False,,0.0,0.0,-0.0256,2.00036,1.99798,-0.00238,0.00238,0.06494,-0.00064;-0.00141;-0.00097,---,0.00995,-6.2e-05,0.001575,0.27684411764705885,False,False
player_feature_interactions_v1,6,rest_bucket_profile,paint,usage_ewma,resurrection,False,8687,3261,False,,0.0,0.0,0.0643,3.47825,3.476,-0.00225,0.00225,0.05079,-0.00001;+0.00004;-0.00053,-+-,0.00995,-7e-05,0.00086,0.27684411764705885,False,False
player_feature_interactions_v1,9,travel_distance,fg3,usage_ewma,resurrection,False,8687,3261,False,,0.0,0.0,0.0079,3.38326,3.38139,-0.00187,0.00187,0.04905,-0.00132;-0.00051;-0.00059,---,0.00995,-3.9e-05,0.000756,0.27684411764705885,False,False
player_feature_interactions_v1,6,rest_bucket_profile,ft,min7d_load,resurrection,False,8687,3261,False,,0.0,0.0,0.0106,2.00441,2.00267,-0.00174,0.00174,-0.06599,-0.00363;+0.00393;-0.00085,-+-,0.00995,-1e-06,0.000631,0.27684411764705885,False,False
player_feature_interactions_v1,74,star_whistle_proxy,ft,usage_ewma,survivor,False,8687,3261,False,,0.0,0.0,0.1899,1.98119,1.98004,-0.00115,0.00115,-0.03119,-0.00133;-0.00052;-0.00215,---,0.00995,-7e-06,0.000503,0.27684411764705885,False,False
