coverage,n_kept,mae_model,mae_reference,skill
1.0,13879,5.079670829517938,5.266906514137652,0.035549460412317546
0.9,12491,4.695966732290606,5.1063176836366155,0.0803614222164426
0.8,11103,4.70560997431294,5.155452382006311,0.08725566145532115
0.75,10409,4.719700434624265,5.184802955908444,0.08970495604932538
0.6,8327,4.697788758463032,5.249779396758295,0.10514549213936752
0.5,6940,4.706362107311915,5.272048785200665,0.10729921154688604
0.4,5552,4.685019368018192,5.252773515019705,0.10808654616043967
0.25,3470,4.681994543422947,5.2381459811324405,0.10617333684718322
0.1,1388,4.673940487932185,5.392481231544422,0.1332486313367185
