candidate,family,perm_scheme,var_share_between_blocks,missing_frac_before_impute,dependent,beta_per_sd,t_classical,delta_r2_plain_unweighted,correct_null_level,p_correct_level,p_between_block_null,p_within_block_null,p_conservative_both,null_correct_sd,null_between_sd,null_within_sd,p_row_level_NAIVE,null_row_sd,null_inflation_factor,p_familywise_within_dependent,p_familywise_whole_screen,p_familywise_absres_family,dec_lo_mean,dec_hi_mean,dec_n_lo,dec_n_hi,dec_spread,dec_ratio,qrt_lo_mean,qrt_hi_mean,qrt_n_lo,qrt_n_hi,qrt_spread,qrt_ratio
pl_minutes_prior,player_depth,PLAYER,0.40149312276223714,0.0,fga_absres,0.10354810412072751,5.550592132045465,0.002215554151114381,WITHIN-block,1.0,0.448,1.0,1.0,0.7651634655940137,1.33979917796329,0.7651634655940137,0.0,0.6056955193528641,1.2632807097723424,1.0,1.0,1.0,3.351340236189793,3.0826315656211407,1386,1389,-0.26870867056865233,0.9198205339860829,2.7712648773719315,2.8519105584548625,3469,3472,0.08064568108293102,1.029100675919297
pl_minutes_prior,player_depth,PLAYER,0.40149312276223714,0.0,fga_sqres,0.4686961830218043,2.690504486126925,0.0005214443064014045,WITHIN-block,1.0,0.989,1.0,1.0,0.850686922040368,1.2399377623561576,0.850686922040368,0.007,0.6069739551096017,1.4015212924362774,1.0,1.0,,18.58625606523035,15.143614498236014,1386,1389,-3.4426415669943378,0.8147748769352989,13.859098470721232,13.130733934415039,3469,3472,-0.7283645363061932,0.9474450276946269
pl_career_games_prior,player_depth,PLAYER,0.9297751484504237,0.0,pts_absres,0.3960351707840347,13.057865320418287,0.01213967117365037,BETWEEN-block,0.0,0.0,1.0,1.0,1.472116609303292,1.472116609303292,0.3673061378395248,0.0,0.5966189019401946,2.4674320651189454,1.0,1.0,1.0,3.700146757013491,4.765223094335727,1386,1389,1.0650763373222363,1.2878470523644565,3.550746114385125,4.658627364336408,3469,3472,1.1078812499512831,1.3120136484731837
pl_career_games_prior,player_depth,PLAYER,0.9297751484504237,0.0,pts_sqres,5.080827944680993,10.92632597145233,0.008530893115583294,BETWEEN-block,0.0,0.0,1.0,1.0,1.3678781136223108,1.3678781136223108,0.371233655538582,0.0,0.5971556444000468,2.2906559227060432,1.0,1.0,,24.175514472304243,38.005542362974474,1386,1389,13.83002789067023,1.5720675730195555,22.247804990772398,36.313770191047375,3469,3472,14.065965200274977,1.6322405831096165
pl_career_games_prior,player_depth,PLAYER,0.9297751484504237,0.0,minutes_absres,-0.5762029232139891,-16.016772820192973,0.01815351092832785,BETWEEN-block,0.0,0.0,0.0,0.0,1.542190487137386,1.542190487137386,0.33835832619681944,0.0,0.6067801229345666,2.541596912698624,0.0,1.0,1.0,6.323134940193323,4.281710450355076,1386,1389,-2.0414244898382465,0.6771499407893654,5.775047647243188,4.374316296131414,3469,3472,-1.4007313511117738,0.7574511178655927
pl_career_games_prior,player_depth,PLAYER,0.9297751484504237,0.0,minutes_sqres,-10.276387811286543,-16.536983904119555,0.0193287190166225,BETWEEN-block,0.0,0.0,0.0,0.0,1.435778794897814,1.435778794897814,0.3147975912292137,0.0,0.6158169053800682,2.3315027280903955,0.0,1.0,,68.45752123783022,31.838596574109182,1386,1389,-36.61892466372104,0.46508544274481994,57.008730028469486,32.95755127954006,3469,3472,-24.051178748929424,0.5781141109981129
pl_career_games_prior,player_depth,PLAYER,0.9297751484504237,0.0,fga_absres,0.1160439849185147,6.22218942608889,0.00278255228526749,BETWEEN-block,0.017,0.017,1.0,1.0,1.5792031755674272,1.5792031755674272,0.3438069361812556,0.0,0.6131159573053446,2.5757006594772918,1.0,1.0,1.0,2.5711649892147395,2.7606320413800485,1386,1389,0.189467052165309,1.0736891848481394,2.4216221764024946,2.767507639059671,3469,3472,0.34588546265717657,1.142832133776961
pl_career_games_prior,player_depth,PLAYER,0.9297751484504237,0.0,fga_sqres,0.7842690047286034,4.504134637158057,0.0014600078786105068,BETWEEN-block,0.107,0.107,1.0,1.0,1.5351991960662674,1.5351991960662674,0.3425740772415913,0.0,0.596540647016492,2.573503086075248,1.0,1.0,,11.418908664474953,12.629717063051318,1386,1389,1.210808398576365,1.1060353869317894,10.234353783891866,12.588330214626378,3469,3472,2.3539764307345123,1.2300073341650062
pl_prior_season_games,player_depth,PLAYER,1.0000000000000004,0.0,pts_absres,0.4892429027931283,16.183460806399975,0.018526290918700075,BETWEEN-block,0.0,0.0,1.0,1.0,1.299467001674475,1.299467001674475,3.554491369018726e-15,0.0,0.5884087038140109,2.208442861656277,1.0,1.0,1.0,3.7246672539219525,4.992655123695607,1386,1389,1.2679878697736542,1.3404298379777426,3.472041484571498,4.691365059614742,3469,3472,1.2193235750432438,1.3511834695701301
pl_prior_season_games,player_depth,PLAYER,1.0000000000000004,0.0,pts_sqres,6.322039677295362,13.627735143859953,0.013208088135622064,BETWEEN-block,0.0,0.0,1.0,1.0,1.253899412360521,1.253899412360521,0.0,0.0,0.6040509798439041,2.0758171978870847,1.0,1.0,,24.203580295419805,42.413912441567106,1386,1389,18.2103321461473,1.7523817519506961,21.63871359890659,37.39389589348324,3469,3472,15.755182294576649,1.7281016139227778
pl_prior_season_games,player_depth,PLAYER,1.0000000000000004,0.0,minutes_absres,-0.41730230926389117,-11.549139953365541,0.009521629809133193,BETWEEN-block,0.0,0.0,1.0,1.0,0.9597438567314953,0.9597438567314953,1.777245684509363e-15,0.0,0.6069942849324087,1.581141504220862,0.886,1.0,1.0,5.362980055831443,4.261147416276372,1386,1389,-1.101832639555071,0.7945484361149187,5.596622475537372,4.546257306893773,3469,3472,-1.0503651686435989,0.8123215969569673
pl_prior_season_games,player_depth,PLAYER,1.0000000000000004,0.0,minutes_sqres,-7.304377980718526,-11.697464337469729,0.009765367219325933,BETWEEN-block,0.0,0.0,1.0,1.0,0.9051728422416545,0.9051728422416545,1.777245684509363e-15,0.0,0.6113274286894247,1.4806678054380469,0.365,1.0,,47.88404078720719,31.585778862968827,1386,1389,-16.298261924238364,0.659630606433853,54.07735114319164,35.53428668626761,3469,3472,-18.54306445692403,0.6571010956541904
pl_prior_season_games,player_depth,PLAYER,1.0000000000000004,0.0,fga_absres,0.19322267393274087,10.386167425101709,0.007714614717720027,BETWEEN-block,0.0,0.0,1.0,1.0,1.0903991089487397,1.0903991089487397,0.0,0.0,0.5939675972813703,1.835788877944807,1.0,1.0,1.0,2.410163435837571,2.879053996115291,1386,1389,0.4688905602777198,1.1945472051005424,2.333250988490463,2.832777699209029,3469,3472,0.49952671071856614,1.2140904314120717
pl_prior_season_games,player_depth,PLAYER,1.0000000000000004,0.0,fga_sqres,1.5120229179107059,8.70099734909442,0.005426775355768969,BETWEEN-block,0.0,0.0,1.0,1.0,1.046173314947742,1.046173314947742,1.777245684509363e-15,0.0,0.5773878811522051,1.8119072968072227,1.0,1.0,,10.003944722141823,14.137317279060987,1386,1389,4.133372556919165,1.413174269922817,9.584219257930314,13.517337170648746,3469,3472,3.9331179127184317,1.4103743671623574
pl_is_rookie_window,player_depth,PLAYER,0.9999999999999998,0.0,pts_absres,-0.3061910082265504,-10.070710170892278,0.007256451160382433,BETWEEN-block,0.0,0.0,1.0,1.0,1.3791371326013804,1.3791371326013804,0.0,0.0,0.6089238356665689,2.2648762485897507,1.0,1.0,1.0,4.472367300732578,3.614902363678272,1386,1389,-0.8574649370543059,0.8082749292720541,4.453109638032074,3.5515833971388213,3469,3472,-0.9015262408932525,0.7975513036567281
pl_is_rookie_window,player_depth,PLAYER,0.9999999999999998,0.0,pts_sqres,-3.7317063426460053,-8.00918494606447,0.004601934630582481,BETWEEN-block,0.0,0.0,1.0,1.0,1.3002264561354795,1.3002264561354795,1.777245684509363e-15,0.0,0.6100227676191877,2.1314392267849875,1.0,1.0,,34.383467539191145,23.353317526583577,1386,1389,-11.030150012607567,0.6792019304034672,33.61712113650268,22.557886104757696,3469,3472,-11.059235031744986,0.671023732614139
pl_is_rookie_window,player_depth,PLAYER,0.9999999999999998,0.0,minutes_absres,0.24068736992742806,6.639930910041235,0.003167497779188881,BETWEEN-block,0.0,0.0,1.0,1.0,0.994382957130959,0.994382957130959,1.777245684509363e-15,0.0,0.6295574677508691,1.5794951343893202,1.0,1.0,1.0,4.6588037217405915,5.795492947416832,1386,1389,1.1366892256762409,1.243987361041164,4.689544962777691,5.61974702994106,3469,3472,0.9302020671633686,1.1983565728757606
pl_is_rookie_window,player_depth,PLAYER,0.9999999999999998,0.0,minutes_sqres,4.616443993546861,7.3711252394820015,0.0039006523424601207,BETWEEN-block,0.0,0.0,1.0,1.0,0.919030579411437,0.919030579411437,1.777245684509363e-15,0.0,0.6266074093405294,1.4666768469569602,1.0,1.0,,37.370122288325184,58.69573965950082,1386,1389,21.32561737117564,1.5706595554234508,37.049371562001696,53.284119782780074,3469,3472,16.23474822077838,1.4381922698367424
pl_is_rookie_window,player_depth,PLAYER,0.9999999999999998,0.0,fga_absres,-0.11807307571428954,-6.331299331066171,0.0028807118467329717,BETWEEN-block,0.0,0.0,1.0,1.0,1.106554874115266,1.106554874115266,8.886228422546815e-16,0.0,0.6131466383233474,1.8047149000786271,1.0,1.0,1.0,2.7398612000135967,2.4858442930788223,1386,1389,-0.2540169069347744,0.9072884031740317,2.721134515656973,2.4024930811678917,3469,3472,-0.3186414344890811,0.8829012558344068
pl_is_rookie_window,player_depth,PLAYER,0.9999999999999998,0.0,fga_sqres,-0.8367342130730608,-4.80593335976781,0.0016618818724661291,BETWEEN-block,0.01,0.01,1.0,1.0,1.0921011871101096,1.0921011871101096,8.886228422546815e-16,0.0,0.6056838099850209,1.8030879629044703,1.0,1.0,,12.633880017658411,10.695688780570716,1386,1389,-1.938191237087695,0.8465878071994763,12.470583521767093,10.008217502066259,3469,3472,-2.462366019700834,0.8025460464297572
pl_min_mean5,role_level,PLAYER,0.7691984007591236,0.07197924922544852,pts_absres,1.036725936954124,35.48218228582081,0.08318927487734525,BETWEEN-block,0.0,0.0,0.0,0.0,1.2685979809087395,1.2685979809087395,0.47901626140892545,0.0,0.5934445994516282,2.1376856105540196,0.0,0.0,0.0,2.171210692281907,5.550348316918647,1386,1389,3.37913762463674,2.5563379623399523,2.695693220180339,5.287360816272445,3469,3472,2.5916675960921056,1.9614104367257064
pl_min_mean5,role_level,PLAYER,0.7691984007591236,0.07197924922544852,pts_sqres,11.885727011304486,26.06674405050671,0.046684963807137214,BETWEEN-block,0.0,0.0,0.003,0.003,1.1170007258771535,1.1170007258771535,0.43286127188336726,0.0,0.5955537407300995,1.8755666356957195,0.053,0.945,,10.321213670458647,48.047132584602956,1386,1389,37.72591891414431,4.655182434806417,14.559551050855713,44.729696929055855,3469,3472,30.17014587820014,3.0721892984761325
pl_min_mean5,role_level,PLAYER,0.7691984007591236,0.07197924922544852,minutes_absres,-0.25242239993766175,-6.964774913661619,0.0034838985466751284,BETWEEN-block,0.0,0.0,1.0,1.0,1.3501941827794064,1.3501941827794064,0.543092728024452,0.0,0.5894332241476777,2.290665214421517,1.0,1.0,1.0,4.311592066098192,3.865052560329194,1386,1389,-0.4465395057689978,0.8964328027968803,4.950820712790342,3.9199108217110763,3469,3472,-1.0309098910792653,0.7917699002074684
pl_min_mean5,role_level,PLAYER,0.7691984007591236,0.07197924922544852,minutes_sqres,-3.2389808074360644,-5.166581459970385,0.0019201663351053467,BETWEEN-block,0.016,0.016,1.0,1.0,1.253827031736681,1.253827031736681,0.5768704834378889,0.0,0.5757335865933089,2.17779031992165,1.0,1.0,,34.36962721682991,29.425937236075807,1386,1389,-4.943689980754105,0.8561610822961353,41.237779715183464,27.91556699248103,3469,3472,-13.322212722702435,0.6769415614828243
pl_min_mean5,role_level,PLAYER,0.7691984007591236,0.07197924922544852,fga_absres,0.473952937454969,25.9879061418254,0.046416084738081814,BETWEEN-block,0.0,0.0,0.0,0.0,1.3255367896571204,1.3255367896571204,0.4840801673000353,0.0,0.6108094041024514,2.1701316003883715,0.0,0.956,0.956,1.5808592456266244,3.183961182960562,1386,1389,1.6031019373339375,2.0140700013418944,1.8912103569431233,3.0348832793904346,3469,3472,1.1436729224473112,1.6047306785565083
pl_min_mean5,role_level,PLAYER,0.7691984007591236,0.07197924922544852,fga_sqres,3.3508120457149304,19.491487290845164,0.0266517194109487,BETWEEN-block,0.0,0.0,0.0,0.0,1.2063258253894211,1.2063258253894211,0.45766652993001267,0.0,0.598819325295404,2.014507171748887,0.022,1.0,,5.104398706492368,15.949120087714649,1386,1389,10.84472138122228,3.1245835219393623,6.607995395756248,14.793215741621353,3469,3472,8.185220345865105,2.2386843294596988
pl_fga_mean5,role_level,PLAYER,0.8200813779127991,0.07197924922544852,pts_absres,1.07606941814894,36.95863108496322,0.08962310558134026,BETWEEN-block,0.0,0.0,0.001,0.001,1.1925201470433926,1.1925201470433926,0.5116379603679737,0.0,0.5872724617106683,2.030607979760699,0.0,0.0,0.0,2.013673261921118,5.84136501102705,1386,1389,3.827691749105932,2.9008504614369137,2.554126373371892,5.460502369332411,3469,3472,2.9063759959605187,2.137913936546372
pl_fga_mean5,role_level,PLAYER,0.8200813779127991,0.07197924922544852,pts_sqres,13.391939105853778,29.565792111882402,0.05926693329407205,BETWEEN-block,0.0,0.0,1.0,1.0,1.037516421005081,1.037516421005081,0.553884515862219,0.0,0.5858431788741878,1.7709797748245042,0.0,0.013,,8.62675150779902,53.774402689114794,1386,1389,45.14765118131577,6.233447508079955,12.761995254090609,47.834931593972335,3469,3472,35.07293633988173,3.748232987207841
pl_fga_mean5,role_level,PLAYER,0.8200813779127991,0.07197924922544852,minutes_absres,-0.47154880943126776,-13.067853850802479,0.01215802471517742,BETWEEN-block,0.0,0.0,0.992,0.992,0.9445208581454109,0.9445208581454109,0.424298833166504,0.0,0.5990698254139826,1.576645689828739,0.155,1.0,1.0,4.401705429558077,3.6061656371734174,1386,1389,-0.7955397923846594,0.8192655539731267,4.888027343998161,3.9130124573559626,3469,3472,-0.9750148866421982,0.8005299852016202
pl_fga_mean5,role_level,PLAYER,0.8200813779127991,0.07197924922544852,minutes_sqres,-6.495099072719544,-10.390740646776278,0.007721357519897337,BETWEEN-block,0.0,0.0,1.0,1.0,0.8343478703856948,0.8343478703856948,0.43531322274508744,0.0,0.5941762285079557,1.4042094421731368,0.969,1.0,,35.249116844496676,24.139915619297888,1386,1389,-11.109201225198788,0.6848374592133014,40.227391632509395,26.7672335148077,3469,3472,-13.460158117701695,0.6653981883621808
pl_fga_mean5,role_level,PLAYER,0.8200813779127991,0.07197924922544852,fga_absres,0.5024716585590902,27.635153710173345,0.052170044527308924,BETWEEN-block,0.0,0.0,0.0,0.0,1.0082851222812006,1.0082851222812006,0.48263507196875705,0.0,0.6075291782305415,1.6596488833966467,0.0,0.48,0.48,1.4716006388387486,3.342230486958116,1386,1389,1.8706298481193673,2.271153191123575,1.7767853779284977,3.1710433136654155,3469,3472,1.3942579357369178,1.7847081324827438
pl_fga_mean5,role_level,PLAYER,0.8200813779127991,0.07197924922544852,fga_sqres,3.750980538452206,21.895250136709684,0.03339755841208117,BETWEEN-block,0.0,0.0,1.0,1.0,0.8910460629064791,0.8910460629064791,0.549876250322493,0.0,0.588766985433205,1.5134103727824721,0.0,1.0,,4.453739724822381,17.635925319481657,1386,1389,13.182185594659277,3.9598015171811576,5.721129735132987,15.905495694302362,3469,3472,10.184365959169375,2.7801319722970135
pl_pts_mean5,role_level,PLAYER,0.7942137434226295,0.07197924922544852,pts_absres,1.0449688727032564,35.79023151682502,0.08451739814421819,BETWEEN-block,0.0,0.0,0.007,0.007,1.1851220436655714,1.1851220436655714,0.5773102598143699,0.0,0.6051068543409603,1.9585334972883799,0.0,0.0,0.0,2.053953988417835,5.837891042230399,1386,1389,3.7839370538125636,2.8422696297726406,2.571769220604488,5.402382417467004,3469,3472,2.830613196862516,2.100648212982807
pl_pts_mean5,role_level,PLAYER,0.7942137434226295,0.07197924922544852,pts_sqres,12.96832558430916,28.574578558659983,0.05557677407642264,BETWEEN-block,0.0,0.0,0.999,0.999,1.040262411978116,1.040262411978116,0.6427062554418705,0.0,0.6003936657183362,1.732633889022634,0.0,0.132,,9.477236003003116,54.027073186993704,1386,1389,44.54983718399059,5.7007204600448675,13.211326947350116,46.66324386642691,3469,3472,33.451916919076794,3.532063361416278
pl_pts_mean5,role_level,PLAYER,0.7942137434226295,0.07197924922544852,minutes_absres,-0.49490269159601075,-13.723626193017678,0.013392120491746028,BETWEEN-block,0.0,0.0,0.863,0.863,0.9758350100991572,0.9758350100991572,0.4561701641587297,0.0,0.5955006176747909,1.6386800972758535,0.04,1.0,1.0,4.421055076422658,3.5965493325795443,1386,1389,-0.824505743843114,0.8135047563102807,4.904386591544438,3.897508316568469,3469,3472,-1.006878274975969,0.7946984284004224
pl_pts_mean5,role_level,PLAYER,0.7942137434226295,0.07197924922544852,minutes_sqres,-6.875981906557546,-11.00524036099685,0.008653495107318878,BETWEEN-block,0.0,0.0,1.0,1.0,0.8708361335376902,0.8708361335376902,0.4566582000581198,0.0,0.5798769338278821,1.501760257627647,0.776,1.0,,35.12140909163358,23.776555079168933,1386,1389,-11.344854012464648,0.6769818095035613,40.56429782107634,26.470389346630817,3469,3472,-14.09390847444552,0.6525538655540926
pl_pts_mean5,role_level,PLAYER,0.7942137434226295,0.07197924922544852,fga_absres,0.468431801387468,25.670702734403196,0.04534097013556732,BETWEEN-block,0.0,0.0,0.003,0.003,1.0271477353587628,1.0271477353587628,0.5089395121899272,0.0,0.606738636459939,1.6928998313865942,0.0,0.974,0.974,1.5159444213128452,3.280059326242835,1386,1389,1.7641149049299898,2.1637068484359228,1.7981412551584015,3.109112487662087,3469,3472,1.3109712325036853,1.729070215558899
pl_pts_mean5,role_level,PLAYER,0.7942137434226295,0.07197924922544852,fga_sqres,3.471476599479166,20.213686487366573,0.028605765925739594,BETWEEN-block,0.0,0.0,1.0,1.0,0.9097541383447155,0.9097541383447155,0.563834774323784,0.0,0.6000797871255231,1.516055294417733,0.002,1.0,,4.591712537470465,17.097302185686843,1386,1389,12.505589648216379,3.723513187327184,5.844864089682293,15.32222987194368,3469,3472,9.477365782261387,2.6214860836527243
pl_usg_mean5,role_level,PLAYER,0.7015527358021871,0.07197924922544852,pts_absres,0.8688349020469159,29.342456701768924,0.05842704584345894,BETWEEN-block,0.0,0.0,0.059,0.059,1.1724709327339013,1.1724709327339013,0.5473554182700062,0.0,0.5825050121192741,2.01280831639235,0.028,0.028,0.028,2.3644515125894636,5.654422288731554,1386,1389,3.28997077614209,2.3914308492370098,2.955756244449665,5.158491334722167,3469,3472,2.202735090272502,1.7452357055521104
pl_usg_mean5,role_level,PLAYER,0.7015527358021871,0.07197924922544852,pts_sqres,11.056074544757507,24.167624324292632,0.040394983996559594,BETWEEN-block,0.0,0.0,0.994,0.994,0.9996094909269994,0.9996094909269994,0.5403954031714122,0.0,0.5768826529506584,1.7327778635987123,0.574,1.0,,10.549689257961566,52.19119723937788,1386,1389,41.64150798141631,4.947178628981,16.067948740878574,44.10785377775105,3469,3472,28.03990503687248,2.7450830525452186
pl_usg_mean5,role_level,PLAYER,0.7015527358021871,0.07197924922544852,minutes_absres,-0.31489751570551394,-8.697033310616208,0.005421858577370115,BETWEEN-block,0.0,0.0,0.936,0.936,0.9093842991907282,0.9093842991907282,0.5700109984480238,0.0,0.6009123947847169,1.5133392272870732,1.0,1.0,1.0,4.901212805463066,4.019024162374859,1386,1389,-0.8821886430882069,0.8200060519500626,5.051020603425054,4.136462335626801,3469,3472,-0.9145582677982533,0.818935945900102
pl_usg_mean5,role_level,PLAYER,0.7015527358021871,0.07197924922544852,minutes_sqres,-4.276050183355917,-6.8257168807687885,0.0033466299152008156,BETWEEN-block,0.0,0.0,0.986,0.986,0.7938366522598617,0.7938366522598617,0.5922107479916865,0.0,0.6088577114610916,1.303813086894919,1.0,1.0,,40.31005159743904,29.303679547070235,1386,1389,-11.006372050368807,0.726957133166556,41.941816260217905,29.496434194283605,3469,3472,-12.4453820659343,0.7032703116927526
pl_usg_mean5,role_level,PLAYER,0.7015527358021871,0.07197924922544852,fga_absres,0.4636040982512295,25.393775271699454,0.04441120926852679,BETWEEN-block,0.0,0.0,0.0,0.0,0.9750227473913043,0.9750227473913043,0.5466635697745609,0.0,0.6151999915541686,1.584887452498369,0.0,0.987,0.987,1.610459317147142,3.3122672515150144,1386,1389,1.7018079343678725,2.056722089312104,1.8862686076815915,3.0757470620143494,3469,3472,1.189478454332758,1.630598658901896
pl_usg_mean5,role_level,PLAYER,0.7015527358021871,0.07197924922544852,fga_sqres,3.569627833597853,20.802773512034733,0.030246210822329336,BETWEEN-block,0.0,0.0,0.911,0.911,0.8727115951149399,0.8727115951149399,0.552391492456809,0.0,0.5984887947598357,1.4581920376055586,0.0,1.0,,4.610258999339872,17.939715126483552,1386,1389,13.329456127143679,3.891259716439419,6.113362786029051,15.362772512850855,3469,3472,9.249409726821803,2.512982306229168
pl_start_frac5,role_level,PLAYER,0.7230845780296974,0.07197924922544852,pts_absres,0.9359515745685589,31.76768959002634,0.06780257213797114,BETWEEN-block,0.0,0.0,0.0,0.0,1.6437084803051918,1.6437084803051918,0.4616029348398186,0.0,0.5973092890822451,2.7518548771118563,0.0,0.0,0.0,2.9994466916263707,4.8188741379994395,1386,1389,1.8194274463730689,1.6065876921408235,3.1529313873917335,4.8858788030349976,3469,3472,1.732947415643264,1.5496305509765143
pl_start_frac5,role_level,PLAYER,0.7230845780296974,0.07197924922544852,pts_sqres,11.04065225786818,24.132496517218783,0.04028236743897814,BETWEEN-block,0.0,0.0,0.0,0.0,1.4032128215695763,1.4032128215695763,0.38100143607325687,0.0,0.5849358652571742,2.398917394050776,0.582,1.0,,16.319902331748516,37.81020136875281,1386,1389,21.49029903700429,2.3168154196117556,17.867243472575858,38.67612534510216,3469,3472,20.8088818725263,2.1646386251167122
pl_start_frac5,role_level,PLAYER,0.7230845780296974,0.07197924922544852,minutes_absres,-0.07702662852058038,-2.1219380423676286,0.00032440795456290076,BETWEEN-block,0.996,0.996,1.0,1.0,1.420770550837446,1.420770550837446,0.569949172682031,0.029,0.5719252870055361,2.484189076996858,1.0,1.0,1.0,4.458134206394491,4.759271812302567,1386,1389,0.3011376059080755,1.067547900526669,4.781995942695806,4.393442681653945,3469,3472,-0.38855326104186094,0.9187466351502553
