game_date,pool_n,family,normal_loc,normal_scale,t_df,t_scale,het_b0,het_b1,pool_max_date_used,skew,exkurt
2024-06-15,9131,student_t,-0.017501651079682358,5.4695381296137136,8,4.736758967213099,2.4861120078953016,0.19913893470766522,2024-06-14,-0.5882093881357408,1.2921532149889305
2024-06-16,9152,student_t,-0.020533482794665867,5.467034849825752,8,4.734591063323944,2.486529387578062,0.19912652881595203,2024-06-15,-0.5877286698038184,1.293316873386189
2024-06-17,9186,student_t,-0.01841092031647099,5.46269230474812,8,4.730830308969636,2.482212512697099,0.19955229391430704,2024-06-16,-0.5876856451081612,1.2952018659157947
2024-06-18,9195,student_t,-0.023683767691287178,5.464707265149755,8,4.732575315865072,2.4882947362583256,0.1991255105177366,2024-06-17,-0.5870487838268449,1.2901718446743242
2024-06-19,9217,student_t,-0.026731990240408173,5.461933187152673,8,4.730172893847519,2.4870451607209767,0.19919101243718496,2024-06-18,-0.5864812699307579,1.290200186303938
2024-06-20,9253,student_t,-0.02854128767393602,5.458309728403995,8,4.727034886521599,2.486949666767675,0.1993123179766783,2024-06-19,-0.5856130338447807,1.2884799367125304
2024-06-21,9278,student_t,-0.03304592746420589,5.457087580032995,8,4.72597647498512,2.491521722731351,0.19892276093516678,2024-06-20,-0.5843871908927657,1.2841303023186317
2024-06-22,9306,student_t,-0.0330060029661348,5.452478171370276,8,4.721984609986781,2.488523187944418,0.199150551303318,2024-06-21,-0.5840320776720935,1.287275066336817
2024-06-23,9344,student_t,-0.04048435606214171,5.455986986872897,8,4.7250233333492435,2.497087368602575,0.19867733689457104,2024-06-22,-0.5872567194854409,1.289097262628827
2024-06-27,9386,student_t,-0.04488901684595292,5.4500440589306915,8,4.719876606778433,2.494979575949965,0.19874603005540187,2024-06-23,-0.5854218264892224,1.2909463713239449
2024-06-28,9431,student_t,-0.04535148790272695,5.447234533729273,8,4.717443486581432,2.4957232636323217,0.19882175450834402,2024-06-27,-0.586754658352857,1.2904781225404403
2024-06-29,9456,student_t,-0.04226456226503933,5.442833542558449,8,4.713632116425667,2.4884611995324435,0.1993443362741971,2024-06-28,-0.5872663926370344,1.2961322847527512
2024-06-30,9482,student_t,-0.04254162853986752,5.441081360595151,8,4.7121146823333975,2.486391416347395,0.19945956120831723,2024-06-29,-0.5899895498338028,1.3030164841278005
2024-07-01,9511,student_t,-0.042495871390458226,5.435674058140315,8,4.707431821041564,2.4803308990691035,0.19977907863443872,2024-06-30,-0.5900851637441287,1.3079879327642479
2024-07-02,9533,student_t,-0.043650247735362246,5.432346654123991,8,4.704550204634773,2.480213999332533,0.19976109267919162,2024-07-01,-0.5898106830576328,1.3093171133171353
2024-07-03,9576,student_t,-0.04193620168785476,5.4287890949833475,8,4.70146926804351,2.4774243262761098,0.20006909329653055,2024-07-02,-0.5911808909900674,1.309763751099367
2024-07-04,9587,student_t,-0.04085737187190229,5.426669199792468,8,4.699633384954849,2.4767428920604004,0.2000169582245515,2024-07-03,-0.5918716250634545,1.312304780780206
2024-07-05,9613,student_t,-0.04151485916282845,5.423225437767189,8,4.696650999556368,2.4747228035606255,0.20013634948474446,2024-07-04,-0.5920732013099642,1.3139626095861754
2024-07-06,9649,student_t,-0.042637065258303776,5.421113394436145,8,4.694821916377792,2.4745760852144203,0.20028985217071305,2024-07-05,-0.5921188834904166,1.311506978868887
2024-07-07,9669,student_t,-0.04188599156368442,5.41772429962503,8,4.691886874175531,2.4738192045693017,0.20028025858604578,2024-07-06,-0.5924519396134951,1.3142343485861216
2024-07-09,9717,student_t,-0.03754410929069649,5.41252033336327,8,4.687380107192411,2.4683644813248247,0.20082781806061548,2024-07-07,-0.591844593206273,1.3172764816877764
2024-07-10,9730,student_t,-0.04096678140434543,5.410878999573175,8,4.685958670434098,2.4675418075324087,0.20085284349343305,2024-07-09,-0.5906634938092765,1.3166927880261534
2024-07-11,9784,student_t,-0.040214454853396246,5.4026596541541725,7,4.566080793558495,2.4609915565700433,0.20118440593807616,2024-07-10,-0.5905387309431904,1.3227238649709037
2024-07-12,9798,student_t,-0.03963063491227314,5.402268282796931,8,4.678501570961078,2.462011090421903,0.20121186237921074,2024-07-11,-0.5905219761879823,1.3207028655123523
2024-07-13,9829,student_t,-0.04246909932588848,5.3997388357083835,8,4.676311005524867,2.4607029270278717,0.20136300626149073,2024-07-12,-0.590633880124402,1.3199308884318164
2024-07-14,9850,student_t,-0.04303546703710848,5.399804547236036,8,4.676367913377136,2.4654968078672295,0.20107676595024704,2024-07-13,-0.590404220018135,1.31508592535907
2024-07-16,9899,student_t,-0.04176744632704734,5.399903892292887,7,4.563751749696411,2.466121991396916,0.2011385500525282,2024-07-14,-0.5948632757199297,1.3274132880547258
2024-07-17,9941,student_t,-0.045004316003759294,5.396491146353752,7,4.560867452945644,2.4620794016041256,0.2015076358169182,2024-07-16,-0.5955110413756314,1.3279835254252248
2024-08-15,9961,student_t,-0.046542700233832224,5.395330870377206,7,4.5598868407674065,2.4634717514828663,0.20135284786791896,2024-07-17,-0.5960326637230023,1.3288477031090782
2024-08-16,9995,student_t,-0.047156436380057884,5.393764943209263,7,4.558563390758824,2.4626907597087064,0.2015300181879002,2024-08-15,-0.5940278565223206,1.3256249442492374
2024-08-17,10024,student_t,-0.04432086807130936,5.390557370451295,7,4.555852496995076,2.459852328848975,0.20177797421346685,2024-08-16,-0.5939351446017626,1.3273830433232892
2024-08-18,10060,student_t,-0.04760430096668395,5.388780068817056,7,4.554350402956963,2.4596568394498988,0.201886394686578,2024-08-17,-0.5937173413107123,1.3239435898560368
2024-08-20,10105,student_t,-0.04707649022166097,5.384832934650391,7,4.551014465722022,2.4555662658871547,0.2023026110974113,2024-08-18,-0.5959823493811847,1.3315526937546567
2024-08-21,10141,student_t,-0.037258401123355794,5.385279726749318,7,4.55139207396541,2.453314356311483,0.20290272424033384,2024-08-20,-0.5955440536605964,1.328997935143895
2024-08-22,10159,student_t,-0.03699108998216843,5.3822754591531465,7,4.548853004424162,2.4498166612870325,0.20319382262921618,2024-08-21,-0.5954591929990134,1.3317781538259563
2024-08-23,10171,student_t,-0.03638706453684549,5.382463678555283,7,4.5490120788527,2.4492106865921066,0.2033751831120261,2024-08-22,-0.5947901912291828,1.33018473280024
2024-08-24,10214,student_t,-0.0335638713433609,5.376990700605833,7,4.544386568252687,2.4456394809128805,0.20365723755721699,2024-08-23,-0.5956723798455738,1.3338444892183086
2024-08-25,10235,student_t,-0.0314455943176957,5.375545815664815,7,4.5431654175971925,2.446175536077589,0.20368284084501026,2024-08-24,-0.5960664899463974,1.333022225713072
2024-08-26,10259,student_t,-0.03165367960087972,5.3752233489173475,7,4.542892883453562,2.4468341741214683,0.20381226913824532,2024-08-25,-0.5966661905558324,1.3297859816248616
2024-08-27,10287,student_t,-0.030149299564398373,5.373245592957814,7,4.541221374589548,2.448324928959121,0.20378668761862656,2024-08-26,-0.596809198966348,1.3277934637113145
2024-08-28,10296,student_t,-0.02836284030709785,5.372570215108062,7,4.540650576126279,2.4482740335450432,0.20382499602908016,2024-08-27,-0.5972636787072185,1.3278419540739659
2024-08-30,10350,student_t,-0.0304259119047982,5.367871625625208,7,4.536679543233623,2.448122534475728,0.20375644778367746,2024-08-28,-0.5977891106880012,1.3286916031920413
2024-08-31,10398,student_t,-0.036760184195675935,5.364526854347675,7,4.533852695557322,2.445648497230295,0.20410952685780076,2024-08-30,-0.596844474377065,1.3262343774493832
2024-09-01,10411,student_t,-0.03780257497090361,5.363511993095285,7,4.532994981251906,2.4451111099282454,0.20419674827155665,2024-08-31,-0.5957200151459758,1.3250911926890172
2024-09-03,10465,student_t,-0.03656411314360955,5.356863158582655,7,4.527375690474571,2.438611044311388,0.2047470339023068,2024-09-01,-0.5966415049289787,1.3308321034494304
2024-09-04,10505,student_t,-0.0384393536717898,5.352990112951483,7,4.524102369480628,2.4356974066919057,0.2051118616791128,2024-09-03,-0.5964072306754897,1.3312386755019538
2024-09-05,10514,student_t,-0.03892201704536802,5.3530445370858555,7,4.524148366269353,2.436905375133376,0.2050608659317252,2024-09-04,-0.5961934433508393,1.3288288592039912
2024-09-06,10536,student_t,-0.04011340363405969,5.35221952004577,7,4.523451099607701,2.4370701313169514,0.20508873919773693,2024-09-05,-0.5969544008179882,1.3280592870471057
2024-09-07,10575,student_t,-0.03910397339306434,5.346622761732941,7,4.518720975506927,2.431742826262342,0.20549060248031886,2024-09-06,-0.597817037021326,1.333527251170552
2024-09-08,10588,student_t,-0.04072648208929003,5.3460467910501555,7,4.518234191433772,2.432186162888465,0.20546176895659463,2024-09-07,-0.5972077753257967,1.3325373376946912
2024-09-10,10647,student_t,-0.037707403953605126,5.340230093544419,7,4.51331818478833,2.427000184190345,0.2058541805694599,2024-09-08,-0.5994358122548534,1.3417176969438653
2024-09-11,10682,student_t,-0.03882122760093468,5.335147531046311,7,4.50902263546813,2.423067374981059,0.20611689395470625,2024-09-10,-0.5994893095316763,1.3454435530373852
2024-09-12,10712,student_t,-0.03911927708283133,5.331644742874372,7,4.506062239141203,2.42147302747924,0.20623416144784879,2024-09-11,-0.6000582999345093,1.3472592945322726
2024-09-13,10726,student_t,-0.042013614912162676,5.329993507314386,7,4.504666690382122,2.4226756192241963,0.2061098754153047,2024-09-12,-0.5987672709268907,1.3464090969714277
2024-09-15,10773,student_t,-0.04212297599285483,5.323195011523825,7,4.498920912738975,2.4155623898441485,0.20665886165048458,2024-09-13,-0.5982797121251799,1.3522479214204726
2024-09-17,10838,student_t,-0.042687512614753044,5.3151818482691775,7,4.492148553720476,2.4067426157084153,0.20739648567592645,2024-09-15,-0.5998360900624258,1.3600680169270252
2024-09-19,10890,student_t,-0.04806638023413258,5.312574815397614,7,4.489945208796857,2.4095977000655453,0.20722701662053802,2024-09-17,-0.6000878291675632,1.361302503516158
2025-05-16,10981,student_t,-0.06228798111329093,5.326198450011215,7,4.501459281555408,2.433469841033826,0.20611088618421608,2024-09-19,-0.5926144461355138,1.3489387210266148
2025-05-17,10981,student_t,-0.06228798111329093,5.326198450011215,7,4.501459281555408,2.433469841033826,0.20611088618421608,2024-09-19,-0.5926144461355138,1.3489387210266148
2025-05-18,10981,student_t,-0.06228798111329093,5.326198450011215,7,4.501459281555408,2.433469841033826,0.20611088618421608,2024-09-19,-0.5926144461355138,1.3489387210266148
2025-05-19,10994,student_t,-0.05857574167844045,5.327547152497786,7,4.502599143200297,2.43466706643419,0.2061705174754687,2025-05-18,-0.5920196627455904,1.3448610075111294
2025-05-20,11002,student_t,-0.054247068501026945,5.3287679410848785,7,4.503630897868802,2.4356944009332286,0.20622168685652761,2025-05-19,-0.591865684639126,1.342325073051616
2025-05-21,11026,student_t,-0.041208042676842985,5.331721880646806,7,4.5061274324577765,2.4386414395911635,0.2063684726835663,2025-05-20,-0.5923277896078022,1.3358365235344145
2025-05-22,11052,student_t,-0.03314826686304054,5.332939527424234,7,4.507156531812476,2.439575180518165,0.20641498036470643,2025-05-21,-0.5934333203789717,1.3329295785388702
2025-05-23,11075,student_t,-0.02588331452121498,5.334273876262787,7,4.508284262410672,2.441054067237768,0.2064886406167158,2025-05-22,-0.59322086177429,1.3280782274955705
2025-05-24,11122,student_t,-0.013079564536361124,5.338248144907888,8,4.623058505195384,2.4448923836442225,0.20681022942371116,2025-05-23,-0.5916239790195015,1.3150427705915346
2025-05-25,11136,student_t,-0.013431473461461856,5.338162843804658,8,4.622984632273016,2.4464995878840647,0.2067584433742628,2025-05-24,-0.5906464428921254,1.3118154481479563
2025-05-27,11185,student_t,-0.009340122474120721,5.342043290284223,8,4.626345197502345,2.4492581705301655,0.2069887674859673,2025-05-25,-0.5879319089664454,1.3073048380185623
2025-05-28,11243,student_t,-0.005057434951867792,5.344103321725679,8,4.6281292370632405,2.453379445128199,0.2070455951442386,2025-05-27,-0.5867932523146536,1.2992533561498902
2025-05-29,11252,student_t,-0.007346408816854559,5.3461126747520575,8,4.629869387829256,2.457721661304785,0.20666673673586575,2025-05-28,-0.5891319597296072,1.3060547140478391
2025-05-30,11275,student_t,-0.0074022436813668884,5.343866677668115,8,4.627924297297735,2.4568356679122356,0.20664894407914344,2025-05-29,-0.5887559921860098,1.3060241265286976
2025-05-31,11334,student_t,-0.007186563948786994,5.3418552499563505,8,4.626182349801471,2.4564492520375683,0.20703341069237566,2025-05-30,-0.5867340709060567,1.2992998704834902
2025-06-01,11345,student_t,-0.007401277382335467,5.342285877066957,8,4.626555283818815,2.4568370562792627,0.20706425315453333,2025-05-31,-0.5869927013926608,1.2982092852383342
2025-06-03,11389,student_t,-0.007646553372582159,5.339684387035353,8,4.624302327363754,2.459842173198869,0.2068179956920663,2025-06-01,-0.5863821958440267,1.2948312052555178
2025-06-05,11424,student_t,-0.008003552101068236,5.337922599588815,8,4.6227765746789835,2.4600592029756885,0.20683955708631865,2025-06-03,-0.5861421655757205,1.2925622418059328
2025-06-06,11449,student_t,-0.01074109281377088,5.33728714569815,8,4.622226255466734,2.4608631580152585,0.2067832792525405,2025-06-05,-0.5863880964074274,1.2928267649241123
2025-06-07,11474,student_t,-0.01013162723599477,5.336635679344372,8,4.6216620690546515,2.4624805833940306,0.20673391102250854,2025-06-06,-0.5861793540034933,1.2907888319259504
2025-06-08,11512,student_t,-0.010903976856090583,5.333252861820498,8,4.61873246314261,2.460734343483522,0.20681628132364913,2025-06-07,-0.585935984457651,1.2918846405291493
2025-06-09,11540,student_t,-0.010409379459297461,5.331604774137521,8,4.617305177341487,2.4614069273734183,0.20677066112896864,2025-06-08,-0.5860526145269538,1.290805256230076
2025-06-10,11547,student_t,-0.012145770184319192,5.33167063865233,8,4.61736221768452,2.4620671913500427,0.2067042463072009,2025-06-09,-0.5860773428075438,1.290570886308135
2025-06-11,11573,student_t,-0.01033900828038135,5.328220646849738,8,4.6143744371406274,2.457389423652961,0.20707785917752142,2025-06-10,-0.5866737920767119,1.293970953192301
2025-06-13,11604,student_t,-0.00861912604935505,5.326002789443324,8,4.612453716284701,2.4544220919944935,0.2074128460009896,2025-06-11,-0.5858082632863381,1.2948507133013036
2025-06-14,11629,student_t,-0.007500785583981061,5.32203024631402,8,4.6090133930170945,2.4486657777858127,0.20781157245806425,2025-06-13,-0.5861233509316192,1.2997535465261096
2025-06-15,11657,student_t,-0.0093197336158041,5.320428376103675,8,4.60762613272137,2.4509130051507366,0.20766504719980278,2025-06-14,-0.58491690725603,1.2966429389203586
2025-06-17,11695,student_t,-0.0057977122703172165,5.319523834283607,8,4.606842776526405,2.451236419908102,0.2077586070127622,2025-06-15,-0.5856480402370835,1.2955766646281726
2025-06-18,11771,student_t,-0.007657966963401683,5.315521135337267,8,4.603376337555174,2.451675714312284,0.20776507888537799,2025-06-17,-0.5853613548837293,1.2925401449855611
2025-06-19,11787,student_t,-0.00898667720700583,5.314203324170957,8,4.602235079607759,2.4508763718572157,0.2077752947242273,2025-06-18,-0.5851247555355439,1.292690774550639
2025-06-20,11809,student_t,-0.009305330940296699,5.313824618216907,8,4.601907110630988,2.4495600850975374,0.20797532661191157,2025-06-19,-0.5847482592759904,1.2917596141026344
2025-06-21,11845,student_t,-0.013010737278884873,5.314010888704256,8,4.602068425605006,2.45226793321666,0.2078598148787679,2025-06-20,-0.5863294600166153,1.2930835618951138
2025-06-22,11871,student_t,-0.014381554477924855,5.312050309418437,8,4.600370514137354,2.4520719615167264,0.20783072148977375,2025-06-21,-0.5865829322016931,1.2937047644050113
2025-06-24,11929,student_t,-0.0174285369493692,5.30916244462131,8,4.597869549860348,2.4548277082174876,0.20759726325578803,2025-06-22,-0.5859179505626269,1.2889012590059084
2025-06-25,11973,student_t,-0.014836169179071873,5.304266084121181,8,4.593629177281149,2.449849663667422,0.20799735974377295,2025-06-24,-0.5860285166249578,1.2925881035003286
2025-06-26,11998,student_t,-0.015448313549129985,5.30591915122007,8,4.595060775382946,2.452636440626792,0.2079396164340368,2025-06-25,-0.5871412552025165,1.2902944268793215
2025-06-27,12019,student_t,-0.016050212131409954,5.305023022788385,8,4.594284705396054,2.452990348355661,0.20797381517034155,2025-06-26,-0.587626476713267,1.2897509170118973
2025-06-28,12073,student_t,-0.020252259136408577,5.304007653460007,8,4.593405369763455,2.455453574738571,0.20785235007632458,2025-06-27,-0.5875717072223756,1.2843547019116377
2025-06-29,12083,student_t,-0.022554976995937514,5.304378979422993,8,4.593726947480486,2.4574558602839005,0.20771327081465682,2025-06-28,-0.5871233047347506,1.2813875042686051
2025-07-03,12143,student_t,-0.020858898196942557,5.301398501383812,8,4.591145777783133,2.457691567458414,0.20783023499264622,2025-06-29,-0.5862152023992444,1.2781089092568942
2025-07-05,12191,student_t,-0.023465738426903287,5.300860267191406,8,4.590679653299325,2.4562465914437914,0.20811672026641442,2025-07-03,-0.5886225703010894,1.2831975382188618
2025-07-06,12208,student_t,-0.0231053456651886,5.298998619133334,8,4.589067418788128,2.456293841504486,0.20805479878682903,2025-07-05,-0.5886215543404167,1.284090299452303
2025-07-07,12243,student_t,-0.024752643225399693,5.297597052840703,8,4.587853626773621,2.457091091781447,0.20805760918786584,2025-07-06,-0.5886032122893871,1.2824116983806029
2025-07-08,12265,student_t,-0.027063424775928026,5.2990320846910635,8,4.589096400811274,2.4570729896753805,0.20835886982530177,2025-07-07,-0.5866743423451766,1.276454955211907
2025-07-09,12290,student_t,-0.028169082543757305,5.2978345407126985,8,4.588059297303861,2.4571285194893875,0.20837580797227817,2025-07-08,-0.5860388664430864,1.2745335981033596
2025-07-10,12333,student_t,-0.027264783983482196,5.296967920918498,8,4.5873087825466605,2.4576946459148363,0.20825448623364423,2025-07-09,-0.5914636603358258,1.2928646783806927
2025-07-11,12359,student_t,-0.026955428355129697,5.294845520813279,8,4.585470730138546,2.4560791546677114,0.20838848293542714,2025-07-10,-0.5926986382360773,1.295039008794487
2025-07-12,12377,student_t,-0.026936620515686408,5.293113566335805,8,4.583970813562855,2.4547699445342257,0.20846308494541219,2025-07-11,-0.5931438014855824,1.296474668957602
2025-07-13,12398,student_t,-0.02425000887208427,5.29083928139229,8,4.5820012250263265,2.452757330329819,0.2085255967948004,2025-07-12,-0.5942465424916068,1.2989998860913934
2025-07-14,12437,student_t,-0.025867637283175038,5.288193628575153,8,4.579710022477093,2.4511404962145553,0.2086412019352879,2025-07-13,-0.5952960798954435,1.302299588302212
2025-07-15,12459,student_t,-0.025749367514194463,5.287803938248762,8,4.579372540754829,2.4502941477130116,0.20876825797080603,2025-07-14,-0.5956821035497062,1.3025806909579183
2025-07-16,12483,student_t,-0.02596701327746303,5.286011156242517,8,4.577819945993973,2.44931869559543,0.20890705117310143,2025-07-15,-0.5957930088858518,1.3022279865732242
2025-07-22,12538,student_t,-0.029642985861900308,5.281890543857013,8,4.574251390988978,2.4494846770247882,0.20881035130759895,2025-07-16,-0.5939878447216109,1.300265868913753
2025-07-23,12590,student_t,-0.03187231930932684,5.277910603749217,8,4.570804661750086,2.4482164295063416,0.2089297664684961,2025-07-22,-0.5930769342120934,1.29911148924566
2025-07-24,12601,student_t,-0.0318586715216121,5.277638101208603,8,4.5705686676273185,2.4493979845210476,0.20883571893730124,2025-07-23,-0.5933324491417166,1.297900575176377
2025-07-25,12635,student_t,-0.030884229528553166,5.275832729706757,8,4.569005170043451,2.448305060579949,0.2090340560023069,2025-07-24,-0.593182219191588,1.2973207063497307
2025-07-26,12666,student_t,-0.03311764692229216,5.272549696252145,8,4.566161979670284,2.446747611376616,0.20903062064329458,2025-07-25,-0.5922583340442263,1.2979648383809836
2025-07-27,12684,student_t,-0.03353229922595681,5.2701063375465695,8,4.564045968960697,2.444094681535168,0.2092341748502951,2025-07-26,-0.5921340864263374,1.3001276610297907
2025-07-28,12742,student_t,-0.03930037894529671,5.2714318104037,8,4.565193862126999,2.448806959038205,0.20898378235759477,2025-07-27,-0.5913353971391317,1.2928587819029431
2025-07-29,12768,student_t,-0.04073444329995248,5.269025888687209,8,4.5631102728010005,2.4476845229491007,0.20901399034786652,2025-07-28,-0.5903823836571215,1.292980966843193
2025-07-30,12798,student_t,-0.04013504498549771,5.267249485733994,8,4.561571862716159,2.446288055106759,0.20918512241421347,2025-07-29,-0.5904824915113225,1.292699512893142
2025-07-31,12831,student_t,-0.0448749633467572,5.266793651849887,8,4.561177098992616,2.4484582223900495,0.20907843967642287,2025-07-30,-0.5890704664832251,1.2863487355557979
2025-08-01,12841,student_t,-0.04595909024367143,5.265787836712177,8,4.5603060375318485,2.4478678527953797,0.2091091809494139,2025-07-31,-0.5887575646670831,1.2865326545415874
2025-08-02,12891,student_t,-0.04471730972928175,5.260874792950376,8,4.556051216824224,2.443774243726124,0.20941924487419322,2025-08-01,-0.5891010096312583,1.2890388223485951
2025-08-03,12902,student_t,-0.04651156502326175,5.261876386860802,8,4.556918622594929,2.4457839595716795,0.20935122911565793,2025-08-02,-0.5884117447367311,1.285488268740159
2025-08-05,12958,student_t,-0.04789555885928627,5.261248166963239,8,4.556374568204476,2.4457215932425256,0.20952739990771954,2025-08-03,-0.5898203656573479,1.2849856824995314
2025-08-06,13006,student_t,-0.045193060914666,5.257487018211794,8,4.553117317838313,2.4430885902956807,0.2097796426822319,2025-08-05,-0.5909983518459601,1.2866169691626466
2025-08-07,13018,student_t,-0.04326934591737212,5.256778583627033,8,4.55250379549099,2.4424916045382448,0.2098475591575827,2025-08-06,-0.5910961145384832,1.2870122808242321
2025-08-08,13053,student_t,-0.04477249322673488,5.254300483542689,8,4.550357697864828,2.439907162822831,0.210064966083394,2025-08-07,-0.5909605710965238,1.2884297868609638
2025-08-09,13083,student_t,-0.04526260279757664,5.252875334917883,8,4.549123482951578,2.440529269422414,0.21004086000600802,2025-08-08,-0.5911073218688222,1.2878690578278489
2025-08-10,13105,student_t,-0.04518505460367408,5.251429471534481,8,4.54787132853115,2.439914757518665,0.2101012901887835,2025-08-09,-0.591477619617596,1.2883396766725514
2025-08-11,13157,student_t,-0.04716906730091617,5.250701582573317,8,4.547240958199648,2.439176959861575,0.21031277082876954,2025-08-10,-0.5914634036100694,1.2850629523153954
2025-08-12,13169,student_t,-0.046425749445307335,5.249570910561979,8,4.546261767514481,2.438228742127969,0.21040330066875396,2025-08-11,-0.5913836709237796,1.2858643888195003
2025-08-13,13187,student_t,-0.048643293628374606,5.249857332878472,8,4.5465098165167745,2.4374100701650576,0.21054255872079397,2025-08-12,-0.5922376560399502,1.2867364387368774
2025-08-15,13225,student_t,-0.04610136487912831,5.245311409998804,8,4.542572931819337,2.432897034502182,0.21080011957812456,2025-08-13,-0.5935362771508296,1.2917429953695265
