game_id,season,period,clock_seconds_remaining,player1_id,event_team_id,offense_team_id,defense_team_id,is_orb,off_mean_height,def_mean_height,off_minus_def_height,off_p1,off_p2,off_p3,off_p4,off_p5,def_p1,def_p2,def_p3,def_p4,def_p5
1022400068,2024,2,589.0,204329,1611661319,1611661319,1611661324,1,73.2,73.2,0.0,202252,204329,1629484,1629498,1642324,203825,1628508,1629501,1629567,1641657
1022400154,2024,4,589.0,1642292,1611661321,1611661321,1611661323,1,73.4,72.0,1.4000000000000057,203827,1629479,1629481,1630149,1642292,203826,1628280,1629497,1631007,1642298
1022400224,2024,3,589.0,1631019,1611661325,1611661325,1611661321,1,73.2,73.4,-0.20000000000000284,1628909,1631019,1631086,1641648,1642286,203827,1629479,1629481,1630149,1642292
1022400232,2024,1,589.0,1628886,1611661330,1611661330,1611661329,1,72.4,72.0,0.4000000000000057,202250,1628277,1628886,1631009,1631044,204330,1627671,1628263,1629488,1630446
1022100008,2021,1,588.0,1627673,1611661323,1611661323,1611661317,1,73.0,73.8,-0.7999999999999972,201886,201896,1627673,1628280,1629567,100940,203398,203400,1628915,1629488
1022100127,2021,2,588.0,1629497,1611661321,1611661321,1611661329,1,72.0,72.2,-0.20000000000000284,204330,1629481,1629497,1630093,1630112,201496,201516,1628890,1630113,1630389
1022100135,2021,3,588.0,100720,1611661328,1611661328,1611661313,1,73.6,71.8,1.7999999999999972,100720,204319,1627668,1628920,1629478,203827,204335,1628244,1629477,1630446
1022200085,2022,3,588.0,204330,1611661321,1611661321,1611661319,1,71.6,72.4,-0.8000000000000114,203866,204330,1628277,1629481,1630112,203833,204324,1628276,1628932,1629498
1022300016,2023,2,588.0,204335,1611661313,1611661313,1611661323,1,74.0,72.8,1.2000000000000028,203828,203866,204335,1629477,1631055,203026,204296,1630112,1631135,1641665
1022300086,2023,1,588.0,204323,1611661330,1611661330,1611661322,1,72.8,72.2,0.5999999999999943,202658,204323,1628269,1628277,1631009,203399,203403,204333,1628279,1628878
1022300216,2023,3,588.0,1630386,1611661321,1611661321,1611661325,1,73.2,71.8,1.4000000000000057,1629479,1629481,1630101,1630149,1630386,204365,1628909,1628929,1631019,1641648
1022300217,2023,1,588.0,204296,1611661323,1611661323,1611661313,1,72.4,72.8,-0.3999999999999915,201886,203026,203826,204296,1629567,202664,204335,1627668,1627673,1629546
1022400046,2024,4,588.0,1631019,1611661325,1611661325,1611661313,1,71.4,73.6,-2.1999999999999886,204365,1628909,1628929,1629478,1631019,202664,203866,1627673,1629568,1630142
1022400157,2024,1,588.0,204324,1611661320,1611661320,1611661329,1,72.8,72.8,0.0,204324,1628915,1628922,1630101,1642288,1627671,1628263,1630446,1642289,1642291
1022400168,2024,2,588.0,1631009,1611661330,1611661330,1611661317,1,73.4,74.6,-1.1999999999999886,1628269,1630471,1631009,1631032,1641650,100940,203398,1627674,1628881,1642298
1022400177,2024,4,588.0,1642298,1611661317,1611661317,1611661313,1,74.0,72.6,1.4000000000000057,100940,203398,204333,1628881,1642298,202664,203866,204335,1629568,1631055
1022400179,2024,1,588.0,1629479,1611661321,1611661321,1611661319,1,73.4,72.6,0.8000000000000114,203827,1629479,1629481,1630149,1642292,203833,1628276,1628932,1629484,1629498
1042300111,2023,4,588.0,1627668,1611661313,1611661313,1611661322,1,73.8,72.2,1.5999999999999943,203828,203866,204335,1627668,1629477,203399,1628279,1628878,1628899,1641642
1042400101,2024,3,588.0,1627673,1611661313,1611661313,1611661330,1,74.6,72.4,2.1999999999999886,204335,1627668,1627673,1629477,1630142,202250,1628277,1628886,1631009,1631044
1022100030,2021,3,587.0,1630113,1611661329,1611661329,1611661320,1,73.4,70.8,2.6000000000000085,202664,203838,1627674,1628890,1630113,201911,203014,203823,204365,1630441
1022100032,2021,2,587.0,202633,1611661319,1611661319,1611661325,1,73.0,73.0,0.0,202633,203029,203833,204324,1629498,202650,1628263,1628927,1629479,1630438
1022100048,2021,2,587.0,1627678,1611661320,1611661329,1611661320,0,72.8,70.8,2.0,201516,203838,1628890,1628922,1630389,201911,1627678,1628269,1630099,1630441
1022100051,2021,1,587.0,1630454,1611661321,1611661321,1611661328,1,71.8,73.4,-1.6000000000000085,1627669,1628277,1629481,1630149,1630454,100720,203855,204319,1627668,1628920
1022100069,2021,3,587.0,1627668,1611661328,1611661328,1611661325,1,73.6,71.2,2.3999999999999915,100720,204319,1627668,1628920,1629478,202638,202650,202658,1627676,1628909
1022100083,2021,2,587.0,1629497,1611661321,1611661321,1611661325,1,72.8,74.2,-1.4000000000000057,204330,1628277,1629497,1630093,1630112,1628263,1628927,1629479,1630043,1630438
1022100100,2021,3,587.0,1629483,1611661324,1611661324,1611661317,1,73.2,73.8,-0.5999999999999943,201480,203024,203406,203825,1629483,100940,203398,203400,1628915,1629488
1022100163,2021,4,587.0,1629488,1611661317,1611661317,1611661325,1,71.8,72.0,-0.20000000000000284,100940,201913,203035,203829,1629488,202650,1627676,1628263,1628909,1629479
1022100166,2021,2,587.0,200676,1611661330,1611661330,1611661321,1,70.8,72.4,-1.6000000000000085,200676,203015,203026,204355,1630462,203866,1628277,1629497,1630112,1630386
1022200003,2022,4,587.0,1628287,1611661317,1611661317,1611661319,1,72.8,72.2,0.5999999999999943,100940,202250,203400,1628287,1629484,202641,203849,204324,1629498,1631013
1022200015,2022,3,587.0,1628277,1611661321,1611661321,1611661322,1,71.6,70.6,1.0,203866,204330,1628277,1629481,1630112,202252,203399,1628878,1628899,1630957
1022200034,2022,3,587.0,203833,1611661319,1611661319,1611661317,1,72.4,72.6,-0.19999999999998863,203833,204324,1628276,1628932,1629498,100940,202250,203035,1628890,1629488
1022200047,2022,4,587.0,201496,1611661329,1611661329,1611661319,1,72.6,74.0,-1.4000000000000057,201496,201516,202664,203416,1627674,203833,203849,204324,204329,1629498
1022200055,2022,2,587.0,203866,1611661321,1611661321,1611661320,1,71.4,73.8,-2.3999999999999915,203866,1629481,1630112,1630454,1631007,202633,1628279,1628882,1629478,1630444
1022200067,2022,3,587.0,1629478,1611661320,1611661320,1611661317,1,73.0,72.4,0.5999999999999943,202633,203014,1628882,1628886,1629478,100940,203400,1628890,1629482,1629488
1022200090,2022,4,587.0,202250,1611661317,1611661317,1611661321,1,71.8,71.8,0.0,100940,202250,203035,203400,1629488,203866,204330,1628277,1629481,1629497
1022200113,2022,1,587.0,1629498,1611661319,1611661319,1611661320,1,72.8,73.2,-0.4000000000000057,204324,1628276,1628932,1629498,1631006,201911,202633,203014,1628279,1629478
1022200146,2022,4,587.0,203823,1611661320,1611661320,1611661329,1,71.8,72.2,-0.4000000000000057,203014,203823,1628279,1628886,1629478,201496,203822,1627700,1628922,1630389
1022200166,2022,2,587.0,1628909,1611661325,1611661325,1611661321,1,70.8,72.8,-2.0,1627676,1628242,1628909,1631019,1631089,204330,1629479,1629497,1630112,1631007
1022200179,2022,1,587.0,204324,1611661319,1611661319,1611661325,1,72.4,72.6,-0.19999999999998863,203833,204324,1628276,1628932,1629498,202658,1627676,1628927,1631019,1631031
1022200181,2022,2,587.0,1628263,1611661324,1611661324,1611661320,1,72.2,71.2,1.0,203831,1627671,1628263,1629524,1631263,1628279,1628886,1630150,1630444,1631135
1022200186,2022,4,587.0,1630471,1611661330,1611661330,1611661325,1,72.6,73.4,-0.8000000000000114,201913,204323,1630462,1630471,1631009,202658,1628927,1631019,1631031,1631086
1022200187,2022,1,587.0,203827,1611661313,1611661313,1611661320,1,72.2,72.2,0.0,203827,203828,204296,1629477,1630101,203014,1628279,1628886,1629478,1631135
1022200191,2022,3,587.0,204323,1611661330,1611661330,1611661320,1,72.4,72.2,0.20000000000000284,204323,204365,1628929,1631009,1631044,203014,1628279,1628886,1629478,1631135
1022200206,2022,1,587.0,203014,1611661320,1611661320,1611661323,1,72.2,72.8,-0.5999999999999943,203014,1628279,1628886,1629478,1631135,201886,203826,1627673,1627675,1629567
1022300016,2023,4,587.0,203866,1611661313,1611661313,1611661323,1,73.4,72.4,1.0,202664,203866,204335,1627668,1627673,201886,203026,1628280,1629567,1641665
1022300034,2023,3,587.0,203833,1611661319,1611661319,1611661325,1,72.6,72.2,0.3999999999999915,201496,203833,1628276,1628932,1629498,204365,1628909,1631019,1631086,1641648
1022300048,2023,3,587.0,1628269,1611661330,1611661330,1611661323,1,73.6,72.6,1.0,204323,1628269,1628277,1631009,1641650,201886,203026,203826,1628280,1629567
1022300066,2023,2,587.0,201496,1611661319,1611661319,1611661324,1,73.2,72.6,0.6000000000000085,201496,202252,203833,204329,1631006,1627671,1628263,1629524,1631263,1641657
1022300109,2023,3,587.0,203827,1611661321,1611661321,1611661325,1,72.4,71.6,0.8000000000000114,203827,1629479,1629481,1630101,1630149,204365,1628909,1628927,1631086,1641648
1022300147,2023,2,587.0,204320,1611661325,1611661325,1611661328,1,71.4,73.0,-1.5999999999999943,204320,204365,1628909,1628927,1631086,1628244,1628915,1628920,1628931,1641651
1022300165,2023,3,587.0,1629479,1611661321,1611661321,1611661329,1,72.4,72.6,-0.19999999999998863,203827,1629479,1629481,1630101,1630149,204322,1627674,1627675,1629497,1629501
1022300209,2023,3,587.0,1627668,1611661313,1611661313,1611661319,1,73.0,72.4,0.5999999999999943,202664,204335,1627668,1627673,1629477,203833,204329,1628276,1628932,1629498
1022300237,2023,3,587.0,1641648,1611661325,1611661325,1611661324,1,72.2,73.0,-0.7999999999999972,204365,1628909,1628927,1631019,1641648,203825,1627676,1629483,1641649,1641657
1022400021,2024,2,587.0,1641667,1611661324,1611661324,1611661323,1,71.2,72.0,-0.7999999999999972,1627675,1629501,1629524,1629567,1641667,201886,1627671,1627676,1628280,1630112
1022400024,2024,4,587.0,1641648,1611661325,1611661325,1611661320,1,72.8,73.0,-0.20000000000000284,1627701,1628909,1628929,1641648,1642286,203855,1628882,1628915,1642287,1642288
1022400062,2024,2,587.0,1629477,1611661313,1611661313,1611661322,1,73.2,72.2,1.0,204335,1627673,1629477,1629568,1642301,203828,1628278,1628317,1631083,1631141
1022400081,2024,3,587.0,1642292,1611661321,1611661321,1611661324,1,73.8,73.0,0.7999999999999972,1628881,1629479,1641652,1642244,1642292,203825,1627675,1629483,1629501,1641657
1022400092,2024,1,587.0,1629574,1611661320,1611661320,1611661313,1,73.2,74.8,-1.5999999999999943,204324,1628915,1629574,1630462,1642288,203866,1627668,1627673,1629477,1630142
1022400123,2024,1,587.0,201886,1611661323,1611661323,1611661330,1,73.2,73.0,0.20000000000000284,201886,203826,1628280,1630096,1630112,202250,1628269,1628277,1630471,1641650
1022400139,2024,1,587.0,201886,1611661323,1611661323,1611661317,1,73.2,74.0,-0.7999999999999972,201886,203826,1628280,1630096,1630112,100940,203398,204296,204333,1627674
1022400147,2024,2,587.0,1627672,1611661330,1611661330,1611661324,1,73.0,72.8,0.20000000000000284,204323,1627672,1628269,1628277,1641650,203825,1629524,1629567,1641649,1641657
1022400192,2024,1,587.0,1629479,1611661321,1611661321,1611661325,1,73.4,73.2,0.20000000000000284,203827,1629479,1629481,1630149,1642292,1628909,1631019,1631086,1641648,1642286
1022400196,2024,1,587.0,1629479,1611661321,1611661321,1611661322,1,73.4,71.8,1.6000000000000085,203827,1629479,1629481,1630149,1642292,203828,1628279,1628878,1642210,1642290
1042300111,2023,4,587.0,1627668,1611661313,1611661322,1611661313,0,72.2,73.8,-1.5999999999999943,203399,1628279,1628878,1628899,1641642,203828,203866,204335,1627668,1629477
1042300132,2023,2,587.0,1630386,1611661321,1611661321,1611661330,1,73.8,72.4,1.3999999999999915,203824,1629479,1629481,1630149,1630386,1628277,1630387,1630462,1631009,1631044
1042300304,2023,3,587.0,1628932,1611661319,1611661319,1611661313,1,72.6,73.0,-0.4000000000000057,202252,204297,1628276,1628932,1629498,202664,204335,1627668,1627673,1629477
1042400112,2024,4,587.0,1630442,1611661317,1611661317,1611661324,1,72.8,71.6,1.2000000000000028,100940,204333,1628881,1630442,1642298,203825,1628899,1629483,1629524,1629567
1042400121,2024,4,587.0,201886,1611661323,1611661323,1611661325,1,73.0,71.6,1.4000000000000057,201886,203826,1628280,1630096,1631007,203024,204365,1627701,1628909,1642286
1042400303,2024,4,587.0,1627668,1611661313,1611661313,1611661324,1,74.6,72.2,2.3999999999999915,204335,1627668,1627673,1629477,1630142,203825,1627675,1629483,1629501,1629524
1022100011,2021,4,586.0,1629496,1611661328,1611661328,1611661319,1,73.0,72.4,0.5999999999999943,200676,203855,1628886,1629478,1629496,202633,203029,204324,1628276,1629498
1022100051,2021,1,586.0,100720,1611661328,1611661328,1611661321,1,73.4,71.8,1.6000000000000085,100720,203855,204319,1627668,1628920,1627669,1628277,1629481,1630149,1630454
1022100055,2021,2,586.0,1630093,1611661321,1611661321,1611661317,1,73.4,74.0,-0.5999999999999943,203866,204330,1628277,1629497,1630093,203398,203400,1628915,1629488,1630136
1022100066,2021,4,586.0,1628890,1611661329,1611661329,1611661324,1,73.2,71.8,1.4000000000000057,201516,202664,203828,1628890,1628922,201480,1627671,1629483,1629524,1630101
1022100077,2021,1,586.0,1629483,1611661324,1611661324,1611661321,1,72.8,72.0,0.7999999999999972,201480,203406,203825,1629483,1629524,203866,1627669,1629481,1630149,1630454
1022100088,2021,3,586.0,1629477,1611661313,1611661313,1611661330,1,72.2,71.2,1.0,204335,1628244,1629477,1630131,1630446,203824,204322,204323,1627675,1630150
1022100127,2021,2,586.0,204330,1611661321,1611661321,1611661329,1,72.0,72.2,-0.20000000000000284,204330,1629481,1629497,1630093,1630112,201496,201516,1628890,1630113,1630389
1022100153,2021,3,586.0,1629481,1611661321,1611661321,1611661322,1,71.6,71.4,0.19999999999998863,203866,204330,1627669,1629481,1630093,203849,204333,1628278,1628286,1628878
1022100184,2021,1,586.0,201480,1611661324,1611661324,1611661325,1,71.6,72.4,-0.8000000000000114,201480,203825,1627672,1629483,1630101,1628242,1628263,1628909,1628927,1629479
1022100186,2021,2,586.0,1630389,1611661329,1611661329,1611661319,1,73.0,72.2,0.7999999999999972,203838,1627674,1628890,1630113,1630389,203833,204324,204329,1628276,1629498
1022200009,2022,4,586.0,1628899,1611661322,1611661322,1611661324,1,69.6,73.0,-3.4000000000000057,1628278,1628878,1628899,1630120,1630957,201480,203389,203824,1629491,1629524
1022200085,2022,4,586.0,204324,1611661319,1611661319,1611661321,1,73.4,72.2,1.2000000000000028,203849,204324,204329,1628276,1629498,203866,1628277,1629497,1630386,1631029
1022200127,2022,2,586.0,202633,1611661320,1611661320,1611661313,1,73.2,73.2,0.0,201911,202633,203014,1628882,1629478,203827,203828,1629477,1629546,1630459
1022200142,2022,2,586.0,1631019,1611661325,1611661325,1611661323,1,72.0,72.8,-0.7999999999999972,202658,1628242,1628909,1628927,1631019,1627673,1628280,1629567,1630096,1630119
1022200200,2022,3,586.0,1627668,1611661328,1611661328,1611661329,1,72.4,72.6,-0.19999999999998863,100720,202250,204319,1627668,1628931,201496,201516,202664,203416,1627674
1022300007,2023,3,586.0,203826,1611661323,1611661323,1611661322,1,72.6,72.6,0.0,201886,203026,203826,1628280,1629567,203399,204333,1628279,1628878,1631022
1022300007,2023,4,586.0,1631135,1611661323,1611661323,1611661322,1,74.4,71.4,3.0,201886,204296,1628280,1630112,1631135,201911,203403,204320,1628278,1628279
1022300079,2023,2,586.0,1629546,1611661313,1611661313,1611661322,1,72.8,72.6,0.20000000000000284,203866,204335,1627673,1629477,1629546,203399,203403,1628278,1628279,1641671
1022300132,2023,4,586.0,203833,1611661319,1611661319,1611661324,1,71.8,72.8,-1.0,202252,203833,204297,1628276,1631006,1627672,1628263,1629524,1631263,1641657
1022300140,2023,3,586.0,1641657,1611661324,1611661324,1611661322,1,72.8,71.4,1.3999999999999915,203825,1628263,1629483,1641649,1641657,203403,204333,1628278,1628279,1628899
1022300162,2023,1,586.0,1641648,1611661325,1611661325,1611661330,1,71.8,72.2,-0.4000000000000057,204365,1628242,1628909,1631086,1641648,204323,1628269,1628277,1630462,1631009
1022300190,2023,2,586.0,204322,1611661329,1611661329,1611661323,1,72.2,72.2,0.0,204322,1629497,1629501,1630389,1641641,201886,203026,203826,1630096,1630112
1022300222,2023,3,586.0,203398,1611661317,1611661317,1611661324,1,72.4,73.0,-0.5999999999999943,203398,1627669,1629488,1630134,1630446,203825,1627676,1629483,1641649,1641657
1022400037,2024,2,586.0,1629484,1611661319,1611661319,1611661324,1,72.6,72.6,0.0,204329,1628276,1629484,1629498,1642324,203825,1628508,1629483,1629567,1641657
1022400043,2024,1,586.0,1629483,1611661324,1611661324,1611661317,1,72.2,72.6,-0.3999999999999915,203825,1627675,1629483,1629501,1629524,100940,204333,1627674,1629482,1630442
1022400044,2024,4,586.0,1631019,1611661325,1611661325,1611661329,1,71.6,71.2,0.3999999999999915,204365,1628909,1629478,1631019,1642286,204322,1629497,1630150,1630389,1642291
1022400066,2024,1,586.0,203826,1611661323,1611661323,1611661325,1,73.2,72.8,0.4000000000000057,201886,203826,1628280,1630096,1630112,1628909,1628929,1631019,1641648,1642286
1022400091,2024,4,586.0,203827,1611661321,1611661322,1611661321,0,72.4,71.6,0.8000000000000114,203828,1628278,1628317,1630459,1631141,203827,1628881,1629481,1642244,1642292
1022400093,2024,3,586.0,203398,1611661317,1611661317,1611661324,1,74.0,72.2,1.7999999999999972,100940,203398,204296,204333,1627674,203825,1627675,1629483,1629501,1629524
1022400141,2024,2,586.0,1628244,1611661328,1611661328,1611661330,1,72.8,71.6,1.2000000000000028,203014,203400,1628244,1628920,1628927,204323,1627672,1628269,1630471,1631089
1022400150,2024,4,586.0,1631022,1611661322,1611661322,1611661324,1,71.6,73.4,-1.8000000000000114,1628278,1628279,1628899,1631022,1631141,1628508,1629483,1629567,1641649,1641657
1022400154,2024,4,586.0,1628280,1611661323,1611661323,1611661321,1,72.0,73.4,-1.4000000000000057,203826,1628280,1629497,1631007,1642298,203827,1629479,1629481,1630149,1642292
1022400158,2024,3,586.0,201886,1611661323,1611661323,1611661330,1,73.4,72.4,1.0,201886,203826,1628280,1629497,1630096,202250,1628277,1628886,1631009,1631044
1022400160,2024,1,586.0,1641648,1611661325,1611661325,1611661328,1,73.6,72.8,0.7999999999999972,1628909,1629478,1631019,1641648,1642286,203014,203400,204319,1629496,1641651
1022400167,2024,4,586.0,1630149,1611661321,1611661321,1611661313,1,73.4,74.0,-0.5999999999999943,203827,1629480,1629481,1630149,1642292,203866,1627668,1627673,1630142,1642320
1022400208,2024,3,586.0,202250,1611661330,1611661325,1611661330,0,73.2,72.4,0.7999999999999972,1628909,1631019,1631086,1641648,1642286,202250,1628277,1628886,1631009,1631044
1022400208,2024,3,586.0,202250,1611661330,1611661325,1611661330,0,73.2,72.4,0.7999999999999972,1628909,1631019,1631086,1641648,1642286,202250,1628277,1628886,1631009,1631044
1042200111,2022,1,586.0,1627674,1611661329,1611661329,1611661313,1,72.6,71.8,0.7999999999999972,201496,201516,202664,203416,1627674,203827,203828,204335,1629477,1630101
1042200132,2022,2,586.0,1630957,1611661322,1611661322,1611661328,1,70.6,72.6,-2.0,203399,204322,1628278,1628878,1630957,201896,202259,203855,1627668,1629496
1042200215,2022,3,586.0,1627673,1611661323,1611661323,1611661329,1,72.8,72.6,0.20000000000000284,201886,203826,1627673,1627675,1629567,201496,201516,202664,203416,1627674
1042300111,2023,2,586.0,1628279,1611661322,1611661322,1611661313,1,72.4,73.2,-0.7999999999999972,203403,1628279,1628878,1631031,1641642,203828,204335,1627668,1629477,1629546
1042300203,2023,4,586.0,1630386,1611661321,1611661321,1611661319,1,74.0,71.4,2.5999999999999943,1629479,1629481,1630149,1630386,1631007,202252,203833,204329,1628276,1629498
1042300214,2023,1,586.0,204335,1611661313,1611661313,1611661323,1,73.0,72.4,0.5999999999999943,202664,204335,1627668,1627673,1629477,201886,203026,203826,204296,1629567
1042400211,2024,4,586.0,1630096,1611661323,1611661323,1611661324,1,72.4,71.6,0.8000000000000114,201886,1628280,1629497,1630096,1631007,1627675,1628899,1629501,1629524,1629567
1022100012,2021,4,585.0,1628890,1611661329,1611661329,1611661330,1,73.4,70.6,2.8000000000000114,202664,203838,1627674,1628890,1630113,203824,204325,1627675,1628881,1630150
1022100021,2021,2,585.0,1628909,1611661325,1611661325,1611661322,1,72.4,71.2,1.2000000000000028,202638,1628263,1628909,1628927,1629479,201507,201919,202250,1628282,1628899
1022100024,2021,2,585.0,204335,1611661313,1611661313,1611661321,1,73.6,71.2,2.3999999999999915,204296,204335,1630119,1630131,1630459,204330,1629481,1630389,1630440,1630454
1022100058,2021,3,585.0,203400,1611661317,1611661317,1611661321,1,74.0,71.8,2.200000000000003,203398,203400,1628915,1629488,1630136,1627669,1628277,1629481,1630149,1630454
1022100059,2021,2,585.0,1628927,1611661325,1611661325,1611661329,1,73.0,72.8,0.20000000000000284,1628263,1628927,1629479,1630100,1630438,201496,201516,202664,203828,1628890
1022100067,2021,3,585.0,202633,1611661319,1611661319,1611661313,1,73.2,72.8,0.4000000000000057,202633,203029,203833,1628932,1629498,204296,204335,1628244,1630131,1630446
1022100074,2021,4,585.0,204320,1611661320,1611661320,1611661317,1,72.2,73.0,-0.7999999999999972,204320,204365,1627678,1628269,1628279,201913,203400,1628915,1629488,1630136
1022100077,2021,4,585.0,1629497,1611661321,1611661321,1611661324,1,72.8,73.2,-0.4000000000000057,204330,1628277,1629497,1630093,1630112,201480,203024,203406,203825,1629524
1022100086,2021,2,585.0,201480,1611661324,1611661324,1611661319,1,72.2,73.6,-1.3999999999999915,201480,203024,1627671,1629483,1630101,204324,1628276,1628917,1628932,1629498
1022100095,2021,3,585.0,203024,1611661324,1611661324,1611661317,1,73.2,73.8,-0.5999999999999943,201480,203024,203406,203825,1629483,100940,203398,203400,1628915,1629488
1022100111,2021,3,585.0,202650,1611661325,1611661325,1611661313,1,71.2,72.2,-1.0,202638,202650,202658,1627676,1628909,204335,1628244,1629477,1630131,1630446
1022100130,2021,2,585.0,204325,1611661330,1611661330,1611661320,1,72.4,70.6,1.8000000000000114,200676,203015,204325,1628881,1630462,201911,1628269,1628279,1630099,1630100
1022100141,2021,2,585.0,1630101,1611661324,1611661324,1611661328,1,71.0,72.2,-1.2000000000000028,203406,203831,1629483,1629524,1630101,202259,203855,1627668,1628886,1629496
1022100143,2021,2,585.0,204324,1611661319,1611661319,1611661323,1,72.4,72.4,0.0,202633,203029,204324,1628276,1629498,201886,202662,1629492,1629567,1630097
1022100147,2021,2,585.0,1628280,1611661323,1611661323,1611661320,1,72.0,71.0,1.0,201896,1628280,1629492,1629567,1630097,203823,204365,1628269,1628279,1630441
1022100148,2021,4,585.0,201507,1611661322,1611661322,1611661321,1,70.8,72.8,-2.0,201507,201919,1628282,1628286,1628899,203866,1629481,1629497,1630093,1630386
1022100164,2021,1,585.0,202250,1611661322,1611661322,1611661324,1,71.2,72.0,-0.7999999999999972,202250,204333,1628278,1628286,1628878,201480,203825,1629483,1629524,1630101
1022100167,2021,4,585.0,1628242,1611661325,1611661325,1611661317,1,70.6,73.0,-2.4000000000000057,202638,1627676,1628242,1628263,1628909,100940,201913,203400,1629482,1629488
1022100173,2021,1,585.0,1628286,1611661322,1611661322,1611661330,1,70.6,71.0,-0.4000000000000057,201507,202250,204333,1628278,1628286,203026,204322,1627675,1628881,1630462
1022200013,2022,3,585.0,203822,1611661329,1611661329,1611661313,1,74.2,73.2,1.0,201496,202664,203416,203822,1628922,203827,203828,204335,1629477,1630139
1022200017,2022,1,585.0,1629477,1611661313,1611661313,1611661325,1,73.2,72.4,0.7999999999999972,203827,203828,204335,1629477,1630139,202658,1628909,1628927,1631019,1631031
