n_rows,n_scoreable,n_distinct_pred,sd_pred,sd_truth,sd_ratio,top1_share,top1_value,top2_share,D1_flag,share_at_cell_min,share_at_cell_max,share_at_zero,share_at_one,D2_flag,dup_cluster_size,n_distinct_pred_vectors,dup_cluster_players,dup_cluster_games,dup_cluster_seasons,D3_flag,n_distinct_pred_sd,sd_null_share,sd_zero_share,corr_sd_absresid,D4_flag,modal_value,modal_share,modal_n_seasons,D5_flag,q_cross_rows,point_outside_interval_rows,cov90,cov50,quantiles_present,D6_flag,any_flag,arm,target,partition,cell
3046,2173,2146,10.182750169717426,10.851082457720095,0.9384086987997057,0.014116874589625739,19.590393463,0.024294156270518712,False,0.002954694681549573,0.00032829940906106366,0.0,0.0,False,43,2146,1,43,1,False,3,0.0,0.0,0.012195327883085716,True,19.590393463,0.014116874589625739,1,True,0,0,0.9038196042337782,0.5342843994477681,True,False,True,cbs_v15_player_oof_v5,e_minutes_given_active,P07_n_prior_appearances_bin,5-9
16239,12832,12613,9.824956015135566,10.71341448904961,0.9170704657397364,0.002647946302112199,19.590393463,0.005049572017981402,False,6.158014656074881e-05,6.158014656074881e-05,0.0,0.0,False,43,12613,1,43,1,False,3,0.0,0.0,0.0004472137502055909,True,19.590393463,0.002647946302112199,1,False,0,0,0.9022755610972568,0.5280548628428927,True,False,True,cbs_v15_player_oof_v5,e_minutes_given_active,P08_residual_pool_n_bin,50+
16239,12832,12613,9.824956015135566,10.71341448904961,0.9170704657397364,0.002647946302112199,19.590393463,0.005049572017981402,False,6.158014656074881e-05,6.158014656074881e-05,0.0,0.0,False,43,12613,1,43,1,False,3,0.0,0.0,0.0004472137502055909,True,19.590393463,0.002647946302112199,1,False,0,0,0.9022755610972568,0.5280548628428927,True,False,True,cbs_v15_player_oof_v5,e_minutes_given_active,P09_selected_alpha_isnull,False
16239,12832,12613,9.824956015135566,10.71341448904961,0.9170704657397364,0.002647946302112199,19.590393463,0.005049572017981402,False,6.158014656074881e-05,6.158014656074881e-05,0.0,0.0,False,43,12613,1,43,1,False,3,0.0,0.0,0.0004472137502055909,True,19.590393463,0.002647946302112199,1,False,0,0,0.9022755610972568,0.5280548628428927,True,False,True,cbs_v15_player_oof_v5,e_minutes_given_active,P10_team_prior_games_bin,null
16239,12832,12613,9.824956015135566,10.71341448904961,0.9170704657397364,0.002647946302112199,19.590393463,0.005049572017981402,False,6.158014656074881e-05,6.158014656074881e-05,0.0,0.0,False,43,12613,1,43,1,False,3,0.0,0.0,0.0004472137502055909,True,19.590393463,0.002647946302112199,1,False,0,0,0.9022755610972568,0.5280548628428927,True,False,True,cbs_v15_player_oof_v5,e_minutes_given_active,P11_candidate_at_cutoff,nan
16239,12832,12613,9.824956015135566,10.71341448904961,0.9170704657397364,0.002647946302112199,19.590393463,0.005049572017981402,False,6.158014656074881e-05,6.158014656074881e-05,0.0,0.0,False,43,12613,1,43,1,False,3,0.0,0.0,0.0004472137502055909,True,19.590393463,0.002647946302112199,1,False,0,0,0.9022755610972568,0.5280548628428927,True,False,True,cbs_v15_player_oof_v5,e_minutes_given_active,P12_exact_cutoff_ok,False
16239,12832,12613,9.824956015135566,10.71341448904961,0.9170704657397364,0.002647946302112199,19.590393463,0.005049572017981402,False,6.158014656074881e-05,6.158014656074881e-05,0.0,0.0,False,43,12613,1,43,1,False,3,0.0,0.0,0.0004472137502055909,True,19.590393463,0.002647946302112199,1,False,0,0,0.9022755610972568,0.5280548628428927,True,False,True,cbs_v15_player_oof_v5,e_minutes_given_active,P13_tip_time_quality,none
4105,3241,3286,9.85777949663588,10.601513242283898,0.9298464541192428,0.00243605359317905,19.590393463,0.0048721071863581,False,0.000243605359317905,0.000243605359317905,0.0,0.0,False,10,3286,1,10,1,False,3,0.0,0.0,0.01450419507412541,True,19.590393463,0.00243605359317905,1,False,0,0,0.900339401419315,0.548904659055847,True,False,True,cbs_v15_player_oof_v5,e_minutes_given_active,P14_player_season_game_index_bin,10-19
10193,8060,7963,9.778580653185585,10.756208221902094,0.9091103901534896,0.002943196311193957,22.4665979,0.005690179534974983,False,0.00019621308741293045,9.810654370646523e-05,0.0,0.0,False,30,7963,1,30,1,False,3,0.0,0.0,-0.004487212102488336,True,22.4665979,0.002943196311193957,1,False,0,0,0.9024813895781638,0.5161290322580645,True,False,True,cbs_v15_player_oof_v5,e_minutes_given_active,P14_player_season_game_index_bin,20+
379,333,356,9.967356617630074,10.530813463063545,0.9464944614763355,0.005277044854881266,19.858196721,0.010554089709762533,False,0.002638522427440633,0.005277044854881266,0.0,0.0,False,2,356,1,2,1,False,3,0.0,0.0,0.13096695665735214,False,19.858196721,0.005277044854881266,1,False,0,0,0.9009009009009009,0.5405405405405406,True,False,False,cbs_v15_player_oof_v5,e_minutes_given_active,P14_player_season_game_index_bin,3-4
1562,1198,1243,9.922088182598493,10.72489074917993,0.9251458513325347,0.003201024327784891,19.590393463,0.006402048655569782,False,0.0012804097311139564,0.0006402048655569782,0.0,0.0,False,5,1243,1,5,1,False,3,0.0,0.0,-0.031639955329445385,True,19.590393463,0.003201024327784891,1,False,0,0,0.9065108514190318,0.5484140233722872,True,False,True,cbs_v15_player_oof_v5,e_minutes_given_active,P14_player_season_game_index_bin,5-9
15887,12818,12610,9.836239870171752,10.712876737680428,0.9181697979941019,0.0027066154717693713,19.590393463,0.005161452760118336,False,6.294454585510165e-05,6.294454585510165e-05,0.0,0.0,False,43,12610,1,43,1,False,3,0.0,0.0,0.00016242302997140535,True,19.590393463,0.0027066154717693713,1,False,0,0,0.9024808862537057,0.5282415353409268,True,False,True,cbs_v15_player_oof_v5,e_minutes_given_active,P15_universe_tier,A
352,14,244,9.290521778653503,7.684154286987417,1.2090493542518215,0.019886363636363636,8.233637747,0.036931818181818184,False,0.002840909090909091,0.002840909090909091,0.0,0.0,False,7,244,1,6,1,False,3,0.0,0.0,0.15306090074168519,False,8.233637747,0.019886363636363636,1,True,0,0,0.7142857142857143,0.35714285714285715,True,True,True,cbs_v15_player_oof_v5,e_minutes_given_active,P15_universe_tier,B
15887,12818,12610,9.836239870171752,10.712876737680428,0.9181697979941019,0.0027066154717693713,19.590393463,0.005161452760118336,False,6.294454585510165e-05,6.294454585510165e-05,0.0,0.0,False,43,12610,1,43,1,False,3,0.0,0.0,0.00016242302997140535,True,19.590393463,0.0027066154717693713,1,False,0,0,0.9024808862537057,0.5282415353409268,True,False,True,cbs_v15_player_oof_v5,e_minutes_given_active,P16_evaluation_tier,A_primary
239,0,183,8.853323044892177,,,0.02092050209205021,16.320547945,0.03765690376569038,False,0.0041841004184100415,0.0041841004184100415,0.0,0.0,False,5,183,1,5,1,False,3,0.0,0.0,,False,16.320547945,0.02092050209205021,1,True,0,0,,,True,False,True,cbs_v15_player_oof_v5,e_minutes_given_active,P16_evaluation_tier,B_s2_weak_fallback
113,14,94,10.125582836348224,7.684154286987417,1.317722479036528,0.035398230088495575,7.93681122,0.061946902654867256,False,0.008849557522123894,0.008849557522123894,0.0,0.0,False,4,94,1,4,1,False,3,0.0,0.0,0.15306090074168519,False,7.93681122,0.035398230088495575,1,True,0,0,0.7142857142857143,0.35714285714285715,True,True,True,cbs_v15_player_oof_v5,e_minutes_given_active,P16_evaluation_tier,B_transaction_sensitivity
352,14,244,9.290521778653503,7.684154286987417,1.2090493542518215,0.019886363636363636,8.233637747,0.036931818181818184,False,0.002840909090909091,0.002840909090909091,0.0,0.0,False,7,244,1,6,1,False,3,0.0,0.0,0.15306090074168519,False,8.233637747,0.019886363636363636,1,True,0,0,0.7142857142857143,0.35714285714285715,True,True,True,cbs_v15_player_oof_v5,e_minutes_given_active,P17_fit_eligible,False
15887,12818,12610,9.836239870171752,10.712876737680428,0.9181697979941019,0.0027066154717693713,19.590393463,0.005161452760118336,False,6.294454585510165e-05,6.294454585510165e-05,0.0,0.0,False,43,12610,1,43,1,False,3,0.0,0.0,0.00016242302997140535,True,19.590393463,0.0027066154717693713,1,False,0,0,0.9024808862537057,0.5282415353409268,True,False,True,cbs_v15_player_oof_v5,e_minutes_given_active,P17_fit_eligible,True
15541,12497,12313,9.829584249606333,10.721913285467059,0.9167752049375155,0.002766874718486584,19.590393463,0.005147673894858761,False,6.43459236857345e-05,6.43459236857345e-05,0.0,0.0,False,43,12313,1,43,1,False,3,0.0,0.0,-0.002172926985526163,True,19.590393463,0.002766874718486584,1,False,0,0,0.9030167240137633,0.5270865007601825,True,False,True,cbs_v15_player_oof_v5,e_minutes_given_active,P18_candidate_source,S1
335,313,319,8.828643449802268,9.514155334725995,0.9279482139185118,0.005970149253731343,20.183561644,0.011940298507462687,False,0.0029850746268656717,0.005970149253731343,0.0,0.0,False,2,319,1,2,1,False,3,0.0,0.0,0.09026237698482882,False,20.183561644,0.005970149253731343,1,False,0,0,0.8785942492012779,0.5782747603833865,True,False,False,cbs_v15_player_oof_v5,e_minutes_given_active,P18_candidate_source,S1|S2
239,0,183,8.853323044892177,,,0.02092050209205021,16.320547945,0.03765690376569038,False,0.0041841004184100415,0.0041841004184100415,0.0,0.0,False,5,183,1,5,1,False,3,0.0,0.0,,False,16.320547945,0.02092050209205021,1,True,0,0,,,True,False,True,cbs_v15_player_oof_v5,e_minutes_given_active,P18_candidate_source,S2
113,14,94,10.125582836348224,7.684154286987417,1.317722479036528,0.035398230088495575,7.93681122,0.061946902654867256,False,0.008849557522123894,0.008849557522123894,0.0,0.0,False,4,94,1,4,1,False,3,0.0,0.0,0.15306090074168519,False,7.93681122,0.035398230088495575,1,True,0,0,0.7142857142857143,0.35714285714285715,True,True,True,cbs_v15_player_oof_v5,e_minutes_given_active,P19_team_assignment_confidence,probable
15887,12818,12610,9.836239870171752,10.712876737680428,0.9181697979941019,0.0027066154717693713,19.590393463,0.005161452760118336,False,6.294454585510165e-05,6.294454585510165e-05,0.0,0.0,False,43,12610,1,43,1,False,3,0.0,0.0,0.00016242302997140535,True,19.590393463,0.0027066154717693713,1,False,0,0,0.9024808862537057,0.5282415353409268,True,False,True,cbs_v15_player_oof_v5,e_minutes_given_active,P19_team_assignment_confidence,verified
239,0,183,8.853323044892177,,,0.02092050209205021,16.320547945,0.03765690376569038,False,0.0041841004184100415,0.0041841004184100415,0.0,0.0,False,5,183,1,5,1,False,3,0.0,0.0,,False,16.320547945,0.02092050209205021,1,True,0,0,,,True,False,True,cbs_v15_player_oof_v5,e_minutes_given_active,P19_team_assignment_confidence,weak
15887,12818,12610,9.836239870171752,10.712876737680428,0.9181697979941019,0.0027066154717693713,19.590393463,0.005161452760118336,False,6.294454585510165e-05,6.294454585510165e-05,0.0,0.0,False,43,12610,1,43,1,False,3,0.0,0.0,0.00016242302997140535,True,19.590393463,0.0027066154717693713,1,False,0,0,0.9024808862537057,0.5282415353409268,True,False,True,cbs_v15_player_oof_v5,e_minutes_given_active,P20_roster_evidence_regime,captured_asof
113,14,94,10.125582836348224,7.684154286987417,1.317722479036528,0.035398230088495575,7.93681122,0.061946902654867256,False,0.008849557522123894,0.008849557522123894,0.0,0.0,False,4,94,1,4,1,False,3,0.0,0.0,0.15306090074168519,False,7.93681122,0.035398230088495575,1,True,0,0,0.7142857142857143,0.35714285714285715,True,True,True,cbs_v15_player_oof_v5,e_minutes_given_active,P20_roster_evidence_regime,retrospective_effective_date
239,0,183,8.853323044892177,,,0.02092050209205021,16.320547945,0.03765690376569038,False,0.0041841004184100415,0.0041841004184100415,0.0,0.0,False,5,183,1,5,1,False,3,0.0,0.0,,False,16.320547945,0.02092050209205021,1,True,0,0,,,True,False,True,cbs_v15_player_oof_v5,e_minutes_given_active,P20_roster_evidence_regime,weak_prior_season
16239,12832,12606,4.5395367786504375,5.362108865887555,0.8465954146380499,0.002647946302112199,5.397599991,0.005049572017981402,False,0.0008005419052897346,6.158014656074881e-05,0.0008005419052897346,0.0,False,43,12608,1,43,1,False,3,0.0,0.0,-0.0019458998947918876,True,5.397599991,0.002647946302112199,1,False,0,0,0.8974438902743143,0.5117674563591023,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P01_global,ALL
16239,12832,12606,4.5395367786504375,5.362108865887555,0.8465954146380499,0.002647946302112199,5.397599991,0.005049572017981402,False,0.0008005419052897346,6.158014656074881e-05,0.0008005419052897346,0.0,False,43,12608,1,43,1,False,3,0.0,0.0,-0.0019458998947918876,True,5.397599991,0.002647946302112199,1,False,0,0,0.8974438902743143,0.5117674563591023,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P02_is_fallback,False
16239,12832,12606,4.5395367786504375,5.362108865887555,0.8465954146380499,0.002647946302112199,5.397599991,0.005049572017981402,False,0.0008005419052897346,6.158014656074881e-05,0.0008005419052897346,0.0,False,43,12608,1,43,1,False,3,0.0,0.0,-0.0019458998947918876,True,5.397599991,0.002647946302112199,1,False,0,0,0.8974438902743143,0.5117674563591023,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P03_fallback_level,0
16239,12832,12606,4.5395367786504375,5.362108865887555,0.8465954146380499,0.002647946302112199,5.397599991,0.005049572017981402,False,0.0008005419052897346,6.158014656074881e-05,0.0008005419052897346,0.0,False,43,12608,1,43,1,False,3,0.0,0.0,-0.0019458998947918876,True,5.397599991,0.002647946302112199,1,False,0,0,0.8974438902743143,0.5117674563591023,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P04_component_id,attempts_usage/walk_forward_active_ewma
16239,12832,12606,4.5395367786504375,5.362108865887555,0.8465954146380499,0.002647946302112199,5.397599991,0.005049572017981402,False,0.0008005419052897346,6.158014656074881e-05,0.0008005419052897346,0.0,False,43,12608,1,43,1,False,3,0.0,0.0,-0.0019458998947918876,True,5.397599991,0.002647946302112199,1,False,0,0,0.8974438902743143,0.5117674563591023,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P05_is_cold_start,False
5030,3860,3772,4.365437664268174,5.181303116274372,0.8425366295510524,0.006759443339960238,11.342858403,0.011928429423459244,False,0.00019880715705765408,0.00019880715705765408,0.0,0.0,False,34,3772,1,34,1,False,3,0.0,0.0,-0.006385533818156425,True,11.342858403,0.006759443339960238,1,False,0,0,0.9082901554404145,0.522020725388601,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P06_n_prior_games_bin,10-19
6651,5912,5829,4.569506733229211,5.532723600275815,0.825905478632877,0.003458126597504135,4.663428871,0.005863779882724403,False,0.00030070666065253347,0.00015035333032626674,0.0,0.0,False,23,5829,1,23,1,False,3,0.0,0.0,-0.007483220776034868,True,4.663428871,0.003458126597504135,1,False,0,0,0.8898849797023004,0.4913734776725304,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P06_n_prior_games_bin,20+
1512,887,859,4.5330222179286075,5.136188140436928,0.8825654539872424,0.025793650793650792,4.559986298,0.046957671957671955,False,0.008597883597883597,0.0006613756613756613,0.008597883597883597,0.0,False,39,861,1,39,1,False,3,0.0,0.0,0.015510882348109593,True,4.559986298,0.025793650793650792,1,True,0,0,0.8895152198421646,0.5388951521984217,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P06_n_prior_games_bin,3-4
3046,2173,2146,4.456063334045689,5.121595402843751,0.8700537593366849,0.014116874589625739,5.397599991,0.024294156270518712,False,0.00032829940906106366,0.00032829940906106366,0.0,0.0,False,43,2146,1,43,1,False,3,0.0,0.0,0.025136889865697457,True,5.397599991,0.014116874589625739,1,True,0,0,0.9019788311090658,0.5379659456971928,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P06_n_prior_games_bin,5-9
5030,3860,3772,4.365437664268174,5.181303116274372,0.8425366295510524,0.006759443339960238,11.342858403,0.011928429423459244,False,0.00019880715705765408,0.00019880715705765408,0.0,0.0,False,34,3772,1,34,1,False,3,0.0,0.0,-0.006385533818156425,True,11.342858403,0.006759443339960238,1,False,0,0,0.9082901554404145,0.522020725388601,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P07_n_prior_appearances_bin,10-19
6651,5912,5829,4.569506733229211,5.532723600275815,0.825905478632877,0.003458126597504135,4.663428871,0.005863779882724403,False,0.00030070666065253347,0.00015035333032626674,0.0,0.0,False,23,5829,1,23,1,False,3,0.0,0.0,-0.007483220776034868,True,4.663428871,0.003458126597504135,1,False,0,0,0.8898849797023004,0.4913734776725304,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P07_n_prior_appearances_bin,20+
1512,887,859,4.5330222179286075,5.136188140436928,0.8825654539872424,0.025793650793650792,4.559986298,0.046957671957671955,False,0.008597883597883597,0.0006613756613756613,0.008597883597883597,0.0,False,39,861,1,39,1,False,3,0.0,0.0,0.015510882348109593,True,4.559986298,0.025793650793650792,1,True,0,0,0.8895152198421646,0.5388951521984217,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P07_n_prior_appearances_bin,3-4
3046,2173,2146,4.456063334045689,5.121595402843751,0.8700537593366849,0.014116874589625739,5.397599991,0.024294156270518712,False,0.00032829940906106366,0.00032829940906106366,0.0,0.0,False,43,2146,1,43,1,False,3,0.0,0.0,0.025136889865697457,True,5.397599991,0.014116874589625739,1,True,0,0,0.9019788311090658,0.5379659456971928,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P07_n_prior_appearances_bin,5-9
16239,12832,12606,4.5395367786504375,5.362108865887555,0.8465954146380499,0.002647946302112199,5.397599991,0.005049572017981402,False,0.0008005419052897346,6.158014656074881e-05,0.0008005419052897346,0.0,False,43,12608,1,43,1,False,3,0.0,0.0,-0.0019458998947918876,True,5.397599991,0.002647946302112199,1,False,0,0,0.8974438902743143,0.5117674563591023,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P08_residual_pool_n_bin,50+
16239,12832,12606,4.5395367786504375,5.362108865887555,0.8465954146380499,0.002647946302112199,5.397599991,0.005049572017981402,False,0.0008005419052897346,6.158014656074881e-05,0.0008005419052897346,0.0,False,43,12608,1,43,1,False,3,0.0,0.0,-0.0019458998947918876,True,5.397599991,0.002647946302112199,1,False,0,0,0.8974438902743143,0.5117674563591023,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P09_selected_alpha_isnull,False
16239,12832,12606,4.5395367786504375,5.362108865887555,0.8465954146380499,0.002647946302112199,5.397599991,0.005049572017981402,False,0.0008005419052897346,6.158014656074881e-05,0.0008005419052897346,0.0,False,43,12608,1,43,1,False,3,0.0,0.0,-0.0019458998947918876,True,5.397599991,0.002647946302112199,1,False,0,0,0.8974438902743143,0.5117674563591023,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P10_team_prior_games_bin,null
16239,12832,12606,4.5395367786504375,5.362108865887555,0.8465954146380499,0.002647946302112199,5.397599991,0.005049572017981402,False,0.0008005419052897346,6.158014656074881e-05,0.0008005419052897346,0.0,False,43,12608,1,43,1,False,3,0.0,0.0,-0.0019458998947918876,True,5.397599991,0.002647946302112199,1,False,0,0,0.8974438902743143,0.5117674563591023,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P11_candidate_at_cutoff,nan
16239,12832,12606,4.5395367786504375,5.362108865887555,0.8465954146380499,0.002647946302112199,5.397599991,0.005049572017981402,False,0.0008005419052897346,6.158014656074881e-05,0.0008005419052897346,0.0,False,43,12608,1,43,1,False,3,0.0,0.0,-0.0019458998947918876,True,5.397599991,0.002647946302112199,1,False,0,0,0.8974438902743143,0.5117674563591023,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P12_exact_cutoff_ok,False
16239,12832,12606,4.5395367786504375,5.362108865887555,0.8465954146380499,0.002647946302112199,5.397599991,0.005049572017981402,False,0.0008005419052897346,6.158014656074881e-05,0.0008005419052897346,0.0,False,43,12608,1,43,1,False,3,0.0,0.0,-0.0019458998947918876,True,5.397599991,0.002647946302112199,1,False,0,0,0.8974438902743143,0.5117674563591023,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P13_tip_time_quality,none
4105,3241,3282,4.491625692325815,5.244784506697621,0.8563985205855422,0.00243605359317905,5.397599991,0.0048721071863581,False,0.00146163215590743,0.000243605359317905,0.00146163215590743,0.0,False,10,3283,1,10,1,False,3,0.0,0.0,0.00911687880214831,True,5.397599991,0.00243605359317905,1,False,0,0,0.9006479481641468,0.5248380129589633,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P14_player_season_game_index_bin,10-19
10193,8060,7963,4.47116853377894,5.4100793366737205,0.8264515648541207,0.002943196311193957,6.967241729,0.005690179534974983,False,9.810654370646523e-05,9.810654370646523e-05,0.0,0.0,False,30,7963,1,30,1,False,3,0.0,0.0,-0.009660717996608089,True,6.967241729,0.002943196311193957,1,False,0,0,0.8991315136476427,0.5063275434243176,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P14_player_season_game_index_bin,20+
379,333,355,5.251626148807619,5.657113278120287,0.9283226074187079,0.005277044854881266,6.349908736,0.010554089709762533,False,0.005277044854881266,0.002638522427440633,0.005277044854881266,0.0,False,2,355,1,2,1,False,3,0.0,0.0,0.010369905416104776,True,6.349908736,0.005277044854881266,1,False,0,0,0.8528528528528528,0.4594594594594595,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P14_player_season_game_index_bin,3-4
1562,1198,1241,4.8623381351685415,5.243832800162182,0.9272488884500967,0.003201024327784891,5.397599991,0.006402048655569782,False,0.003201024327784891,0.0006402048655569782,0.003201024327784891,0.0,False,5,1241,1,5,1,False,3,0.0,0.0,0.014520792758933969,True,5.397599991,0.003201024327784891,1,False,0,0,0.8898163606010017,0.5275459098497496,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P14_player_season_game_index_bin,5-9
15887,12818,12603,4.548235864755604,5.362594119653571,0.8481409861109206,0.0027066154717693713,5.397599991,0.005161452760118336,False,0.0008182790961163215,6.294454585510165e-05,0.0008182790961163215,0.0,False,43,12605,1,43,1,False,3,0.0,0.0,-0.002327637388795949,True,5.397599991,0.0027066154717693713,1,False,0,0,0.8974879076298955,0.5116242783585583,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P15_universe_tier,A
352,14,244,4.085700513955481,3.771640853166527,1.0832687079750134,0.019886363636363636,2.464516365,0.036931818181818184,False,0.002840909090909091,0.002840909090909091,0.0,0.0,False,7,244,1,6,1,False,3,0.0,0.0,0.3723300469454207,False,2.464516365,0.019886363636363636,1,True,0,0,0.8571428571428571,0.6428571428571429,True,True,True,cbs_v15_player_oof_v5,attempts_usage,P15_universe_tier,B
15887,12818,12603,4.548235864755604,5.362594119653571,0.8481409861109206,0.0027066154717693713,5.397599991,0.005161452760118336,False,0.0008182790961163215,6.294454585510165e-05,0.0008182790961163215,0.0,False,43,12605,1,43,1,False,3,0.0,0.0,-0.002327637388795949,True,5.397599991,0.0027066154717693713,1,False,0,0,0.8974879076298955,0.5116242783585583,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P16_evaluation_tier,A_primary
239,0,183,3.851669330281418,,,0.02092050209205021,4.249787734,0.03765690376569038,False,0.0041841004184100415,0.0041841004184100415,0.0,0.0,False,5,183,1,5,1,False,3,0.0,0.0,,False,4.249787734,0.02092050209205021,1,True,0,0,,,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P16_evaluation_tier,B_s2_weak_fallback
113,14,94,4.5509624501029045,3.771640853166527,1.2066266718587717,0.035398230088495575,2.667233551,0.061946902654867256,False,0.008849557522123894,0.008849557522123894,0.0,0.0,False,4,94,1,4,1,False,3,0.0,0.0,0.3723300469454207,False,2.667233551,0.035398230088495575,1,True,0,0,0.8571428571428571,0.6428571428571429,True,True,True,cbs_v15_player_oof_v5,attempts_usage,P16_evaluation_tier,B_transaction_sensitivity
352,14,244,4.085700513955481,3.771640853166527,1.0832687079750134,0.019886363636363636,2.464516365,0.036931818181818184,False,0.002840909090909091,0.002840909090909091,0.0,0.0,False,7,244,1,6,1,False,3,0.0,0.0,0.3723300469454207,False,2.464516365,0.019886363636363636,1,True,0,0,0.8571428571428571,0.6428571428571429,True,True,True,cbs_v15_player_oof_v5,attempts_usage,P17_fit_eligible,False
15887,12818,12603,4.548235864755604,5.362594119653571,0.8481409861109206,0.0027066154717693713,5.397599991,0.005161452760118336,False,0.0008182790961163215,6.294454585510165e-05,0.0008182790961163215,0.0,False,43,12605,1,43,1,False,3,0.0,0.0,-0.002327637388795949,True,5.397599991,0.0027066154717693713,1,False,0,0,0.8974879076298955,0.5116242783585583,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P17_fit_eligible,True
15541,12497,12305,4.525102253632444,5.352150176973192,0.8454737075766307,0.002766874718486584,5.397599991,0.005147673894858761,False,0.0008364970079145486,6.43459236857345e-05,0.0008364970079145486,0.0,False,43,12307,1,43,1,False,3,0.0,0.0,-0.004376419144401488,True,5.397599991,0.002766874718486584,1,False,0,0,0.8986956869648716,0.5134032167720253,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P18_candidate_source,S1
335,313,320,5.093808346145853,5.572332808643603,0.9141249313473381,0.005970149253731343,4.559986298,0.011940298507462687,False,0.005970149253731343,0.0029850746268656717,0.0,0.0,False,2,320,1,2,1,False,3,0.0,0.0,0.05802722776927448,False,4.559986298,0.005970149253731343,1,False,0,0,0.8466453674121406,0.43769968051118213,True,False,False,cbs_v15_player_oof_v5,attempts_usage,P18_candidate_source,S1|S2
239,0,183,3.851669330281418,,,0.02092050209205021,4.249787734,0.03765690376569038,False,0.0041841004184100415,0.0041841004184100415,0.0,0.0,False,5,183,1,5,1,False,3,0.0,0.0,,False,4.249787734,0.02092050209205021,1,True,0,0,,,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P18_candidate_source,S2
113,14,94,4.5509624501029045,3.771640853166527,1.2066266718587717,0.035398230088495575,2.667233551,0.061946902654867256,False,0.008849557522123894,0.008849557522123894,0.0,0.0,False,4,94,1,4,1,False,3,0.0,0.0,0.3723300469454207,False,2.667233551,0.035398230088495575,1,True,0,0,0.8571428571428571,0.6428571428571429,True,True,True,cbs_v15_player_oof_v5,attempts_usage,P19_team_assignment_confidence,probable
15887,12818,12603,4.548235864755604,5.362594119653571,0.8481409861109206,0.0027066154717693713,5.397599991,0.005161452760118336,False,0.0008182790961163215,6.294454585510165e-05,0.0008182790961163215,0.0,False,43,12605,1,43,1,False,3,0.0,0.0,-0.002327637388795949,True,5.397599991,0.0027066154717693713,1,False,0,0,0.8974879076298955,0.5116242783585583,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P19_team_assignment_confidence,verified
239,0,183,3.851669330281418,,,0.02092050209205021,4.249787734,0.03765690376569038,False,0.0041841004184100415,0.0041841004184100415,0.0,0.0,False,5,183,1,5,1,False,3,0.0,0.0,,False,4.249787734,0.02092050209205021,1,True,0,0,,,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P19_team_assignment_confidence,weak
15887,12818,12603,4.548235864755604,5.362594119653571,0.8481409861109206,0.0027066154717693713,5.397599991,0.005161452760118336,False,0.0008182790961163215,6.294454585510165e-05,0.0008182790961163215,0.0,False,43,12605,1,43,1,False,3,0.0,0.0,-0.002327637388795949,True,5.397599991,0.0027066154717693713,1,False,0,0,0.8974879076298955,0.5116242783585583,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P20_roster_evidence_regime,captured_asof
113,14,94,4.5509624501029045,3.771640853166527,1.2066266718587717,0.035398230088495575,2.667233551,0.061946902654867256,False,0.008849557522123894,0.008849557522123894,0.0,0.0,False,4,94,1,4,1,False,3,0.0,0.0,0.3723300469454207,False,2.667233551,0.035398230088495575,1,True,0,0,0.8571428571428571,0.6428571428571429,True,True,True,cbs_v15_player_oof_v5,attempts_usage,P20_roster_evidence_regime,retrospective_effective_date
239,0,183,3.851669330281418,,,0.02092050209205021,4.249787734,0.03765690376569038,False,0.0041841004184100415,0.0041841004184100415,0.0,0.0,False,5,183,1,5,1,False,3,0.0,0.0,,False,4.249787734,0.02092050209205021,1,True,0,0,,,True,False,True,cbs_v15_player_oof_v5,attempts_usage,P20_roster_evidence_regime,weak_prior_season
