region,arm,target,definition,known,n_rows,row_share,n_scoreable,loss_champion_in_region,loss_baseline_in_region,loss_reference_in_region,champion_vs_baseline_pct,champion_vs_reference_pct,pooled_n,pooled_skill_before_pct,pooled_skill_after_pct,routing_gain_pct,pooled_loss_before,pooled_loss_after,pooled_loss_reduction_pct,routing_gain_worst_over_grid_pct,routing_gain_best_over_grid_pct,fragile,paired_mean_diff,paired_p,paired_n_blocks,k_picks
R1_is_fallback,cbs_v14_player_oof,player_scoring_distribution,is_fallback == True  (equivalently n_prior_appearances < 3),KNOWN D092/D094,2459,0.13808,1419,6.035887945962538,4.697267989658137,4.746193077679253,28.49784085667688,27.17324911092549,13879,-2.0989905198895764,1.1827053429540713,3.2816958628436477,4.257989964168158,4.121128395035226,3.214229490549514,0.5096298316465075,3.971878878381352,False,1.3386199563044021,0.00024993751562109475,475,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 821}, {""season"": 2023, ""k"": 0.5, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 480, ""n_routed"": 867}, {""season"": 2024, ""k"": 0.5, ""form"": ""B2"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 944, ""n_routed"": 771}]"
R1_is_fallback,cbs_v15_player_oof_v5,player_scoring_distribution,is_fallback == True  (equivalently n_prior_appearances < 3),KNOWN D092/D094,5378,0.24879,1430,6.056623550145941,4.7394112515465,4.655489793015115,27.79274109562928,30.09637695335565,14262,-2.326434066434113,0.8628963192179762,3.1893303856520894,4.237402433336078,4.105330242409335,3.1168196319452113,0.5181805512255222,3.9787104258209527,False,1.3172122985994412,0.00024993751562109475,476,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 1361}, {""season"": 2023, ""k"": 0.5, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 484, ""n_routed"": 1814}, {""season"": 2024, ""k"": 0.5, ""form"": ""B2"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 955, ""n_routed"": 2203}]"
R7_fb_or_fit_ineligible,cbs_v15_player_oof_v5,player_scoring_distribution,is_fallback OR fit_eligible == False  (DISJOINT UNION),combined,5730,0.26507,1444,6.0262582397162925,4.724333828403645,4.636503323846614,27.557841139108685,29.97420294560873,14262,-2.326434066434113,0.8567419904135676,3.183176056847681,4.237402433336078,4.10558509706238,3.1108052243675743,0.4726271808157989,3.98262800389223,False,1.3019244113126478,0.00024993751562109475,476,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 1413}, {""season"": 2023, ""k"": 0.5, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 489, ""n_routed"": 1947}, {""season"": 2024, ""k"": 0.5, ""form"": ""B2"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 963, ""n_routed"": 2370}]"
R3_fallback_level_2,cbs_v14_player_oof,player_scoring_distribution,fallback_level == 2  (1 or 2 prior appearances),NEW SUB-STRUCTURE of R1,1409,0.07912,939,6.083044227542408,4.312641381453321,4.254171104011359,41.05147378362535,42.9901167305321,13879,-2.0989905198895764,0.7730881407724155,2.872078660661992,4.257989964168158,4.138211286131004,2.8130333571735777,0.47972333791592714,3.3051026787874527,False,1.7704028460890884,0.00024993751562109475,467,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 511}, {""season"": 2023, ""k"": 0.5, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 316, ""n_routed"": 432}, {""season"": 2024, ""k"": 0.5, ""form"": ""B2"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 622, ""n_routed"": 466}]"
R3_fallback_level_2,cbs_v15_player_oof_v5,player_scoring_distribution,fallback_level == 2  (1 or 2 prior appearances),NEW SUB-STRUCTURE of R1,1815,0.08396,952,6.133191184221035,4.412562436082206,4.235294117647059,38.993867465057974,44.81145851632999,14262,-2.326434066434113,0.44708923716897386,2.773523303603087,4.237402433336078,4.122549076988569,2.7104660969641703,0.48076241155816657,3.2223557831025706,False,1.7206287481388285,0.00024993751562109475,470,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 546}, {""season"": 2023, ""k"": 0.5, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 319, ""n_routed"": 572}, {""season"": 2024, ""k"": 0.5, ""form"": ""B2"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 635, ""n_routed"": 697}]"
R1_is_fallback,cbs_v14_player_oof,p_active,is_fallback == True  (equivalently n_prior_appearances < 3),KNOWN D092/D094,1466,0.08232,1466,0.16155525238744886,0.1305824250098961,0.1430552678303895,23.718986207527927,12.93205404990292,17809,22.05917243512936,24.143792739805747,2.084620304676388,0.0953264319210709,0.09277681291183444,2.67461915636108,-0.36831040468594534,2.2945471417197716,True,0.030972827377552734,0.00024993751562109475,489,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 506}, {""season"": 2023, ""k"": 1.0, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 506, ""n_routed"": 490}, {""season"": 2024, ""k"": 1.0, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 996, ""n_routed"": 470}]"
R3_fallback_level_2,cbs_v14_player_oof,p_active,fallback_level == 2  (1 or 2 prior appearances),NEW SUB-STRUCTURE of R1,977,0.05486,977,0.16773797338792226,0.12131845135620542,0.13408393039918118,38.26254086892653,25.099236641221403,17809,22.05917243512936,24.141300170367675,2.082127735238315,0.0953264319210709,0.09277986147775644,2.6714211284263656,-0.06359249573789638,2.3451525516933303,True,0.0464195220317168,0.00024993751562109475,488,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 338}, {""season"": 2023, ""k"": 1.0, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 338, ""n_routed"": 326}, {""season"": 2024, ""k"": 1.0, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 664, ""n_routed"": 313}]"
R2_is_cold_start,cbs_v15_player_oof_v5,attempts_usage,fallback_level == 3  (n_prior_appearances == 0),"KNOWN, subset of R1",3563,0.16482,478,4.596048366255412,4.1630933524188185,4.218474242171159,10.39983918652798,8.950490210648375,14262,-2.451696318506613,-1.898997641918898,0.5526986765877151,2.6898060537942152,2.675295291165279,0.5394724503823389,0.025680955611617762,1.0723659706593613,False,0.4329550138365929,0.00024993751562109475,476,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 815}, {""season"": 2023, ""k"": 0.5, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 165, ""n_routed"": 1242}, {""season"": 2024, ""k"": 20.0, ""form"": ""B2"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 320, ""n_routed"": 1506}]"
R2_is_cold_start,cbs_v14_player_oof,attempts_usage,fallback_level == 3  (n_prior_appearances == 0),"KNOWN, subset of R1",1050,0.05896,480,4.434631143601655,4.022778953950416,4.170816379513644,10.23800199727094,6.325254820227166,13879,-2.1334435786053207,-1.5919146976909992,0.5415288809143215,2.6864007032547677,2.672156950028124,0.5302170003673057,0.06341743700535307,0.8924189853094067,False,0.4118521896512394,0.00024993751562109475,475,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 310}, {""season"": 2023, ""k"": 0.5, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 164, ""n_routed"": 435}, {""season"": 2024, ""k"": 0.5, ""form"": ""B2"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 322, ""n_routed"": 305}]"
R2_is_cold_start,cbs_v14_player_oof,e_minutes_given_active,fallback_level == 3  (n_prior_appearances == 0),"KNOWN, subset of R1",1050,0.05896,480,9.586944190449431,8.805658054898437,9.257863255680792,8.872546840680219,3.554610018318316,13879,0.8278615357800057,1.3420209054432086,0.514159369663203,5.211768333040191,5.1847478456084986,0.5184514296308063,0.030105778717948173,0.8155837886498096,False,0.7812861355509951,0.00024993751562109475,475,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 310}, {""season"": 2023, ""k"": 0.5, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 164, ""n_routed"": 435}, {""season"": 2024, ""k"": 2.0, ""form"": ""B2"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 322, ""n_routed"": 305}]"
R2_is_cold_start,cbs_v15_player_oof_v5,e_minutes_given_active,fallback_level == 3  (n_prior_appearances == 0),"KNOWN, subset of R1",3563,0.16482,478,9.242236172281629,8.452970286725632,8.408265410499094,9.337142552073608,9.918463809921917,14262,0.8787696718162485,1.3848582135751686,0.50608854175892,5.180968783408732,5.1545160353161945,0.5105753228478838,0.04035028941827834,0.8505683395353736,False,0.7892658855559974,0.00024993751562109475,476,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 815}, {""season"": 2023, ""k"": 0.5, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 165, ""n_routed"": 1242}, {""season"": 2024, ""k"": 2.0, ""form"": ""B2"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 320, ""n_routed"": 1506}]"
R6_fit_ineligible,cbs_v15_player_oof_v5,attempts_usage,fit_eligible == False  (v5 contract; universe_tier B),NEW candidate (D6 coverage),3808,0.17616,383,4.582723659670163,4.138870380790822,4.140561431389807,10.724019793887173,10.678798892543906,14262,-2.451696318506613,-1.9976962052710379,0.4540001132355753,2.6898060537942152,2.6778865610294704,0.4431357698794436,-0.01986634346187177,0.8931797698553012,True,0.4438532788793419,0.00024993751562109475,371,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 770}, {""season"": 2023, ""k"": 5.0, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 126, ""n_routed"": 1268}, {""season"": 2024, ""k"": 3.0, ""form"": ""B2"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 252, ""n_routed"": 1770}]"
R4_tip_time_quality_null,cbs_v15_player_oof_v5,attempts_usage,tip_time_quality is null at cutoff,candidate,1071,0.04954,329,4.696826045207194,4.1995812647303685,4.179203363691932,11.8403419086772,12.385678237442633,14262,-2.451696318506613,-2.0147944664222317,0.4369018520843815,2.6898060537942152,2.6783354653229714,0.42644667466130715,0.009704917473118968,0.8504576506673356,False,0.49724478047682535,0.00024993751562109475,329,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 249}, {""season"": 2023, ""k"": 0.5, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 101, ""n_routed"": 360}, {""season"": 2024, ""k"": 0.5, ""form"": ""B2"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 214, ""n_routed"": 462}]"
R2_is_cold_start,cbs_v15_player_oof_v5,player_scoring_distribution,fallback_level == 3  (n_prior_appearances == 0),"KNOWN, subset of R1",3563,0.16482,478,5.904129015335292,5.379680736646165,5.4923648619489835,9.7486877820947,7.49702839734856,14262,-2.326434066434113,-1.901972612820746,0.4244614536133673,4.237402433336078,4.219825215749946,0.4148111458059711,0.03309365003898446,0.7624321117285948,False,0.5244482786891278,0.00024993751562109475,476,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 815}, {""season"": 2023, ""k"": 0.5, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 165, ""n_routed"": 1242}, {""season"": 2024, ""k"": 20.0, ""form"": ""B2"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 320, ""n_routed"": 1506}]"
R2_is_cold_start,cbs_v14_player_oof,player_scoring_distribution,fallback_level == 3  (n_prior_appearances == 0),"KNOWN, subset of R1",1050,0.05896,480,5.943638470121917,5.456423378857277,5.708711063667069,8.929202472676835,4.115244296563492,13879,-2.0989905198895764,-1.6949540126299567,0.4040365072596197,4.257989964168158,4.2411398133066385,0.39573016853766685,0.029906493730602612,0.6673440887349225,False,0.4872150912646406,0.00024993751562109475,475,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 310}, {""season"": 2023, ""k"": 0.5, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 164, ""n_routed"": 435}, {""season"": 2024, ""k"": 20.0, ""form"": ""B2"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 322, ""n_routed"": 305}]"
R6_fit_ineligible,cbs_v15_player_oof_v5,e_minutes_given_active,fit_eligible == False  (v5 contract; universe_tier B),NEW candidate (D6 coverage),3808,0.17616,383,8.851763305733375,8.067906759864309,7.875995770564346,9.715736301868816,12.389132289987392,14262,0.8787696718162485,1.2814965723829674,0.4027269005667189,5.180968783408732,5.159918646186193,0.406297318176263,-0.004993673929831743,0.7634472086176292,True,0.7838565458690671,0.00024993751562109475,371,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 770}, {""season"": 2023, ""k"": 3.0, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 126, ""n_routed"": 1268}, {""season"": 2024, ""k"": 5.0, ""form"": ""B2"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 252, ""n_routed"": 1770}]"
R4_tip_time_quality_null,cbs_v15_player_oof_v5,e_minutes_given_active,tip_time_quality is null at cutoff,candidate,1071,0.04954,329,8.698556323728955,7.798607521265082,7.575337399008395,11.539865290180472,14.827312178432962,14262,0.8787696718162485,1.275951140766618,0.39718146895036943,5.180968783408732,5.160208500418225,0.40070272295382736,0.0044478651394230795,0.7511083247925265,False,0.8999488024638727,0.00024993751562109475,329,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 249}, {""season"": 2023, ""k"": 0.5, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 101, ""n_routed"": 360}, {""season"": 2024, ""k"": 3.0, ""form"": ""B2"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 214, ""n_routed"": 462}]"
R6_fit_ineligible,cbs_v15_player_oof_v5,player_scoring_distribution,fit_eligible == False  (v5 contract; universe_tier B),NEW candidate (D6 coverage),3808,0.17616,383,5.921826208871339,5.3905098915134255,5.421422397564509,9.856513169457193,9.230120337637393,14262,-2.326434066434113,-1.9818782196636686,0.3445558467704446,4.237402433336078,4.2231341575298735,0.3367222261910774,-0.023770402726186468,0.6023930655787435,True,0.5313163173579154,0.0004998750312421895,371,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 770}, {""season"": 2023, ""k"": 2.0, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 126, ""n_routed"": 1268}, {""season"": 2024, ""k"": 1.0, ""form"": ""B2"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 252, ""n_routed"": 1770}]"
