GAME_ID,TEAM_ID,TEAM_ABBREVIATION,player_team_city,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,player_min,player_pts_off_tov,player_pts_2nd_chance,player_pts_fb,player_pts_paint,player_opp_pts_off_tov,player_opp_pts_2nd_chance,player_opp_pts_fb,player_opp_pts_paint,player_blk,player_blka,player_pf,player_pfd,player_season,year,season_type,player_e_off_rating,player_off_rating,player_e_def_rating,player_def_rating,player_e_net_rating,player_net_rating,player_ast_pct,player_ast_tov,player_ast_ratio,player_oreb_pct,player_dreb_pct,player_reb_pct,player_tm_tov_pct,player_efg_pct,player_ts_pct,player_usg_pct,player_e_usg_pct,player_e_pace,player_pace,player_pace_per40,player_poss,player_pie,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,SEASON
1022100001,1611661325,IND,Indiana,202638,Jessica Breland,Jessica,,,17.000000:47,0.0,0.0,2.0,6.0,7.0,2.0,7.0,10.0,1.0,0.0,1.0,4.0,2021,2021.0,regular,92.3,94.9,103.8,97.6,-11.5,-2.7,0.091,0.0,12.5,0.0,0.333,0.108,0.0,0.5,0.581,0.143,0.152,106.1,107.99,89.99,39.0,0.206,,,,,,,,,,,,,,,,,,,,,,
1022100001,1611661325,IND,Indiana,202650,Jantel Lavender,Jantel,F,,28.000000:17,7.0,6.0,0.0,6.0,13.0,3.0,6.0,20.0,0.0,0.0,2.0,0.0,2021,2021.0,regular,98.2,96.7,101.2,96.8,-3.0,-0.1,0.136,3.0,18.8,0.216,0.087,0.167,6.3,0.375,0.375,0.169,0.173,101.28,104.37,86.98,61.0,0.083,,,,,,,,,,,,,,,,,,,,,,
1022100001,1611661325,IND,Indiana,202658,Danielle Robinson,Danielle,G,,30.000000:21,2.0,2.0,4.0,4.0,13.0,5.0,8.0,22.0,0.0,1.0,4.0,2.0,2021,2021.0,regular,104.0,104.6,112.0,112.3,-8.1,-7.7,0.148,2.0,25.0,0.0,0.077,0.032,12.5,0.3,0.3,0.15,0.153,103.24,102.8,85.67,65.0,0.028,,,,,,,,,,,,,,,,,,,,,,
1022100001,1611661313,NYL,New York,203406,Layshia Clarendon,Layshia,,,2.000000:48,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2021,2021.0,regular,42.9,37.5,133.3,133.3,-90.5,-95.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,0.286,111.43,120.0,100.0,8.0,-0.375,,,,,,,,,,,,,,,,,,,,,,
1022100001,1611661313,NYL,New York,204334,Reshanda Gray,Reshanda,,,11.000000:47,0.0,0.0,2.0,2.0,6.0,2.0,5.0,10.0,0.0,1.0,3.0,3.0,2021,2021.0,regular,88.4,87.5,80.8,83.3,7.6,4.2,0.0,0.0,0.0,0.0,0.091,0.05,25.0,0.5,0.521,0.154,0.162,98.88,97.82,81.52,24.0,-0.211,,,,,,,,,,,,,,,,,,,,,,
1022100001,1611661313,NYL,New York,204335,Betnijah Laney-Hamilton,Betnijah,F,,38.000000:27,0.0,2.0,3.0,10.0,17.0,22.0,16.0,48.0,0.0,0.0,3.0,5.0,2021,2021.0,regular,109.9,111.1,97.3,98.8,12.6,12.3,0.1,1.0,8.0,0.0,0.098,0.059,8.0,0.722,0.727,0.267,0.271,103.12,101.74,84.79,81.0,0.183,,,,,,,,,,,,,,,,,,,,,,
1022100001,1611661325,IND,Indiana,1627676,Tiffany Mitchell,Tiffany,,,19.000000:55,0.0,2.0,0.0,4.0,10.0,0.0,5.0,8.0,0.0,0.0,3.0,4.0,2021,2021.0,regular,92.3,93.3,98.3,93.3,-6.0,0.0,0.067,1.0,7.7,0.103,0.067,0.091,7.7,0.2,0.309,0.203,0.209,106.33,108.45,90.38,45.0,-0.033,,,,,,,,,,,,,,,,,,,,,,
1022100001,1611661313,NYL,New York,1628244,Sami Whitcomb,Sami,G,,27.000000:05,0.0,0.0,0.0,0.0,17.0,16.0,14.0,40.0,0.0,0.0,1.0,1.0,2021,2021.0,regular,108.3,110.5,119.0,122.8,-10.6,-12.3,0.105,2.0,22.2,0.04,0.121,0.086,11.1,0.5,0.5,0.113,0.114,103.67,101.01,84.17,57.0,0.071,,,,,,,,,,,,,,,,,,,,,,
1022100001,1611661325,IND,Indiana,1628263,Lindsay Allen,Lindsay,,,7.000000:28,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,2021,2021.0,regular,92.8,100.0,95.2,83.3,-2.4,16.7,0.2,0.0,33.3,0.067,0.2,0.1,0.0,0.5,0.615,0.08,0.082,109.54,112.5,93.75,17.0,0.22,,,,,,,,,,,,,,,,,,,,,,
1022100001,1611661325,IND,Indiana,1628909,Kelsey Mitchell,Kelsey,G,,29.000000:42,7.0,0.0,10.0,6.0,13.0,5.0,11.0,20.0,0.0,0.0,3.0,2.0,2021,2021.0,regular,108.9,109.4,115.3,117.5,-6.4,-8.1,0.1,1.0,8.3,0.0,0.133,0.058,8.3,0.553,0.566,0.262,0.271,103.79,102.63,85.52,64.0,0.133,,,,,,,,,,,,,,,,,,,,,,
1022100001,1611661325,IND,Indiana,1628927,Victoria Vivians,Victoria,F,,20.000000:05,0.0,0.0,0.0,0.0,5.0,5.0,8.0,18.0,0.0,0.0,1.0,0.0,2021,2021.0,regular,109.2,107.1,113.7,114.3,-4.5,-7.1,0.0,0.0,0.0,0.0,0.1,0.047,0.0,0.333,0.333,0.118,0.124,99.66,100.38,83.65,42.0,0.012,,,,,,,,,,,,,,,,,,,,,,
1022100001,1611661313,NYL,New York,1629477,Sabrina Ionescu,Sabrina,G,,36.000000:56,7.0,3.0,0.0,2.0,14.0,22.0,16.0,48.0,0.0,0.0,3.0,5.0,2021,2021.0,regular,111.7,114.5,99.1,102.6,12.6,11.9,0.478,5.5,32.4,0.0,0.12,0.072,5.9,0.5,0.593,0.284,0.284,102.46,99.44,82.87,76.0,0.224,,,,,,,,,,,,,,,,,,,,,,
1022100001,1611661325,IND,Indiana,1629479,Teaira McCowan,Teaira,C,,31.000000:25,1.0,12.0,0.0,20.0,10.0,5.0,13.0,22.0,2.0,1.0,4.0,6.0,2021,2021.0,regular,108.4,112.1,110.4,113.8,-2.0,-1.7,0.045,0.25,4.2,0.175,0.29,0.225,16.7,0.588,0.586,0.267,0.27,103.36,100.06,83.39,66.0,0.173,,,,,,,,,,,,,,,,,,,,,,
1022100001,1611661313,NYL,New York,1630115,Joyner Holmes,Joyner,,,5.000000:19,0.0,0.0,0.0,0.0,6.0,4.0,0.0,6.0,0.0,0.0,1.0,0.0,2021,2021.0,regular,92.6,84.6,112.6,125.0,-20.0,-40.4,0.333,1.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.077,0.084,113.76,112.85,94.04,13.0,-0.056,,,,,,,,,,,,,,,,,,,,,,
1022100001,1611661313,NYL,New York,1630119,Jazmine Jones,Jazmine,,,14.000000:22,0.0,0.0,0.0,0.0,6.0,6.0,2.0,12.0,1.0,0.0,3.0,2.0,2021,2021.0,regular,83.4,80.0,73.4,71.9,10.0,8.1,0.0,0.0,0.0,0.0,0.05,0.032,66.7,0.0,0.0,0.1,0.104,100.32,103.53,86.27,30.0,-0.225,,,,,,,,,,,,,,,,,,,,,,
1022100001,1611661313,NYL,New York,1630131,Kylee Shook,Kylee,C,,25.000000:54,0.0,0.0,2.0,4.0,11.0,16.0,11.0,36.0,1.0,1.0,2.0,0.0,2021,2021.0,regular,117.5,115.8,109.0,108.9,8.5,6.9,0.158,1.5,23.1,0.0,0.091,0.053,15.4,0.375,0.375,0.167,0.172,103.89,104.71,87.26,57.0,0.042,,,,,,,,,,,,,,,,,,,,,,
