api_event_id,home_team,away_team,odds_commence_time,bookmaker_key,bookmaker_title,odds_last_update,team,odds_spread,odds_price,odds_snapshot_timestamp,odds_previous_timestamp,odds_next_timestamp,game_id,matchup_date,odds_odds_time_check,season
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,foxbet,FOX Bet,2022-05-21T22:49:43Z,Dallas Wings,-2.5,-110,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,foxbet,FOX Bet,2022-05-21T22:49:43Z,Minnesota Lynx,2.5,-110,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,betmgm,BetMGM,2022-05-21T22:48:54Z,Dallas Wings,-2.5,-115,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,betmgm,BetMGM,2022-05-21T22:48:54Z,Minnesota Lynx,2.5,-105,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,fanduel,FanDuel,2022-05-21T22:49:43Z,Dallas Wings,-2.5,-110,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,fanduel,FanDuel,2022-05-21T22:49:43Z,Minnesota Lynx,2.5,-110,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,betus,BetUS,2022-05-21T22:49:21Z,Dallas Wings,-2.5,-110,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,betus,BetUS,2022-05-21T22:49:21Z,Minnesota Lynx,2.5,-110,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,unibet,Unibet,2022-05-21T22:49:42Z,Dallas Wings,-2.5,-111,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,unibet,Unibet,2022-05-21T22:49:42Z,Minnesota Lynx,2.5,-111,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,twinspires,TwinSpires,2022-05-21T22:49:06Z,Dallas Wings,-2.5,-112,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,twinspires,TwinSpires,2022-05-21T22:49:06Z,Minnesota Lynx,2.5,-112,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,barstool,Barstool Sportsbook,2022-05-21T22:49:05Z,Dallas Wings,-2.5,-112,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,barstool,Barstool Sportsbook,2022-05-21T22:49:05Z,Minnesota Lynx,2.5,-112,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,bovada,Bovada,2022-05-21T22:50:34Z,Dallas Wings,-2.5,-110,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,bovada,Bovada,2022-05-21T22:50:34Z,Minnesota Lynx,2.5,-110,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
f749f8018d70bea02a67c338f576639a,Indiana Fever,Connecticut Sun,2022-05-22T18:00:00Z,pointsbetus,PointsBet (US),2022-05-22T16:48:27Z,Connecticut Sun,-13.0,-110,2022-05-22T16:55:00Z,2022-05-22T16:45:00Z,2022-05-22T17:05:00Z,1022200036,05/22/2022,2022-05-22T17:00:00+00:00,2022
f749f8018d70bea02a67c338f576639a,Indiana Fever,Connecticut Sun,2022-05-22T18:00:00Z,pointsbetus,PointsBet (US),2022-05-22T16:48:27Z,Indiana Fever,13.0,-110,2022-05-22T16:55:00Z,2022-05-22T16:45:00Z,2022-05-22T17:05:00Z,1022200036,05/22/2022,2022-05-22T17:00:00+00:00,2022
f749f8018d70bea02a67c338f576639a,Indiana Fever,Connecticut Sun,2022-05-22T18:00:00Z,fanduel,FanDuel,2022-05-22T16:49:43Z,Connecticut Sun,-13.5,-106,2022-05-22T16:55:00Z,2022-05-22T16:45:00Z,2022-05-22T17:05:00Z,1022200036,05/22/2022,2022-05-22T17:00:00+00:00,2022
f749f8018d70bea02a67c338f576639a,Indiana Fever,Connecticut Sun,2022-05-22T18:00:00Z,fanduel,FanDuel,2022-05-22T16:49:43Z,Indiana Fever,13.5,-114,2022-05-22T16:55:00Z,2022-05-22T16:45:00Z,2022-05-22T17:05:00Z,1022200036,05/22/2022,2022-05-22T17:00:00+00:00,2022
f749f8018d70bea02a67c338f576639a,Indiana Fever,Connecticut Sun,2022-05-22T18:00:00Z,foxbet,FOX Bet,2022-05-22T16:49:43Z,Connecticut Sun,-13.5,100,2022-05-22T16:55:00Z,2022-05-22T16:45:00Z,2022-05-22T17:05:00Z,1022200036,05/22/2022,2022-05-22T17:00:00+00:00,2022
f749f8018d70bea02a67c338f576639a,Indiana Fever,Connecticut Sun,2022-05-22T18:00:00Z,foxbet,FOX Bet,2022-05-22T16:49:43Z,Indiana Fever,13.5,-118,2022-05-22T16:55:00Z,2022-05-22T16:45:00Z,2022-05-22T17:05:00Z,1022200036,05/22/2022,2022-05-22T17:00:00+00:00,2022
f749f8018d70bea02a67c338f576639a,Indiana Fever,Connecticut Sun,2022-05-22T18:00:00Z,betus,BetUS,2022-05-22T16:48:25Z,Connecticut Sun,-13.0,-110,2022-05-22T16:55:00Z,2022-05-22T16:45:00Z,2022-05-22T17:05:00Z,1022200036,05/22/2022,2022-05-22T17:00:00+00:00,2022
f749f8018d70bea02a67c338f576639a,Indiana Fever,Connecticut Sun,2022-05-22T18:00:00Z,betus,BetUS,2022-05-22T16:48:25Z,Indiana Fever,13.0,-110,2022-05-22T16:55:00Z,2022-05-22T16:45:00Z,2022-05-22T17:05:00Z,1022200036,05/22/2022,2022-05-22T17:00:00+00:00,2022
f749f8018d70bea02a67c338f576639a,Indiana Fever,Connecticut Sun,2022-05-22T18:00:00Z,williamhill_us,William Hill (US),2022-05-22T16:49:44Z,Connecticut Sun,-13.0,-110,2022-05-22T16:55:00Z,2022-05-22T16:45:00Z,2022-05-22T17:05:00Z,1022200036,05/22/2022,2022-05-22T17:00:00+00:00,2022
f749f8018d70bea02a67c338f576639a,Indiana Fever,Connecticut Sun,2022-05-22T18:00:00Z,williamhill_us,William Hill (US),2022-05-22T16:49:44Z,Indiana Fever,13.0,-110,2022-05-22T16:55:00Z,2022-05-22T16:45:00Z,2022-05-22T17:05:00Z,1022200036,05/22/2022,2022-05-22T17:00:00+00:00,2022
f749f8018d70bea02a67c338f576639a,Indiana Fever,Connecticut Sun,2022-05-22T18:00:00Z,betmgm,BetMGM,2022-05-22T16:49:45Z,Connecticut Sun,-12.5,-115,2022-05-22T16:55:00Z,2022-05-22T16:45:00Z,2022-05-22T17:05:00Z,1022200036,05/22/2022,2022-05-22T17:00:00+00:00,2022
f749f8018d70bea02a67c338f576639a,Indiana Fever,Connecticut Sun,2022-05-22T18:00:00Z,betmgm,BetMGM,2022-05-22T16:49:45Z,Indiana Fever,12.5,-105,2022-05-22T16:55:00Z,2022-05-22T16:45:00Z,2022-05-22T17:05:00Z,1022200036,05/22/2022,2022-05-22T17:00:00+00:00,2022
f749f8018d70bea02a67c338f576639a,Indiana Fever,Connecticut Sun,2022-05-22T18:00:00Z,bovada,Bovada,2022-05-22T16:49:46Z,Connecticut Sun,-13.0,-110,2022-05-22T16:55:00Z,2022-05-22T16:45:00Z,2022-05-22T17:05:00Z,1022200036,05/22/2022,2022-05-22T17:00:00+00:00,2022
f749f8018d70bea02a67c338f576639a,Indiana Fever,Connecticut Sun,2022-05-22T18:00:00Z,bovada,Bovada,2022-05-22T16:49:46Z,Indiana Fever,13.0,-110,2022-05-22T16:55:00Z,2022-05-22T16:45:00Z,2022-05-22T17:05:00Z,1022200036,05/22/2022,2022-05-22T17:00:00+00:00,2022
f749f8018d70bea02a67c338f576639a,Indiana Fever,Connecticut Sun,2022-05-22T18:00:00Z,unibet,Unibet,2022-05-22T16:49:43Z,Connecticut Sun,-13.0,-111,2022-05-22T16:55:00Z,2022-05-22T16:45:00Z,2022-05-22T17:05:00Z,1022200036,05/22/2022,2022-05-22T17:00:00+00:00,2022
f749f8018d70bea02a67c338f576639a,Indiana Fever,Connecticut Sun,2022-05-22T18:00:00Z,unibet,Unibet,2022-05-22T16:49:43Z,Indiana Fever,13.0,-111,2022-05-22T16:55:00Z,2022-05-22T16:45:00Z,2022-05-22T17:05:00Z,1022200036,05/22/2022,2022-05-22T17:00:00+00:00,2022
f45ddf51519cd02b3f61a8427c33531a,Washington Mystics,Chicago Sky,2022-05-22T19:00:00Z,pointsbetus,PointsBet (US),2022-05-22T17:49:56Z,Chicago Sky,1.5,-110,2022-05-22T17:55:00Z,2022-05-22T17:45:00Z,2022-05-22T18:05:00Z,1022200037,05/22/2022,2022-05-22T18:00:00+00:00,2022
f45ddf51519cd02b3f61a8427c33531a,Washington Mystics,Chicago Sky,2022-05-22T19:00:00Z,pointsbetus,PointsBet (US),2022-05-22T17:49:56Z,Washington Mystics,-1.5,-110,2022-05-22T17:55:00Z,2022-05-22T17:45:00Z,2022-05-22T18:05:00Z,1022200037,05/22/2022,2022-05-22T18:00:00+00:00,2022
f45ddf51519cd02b3f61a8427c33531a,Washington Mystics,Chicago Sky,2022-05-22T19:00:00Z,williamhill_us,William Hill (US),2022-05-22T17:49:56Z,Chicago Sky,1.5,-110,2022-05-22T17:55:00Z,2022-05-22T17:45:00Z,2022-05-22T18:05:00Z,1022200037,05/22/2022,2022-05-22T18:00:00+00:00,2022
f45ddf51519cd02b3f61a8427c33531a,Washington Mystics,Chicago Sky,2022-05-22T19:00:00Z,williamhill_us,William Hill (US),2022-05-22T17:49:56Z,Washington Mystics,-1.5,-110,2022-05-22T17:55:00Z,2022-05-22T17:45:00Z,2022-05-22T18:05:00Z,1022200037,05/22/2022,2022-05-22T18:00:00+00:00,2022
f45ddf51519cd02b3f61a8427c33531a,Washington Mystics,Chicago Sky,2022-05-22T19:00:00Z,foxbet,FOX Bet,2022-05-22T17:49:54Z,Chicago Sky,1.0,-110,2022-05-22T17:55:00Z,2022-05-22T17:45:00Z,2022-05-22T18:05:00Z,1022200037,05/22/2022,2022-05-22T18:00:00+00:00,2022
f45ddf51519cd02b3f61a8427c33531a,Washington Mystics,Chicago Sky,2022-05-22T19:00:00Z,foxbet,FOX Bet,2022-05-22T17:49:54Z,Washington Mystics,-1.0,-110,2022-05-22T17:55:00Z,2022-05-22T17:45:00Z,2022-05-22T18:05:00Z,1022200037,05/22/2022,2022-05-22T18:00:00+00:00,2022
f45ddf51519cd02b3f61a8427c33531a,Washington Mystics,Chicago Sky,2022-05-22T19:00:00Z,betmgm,BetMGM,2022-05-22T17:49:57Z,Chicago Sky,1.5,-110,2022-05-22T17:55:00Z,2022-05-22T17:45:00Z,2022-05-22T18:05:00Z,1022200037,05/22/2022,2022-05-22T18:00:00+00:00,2022
f45ddf51519cd02b3f61a8427c33531a,Washington Mystics,Chicago Sky,2022-05-22T19:00:00Z,betmgm,BetMGM,2022-05-22T17:49:57Z,Washington Mystics,-1.5,-110,2022-05-22T17:55:00Z,2022-05-22T17:45:00Z,2022-05-22T18:05:00Z,1022200037,05/22/2022,2022-05-22T18:00:00+00:00,2022
f45ddf51519cd02b3f61a8427c33531a,Washington Mystics,Chicago Sky,2022-05-22T19:00:00Z,bovada,Bovada,2022-05-22T17:49:58Z,Chicago Sky,1.5,-110,2022-05-22T17:55:00Z,2022-05-22T17:45:00Z,2022-05-22T18:05:00Z,1022200037,05/22/2022,2022-05-22T18:00:00+00:00,2022
f45ddf51519cd02b3f61a8427c33531a,Washington Mystics,Chicago Sky,2022-05-22T19:00:00Z,bovada,Bovada,2022-05-22T17:49:58Z,Washington Mystics,-1.5,-110,2022-05-22T17:55:00Z,2022-05-22T17:45:00Z,2022-05-22T18:05:00Z,1022200037,05/22/2022,2022-05-22T18:00:00+00:00,2022
f45ddf51519cd02b3f61a8427c33531a,Washington Mystics,Chicago Sky,2022-05-22T19:00:00Z,fanduel,FanDuel,2022-05-22T17:49:54Z,Chicago Sky,1.5,-118,2022-05-22T17:55:00Z,2022-05-22T17:45:00Z,2022-05-22T18:05:00Z,1022200037,05/22/2022,2022-05-22T18:00:00+00:00,2022
f45ddf51519cd02b3f61a8427c33531a,Washington Mystics,Chicago Sky,2022-05-22T19:00:00Z,fanduel,FanDuel,2022-05-22T17:49:54Z,Washington Mystics,-1.5,-104,2022-05-22T17:55:00Z,2022-05-22T17:45:00Z,2022-05-22T18:05:00Z,1022200037,05/22/2022,2022-05-22T18:00:00+00:00,2022
f45ddf51519cd02b3f61a8427c33531a,Washington Mystics,Chicago Sky,2022-05-22T19:00:00Z,unibet,Unibet,2022-05-22T17:49:54Z,Chicago Sky,1.5,-114,2022-05-22T17:55:00Z,2022-05-22T17:45:00Z,2022-05-22T18:05:00Z,1022200037,05/22/2022,2022-05-22T18:00:00+00:00,2022
f45ddf51519cd02b3f61a8427c33531a,Washington Mystics,Chicago Sky,2022-05-22T19:00:00Z,unibet,Unibet,2022-05-22T17:49:54Z,Washington Mystics,-1.5,-109,2022-05-22T17:55:00Z,2022-05-22T17:45:00Z,2022-05-22T18:05:00Z,1022200037,05/22/2022,2022-05-22T18:00:00+00:00,2022
f45ddf51519cd02b3f61a8427c33531a,Washington Mystics,Chicago Sky,2022-05-22T19:00:00Z,betus,BetUS,2022-05-22T17:49:55Z,Chicago Sky,1.5,-110,2022-05-22T17:55:00Z,2022-05-22T17:45:00Z,2022-05-22T18:05:00Z,1022200037,05/22/2022,2022-05-22T18:00:00+00:00,2022
f45ddf51519cd02b3f61a8427c33531a,Washington Mystics,Chicago Sky,2022-05-22T19:00:00Z,betus,BetUS,2022-05-22T17:49:55Z,Washington Mystics,-1.5,-110,2022-05-22T17:55:00Z,2022-05-22T17:45:00Z,2022-05-22T18:05:00Z,1022200037,05/22/2022,2022-05-22T18:00:00+00:00,2022
b7b9814a93b9fbe7c3fb277806ad6788,Las Vegas Aces,Los Angeles Sparks,2022-05-24T02:00:00Z,williamhill_us,William Hill (US),2022-05-24T00:50:10Z,Las Vegas Aces,-10.5,-110,2022-05-24T00:55:00Z,2022-05-24T00:45:00Z,2022-05-24T01:05:00Z,1022200038,05/23/2022,2022-05-24T01:00:00+00:00,2022
b7b9814a93b9fbe7c3fb277806ad6788,Las Vegas Aces,Los Angeles Sparks,2022-05-24T02:00:00Z,williamhill_us,William Hill (US),2022-05-24T00:50:10Z,Los Angeles Sparks,10.5,-110,2022-05-24T00:55:00Z,2022-05-24T00:45:00Z,2022-05-24T01:05:00Z,1022200038,05/23/2022,2022-05-24T01:00:00+00:00,2022
b7b9814a93b9fbe7c3fb277806ad6788,Las Vegas Aces,Los Angeles Sparks,2022-05-24T02:00:00Z,pointsbetus,PointsBet (US),2022-05-24T00:48:39Z,Las Vegas Aces,-10.5,-110,2022-05-24T00:55:00Z,2022-05-24T00:45:00Z,2022-05-24T01:05:00Z,1022200038,05/23/2022,2022-05-24T01:00:00+00:00,2022
b7b9814a93b9fbe7c3fb277806ad6788,Las Vegas Aces,Los Angeles Sparks,2022-05-24T02:00:00Z,pointsbetus,PointsBet (US),2022-05-24T00:48:39Z,Los Angeles Sparks,10.5,-110,2022-05-24T00:55:00Z,2022-05-24T00:45:00Z,2022-05-24T01:05:00Z,1022200038,05/23/2022,2022-05-24T01:00:00+00:00,2022
b7b9814a93b9fbe7c3fb277806ad6788,Las Vegas Aces,Los Angeles Sparks,2022-05-24T02:00:00Z,fanduel,FanDuel,2022-05-24T00:49:31Z,Las Vegas Aces,-10.5,-104,2022-05-24T00:55:00Z,2022-05-24T00:45:00Z,2022-05-24T01:05:00Z,1022200038,05/23/2022,2022-05-24T01:00:00+00:00,2022
b7b9814a93b9fbe7c3fb277806ad6788,Las Vegas Aces,Los Angeles Sparks,2022-05-24T02:00:00Z,fanduel,FanDuel,2022-05-24T00:49:31Z,Los Angeles Sparks,10.5,-118,2022-05-24T00:55:00Z,2022-05-24T00:45:00Z,2022-05-24T01:05:00Z,1022200038,05/23/2022,2022-05-24T01:00:00+00:00,2022
b7b9814a93b9fbe7c3fb277806ad6788,Las Vegas Aces,Los Angeles Sparks,2022-05-24T02:00:00Z,unibet,Unibet,2022-05-24T00:49:31Z,Las Vegas Aces,-10.0,-112,2022-05-24T00:55:00Z,2022-05-24T00:45:00Z,2022-05-24T01:05:00Z,1022200038,05/23/2022,2022-05-24T01:00:00+00:00,2022
b7b9814a93b9fbe7c3fb277806ad6788,Las Vegas Aces,Los Angeles Sparks,2022-05-24T02:00:00Z,unibet,Unibet,2022-05-24T00:49:31Z,Los Angeles Sparks,10.0,-112,2022-05-24T00:55:00Z,2022-05-24T00:45:00Z,2022-05-24T01:05:00Z,1022200038,05/23/2022,2022-05-24T01:00:00+00:00,2022
b7b9814a93b9fbe7c3fb277806ad6788,Las Vegas Aces,Los Angeles Sparks,2022-05-24T02:00:00Z,foxbet,FOX Bet,2022-05-24T00:49:30Z,Las Vegas Aces,-10.0,-118,2022-05-24T00:55:00Z,2022-05-24T00:45:00Z,2022-05-24T01:05:00Z,1022200038,05/23/2022,2022-05-24T01:00:00+00:00,2022
b7b9814a93b9fbe7c3fb277806ad6788,Las Vegas Aces,Los Angeles Sparks,2022-05-24T02:00:00Z,foxbet,FOX Bet,2022-05-24T00:49:30Z,Los Angeles Sparks,10.0,100,2022-05-24T00:55:00Z,2022-05-24T00:45:00Z,2022-05-24T01:05:00Z,1022200038,05/23/2022,2022-05-24T01:00:00+00:00,2022
b7b9814a93b9fbe7c3fb277806ad6788,Las Vegas Aces,Los Angeles Sparks,2022-05-24T02:00:00Z,bovada,Bovada,2022-05-24T00:49:04Z,Las Vegas Aces,-10.5,-110,2022-05-24T00:55:00Z,2022-05-24T00:45:00Z,2022-05-24T01:05:00Z,1022200038,05/23/2022,2022-05-24T01:00:00+00:00,2022
b7b9814a93b9fbe7c3fb277806ad6788,Las Vegas Aces,Los Angeles Sparks,2022-05-24T02:00:00Z,bovada,Bovada,2022-05-24T00:49:04Z,Los Angeles Sparks,10.5,-110,2022-05-24T00:55:00Z,2022-05-24T00:45:00Z,2022-05-24T01:05:00Z,1022200038,05/23/2022,2022-05-24T01:00:00+00:00,2022
