api_event_id,home_team,away_team,odds_commence_time,bookmaker_key,bookmaker_title,odds_last_update,team,odds_spread,odds_price,odds_snapshot_timestamp,odds_previous_timestamp,odds_next_timestamp,game_id,matchup_date,odds_odds_time_check,season
5e651e720be05852e96f941636306bc0,Las Vegas Aces,Phoenix Mercury,2022-05-21T19:00:00Z,pointsbetus,PointsBet (US),2022-05-21T17:50:16Z,Las Vegas Aces,-9.5,-110,2022-05-21T17:55:00Z,2022-05-21T17:45:00Z,2022-05-21T18:05:00Z,1022200034,05/21/2022,2022-05-21T18:00:00+00:00,2022
5e651e720be05852e96f941636306bc0,Las Vegas Aces,Phoenix Mercury,2022-05-21T19:00:00Z,pointsbetus,PointsBet (US),2022-05-21T17:50:16Z,Phoenix Mercury,9.5,-110,2022-05-21T17:55:00Z,2022-05-21T17:45:00Z,2022-05-21T18:05:00Z,1022200034,05/21/2022,2022-05-21T18:00:00+00:00,2022
5e651e720be05852e96f941636306bc0,Las Vegas Aces,Phoenix Mercury,2022-05-21T19:00:00Z,foxbet,FOX Bet,2022-05-21T17:50:14Z,Las Vegas Aces,-8.5,-118,2022-05-21T17:55:00Z,2022-05-21T17:45:00Z,2022-05-21T18:05:00Z,1022200034,05/21/2022,2022-05-21T18:00:00+00:00,2022
5e651e720be05852e96f941636306bc0,Las Vegas Aces,Phoenix Mercury,2022-05-21T19:00:00Z,foxbet,FOX Bet,2022-05-21T17:50:14Z,Phoenix Mercury,8.5,100,2022-05-21T17:55:00Z,2022-05-21T17:45:00Z,2022-05-21T18:05:00Z,1022200034,05/21/2022,2022-05-21T18:00:00+00:00,2022
5e651e720be05852e96f941636306bc0,Las Vegas Aces,Phoenix Mercury,2022-05-21T19:00:00Z,betmgm,BetMGM,2022-05-21T17:50:16Z,Las Vegas Aces,-8.5,-110,2022-05-21T17:55:00Z,2022-05-21T17:45:00Z,2022-05-21T18:05:00Z,1022200034,05/21/2022,2022-05-21T18:00:00+00:00,2022
5e651e720be05852e96f941636306bc0,Las Vegas Aces,Phoenix Mercury,2022-05-21T19:00:00Z,betmgm,BetMGM,2022-05-21T17:50:16Z,Phoenix Mercury,8.5,-110,2022-05-21T17:55:00Z,2022-05-21T17:45:00Z,2022-05-21T18:05:00Z,1022200034,05/21/2022,2022-05-21T18:00:00+00:00,2022
5e651e720be05852e96f941636306bc0,Las Vegas Aces,Phoenix Mercury,2022-05-21T19:00:00Z,fanduel,FanDuel,2022-05-21T17:50:15Z,Las Vegas Aces,-9.5,-104,2022-05-21T17:55:00Z,2022-05-21T17:45:00Z,2022-05-21T18:05:00Z,1022200034,05/21/2022,2022-05-21T18:00:00+00:00,2022
5e651e720be05852e96f941636306bc0,Las Vegas Aces,Phoenix Mercury,2022-05-21T19:00:00Z,fanduel,FanDuel,2022-05-21T17:50:15Z,Phoenix Mercury,9.5,-118,2022-05-21T17:55:00Z,2022-05-21T17:45:00Z,2022-05-21T18:05:00Z,1022200034,05/21/2022,2022-05-21T18:00:00+00:00,2022
5e651e720be05852e96f941636306bc0,Las Vegas Aces,Phoenix Mercury,2022-05-21T19:00:00Z,betus,BetUS,2022-05-21T17:50:14Z,Las Vegas Aces,-9.5,-110,2022-05-21T17:55:00Z,2022-05-21T17:45:00Z,2022-05-21T18:05:00Z,1022200034,05/21/2022,2022-05-21T18:00:00+00:00,2022
5e651e720be05852e96f941636306bc0,Las Vegas Aces,Phoenix Mercury,2022-05-21T19:00:00Z,betus,BetUS,2022-05-21T17:50:14Z,Phoenix Mercury,9.5,-110,2022-05-21T17:55:00Z,2022-05-21T17:45:00Z,2022-05-21T18:05:00Z,1022200034,05/21/2022,2022-05-21T18:00:00+00:00,2022
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,sugarhouse,SugarHouse,2022-05-21T22:49:44Z,Dallas Wings,-2.5,-112,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,sugarhouse,SugarHouse,2022-05-21T22:49:44Z,Minnesota Lynx,2.5,-112,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,pointsbetus,PointsBet (US),2022-05-21T22:48:54Z,Dallas Wings,-2.5,-110,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,pointsbetus,PointsBet (US),2022-05-21T22:48:54Z,Minnesota Lynx,2.5,-110,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,betrivers,BetRivers,2022-05-21T22:49:44Z,Dallas Wings,-2.5,-112,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,betrivers,BetRivers,2022-05-21T22:49:44Z,Minnesota Lynx,2.5,-112,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,draftkings,DraftKings,2022-05-21T22:49:42Z,Dallas Wings,-2.5,-110,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
849554a8d92e5d2f0e892ffccc1d712e,Dallas Wings,Minnesota Lynx,2022-05-22T00:00:00Z,draftkings,DraftKings,2022-05-21T22:49:42Z,Minnesota Lynx,2.5,-110,2022-05-21T22:55:00Z,2022-05-21T22:45:00Z,2022-05-21T23:05:00Z,1022200035,05/21/2022,2022-05-21T23:00:00+00:00,2022
